a,b,continuous_lower_m,continuous_upper_m,gap_m,quantized_lower_m,quantized_upper_m,quantized_gap_m,nodes,theta_deg,z1x,z1y,z2x,z2y
850,400,64.4721657185,64.4730158199,0.000850101393354,64.4530882029,64.4530902093,2.00645575913e-06,157,-34.2736687367,1499.7681798,-26.3094704929,1381.14036341,24.2284588558
