problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2812001,78,12,11,12,6009.90572,500.8254766667,21259.52860403,280,268,10,4,21,0,convex_mesh_per_channel,0.31461
4,2812002,78,12,6,12,5792.054146,482.6711788333,21125.27071922,248,237,10,2,21,0,convex_mesh_per_channel,0.57433725
4,2812003,78,12,4,12,5750.586917,479.2155764167,21102.93460508,236,221,23,6,21,0,convex_mesh_per_channel,0.360300209
4,2812004,78,12,9,12,5990.006101,499.1671750833,21070.03051194,276,264,24,4,21,0,convex_mesh_per_channel,0.2840105
4,2812005,78,12,8,12,5954.086835,496.1739029167,22280.43416623,241,224,3,1,21,0,convex_mesh_per_channel,0.361864209
4,2812006,78,12,9,12,6012.606204,501.050517,22368.03101982,244,232,9,2,21,0,convex_mesh_per_channel,0.575805
4,2812007,78,12,5,12,5570.338365,464.19486375,20526.69182335,235,221,3,2,21,0,convex_mesh_per_channel,0.474709083
4,2812008,78,12,6,12,5638.295609,469.8579674167,20036.47805248,260,244,9,6,21,0,convex_mesh_per_channel,0.386989583
4,2812009,78,12,1,12,5406.634807,450.5529005833,20038.17403509,219,205,13,3,21,0,convex_mesh_per_channel,0.692184167
4,2812010,78,12,1,12,5239.588689,436.63239075,19127.94344903,226,212,4,4,21,0,convex_mesh_per_channel,0.369802958
4,2812011,78,12,7,12,6044.955445,503.7462870833,21969.77727134,252,238,31,6,21,0,convex_mesh_per_channel,0.279075209
4,2812012,78,12,9,12,6163.932383,513.6610319167,22679.66193704,259,246,9,2,21,0,convex_mesh_per_channel,0.369196791
4,2812013,78,12,1,12,5429.169943,452.4308285833,20010.84973219,228,212,5,4,21,0,convex_mesh_per_channel,0.62869225
4,2812014,78,12,10,12,5915.334324,492.944527,21271.67162927,259,249,19,4,21,0,convex_mesh_per_channel,0.523604375
4,2812015,78,12,3,12,5539.45496,461.6212466667,20227.2747971,236,221,11,7,21,0,convex_mesh_per_channel,0.650240041
4,2812016,78,12,3,12,5462.860644,455.238387,20004.30322938,226,212,20,4,21,0,convex_mesh_per_channel,0.737762167
4,2812017,78,12,9,12,5797.999803,483.16665025,21614.99902149,228,215,20,6,21,0,convex_mesh_per_channel,0.649550625
4,2812018,78,12,1,12,5760.998244,480.083187,21324.99121608,236,223,11,2,21,0,convex_mesh_per_channel,0.81643025
4,2812019,78,12,8,12,6450.617527,537.5514605833,22603.08764673,293,282,41,7,21,0,convex_mesh_per_channel,0.312538833
4,2812020,78,12,2,12,5908.00712,492.3339266667,21625.03561126,252,239,8,2,21,0,convex_mesh_per_channel,0.446681042
4,2812021,78,12,2,12,5618.439393,468.20328275,20947.19697103,229,215,3,3,21,0,convex_mesh_per_channel,0.366892709
4,2812022,78,12,5,12,5621.065274,468.4221061667,21040.3263601,226,211,4,2,21,0,convex_mesh_per_channel,0.788083833
4,2812023,78,12,3,12,5770.590383,480.8825319167,20637.95190864,263,250,6,3,21,0,convex_mesh_per_channel,0.3604265
4,2812024,78,12,11,12,6137.75039,511.4791991667,21493.75193112,286,277,24,6,21,0,convex_mesh_per_channel,0.201374875
4,2812025,78,12,9,12,5728.751067,477.39592225,20353.755339,258,245,21,4,21,0,convex_mesh_per_channel,0.281593709
4,2812026,78,12,7,12,5857.18098,488.098415,20230.90491131,288,281,10,3,21,0,convex_mesh_per_channel,0.42857875
4,2812027,78,12,10,12,5992.880084,499.4066736667,21294.40041789,277,262,9,6,21,0,convex_mesh_per_channel,0.381312166
4,2812028,78,12,2,12,5639.672335,469.9726945833,20423.36168917,247,230,10,5,21,0,convex_mesh_per_channel,0.464021417
4,2812029,78,12,10,12,6033.490545,502.79087875,21937.4527508,259,243,16,4,21,0,convex_mesh_per_channel,0.397883792
4,2812030,78,12,1,12,5800.426046,483.3688371667,21032.13022789,250,236,16,2,21,0,convex_mesh_per_channel,0.466797417
4,2812031,78,12,1,12,5524.332588,460.361049,19666.66293498,255,241,5,0,21,0,convex_mesh_per_channel,0.627767958
4,2812032,78,12,4,12,5813.015442,484.4179535,21350.07721356,235,221,29,3,21,0,convex_mesh_per_channel,0.528317208
4,2812033,78,12,8,12,5773.029164,481.0857636667,21060.14581806,248,234,9,2,21,0,convex_mesh_per_channel,0.407567375
4,2812034,78,12,7,12,6124.041735,510.33681125,21875.20866769,267,255,33,5,21,0,convex_mesh_per_channel,0.280310291
4,2812035,78,12,11,12,5827.512986,485.6260821667,21142.56495623,249,234,20,3,21,0,convex_mesh_per_channel,0.364064375
4,2812036,78,12,3,12,5695.592225,474.6326854167,20922.96112312,243,227,3,4,21,0,convex_mesh_per_channel,0.277348291
4,2812037,78,12,2,12,5512.076114,459.3396761667,20420.38055985,229,214,3,1,21,0,convex_mesh_per_channel,0.617150917
4,2812038,78,12,5,12,5667.506909,472.2922424167,20667.53455417,244,230,8,2,21,0,convex_mesh_per_channel,0.390194541
4,2812039,78,12,3,12,5714.683415,476.2236179167,20508.41706734,258,245,6,2,21,0,convex_mesh_per_channel,0.377596375
4,2812040,78,12,11,12,6066.971489,505.5809574167,22049.85745683,263,252,10,4,21,0,convex_mesh_per_channel,0.394790666
