problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2815001,84,15,2,15,5460.157311,364.0104874,21000.7865666,194,182,11,5,21,0,convex_mesh_per_channel,2.502747167
4,2815002,84,15,12,15,5917.935799,394.5290532667,22239.67901523,229,217,11,5,21,0,convex_mesh_per_channel,2.132607833
4,2815003,84,15,12,15,6022.344175,401.4896116667,22686.72089455,229,217,16,6,21,0,convex_mesh_per_channel,1.585043916
4,2815004,84,15,12,15,5859.592154,390.6394769333,22287.96078805,210,196,27,5,21,0,convex_mesh_per_channel,1.993196166
4,2815005,84,15,1,15,5505.921892,367.0614594667,21154.60945347,196,184,12,4,21,0,convex_mesh_per_channel,2.011309459
4,2815006,84,15,1,15,5409.335086,360.6223390667,20486.67542857,205,191,7,4,21,0,convex_mesh_per_channel,2.108349375
4,2815007,84,15,1,15,5253.725746,350.2483830667,20133.62873199,192,177,5,4,21,0,convex_mesh_per_channel,2.791371042
4,2815008,84,15,6,15,5461.247934,364.0831956,21226.23967878,188,177,8,6,21,0,convex_mesh_per_channel,2.15371675
4,2815009,84,15,12,15,5817.132308,387.8088205333,21795.66156974,227,218,10,9,21,0,convex_mesh_per_channel,2.409888709
4,2815010,84,15,9,15,5992.339221,399.4892814,22921.6961184,213,199,23,3,21,0,convex_mesh_per_channel,2.177393958
4,2815011,84,15,13,15,5688.465294,379.2310196,21682.32647725,210,200,9,1,21,0,convex_mesh_per_channel,2.154845625
4,2815012,84,15,5,15,5682.675308,378.8450205333,21758.3765183,200,187,23,6,21,0,convex_mesh_per_channel,2.248797125
4,2815013,84,15,5,15,5693.730739,379.5820492667,22333.65369736,192,177,5,7,21,0,convex_mesh_per_channel,2.783295958
4,2815014,84,15,9,15,5695.840985,379.7227323333,21999.2049123,203,191,5,5,21,0,convex_mesh_per_channel,2.420335083
4,2815015,84,15,8,15,5717.019761,381.1346507333,22360.09880874,193,178,9,3,21,0,convex_mesh_per_channel,3.147983709
4,2815016,84,15,1,15,5401.073384,360.0715589333,21010.36693496,185,175,8,4,21,0,convex_mesh_per_channel,2.955366791
4,2815017,84,15,1,15,5586.676833,372.4451222,21693.38416338,193,181,9,3,21,0,convex_mesh_per_channel,2.823289959
4,2815018,84,15,7,15,5260.569046,350.7046030667,20222.84523636,188,174,9,4,21,0,convex_mesh_per_channel,2.539741875
4,2815019,84,15,9,15,5693.741063,379.5827375333,21498.70532087,210,197,24,5,21,0,convex_mesh_per_channel,1.658054625
4,2815020,84,15,8,15,5896.729796,393.1153197333,22108.64898879,230,220,10,4,21,0,convex_mesh_per_channel,2.249683125
4,2815021,84,15,7,15,6051.990187,403.4660124667,23469.95093268,213,197,7,3,21,0,convex_mesh_per_channel,2.20800025
4,2815022,84,15,3,15,5796.422805,386.428187,21397.11401434,236,226,12,4,21,0,convex_mesh_per_channel,2.343010208
4,2815023,84,15,2,15,5428.865625,361.924375,21494.32812397,176,163,4,0,21,0,convex_mesh_per_channel,2.808351125
4,2815024,84,15,1,15,5595.472618,373.0315078667,21747.36308016,193,179,9,5,21,0,convex_mesh_per_channel,2.419308333
4,2815025,84,15,4,15,5522.58532,368.1723546667,21367.92658897,194,180,8,5,21,0,convex_mesh_per_channel,2.2060715
4,2815026,84,15,3,15,5528.984259,368.5989506,21699.92130925,184,170,8,8,21,0,convex_mesh_per_channel,2.086348459
4,2815027,84,15,12,15,6248.346537,416.5564358,23536.73268599,241,231,10,4,21,0,convex_mesh_per_channel,1.864756667
4,2815028,84,15,1,15,5358.978692,357.2652461333,21639.89345312,159,146,5,2,21,0,convex_mesh_per_channel,3.32868475
4,2815029,84,15,13,15,5979.419419,398.6279612667,21647.09708691,260,251,8,3,21,0,convex_mesh_per_channel,2.768729791
4,2815030,84,15,8,15,5574.329713,371.6219808667,21301.64856241,203,191,11,6,21,0,convex_mesh_per_channel,2.599723834
4,2815031,84,15,14,15,5781.538905,385.435927,22437.69450527,200,186,11,4,21,0,convex_mesh_per_channel,2.7870645
4,2815032,84,15,6,15,5609.774139,373.9849426,19868.87069813,258,247,8,4,21,0,convex_mesh_per_channel,2.173571167
4,2815033,84,15,5,15,5821.01259,388.067506,22065.0629357,215,204,18,5,21,0,convex_mesh_per_channel,1.986079541
4,2815034,84,15,14,15,5733.688504,382.2459002667,22323.44251128,193,181,16,3,21,0,convex_mesh_per_channel,1.749708458
4,2815035,84,15,12,15,5633.336415,375.555761,21176.6820699,214,202,17,5,21,0,convex_mesh_per_channel,1.530067584
4,2815036,84,15,10,15,5878.59387,391.906258,22207.96938831,214,199,31,7,21,0,convex_mesh_per_channel,1.610540166
4,2815037,84,15,14,15,6437.643818,429.1762545333,23843.21905273,248,237,39,5,21,0,convex_mesh_per_channel,1.433095042
4,2815038,84,15,3,15,5675.345583,378.3563722,22186.72791147,194,181,4,6,21,0,convex_mesh_per_channel,1.895922459
4,2815039,84,15,4,15,5910.34176,394.022784,22211.70880456,229,215,11,3,21,0,convex_mesh_per_channel,1.572443792
4,2815040,84,15,6,15,5860.789803,390.7193202,22163.94901897,222,210,11,1,21,0,convex_mesh_per_channel,1.655264333
