problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2810001,78,10,7,10,6069.755852,606.9755852,20888.77928456,303,291,12,2,21,0,convex_mesh_per_channel,0.299220042
4,2810002,78,10,5,10,5683.796084,568.3796084,20448.98046249,252,236,16,4,21,0,convex_mesh_per_channel,0.30834225
4,2810003,78,10,2,10,5525.036511,552.5036511,19845.18256954,247,226,15,1,21,0,convex_mesh_per_channel,0.443103833
4,2810004,78,10,4,10,5858.796988,585.8796988,20413.98493935,283,272,13,2,21,0,convex_mesh_per_channel,0.312819375
4,2810005,78,10,7,10,5714.556844,571.4556844,20537.78422493,259,244,6,4,21,0,convex_mesh_per_channel,0.308395875
4,2810006,78,10,7,10,6169.044956,616.9044956,22035.2247914,284,268,8,3,21,0,convex_mesh_per_channel,0.184393667
4,2810007,78,10,5,10,5781.167535,578.1167535,20305.83767761,276,263,9,5,21,0,convex_mesh_per_channel,0.258968667
4,2810008,78,10,1,10,5580.165539,558.0165539,19975.82768508,256,243,4,0,21,0,convex_mesh_per_channel,0.419259959
4,2810009,78,10,7,10,6059.538511,605.9538511,20847.69253289,303,289,12,3,21,0,convex_mesh_per_channel,0.219894958
4,2810010,78,10,2,10,5905.388979,590.5388979,20451.9449012,289,272,16,4,21,0,convex_mesh_per_channel,0.226021583
4,2810011,78,10,7,10,6174.158653,617.4158653,21745.79325915,296,283,4,2,21,0,convex_mesh_per_channel,0.330083166
4,2810012,78,10,1,10,5736.093811,573.6093811,20235.46905943,274,260,3,1,21,0,convex_mesh_per_channel,0.397522958
4,2810013,78,10,8,10,6172.105541,617.2105541,21205.52770031,314,299,4,2,21,0,convex_mesh_per_channel,0.133470208
4,2810014,78,10,9,10,6228.761572,622.8761572,21808.80784433,298,282,15,5,21,0,convex_mesh_per_channel,0.25898675
4,2810015,78,10,5,10,6111.730944,611.1730944,21623.65471306,288,276,7,0,21,0,convex_mesh_per_channel,0.492549292
4,2810016,78,10,4,10,5952.072159,595.2072159,20090.36078831,308,293,17,4,21,0,convex_mesh_per_channel,0.405901791
4,2810017,78,10,6,10,6082.86884,608.286884,21264.34420437,291,277,16,6,21,0,convex_mesh_per_channel,0.233802542
4,2810018,78,10,8,10,5976.95444,597.695444,20974.77223529,282,268,18,2,21,0,convex_mesh_per_channel,0.306544208
4,2810019,78,10,2,10,5964.424951,596.4424951,20997.1247767,279,263,19,6,21,0,convex_mesh_per_channel,0.313247875
4,2810020,78,10,6,10,6374.779979,637.4779979,21938.8998945,322,309,6,2,21,0,convex_mesh_per_channel,0.177724042
4,2810021,78,10,7,10,6026.398896,602.6398896,21576.99448895,275,259,9,5,21,0,convex_mesh_per_channel,0.490654583
4,2810022,78,10,1,10,5595.60719,559.560719,20153.03594707,253,238,4,1,21,0,convex_mesh_per_channel,0.358217709
4,2810023,78,10,4,10,6159.940507,615.9940507,22004.70253835,284,271,6,4,21,0,convex_mesh_per_channel,0.311477375
4,2810024,78,10,2,10,5406.979463,540.6979463,19269.89731978,251,233,5,5,21,0,convex_mesh_per_channel,0.428083333
4,2810025,78,10,7,10,5864.85521,586.485521,20519.27606821,285,268,6,1,21,0,convex_mesh_per_channel,0.215403958
4,2810026,78,10,6,10,5875.872418,587.5872418,20189.36209253,295,280,11,4,21,0,convex_mesh_per_channel,0.384211708
4,2810027,78,10,9,10,5933.057124,593.3057124,21125.28561666,276,263,5,1,21,0,convex_mesh_per_channel,0.191133292
4,2810028,78,10,6,10,5800.927303,580.0927303,19979.63650703,288,276,13,4,21,0,convex_mesh_per_channel,0.60427525
4,2810029,78,10,5,10,5786.428591,578.6428591,20572.14295669,268,255,9,2,21,0,convex_mesh_per_channel,0.249240167
4,2810030,78,10,5,10,5883.014649,588.3014649,20265.07324665,297,280,5,3,21,0,convex_mesh_per_channel,0.242462167
4,2810031,78,10,1,10,5532.121542,553.2121542,19895.60770545,249,234,8,2,21,0,convex_mesh_per_channel,0.520317833
4,2810032,78,10,9,10,6420.975633,642.0975633,22564.87816243,306,292,12,2,21,0,convex_mesh_per_channel,0.28600625
4,2810033,78,10,5,10,5734.346247,573.4346247,20036.73122328,279,267,5,2,21,0,convex_mesh_per_channel,0.388739208
4,2810034,78,10,9,10,6068.054466,606.8054466,21400.27231734,286,275,11,3,21,0,convex_mesh_per_channel,0.277740375
4,2810035,78,10,5,10,5669.80669,566.980669,19749.03345293,276,266,8,4,21,0,convex_mesh_per_channel,0.313955208
4,2810036,78,10,3,10,5837.692667,583.7692667,20648.46334513,276,260,6,2,21,0,convex_mesh_per_channel,0.310795667
4,2810037,78,10,7,10,6044.667876,604.4667876,20868.33938306,298,286,15,3,21,0,convex_mesh_per_channel,0.245171959
4,2810038,78,10,4,10,5851.659857,585.1659857,20373.29928931,288,275,4,1,21,0,convex_mesh_per_channel,0.183335416
4,2810039,78,10,2,10,5601.470686,560.1470686,19932.35343213,259,243,9,3,21,0,convex_mesh_per_channel,0.410274917
4,2810040,78,10,2,10,5563.640425,556.3640425,19493.20212263,268,257,6,3,21,0,convex_mesh_per_channel,0.415481333
