problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2814001,84,14,2,14,5583.107784,398.7934131429,21265.5389144,209,197,6,4,21,0,convex_mesh_per_channel,2.001430292
4,2814002,84,14,4,14,5548.159223,396.2970873571,21410.79612725,200,184,4,3,21,0,convex_mesh_per_channel,1.833945625
4,2814003,84,14,10,14,5498.924939,392.7803527857,20249.62470361,228,215,8,6,21,0,convex_mesh_per_channel,1.71357425
4,2814004,84,14,3,14,5127.754858,366.2682041429,19458.77429397,193,180,7,4,21,0,convex_mesh_per_channel,1.985184833
4,2814005,84,14,3,14,5874.096908,419.5783505714,21735.48456184,235,225,19,4,21,0,convex_mesh_per_channel,1.597552083
4,2814006,84,14,12,14,5747.420569,410.5300406429,21027.10284999,240,230,14,4,21,0,convex_mesh_per_channel,1.739708917
4,2814007,84,14,7,14,5603.716426,400.265459,21353.58211963,209,197,7,4,21,0,convex_mesh_per_channel,1.642257417
4,2814008,84,14,5,14,6028.131158,430.580797,23130.65579135,219,204,11,4,21,0,convex_mesh_per_channel,1.878127792
4,2814009,84,14,6,14,5709.288142,407.8062958571,20406.44070199,259,248,5,4,21,0,convex_mesh_per_channel,1.541069833
4,2814010,84,14,2,14,5796.353368,414.0252405714,22251.76684864,212,198,6,2,21,0,convex_mesh_per_channel,1.822867959
4,2814011,84,14,7,14,5412.666865,386.6190617857,20778.33432997,193,180,14,6,21,0,convex_mesh_per_channel,1.929679125
4,2814012,84,14,8,14,5974.588804,426.7563431429,21697.94400506,260,247,6,3,21,0,convex_mesh_per_channel,1.438293167
4,2814013,84,14,11,14,6072.011498,433.715107,22275.05750328,248,235,24,4,21,0,convex_mesh_per_channel,1.89294675
4,2814014,84,14,11,14,5925.696114,423.2640081429,21773.48055696,248,234,9,2,21,0,convex_mesh_per_channel,2.21498175
4,2814015,84,14,9,14,6193.806222,442.4147301429,23089.03110572,243,231,20,6,21,0,convex_mesh_per_channel,1.541637125
4,2814016,84,14,8,14,5414.992904,386.7852074286,19724.96450386,229,216,13,3,21,0,convex_mesh_per_channel,1.842296458
4,2814017,84,14,4,14,5271.387787,376.5276990714,19941.93893879,203,189,3,1,21,0,convex_mesh_per_channel,2.277634125
4,2814018,84,14,9,14,5895.255063,421.0896473571,22261.27533179,219,209,23,5,21,0,convex_mesh_per_channel,1.862928458
4,2814019,84,14,7,14,6018.276017,429.8768583571,23046.38004866,208,191,36,9,21,0,convex_mesh_per_channel,1.978350584
4,2814020,84,14,7,14,6010.351607,429.3108290714,22341.75805621,235,222,25,3,21,0,convex_mesh_per_channel,2.274486167
4,2814021,84,14,6,14,5913.777385,422.4126703571,21288.88693209,265,255,2,3,21,0,convex_mesh_per_channel,1.69108025
4,2814022,84,14,4,14,5715.521025,408.2515017857,22087.60512852,204,190,6,4,21,0,convex_mesh_per_channel,1.84673625
4,2814023,84,14,9,14,5679.578914,405.6842081429,21512.89455241,218,205,4,1,21,0,convex_mesh_per_channel,2.414855791
4,2814024,84,14,9,14,6238.187424,445.584816,23550.93712328,241,226,9,3,21,0,convex_mesh_per_channel,1.748082208
4,2814025,84,14,1,14,5528.6467,394.9033357143,20533.23350911,223,213,8,6,21,0,convex_mesh_per_channel,1.929084208
4,2814026,84,14,3,14,5162.532491,368.7523207857,19537.66245188,194,182,11,6,21,0,convex_mesh_per_channel,2.233578834
4,2814027,84,14,9,14,6608.071387,472.0050990714,25310.35695454,215,200,67,5,21,0,convex_mesh_per_channel,1.798868084
4,2814028,84,14,13,14,5954.66178,425.3329842857,22383.30889966,233,222,7,2,21,0,convex_mesh_per_channel,2.525793375
4,2814029,84,14,8,14,5725.691625,408.9779732143,21518.45808878,217,201,22,5,21,0,convex_mesh_per_channel,1.698997375
4,2814030,84,14,12,14,5910.056172,422.1468694286,21735.28089355,238,222,27,4,21,0,convex_mesh_per_channel,1.803870333
4,2814031,84,14,10,14,5977.054595,426.9324710714,22805.27300443,213,200,27,9,21,0,convex_mesh_per_channel,1.894354292
4,2814032,84,14,2,14,5435.407562,388.2433972857,19702.03782307,238,223,4,3,21,0,convex_mesh_per_channel,2.366069083
4,2814033,84,14,11,14,6130.264117,437.8760083571,22631.32058436,254,243,7,3,21,0,convex_mesh_per_channel,1.99828675
4,2814034,84,14,9,14,5696.03719,406.8597992857,21340.18593944,224,211,9,1,21,0,convex_mesh_per_channel,2.012268666
4,2814035,84,14,2,14,5629.363822,402.0974158571,21461.81910203,208,197,10,4,21,0,convex_mesh_per_channel,1.713003834
4,2814036,84,14,8,14,5933.347923,423.8105659286,21551.73959934,251,238,20,6,21,0,convex_mesh_per_channel,2.031706458
4,2814037,84,14,9,14,5365.572058,383.255147,20342.86028535,204,189,6,2,21,0,convex_mesh_per_channel,3.014048916
4,2814038,84,14,11,14,5596.372804,399.7409145714,20941.86402027,218,206,14,6,21,0,convex_mesh_per_channel,2.404152541
4,2814039,84,14,1,14,5497.939756,392.7099825714,21569.69878273,185,171,6,2,21,0,convex_mesh_per_channel,3.125073333
4,2814040,84,14,12,14,5901.295771,421.5211265,22746.47890067,195,181,42,6,21,0,convex_mesh_per_channel,2.275728208
