problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2816001,84,16,11,16,5307.717877,331.7323673125,21003.58937481,160,146,27,7,17,4,upper_bound_16,2.816219041
4,2816002,84,16,5,16,4420.685266,276.292829125,17468.4263176,137,132,10,3,11,10,upper_bound_16,1.786848625
4,2816003,84,16,5,16,4249.249339,265.5780836875,16651.24671311,129,125,23,4,10,11,upper_bound_16,2.477173708
4,2816004,84,16,1,16,4476.983918,279.811494875,17634.91957992,144,135,5,3,15,6,upper_bound_16,2.762388
4,2816005,84,16,13,16,4882.621076,305.16381725,18253.10540153,188,179,11,4,16,5,upper_bound_16,2.135539375
4,2816006,84,16,5,16,4326.519735,270.4074834375,16777.59867151,143,137,13,2,12,9,upper_bound_16,2.357753875
4,2816007,84,16,11,16,3616.514778,226.032173625,14337.57389343,109,103,7,2,7,14,upper_bound_16,1.700427792
4,2816008,84,16,2,16,4724.916158,295.307259875,17944.58078671,169,166,15,7,12,9,upper_bound_16,1.979663875
4,2816009,84,16,5,16,5114.237551,319.6398469375,20426.18775005,156,142,9,5,17,4,upper_bound_16,3.65661475
4,2816010,84,16,11,16,5012.744867,313.2965541875,19228.72434836,174,163,18,5,16,5,upper_bound_16,2.485944084
4,2816011,84,16,14,16,5102.827369,318.9267105625,19599.1368344,164,154,43,6,12,9,upper_bound_16,1.961105625
4,2816012,84,16,14,16,6122.594329,382.6621455625,22837.97163072,234,224,27,3,21,0,upper_bound_16,2.138846209
4,2816013,84,16,12,16,5160.599055,322.5374409375,19102.99525948,208,199,7,3,18,3,upper_bound_16,2.102063042
4,2816014,84,16,9,16,5919.538779,369.9711736875,21687.69389924,236,223,33,6,20,1,upper_bound_16,1.648430292
4,2816015,84,16,6,16,3602.654944,225.165934,14428.27471298,102,97,10,3,8,13,upper_bound_16,1.640383417
4,2816016,84,16,8,16,3848.041398,240.502587375,14865.20698589,129,126,8,2,11,10,upper_bound_16,1.557519792
4,2816017,84,16,9,16,3751.314967,234.4571854375,14476.57483781,119,115,22,3,9,12,upper_bound_16,1.73424425
4,2816018,84,16,5,16,5684.29517,355.268448125,21916.4758571,193,181,25,5,20,1,upper_bound_16,2.06802025
4,2816019,84,16,5,16,2860.635189,178.7896993125,10978.17593446,97,91,3,3,7,14,upper_bound_16,1.320420708
4,2816020,84,16,5,16,4598.631865,287.4144915625,18013.15931839,152,144,4,5,15,6,upper_bound_16,1.5963355
4,2816021,84,16,9,16,5111.029784,319.4393615,20070.14887395,157,148,28,4,15,6,upper_bound_16,1.803917667
4,2816022,84,16,1,16,4194.881011,262.1800631875,16874.40505058,118,114,12,3,10,11,upper_bound_16,1.614426041
4,2816023,84,16,5,16,5186.504348,324.15652175,20057.52176016,176,164,17,6,18,3,upper_bound_16,1.587554333
4,2816024,84,16,6,16,5269.414909,329.3384318125,19712.07450605,194,190,29,6,15,6,upper_bound_16,1.249666208
4,2816025,84,16,1,16,4466.898165,279.1811353125,16819.49081907,168,159,8,6,12,9,upper_bound_16,1.2709845
4,2816026,84,16,9,16,4899.282502,306.205156375,18671.41251169,175,171,13,4,13,8,upper_bound_16,1.181970291
4,2816027,84,16,13,16,5307.825967,331.7391229375,20494.12983644,187,176,6,3,19,2,upper_bound_16,1.539991792
4,2816028,84,16,5,16,5768.547057,360.5341910625,22322.73528763,198,189,15,5,21,0,upper_bound_16,1.273580125
4,2816029,84,16,11,16,5167.805054,322.987815875,19839.02527252,171,169,32,5,13,8,upper_bound_16,1.097623417
4,2816030,84,16,14,16,5371.458534,335.716158375,20097.29267116,210,204,6,3,15,6,upper_bound_16,1.651708292
4,2816031,84,16,13,16,5296.301787,331.0188616875,19931.50893288,202,190,10,4,18,3,upper_bound_16,1.476044083
4,2816032,84,16,6,16,4750.82974,296.92685875,18464.14869225,161,149,8,5,16,5,upper_bound_16,1.480407958
4,2816033,84,16,9,16,5469.464921,341.8415575625,20957.32460526,198,184,8,0,20,1,upper_bound_16,1.641519708
4,2816034,84,16,12,16,5767.59171,360.474481875,21092.95855168,237,227,19,5,18,3,upper_bound_16,1.126803292
4,2816035,84,16,1,16,3700.256924,231.26605775,14596.28460322,112,105,12,7,11,10,upper_bound_16,1.216697583
4,2816036,84,16,2,16,4139.721407,258.7325879375,16388.60703639,128,121,7,4,12,9,upper_bound_16,1.218229125
4,2816037,84,16,10,16,5754.883409,359.6802130625,21609.41703873,219,207,17,3,18,3,upper_bound_16,1.141746333
4,2816038,84,16,12,16,5669.213805,354.3258628125,21631.06901715,194,182,37,5,19,2,upper_bound_16,1.327132459
4,2816039,84,16,13,16,4354.024742,272.126546375,16685.12369295,138,130,39,6,10,11,upper_bound_16,0.994619708
4,2816040,84,16,11,16,4996.696182,312.293511375,18968.48090128,174,166,29,7,14,7,upper_bound_16,1.046680417
