problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2814001,78,14,2,14,5620.913276,401.4938054286,21559.56637646,204,189,10,4,21,0,convex_mesh_per_channel,0.944095291
4,2814002,78,14,4,14,5646.074986,403.2910704286,21945.37493411,198,182,5,4,21,0,convex_mesh_per_channel,0.713722625
4,2814003,78,14,10,14,6130.111568,437.865112,23270.55785424,225,209,24,6,21,0,convex_mesh_per_channel,0.590234791
4,2814004,78,14,3,14,5188.446292,370.6033065714,19797.23144849,193,179,5,4,21,0,convex_mesh_per_channel,0.879484375
4,2814005,78,14,3,14,5687.886163,406.2775830714,20854.43081418,239,225,9,6,21,0,convex_mesh_per_channel,0.659666375
4,2814006,78,14,12,14,5805.099839,414.6499885,21240.49919511,239,229,21,5,21,0,convex_mesh_per_channel,0.670455
4,2814007,78,14,7,14,5648.570322,403.4693087143,21577.8516107,209,197,7,4,21,0,convex_mesh_per_channel,0.599157375
4,2814008,78,14,5,14,5894.679233,421.0485166429,21398.39617699,253,238,14,4,21,0,convex_mesh_per_channel,0.594024208
4,2814009,78,14,6,14,5916.518086,422.6084347143,21822.59042126,246,237,5,1,21,0,convex_mesh_per_channel,0.766585125
4,2814010,78,14,2,14,5810.221096,415.0157925714,22376.10548628,210,197,6,2,21,0,convex_mesh_per_channel,0.62172475
4,2814011,78,14,7,14,5404.280878,386.0200627143,20791.40438443,192,180,12,6,21,0,convex_mesh_per_channel,0.961085375
4,2814012,78,14,8,14,5985.478894,427.5342067143,21827.39445718,260,247,1,2,21,0,convex_mesh_per_channel,0.331431042
4,2814013,78,14,11,14,6129.657937,437.8327097857,22498.28968168,249,237,26,4,21,0,convex_mesh_per_channel,0.518117417
4,2814014,78,14,11,14,5729.668604,409.2620431429,20843.34302008,243,231,15,2,21,0,convex_mesh_per_channel,0.633910334
4,2814015,78,14,9,14,6062.869275,433.0620910714,22469.34639184,240,227,24,7,21,0,convex_mesh_per_channel,0.310703667
4,2814016,78,14,8,14,5460.445523,390.0318230714,19877.22759729,229,216,18,5,21,0,convex_mesh_per_channel,0.683498292
4,2814017,78,14,4,14,5275.954016,376.8538582857,19979.77008475,203,189,2,2,21,0,convex_mesh_per_channel,0.937022666
4,2814018,78,14,9,14,5788.303872,413.4502765714,21946.51936629,217,205,13,6,21,0,convex_mesh_per_channel,0.669273042
4,2814019,78,14,7,14,6090.939407,435.0671005,23404.69700512,205,189,42,7,21,0,convex_mesh_per_channel,0.613180708
4,2814020,78,14,7,14,5960.644177,425.7602983571,22183.22090357,235,222,19,2,21,0,convex_mesh_per_channel,0.668066625
4,2814021,78,14,6,14,6021.41759,430.1012564286,22307.08794017,245,232,11,3,21,0,convex_mesh_per_channel,0.54135875
4,2814022,78,14,4,14,5609.632868,400.688062,21443.16434911,204,192,13,5,21,0,convex_mesh_per_channel,0.909207583
4,2814023,78,14,9,14,5622.3912,401.5993714286,21316.9560079,216,203,2,1,21,0,convex_mesh_per_channel,0.635493083
4,2814024,78,14,9,14,6514.948941,465.3534957857,23924.74470966,271,257,16,6,21,0,convex_mesh_per_channel,0.669590333
4,2814025,78,14,1,14,5506.212696,393.3009068571,20596.06348945,217,202,10,7,21,0,convex_mesh_per_channel,0.566621375
4,2814026,78,14,3,14,5186.179772,370.4414122857,19625.89885671,194,182,13,6,21,0,convex_mesh_per_channel,0.923572583
4,2814027,78,14,9,14,6037.259311,431.2328079286,23146.29657019,220,208,10,3,21,0,convex_mesh_per_channel,0.574271416
4,2814028,78,14,13,14,6041.645101,431.5460786429,22698.22552026,225,211,32,8,21,0,convex_mesh_per_channel,0.880209666
4,2814029,78,14,8,14,5717.933894,408.4238495714,21554.66944611,217,201,17,5,21,0,convex_mesh_per_channel,0.466346167
4,2814030,78,14,12,14,5857.64127,418.4029478571,21003.20632863,259,244,16,6,21,0,convex_mesh_per_channel,0.366210083
4,2814031,78,14,10,14,6167.11399,440.5081421429,23340.56995677,233,219,15,6,21,0,convex_mesh_per_channel,0.419216083
4,2814032,78,14,2,14,5661.739219,404.4099442143,20553.69609229,246,233,6,2,21,0,convex_mesh_per_channel,0.685857666
4,2814033,78,14,11,14,6100.871686,435.776549,22619.35844013,249,235,9,4,21,0,convex_mesh_per_channel,0.482422458
4,2814034,78,14,9,14,5794.949774,413.9249838571,21819.74886716,224,211,10,3,21,0,convex_mesh_per_channel,0.539768375
4,2814035,78,14,2,14,5686.365251,406.1689465,21421.82625678,221,209,6,2,21,0,convex_mesh_per_channel,0.558469791
4,2814036,78,14,8,14,5910.19449,422.1567492857,21550.97246767,250,238,14,6,21,0,convex_mesh_per_channel,0.637888375
4,2814037,78,14,9,14,5362.492723,383.0351945,20547.46361555,194,177,12,3,21,0,convex_mesh_per_channel,1.308913041
4,2814038,78,14,11,14,5689.817125,406.4155089286,21409.08563034,218,206,14,9,21,0,convex_mesh_per_channel,0.694046458
4,2814039,78,14,1,14,5579.903594,398.5645424286,21099.51798397,210,195,15,6,21,0,convex_mesh_per_channel,1.353205084
4,2814040,78,14,12,14,5931.309944,423.664996,22861.549765,196,183,42,6,21,0,convex_mesh_per_channel,0.804319417
