problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2816001,78,16,11,16,5050.174816,315.635926,19795.87407905,156,147,28,7,14,7,upper_bound_16,1.448650166
4,2816002,78,16,5,16,5578.470563,348.6544101875,21877.35279823,175,158,30,4,20,1,upper_bound_16,1.088054209
4,2816003,78,16,5,16,4243.803212,265.23770075,16709.01607225,128,125,19,2,10,11,upper_bound_16,1.866374375
4,2816004,78,16,1,16,4499.840508,281.24003175,17704.20253667,144,135,8,4,15,6,upper_bound_16,1.607421
4,2816005,78,16,13,16,5213.761091,325.8600681875,19763.80546843,197,184,4,3,19,2,upper_bound_16,0.849249834
4,2816006,78,16,5,16,4350.806674,271.925417125,16904.03339107,145,141,8,2,12,9,upper_bound_16,1.165747958
4,2816007,78,16,11,16,3614.280716,225.89254475,14326.40358445,110,104,5,2,7,14,upper_bound_16,1.114569458
4,2816008,78,16,2,16,4726.837335,295.4273334375,17954.18667259,169,166,15,7,12,9,upper_bound_16,0.544380166
4,2816009,78,16,5,16,5110.073484,319.37959275,20430.36742443,156,143,7,5,17,4,upper_bound_16,1.5276495
4,2816010,78,16,11,16,4982.171613,311.3857258125,19220.85806693,172,162,12,5,16,5,upper_bound_16,1.168346209
4,2816011,78,16,14,16,4853.478632,303.3424145,18877.39317925,155,148,25,5,11,10,upper_bound_16,0.858564042
4,2816012,78,16,14,16,6175.04537,385.940335625,23415.22682707,199,189,76,4,17,4,upper_bound_16,0.740048125
4,2816013,78,16,12,16,5184.949726,324.059357875,19224.74861259,208,199,7,3,18,3,upper_bound_16,0.619777625
4,2816014,78,16,9,16,5867.229174,366.701823375,21496.1458604,235,226,29,7,20,1,upper_bound_16,0.815433791
4,2816015,78,16,6,16,4153.78462,259.61153875,16738.92308663,119,110,7,4,10,11,upper_bound_16,1.532154167
4,2816016,78,16,8,16,3867.647633,241.7279770625,14978.23815212,129,123,8,2,11,10,upper_bound_16,1.279551667
4,2816017,78,16,9,16,4211.122659,263.1951661875,16790.61329734,128,124,3,1,11,10,upper_bound_16,1.435968333
4,2816018,78,16,5,16,5654.737601,353.4211000625,22018.68798988,191,177,13,4,20,1,upper_bound_16,1.176646792
4,2816019,78,16,5,16,4633.061424,289.566339,17855.3071366,157,146,17,5,15,6,upper_bound_16,1.416858292
4,2816020,78,16,5,16,4606.639736,287.9149835,18043.19867639,152,143,5,4,15,6,upper_bound_16,0.994925166
4,2816021,78,16,9,16,5754.921962,359.682622625,22849.60981799,180,166,13,5,20,1,upper_bound_16,1.123825833
4,2816022,78,16,1,16,4166.039945,260.3774965625,16675.19971967,123,121,5,3,10,11,upper_bound_16,1.300849833
4,2816023,78,16,5,16,4817.704773,301.1065483125,18893.52387301,155,148,12,5,14,7,upper_bound_16,1.15863775
4,2816024,78,16,6,16,4451.230461,278.2019038125,16526.15230855,174,169,9,5,14,7,upper_bound_16,0.988434791
4,2816025,78,16,1,16,4477.019152,279.813697,16880.09576351,166,158,11,4,12,9,upper_bound_16,0.97558675
4,2816026,78,16,9,16,5603.482726,350.217670375,20677.41365631,217,207,32,4,19,2,upper_bound_16,0.788465083
4,2816027,78,16,13,16,5408.475517,338.0297198125,20892.37757811,185,174,17,7,19,2,upper_bound_16,0.86381325
4,2816028,78,16,5,16,5792.134574,362.008410875,22435.67285685,200,189,12,4,21,0,upper_bound_16,0.818081625
4,2816029,78,16,11,16,5011.257052,313.20356575,19196.28525937,172,169,21,3,13,8,upper_bound_16,0.704456125
4,2816030,78,16,14,16,5241.705356,327.60658475,20033.52678521,187,178,14,4,14,7,upper_bound_16,0.979252292
4,2816031,78,16,13,16,5443.174722,340.198420125,21000.87361421,190,180,11,5,16,5,upper_bound_16,1.123788834
4,2816032,78,16,6,16,4576.677733,286.0423583125,17653.38865272,158,149,9,4,16,5,upper_bound_16,1.819486042
4,2816033,78,16,9,16,5519.880038,344.992502375,21194.40019081,198,184,9,0,20,1,upper_bound_16,1.467509834
4,2816034,78,16,12,16,6819.071537,426.1919710625,25750.35775333,217,210,98,7,16,5,upper_bound_16,1.10486225
4,2816035,78,16,1,16,3929.334415,245.5834009375,15576.6720705,119,112,9,4,12,9,upper_bound_16,1.397205458
4,2816036,78,16,2,16,4069.806668,254.36291675,16074.0333508,126,118,9,6,12,9,upper_bound_16,1.132462125
4,2816037,78,16,10,16,4616.48764,288.5304775,17722.43820266,161,157,10,3,13,8,upper_bound_16,0.753464667
4,2816038,78,16,12,16,5732.040193,358.2525120625,21855.20096562,194,182,43,5,19,2,upper_bound_16,1.089148833
4,2816039,78,16,13,16,4333.792256,270.862016,16578.9612364,138,131,39,6,10,11,upper_bound_16,0.813697334
4,2816040,78,16,11,16,5019.261245,313.7038278125,18046.30621224,215,207,16,6,17,4,upper_bound_16,0.652721833
