problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2810001,84,10,7,10,6128.825298,612.8825298,20999.12646871,307,296,16,2,21,0,convex_mesh_per_channel,1.127382917
4,2810002,84,10,5,10,5676.865258,567.6865258,20479.32632351,250,233,16,4,21,0,convex_mesh_per_channel,1.166408791
4,2810003,84,10,2,10,5441.456311,544.1456311,19567.28154756,245,232,7,1,21,0,convex_mesh_per_channel,1.520990958
4,2810004,84,10,4,10,5890.062272,589.0062272,20465.31136095,286,275,14,4,21,0,convex_mesh_per_channel,1.326817375
4,2810005,84,10,7,10,5708.633611,570.8633611,20523.1680572,259,244,5,4,21,0,convex_mesh_per_channel,1.319651833
4,2810006,84,10,7,10,6129.496355,612.9496355,21842.4817808,282,268,11,4,21,0,convex_mesh_per_channel,0.914180417
4,2810007,84,10,5,10,5718.152047,571.8152047,20020.76023442,276,263,7,3,21,0,convex_mesh_per_channel,1.241359
4,2810008,84,10,1,10,5542.520618,554.2520618,19822.60309786,255,241,4,1,21,0,convex_mesh_per_channel,1.277555416
4,2810009,84,10,7,10,6082.198816,608.2198816,20860.99407696,301,286,23,4,21,0,convex_mesh_per_channel,1.094432083
4,2810010,84,10,2,10,5904.462187,590.4462187,20447.31094189,289,272,16,4,21,0,convex_mesh_per_channel,1.053291833
4,2810011,84,10,7,10,6298.978459,629.8978459,22459.89228969,284,268,23,5,21,0,convex_mesh_per_channel,1.11666025
4,2810012,84,10,1,10,5783.23691,578.323691,20426.18455821,275,261,4,4,21,0,convex_mesh_per_channel,1.453787042
4,2810013,84,10,8,10,6111.047748,611.1047748,20955.23874525,312,298,4,5,21,0,convex_mesh_per_channel,1.062552125
4,2810014,84,10,9,10,6201.854907,620.1854907,21689.27455933,298,282,14,5,21,0,convex_mesh_per_channel,1.298175708
4,2810015,84,10,5,10,6077.459973,607.7459973,21452.29984629,288,276,7,0,21,0,convex_mesh_per_channel,2.265869167
4,2810016,84,10,4,10,6078.879431,607.8879431,20649.39714276,311,299,15,4,21,0,convex_mesh_per_channel,1.245765292
4,2810017,84,10,6,10,5943.658176,594.3658176,20668.29089621,290,277,11,5,21,0,convex_mesh_per_channel,1.252425833
4,2810018,84,10,8,10,5921.045238,592.1045238,20865.22618813,285,270,1,1,21,0,convex_mesh_per_channel,1.509064167
4,2810019,84,10,2,10,5919.185417,591.9185417,20795.92710203,278,263,19,5,21,0,convex_mesh_per_channel,1.262159167
4,2810020,84,10,6,10,5877.147203,587.7147203,20145.73603705,299,285,6,4,21,0,convex_mesh_per_channel,1.223914375
4,2810021,84,10,7,10,6019.047228,601.9047228,21490.23614027,277,262,8,5,21,0,convex_mesh_per_channel,1.451748291
4,2810022,84,10,1,10,5669.799584,566.9799584,20428.99792636,256,239,5,4,21,0,convex_mesh_per_channel,1.124677333
4,2810023,84,10,4,10,6103.243229,610.3243229,21751.21615302,284,271,4,3,21,0,convex_mesh_per_channel,1.26166225
4,2810024,84,10,2,10,5370.955846,537.0955846,19164.77924402,250,232,2,2,21,0,convex_mesh_per_channel,1.463282
4,2810025,84,10,7,10,5829.815413,582.9815413,20329.07706979,285,268,7,1,21,0,convex_mesh_per_channel,1.05540775
4,2810026,84,10,6,10,5870.004813,587.0004813,20145.02406824,295,280,12,3,21,0,convex_mesh_per_channel,1.386010458
4,2810027,84,10,9,10,5802.982487,580.2982487,20564.91243541,274,261,3,2,21,0,convex_mesh_per_channel,1.616737375
4,2810028,84,10,6,10,5819.282679,581.9282679,20116.41338989,287,275,12,3,21,0,convex_mesh_per_channel,1.937425083
4,2810029,84,10,5,10,5781.214226,578.1214226,20766.07112852,260,245,11,4,21,0,convex_mesh_per_channel,1.519842875
4,2810030,84,10,5,10,5738.19936,573.819936,19915.99679392,284,270,5,3,21,0,convex_mesh_per_channel,1.460750625
4,2810031,84,10,1,10,5452.484451,545.2484451,19557.42224198,249,234,4,1,21,0,convex_mesh_per_channel,1.633575208
4,2810032,84,10,9,10,5938.099349,593.8099349,20840.49672393,273,256,33,4,21,0,convex_mesh_per_channel,1.44282875
4,2810033,84,10,5,10,5837.461068,583.7461068,20552.30533914,280,268,3,1,21,0,convex_mesh_per_channel,1.502542708
4,2810034,84,10,9,10,6081.827666,608.1827666,21474.1383203,286,274,11,3,21,0,convex_mesh_per_channel,1.527491917
4,2810035,84,10,5,10,5662.71617,566.271617,19808.58085116,275,264,4,4,21,0,convex_mesh_per_channel,1.55654375
4,2810036,84,10,3,10,5985.628613,598.5628613,20863.1430741,294,278,5,3,21,0,convex_mesh_per_channel,1.432749167
4,2810037,84,10,7,10,6042.315436,604.2315436,20841.57717389,298,286,16,3,21,0,convex_mesh_per_channel,1.524859959
4,2810038,84,10,4,10,5867.044864,586.7044864,20425.22432092,289,275,4,1,21,0,convex_mesh_per_channel,1.243009958
4,2810039,84,10,2,10,5645.96047,564.596047,20094.80234478,259,243,13,2,21,0,convex_mesh_per_channel,1.36545525
4,2810040,84,10,2,10,5792.55946,579.255946,20462.7972963,267,252,21,3,21,0,convex_mesh_per_channel,1.39099775
