problem,seed,method,n,directional_n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,scans,skipped_discovery,certificate,runtime_s
4,2811001,78,11,2,11,5656.657164,514.2415603636,20428.28580801,253,242,3,2,21,0,convex_mesh_per_channel,0.289871375
4,2811002,78,11,6,11,5589.056523,508.0960475455,19585.28261465,272,257,0,1,21,0,convex_mesh_per_channel,0.365731625
4,2811003,78,11,5,11,5881.243439,534.6584944545,21061.21718476,268,256,6,3,21,0,convex_mesh_per_channel,0.517291875
4,2811004,78,11,10,11,6130.795075,557.3450068182,21478.97537565,290,276,18,7,21,0,convex_mesh_per_channel,0.167350084
4,2811005,78,11,2,11,5542.297844,503.8452585455,19461.48923394,264,251,8,3,21,0,convex_mesh_per_channel,0.428081709
4,2811006,78,11,3,11,5541.380503,503.7618639091,20021.90250253,244,229,11,1,21,0,convex_mesh_per_channel,0.383351125
4,2811007,78,11,9,11,5987.721893,544.3383539091,20198.60947511,312,303,10,5,21,0,convex_mesh_per_channel,0.16738625
4,2811008,78,11,5,11,5613.171872,510.288352,19750.8593659,268,253,5,4,21,0,convex_mesh_per_channel,0.435007667
4,2811009,78,11,10,11,6091.557948,553.7779952727,21587.78971703,278,260,23,5,21,0,convex_mesh_per_channel,0.27624525
4,2811010,78,11,1,11,5516.594961,501.5086328182,20222.9748059,237,220,4,1,21,0,convex_mesh_per_channel,0.361402167
4,2811011,78,11,3,11,5580.67388,507.3339890909,19953.36940663,256,243,4,4,21,0,convex_mesh_per_channel,0.385236334
4,2811012,78,11,5,11,5711.252186,519.2047441818,20671.26094828,251,237,10,6,21,0,convex_mesh_per_channel,0.400746042
4,2811013,78,11,9,11,5872.159329,533.8326662727,20950.7966429,270,253,8,0,21,0,convex_mesh_per_channel,0.310269667
4,2811014,78,11,7,11,6284.063103,571.2784639091,22620.31552202,281,270,10,4,21,0,convex_mesh_per_channel,0.335935458
4,2811015,78,11,9,11,5650.70708,513.7006436364,20718.53540286,241,229,6,6,21,0,convex_mesh_per_channel,0.3875875
4,2811016,78,11,8,11,5800.96302,527.3602745455,20419.81510408,273,258,13,4,21,0,convex_mesh_per_channel,0.222350416
4,2811017,78,11,10,11,5853.708924,532.1553567273,21503.54462679,248,234,8,3,21,0,convex_mesh_per_channel,0.48810225
4,2811018,78,11,4,11,5583.15212,507.5592836364,20225.76059823,245,231,9,2,21,0,convex_mesh_per_channel,0.497276625
4,2811019,78,11,3,11,5709.940132,519.0854665455,20359.70066227,264,248,5,2,21,0,convex_mesh_per_channel,0.291028333
4,2811020,78,11,5,11,5860.452096,532.7683723636,20547.26049815,284,267,3,1,21,0,convex_mesh_per_channel,0.402986583
4,2811021,78,11,4,11,5671.854194,515.6231085455,19979.27097806,269,258,6,6,21,0,convex_mesh_per_channel,0.4477885
4,2811022,78,11,4,11,5496.750851,499.7046228182,20258.7542513,233,216,3,1,21,0,convex_mesh_per_channel,0.534442667
4,2811023,78,11,8,11,6470.549163,588.2317420909,23207.74583073,288,274,20,1,21,0,convex_mesh_per_channel,0.16345
4,2811024,78,11,6,11,5561.815662,505.6196056364,20434.07832138,236,219,7,2,21,0,convex_mesh_per_channel,0.553951916
4,2811025,78,11,4,11,5743.472984,522.1339076364,20812.36491708,257,241,0,0,21,0,convex_mesh_per_channel,0.494088625
4,2811026,78,11,3,11,5486.894289,498.8085717273,19709.47146913,248,235,5,2,21,0,convex_mesh_per_channel,0.715230875
4,2811027,78,11,8,11,5845.732122,531.4301929091,20058.66061162,297,282,4,3,21,0,convex_mesh_per_channel,0.4067565
4,2811028,78,11,3,11,5568.838568,506.2580516364,19979.19283012,254,242,2,0,21,0,convex_mesh_per_channel,0.525154333
4,2811029,78,11,8,11,5744.409558,522.2190507273,21122.04779165,245,231,3,1,21,0,convex_mesh_per_channel,0.496241458
4,2811030,78,11,1,11,5559.691484,505.4264985455,19943.45743328,253,239,4,2,21,0,convex_mesh_per_channel,0.501955916
4,2811031,78,11,2,11,5796.538248,526.9580225455,20682.69124234,267,255,5,1,21,0,convex_mesh_per_channel,0.466402125
4,2811032,78,11,8,11,6147.562006,558.8692732727,21957.81005014,274,259,24,5,21,0,convex_mesh_per_channel,0.2430005
4,2811033,78,11,5,11,5719.358266,519.9416605455,20526.79132921,258,248,7,4,21,0,convex_mesh_per_channel,0.325787708
4,2811034,78,11,2,11,5930.261183,539.114653,21211.30590432,268,257,12,6,21,0,convex_mesh_per_channel,0.384968375
4,2811035,78,11,1,11,5777.949154,525.2681049091,20994.7457715,250,238,12,3,21,0,convex_mesh_per_channel,0.506351625
4,2811036,78,11,9,11,5671.735484,515.6123167273,20228.67742301,262,249,4,1,21,0,convex_mesh_per_channel,0.29211925
4,2811037,78,11,6,11,5790.314391,526.3922173636,20606.57198314,263,251,16,4,21,0,convex_mesh_per_channel,0.349234833
4,2811038,78,11,2,11,5682.624942,516.6022674545,20723.1246906,240,226,19,3,21,0,convex_mesh_per_channel,0.458710292
4,2811039,78,11,1,11,5507.287392,500.6624901818,19566.43695954,257,245,3,0,21,0,convex_mesh_per_channel,0.369702917
4,2811040,78,11,4,11,5435.966111,494.1787373636,19484.8305592,246,233,7,3,21,0,convex_mesh_per_channel,0.533543875
