problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2310101,56,0,14,14,3027.825067,216.2732190714,11119.12532883,119,109,10,0,120,30,1,24677,0,26,25,38,0.104102,seven_point_per_channel,0,0
3,2310102,56,0,13,13,3132.383858,240.9526044615,11951.91929423,114,107,0,0,65,14,3,12990,0,22,22,24,0.0573576,seven_point_per_channel,0,0
3,2310103,56,0,16,16,3266.189341,204.1368338125,12890.94671014,100,96,4,0,179,20,3,35183,0,29,28,30,0.1495654,upper_bound_16,0,0
3,2310104,56,0,11,11,2745.291738,249.5719761818,9826.458686999,121,111,3,0,103,15,3,20155,0,24,24,25,0.0866818,seven_point_per_channel,0,0
3,2310105,56,0,13,13,3385.681395,260.4370303846,13243.40697104,111,105,4,0,142,21,3,26103,0,15,15,31,0.1180293,seven_point_per_channel,0,0
3,2310106,56,0,15,15,3010.841845,200.7227896667,11659.20922286,101,96,1,0,175,14,3,35047,0,31,31,24,0.1474709,seven_point_per_channel,0,0
3,2310107,56,0,16,16,2949.619825,184.3512390625,11333.09912917,100,94,3,0,154,18,4,28751,0,27,27,28,0.1256832,upper_bound_16,0,0
3,2310108,56,0,10,10,2632.536452,263.2536452,9547.682258641,111,106,4,0,95,14,2,21176,0,18,18,23,0.0890643,seven_point_per_channel,0,0
3,2310109,56,0,11,11,2722.579841,247.5072582727,10082.89922107,110,101,0,0,82,14,2,18297,0,15,15,23,0.0742253,seven_point_per_channel,0,0
3,2310110,56,0,15,15,3195.793353,213.0528902,12198.96676171,112,106,5,0,180,23,2,34023,0,32,32,32,0.145379,seven_point_per_channel,0,0
3,2310111,56,0,16,16,3094.60371,193.412731875,11708.01854907,112,104,3,0,118,18,4,21052,0,37,37,28,0.0933201,upper_bound_16,0,0
3,2310112,56,0,14,14,3125.649508,223.2606791429,11868.24753621,112,101,7,0,193,21,3,35814,0,32,29,31,0.1556295,seven_point_per_channel,0,0
3,2310113,56,0,14,14,3115.196431,222.5140307857,11690.98215492,116,106,7,0,144,23,4,31678,0,22,22,34,0.1305729,seven_point_per_channel,0,0
3,2310114,56,0,12,12,2871.166025,239.2638354167,10745.83012632,111,104,1,0,86,15,1,17038,0,26,20,23,0.075034,seven_point_per_channel,0,0
