problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2360001,78,5,10,10,2746.802423,274.6802423,9834.012112092,118,110,10,0,151,17,6,30896,0,20,20,30,0.1318565,seven_point_per_channel,6,38.16103775178
3,2360002,78,5,12,12,2651.887189,220.9905990833,9579.435945132,112,104,4,0,120,14,4,26024,0,23,21,25,0.1069185,seven_point_per_channel,5,14.48755398428
3,2360003,78,5,10,10,2668.987712,266.8987712,9769.938570205,109,105,5,0,89,16,2,16832,0,17,17,25,0.0744785,seven_point_per_channel,4,2.085895885006
3,2360004,78,5,13,13,3104.458436,238.8044950769,11957.2921847,107,101,4,0,150,20,2,29336,0,20,20,29,0.1185303,seven_point_per_channel,4,12.62685212552
3,2360005,78,5,11,11,2867.719735,260.7017940909,10648.59867986,111,104,8,0,125,22,2,27112,0,18,18,31,0.1114513,seven_point_per_channel,2,7.23182282923
3,2360006,78,5,12,12,2831.34627,235.9455225,10341.73136168,115,110,6,0,119,17,4,22543,0,20,18,28,0.0975353,seven_point_per_channel,8,5.63670703334
3,2360007,78,5,12,12,3080.598754,256.7165628333,11467.99377748,118,110,9,0,105,22,3,17767,0,23,23,32,0.0743305,seven_point_per_channel,6,0.4754502611013
3,2360008,78,5,12,12,3087.051876,257.254323,11540.25937309,117,110,8,1,103,20,4,19477,0,17,16,31,0.0783705,seven_point_per_channel,5,14.8305533958
3,2360009,78,5,12,12,3192.971419,266.0809515833,11809.8570965,125,116,10,0,153,19,7,32461,0,24,24,33,0.1294072,seven_point_per_channel,8,5.698390511165
3,2360010,78,5,13,13,3140.195579,241.5535060769,11660.97789771,120,110,11,0,149,20,5,32477,0,27,27,32,0.1311247,seven_point_per_channel,9,20.74866282026
3,2360011,78,5,15,15,3490.670457,232.7113638,13463.35228245,114,108,15,0,198,24,7,36292,0,31,29,38,0.149133,seven_point_per_channel,9,47.20717109903
3,2360012,78,5,11,11,2946.393769,267.853979,10921.96884101,116,112,5,0,91,16,4,20429,0,13,13,27,0.0810009,seven_point_per_channel,6,17.95855423664
3,2360013,78,5,11,11,3319.424756,301.7658869091,12422.12377976,127,118,9,0,103,19,5,20493,0,22,20,31,0.0842775,seven_point_per_channel,7,37.09389189699
3,2360014,78,5,15,15,3047.440101,203.1626734,11367.20049273,114,102,9,1,125,25,5,25548,0,27,27,37,0.1063758,seven_point_per_channel,7,12.82008621958
3,2360015,78,5,16,16,2629.36228,164.3351425,10321.81139566,80,73,4,1,218,17,5,45878,0,24,24,27,0.1780203,upper_bound_16,12,18.78965892461
3,2360016,78,5,15,15,3217.597021,214.5064680667,12327.98510795,110,106,7,0,181,21,5,35048,0,26,21,33,0.1456054,seven_point_per_channel,5,20.74439185742
3,2360017,78,5,16,16,3031.203108,189.45019425,11591.01553969,102,93,10,0,229,23,5,46406,0,33,32,35,0.1917129,upper_bound_16,7,7.767559770491
3,2360018,78,5,15,15,3364.914573,224.3276382,13059.57285942,111,102,7,0,116,23,4,21454,0,29,28,34,0.0864756,seven_point_per_channel,9,45.14917924513
3,2360019,78,5,11,11,2746.44092,249.6764472727,9817.204585889,116,109,13,0,145,21,6,31303,0,17,17,34,0.132079,seven_point_per_channel,7,32.43370976165
3,2360020,78,5,15,15,2875.293093,191.6862062,10916.46546554,102,89,6,0,243,20,3,52694,0,38,37,30,0.2172834,seven_point_per_channel,6,7.359746149443
3,2360021,78,5,12,12,3347.219842,278.9349868333,12736.09921074,120,113,9,0,111,22,3,23869,0,19,19,32,0.09293,seven_point_per_channel,3,50.30358097716
3,2360022,78,5,10,10,3086.79254,308.679254,11643.96268696,117,111,4,0,57,19,2,10327,0,8,8,28,0.0422365,seven_point_per_channel,3,9.532351255326
3,2360023,78,5,11,11,2927.166981,266.1060891818,10260.8348884,135,124,7,1,68,21,3,12435,0,18,18,31,0.0494826,seven_point_per_channel,2,0
3,2360024,78,5,10,10,2891.550748,289.1550748,10342.75373678,124,117,12,1,83,15,6,15262,0,19,19,28,0.0630767,seven_point_per_channel,8,18.65961260932
3,2360025,78,5,11,11,2789.901298,253.6273907273,10159.50649143,112,107,12,1,115,22,5,18963,0,14,14,34,0.0854403,seven_point_per_channel,8,37.27585742282
3,2360026,78,5,13,13,2795.585624,215.045048,9997.928123697,120,110,7,0,86,20,4,14958,0,22,21,31,0.0627887,seven_point_per_channel,7,4.790854006475
3,2360027,78,5,16,16,3359.526948,209.97043425,12342.63474804,131,117,13,0,216,28,6,38400,0,44,43,41,0.1579454,upper_bound_16,7,66.53760940913
3,2360028,78,5,12,12,2904.459461,242.0382884167,10672.29730787,115,105,10,0,84,23,4,17297,0,16,16,34,0.0702464,seven_point_per_channel,7,36.23838774991
3,2360029,78,5,14,14,3561.098763,254.3641973571,14020.49381393,108,99,16,0,179,31,3,35857,0,27,27,41,0.1471481,seven_point_per_channel,4,15.76734099122
3,2360030,78,5,16,16,3114.123241,194.6327025625,11605.61618711,112,99,18,0,240,31,6,43975,0,47,42,43,0.1795095,upper_bound_16,10,48.69388401376
3,2360031,78,5,12,12,2766.740397,230.56169975,9898.701973282,118,107,10,1,127,20,4,20175,0,32,32,31,0.0867053,seven_point_per_channel,8,15.79455468167
3,2360032,78,5,16,16,3091.171172,193.19819825,11775.85585213,102,92,18,0,210,26,8,43134,0,31,31,40,0.1747534,upper_bound_16,11,9.716793024927
3,2360033,78,5,12,12,3029.757596,252.4797996667,11538.78798956,106,99,11,1,148,18,5,28940,0,19,19,30,0.1269033,seven_point_per_channel,6,37.87138021419
3,2360034,78,5,11,11,3382.920393,307.5382175455,12644.60195178,130,125,8,0,96,22,5,17636,0,13,12,34,0.0688509,seven_point_per_channel,4,26.18590845582
3,2360035,78,5,11,11,2760.60856,250.9644145455,10013.04280318,118,107,2,0,41,17,3,8199,0,16,16,27,0.0311315,seven_point_per_channel,4,7.222253006086
3,2360036,78,5,15,15,4039.762719,269.3175146,16328.81358392,111,105,13,0,166,26,6,30843,0,23,23,39,0.1220907,seven_point_per_channel,9,64.95343071898
3,2360037,78,5,10,10,2798.092374,279.8092374,9870.461860958,126,117,9,1,94,13,5,18261,0,21,21,25,0.0765481,seven_point_per_channel,6,31.88501128027
3,2360038,78,5,12,12,3071.163806,255.9303171667,11320.8190287,121,118,8,0,108,21,6,23933,0,19,19,34,0.0975442,seven_point_per_channel,8,43.81327665212
3,2360039,78,5,11,11,2847.219853,258.8381684545,10516.0992629,113,103,7,0,89,15,4,18118,0,17,16,26,0.0711242,seven_point_per_channel,7,36.865560681
3,2360040,78,5,15,15,3023.759416,201.5839610667,11348.7970738,107,99,15,0,230,22,6,49203,0,42,42,35,0.1995177,seven_point_per_channel,8,0.9761990062689
4,2360001,78,5,10,10,5499.564997,549.9564997,19127.82499099,269,255,8,2,184,32,2,55807,0,0,0,55,0.5428105,convex_mesh_per_channel,1,0.02715331923537
4,2360002,78,5,12,12,5979.178504,498.2648753333,21840.89253913,247,229,29,6,260,42,6,53219,0,0,0,69,0.5440733,convex_mesh_per_channel,4,12.47697914541
4,2360003,78,5,10,10,5918.205862,591.8205862,21351.02931487,262,249,13,6,205,29,6,46531,0,0,0,56,0.4720838,convex_mesh_per_channel,1,0.3786237127933
4,2360004,78,5,13,13,6360.274044,489.2518495385,23371.37020087,256,239,34,5,137,36,5,36745,0,0,0,62,0.331112,convex_mesh_per_channel,4,11.71426549227
4,2360005,78,5,11,11,5654.350259,514.0318417273,20336.75130553,252,236,12,2,239,38,2,64136,0,0,0,61,0.5601111,convex_mesh_per_channel,2,7.298493568007
4,2360006,78,5,12,12,5780.017728,481.668144,20755.08864065,262,250,3,2,122,33,2,35491,0,0,0,56,0.3115802,convex_mesh_per_channel,0,0
4,2360007,78,5,12,12,5558.441935,463.2034945833,20342.2096795,239,226,3,1,235,36,1,71618,0,0,0,58,0.6068111,convex_mesh_per_channel,1,2.759088951796
4,2360008,78,5,12,12,5696.606511,474.71720925,20343.03255486,257,244,13,6,167,27,6,44576,0,0,0,54,0.3898617,convex_mesh_per_channel,1,7.65473556771
4,2360009,78,5,12,12,5769.015163,480.7512635833,20475.07580803,269,254,5,2,179,37,2,52509,0,0,0,60,0.4755114,convex_mesh_per_channel,2,2.370824883474
4,2360010,78,5,13,13,5851.031657,450.0793582308,21745.15827472,227,215,29,4,371,42,4,94171,0,0,0,67,0.8509875,convex_mesh_per_channel,2,13.70629204057
4,2360011,78,5,15,15,5705.834341,380.3889560667,22074.1717006,199,185,12,6,293,38,6,76894,0,0,0,65,0.7350207,convex_mesh_per_channel,7,44.21081946534
4,2360012,78,5,11,11,5861.699566,532.8817787273,20333.49782477,289,274,7,4,131,35,4,34853,0,0,0,60,0.3284362,convex_mesh_per_channel,4,19.30630767558
4,2360013,78,5,11,11,5946.099882,540.5545347273,21140.49942483,271,257,17,5,119,33,5,36119,0,0,0,59,0.3138212,convex_mesh_per_channel,2,5.460582100332
4,2360014,78,5,15,15,5343.127158,356.2084772,20845.63578901,179,168,12,2,362,47,2,101379,0,0,0,70,0.8520205,convex_mesh_per_channel,1,0.005377753917855
4,2360015,78,5,16,16,4287.953638,267.997102375,16214.76818115,154,147,16,3,358,58,3,88237,0,0,0,72,0.8363028,upper_bound_16,0,0
4,2360016,78,5,15,15,6069.881326,404.6587550667,22484.40662837,238,224,28,8,206,43,8,52302,0,0,0,72,0.5314894,convex_mesh_per_channel,2,7.942914732477
4,2360017,78,5,16,16,4170.043451,260.6277156875,16235.2172597,130,121,24,9,530,54,9,158597,0,0,0,75,1.335296,upper_bound_16,0,0
4,2360018,78,5,15,15,6314.046055,420.9364036667,23945.23031254,216,205,55,10,327,47,10,81381,0,0,0,78,0.8090658,convex_mesh_per_channel,2,0.8706262241649
4,2360019,78,5,11,11,5895.635567,535.9668697273,20923.17783457,274,262,8,3,200,38,3,59629,0,0,0,62,0.5341322,convex_mesh_per_channel,3,7.551383402639
4,2360020,78,5,15,15,5119.378544,341.2919029333,20051.892728,167,154,15,7,523,46,7,157299,0,0,0,74,1.4280825,convex_mesh_per_channel,1,2.659992230681
4,2360021,78,5,12,12,5670.823085,472.5685904167,19924.11542339,270,261,5,3,160,33,3,44689,0,0,0,57,0.4430338,convex_mesh_per_channel,1,4.991959311141
4,2360022,78,5,10,10,6203.523279,620.3523279,21682.61640551,296,283,18,3,168,28,3,36747,0,0,0,52,0.4298805,convex_mesh_per_channel,0,0
4,2360023,78,5,11,11,5980.269177,543.6608342727,21026.34586213,280,269,17,3,128,32,3,29378,0,0,0,56,0.361107,convex_mesh_per_channel,1,24.46573948373
4,2360024,78,5,10,10,6111.787361,611.1787361,21343.93680215,290,277,22,3,108,31,3,21420,0,0,0,55,0.2569789,convex_mesh_per_channel,1,1.320097266394
4,2360025,78,5,11,11,6263.365848,569.3968952727,22546.82924369,277,263,17,3,185,44,3,51222,0,0,0,68,0.484135,convex_mesh_per_channel,5,33.79398231274
4,2360026,78,5,13,13,5723.740017,440.2876936154,20893.70009905,241,230,15,4,245,41,4,55482,0,0,0,66,0.5829374,convex_mesh_per_channel,4,28.50012155831
4,2360027,78,5,16,16,4175.440857,260.9650535625,16167.20429603,136,128,18,6,403,48,6,107548,0,0,0,66,0.974191,upper_bound_16,2,0.9087952709633
4,2360028,78,5,12,12,5925.838149,493.81984575,21644.19073511,249,235,19,6,127,28,6,36190,0,0,0,55,0.3356431,convex_mesh_per_channel,1,0
4,2360029,78,5,14,14,5359.848295,382.8463067857,20559.24147603,186,173,25,6,468,45,6,124551,0,0,0,72,1.0343667,convex_mesh_per_channel,3,8.897644667129
4,2360030,78,5,16,16,5155.915675,322.2447296875,20329.57837329,160,156,18,4,412,57,4,105013,0,0,0,76,0.9354795,upper_bound_16,5,3.524951068703
4,2360031,78,5,12,12,5593.056253,466.0880210833,19940.28126393,249,234,22,4,251,39,4,60035,0,0,0,64,0.5650895,convex_mesh_per_channel,2,0.2377632312673
4,2360032,78,5,16,16,4809.230871,300.5769294375,17931.15435506,179,167,27,9,494,59,9,128067,0,0,0,85,1.1673781,upper_bound_16,4,30.89872626728
4,2360033,78,5,12,12,6389.464961,532.4554134167,22187.32478196,303,293,28,6,158,36,6,35365,0,0,0,63,0.4294757,convex_mesh_per_channel,2,9.678859123956
4,2360034,78,5,11,11,6161.941246,560.1764769091,21804.70625104,274,262,38,6,173,33,6,41368,0,0,0,60,0.392804,convex_mesh_per_channel,2,2.996978697076
4,2360035,78,5,11,11,5853.711931,532.1556300909,20603.55965352,274,257,17,7,98,29,7,24907,0,0,0,57,0.2748568,convex_mesh_per_channel,1,0
4,2360036,78,5,15,15,5824.213794,388.2809196,22436.06897244,204,194,16,4,289,44,4,78648,0,0,0,69,0.702281,convex_mesh_per_channel,3,9.555968969406
4,2360037,78,5,10,10,5775.462564,577.5462564,20052.31280814,279,263,19,6,229,33,6,51032,0,0,0,60,0.5695206,convex_mesh_per_channel,1,4.76561064045
4,2360038,78,5,12,12,5627.449423,468.9541185833,20242.24711675,251,237,9,3,326,36,3,79165,0,0,0,60,0.743753,convex_mesh_per_channel,7,38.69574769539
4,2360039,78,5,11,11,5890.648791,535.5135264545,21523.24395527,247,233,21,4,207,34,4,52317,0,0,0,59,0.5458068,convex_mesh_per_channel,3,19.88126374187
4,2360040,78,5,15,15,5832.867036,388.8578024,22654.33523261,177,162,60,6,517,55,6,149569,0,0,0,82,1.3853295,convex_mesh_per_channel,2,1.697959578174
