problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2310001,78,0,12,12,3126.986398,260.5821998333,12069.93199019,108,101,4,0,132,20,1,25414,0,24,24,28,0.1170672,seven_point_per_channel,3,0.2591936850404
3,2310002,78,0,12,12,2948.435934,245.7029945,11067.17966469,113,107,1,0,104,15,5,19894,0,17,16,27,0.0968508,seven_point_per_channel,5,4.301283952149
3,2310003,78,0,15,15,3191.542221,212.7694814,12422.71110828,104,97,5,0,185,22,3,35243,0,24,24,32,0.1674872,seven_point_per_channel,3,0.0535466184192
3,2310004,78,0,14,14,3079.044699,219.9317642143,11535.22350153,116,107,5,0,143,21,4,29408,0,27,27,32,0.1291438,seven_point_per_channel,8,15.68216436663
3,2310005,78,0,16,16,2634.968175,164.6855109375,9704.840860967,103,96,1,0,130,19,2,25325,0,43,40,26,0.1118031,upper_bound_16,4,1.939984812323
3,2310006,78,0,14,14,3430.037376,245.0026697143,13265.18688175,116,106,7,0,126,22,4,23318,0,25,24,33,0.1076382,seven_point_per_channel,3,12.87775051353
3,2310007,78,0,14,14,2991.429318,213.6735227143,11437.14659072,106,98,2,0,144,14,5,26647,0,31,29,26,0.123395,seven_point_per_channel,7,6.07457099308
3,2310008,78,0,14,14,3427.641752,244.8315537143,13423.20875474,111,100,6,0,109,21,4,23668,0,23,21,32,0.1021843,seven_point_per_channel,7,11.53892691259
3,2310009,78,0,16,16,2865.583264,179.098954,10892.91633269,101,93,3,0,181,21,2,38777,0,31,30,30,0.1722763,upper_bound_16,4,16.76096221273
3,2310010,78,0,16,16,3400.360434,212.522527125,13301.80218298,110,101,3,0,197,18,6,40288,0,36,35,31,0.1759709,upper_bound_16,4,13.83357725575
3,2310011,78,0,12,12,2967.351596,247.2792996667,11051.75797551,115,107,5,0,115,20,4,24996,0,17,17,31,0.1041888,seven_point_per_channel,4,12.29245644704
3,2310012,78,0,13,13,2975.739141,228.9030108462,11483.69571601,103,93,2,0,63,17,1,13341,0,23,22,25,0.0589032,seven_point_per_channel,5,2.21277827351
3,2310013,78,0,15,15,2850.964101,190.0642734,10344.82049982,117,107,5,0,127,25,3,27304,0,26,26,35,0.1156325,seven_point_per_channel,6,8.824937489406
3,2310014,78,0,11,11,2838.179488,258.0163170909,10275.89742876,119,115,6,0,84,21,2,17996,0,15,14,30,0.0711302,seven_point_per_channel,2,3.414489624827
3,2310015,78,0,12,12,3078.731273,256.5609394167,11693.65636555,112,102,6,0,120,22,1,26440,0,22,22,30,0.1152811,seven_point_per_channel,2,0
3,2310016,78,0,11,11,3314.61053,301.32823,12468.05263762,126,112,8,0,88,19,6,18673,0,15,15,32,0.0758211,seven_point_per_channel,6,37.69376542788
3,2310017,78,0,13,13,2981.199717,229.3230551538,11040.99857524,117,114,3,0,73,21,2,15496,0,18,16,30,0.0679724,seven_point_per_channel,4,1.818989403546e-12
3,2310018,78,0,11,11,2953.692237,268.5174760909,11018.4611729,116,109,2,0,138,18,1,31446,0,19,19,26,0.1412638,seven_point_per_channel,2,4.456820971505
3,2310019,78,0,12,12,2993.08725,249.4239375,11370.43624793,109,99,5,0,126,18,2,23745,0,23,23,27,0.1107784,seven_point_per_channel,5,3.715848099504
3,2310020,78,0,12,12,3139.11794,261.5931616667,11865.58970323,117,109,4,0,99,17,4,19513,0,23,23,28,0.084371,seven_point_per_channel,4,8.47907195997
3,2310021,78,0,11,11,2869.543864,260.867624,10797.7193126,107,102,6,0,136,20,2,27912,0,17,17,29,0.1240358,seven_point_per_channel,4,14.45650911476
3,2310022,78,0,14,14,2957.096834,211.2212024286,11225.48417084,107,101,2,0,125,19,3,28681,0,20,20,29,0.1195827,seven_point_per_channel,5,1.033379485572
3,2310023,78,0,10,10,2935.098938,293.5098938,10890.49469507,118,111,2,0,77,11,4,16849,0,18,18,22,0.0766396,seven_point_per_channel,2,0.2856893770368
3,2310024,78,0,16,16,3361.949897,210.1218685625,13129.74948249,108,101,5,0,166,23,4,33625,0,27,27,34,0.1571011,upper_bound_16,5,0.8157683312565
3,2310025,78,0,16,16,2999.799491,187.4874681875,11728.99746851,93,85,8,0,243,22,5,50050,0,35,35,33,0.2237293,upper_bound_16,6,7.934809034334
3,2310026,78,0,11,11,2918.530272,265.3209338182,10997.65136493,111,103,2,0,76,13,4,15877,0,15,14,24,0.070948,seven_point_per_channel,8,41.60067173138
