problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2340001,78,3,14,14,1939.088177,138.5062983571,7460.440887554,64,57,0,0,44,9,0,5538,0,7,7,16,0.0302234,seven_point_per_channel,0,0
3,2340002,78,3,16,16,403.006237,25.1878898125,750.0311839339,29,28,0,0,54,9,1,8013,0,8,8,11,0.0366014,upper_bound_16,0,0
3,2340003,78,3,16,16,403.42062,25.21378875,752.103103396,29,28,0,0,54,10,0,5232,0,8,8,11,0.0268589,upper_bound_16,0,0
3,2340004,78,3,16,16,401.228812,25.07680075,741.1440669313,29,28,0,0,54,10,0,5961,0,8,8,11,0.0315301,upper_bound_16,0,0
3,2340005,78,3,11,11,2035.728957,185.0662688182,7473.644789393,80,74,4,0,51,11,0,5167,0,5,5,18,0.0327623,seven_point_per_channel,0,0
3,2340006,78,3,13,13,1967.177577,151.3213520769,7475.887887599,69,62,0,0,35,8,0,2981,0,6,6,15,0.0195999,seven_point_per_channel,7,0.4804815837433
3,2340007,78,3,10,10,2061.516739,206.1516739,7477.58369462,86,80,2,0,39,9,0,4756,0,5,5,16,0.0313277,seven_point_per_channel,0,0
3,2340008,78,3,14,14,1943.299007,138.8070719286,7476.49503581,64,58,0,0,44,9,0,3749,0,7,7,16,0.0263827,seven_point_per_channel,8,0.5132278876827
3,2340009,78,3,15,15,1935.515256,129.0343504,7477.576283359,59,52,6,0,90,16,0,10404,0,8,8,23,0.0519256,seven_point_per_channel,0,0
3,2340010,78,3,16,16,401.087754,25.067984625,745.4387683546,29,27,0,0,54,10,0,6651,0,8,8,11,0.0359509,upper_bound_16,0,0
3,2340011,78,3,15,15,1922.727694,128.1818462667,7458.638460246,59,52,3,0,81,13,0,9861,0,8,8,20,0.0399195,seven_point_per_channel,0,0
3,2340012,78,3,11,11,2069.416759,188.1287962727,7572.083792882,81,74,7,0,63,12,1,7038,0,5,5,20,0.0417177,seven_point_per_channel,1,1.612703778466
3,2340013,78,3,11,11,2041.876492,185.6251356364,7474.382467909,80,74,6,0,63,13,0,5689,0,5,5,20,0.0372358,seven_point_per_channel,0,0
3,2340014,78,3,10,10,2051.723554,205.1723554,7458.617765735,86,80,0,0,27,7,0,3313,0,5,5,14,0.0240812,seven_point_per_channel,0,0
3,2340015,78,3,11,11,2026.084049,184.189459,7455.420247203,80,74,2,0,39,9,0,4861,0,5,5,16,0.0291162,seven_point_per_channel,0,0
