problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2340001,56,3,14,14,1939.088177,138.5062983571,7460.440887554,64,57,0,0,44,9,0,5538,0,7,7,16,0.0316452,seven_point_per_channel,0,0
3,2340002,56,3,16,16,403.006237,25.1878898125,750.0311839339,29,28,0,0,54,9,1,8013,0,8,8,11,0.0373986,upper_bound_16,0,0
3,2340003,56,3,16,16,403.42062,25.21378875,752.103103396,29,28,0,0,54,10,0,5232,0,8,8,11,0.02886,upper_bound_16,0,0
3,2340004,56,3,16,16,401.228812,25.07680075,741.1440669313,29,28,0,0,54,10,0,5961,0,8,8,11,0.0328075,upper_bound_16,0,0
3,2340005,56,3,11,11,2035.728957,185.0662688182,7473.644789393,80,74,4,0,51,11,0,5167,0,5,5,18,0.0321355,seven_point_per_channel,0,0
3,2340006,56,3,13,13,1967.273675,151.3287442308,7476.368369183,69,62,0,0,35,8,0,2981,0,6,6,15,0.0178184,seven_point_per_channel,0,0
3,2340007,56,3,10,10,2061.516739,206.1516739,7477.58369462,86,80,2,0,39,9,0,4756,0,5,5,16,0.030321,seven_point_per_channel,0,0
3,2340008,56,3,14,14,1943.401652,138.8144037143,7477.008263698,64,58,0,0,44,9,0,3749,0,7,7,16,0.024104,seven_point_per_channel,0,0
3,2340009,56,3,15,15,1935.515256,129.0343504,7477.576283359,59,52,6,0,90,16,0,10404,0,8,8,23,0.0494374,seven_point_per_channel,0,0
3,2340010,56,3,16,16,401.087754,25.067984625,745.4387683546,29,27,0,0,54,10,0,6651,0,8,8,11,0.0352016,upper_bound_16,0,0
3,2340011,56,3,15,15,1922.727694,128.1818462667,7458.638460246,59,52,3,0,81,13,0,9861,0,8,8,20,0.0390391,seven_point_per_channel,0,0
3,2340012,56,3,11,11,2069.7393,188.1581181818,7573.696496661,81,74,7,0,63,12,1,7038,0,5,5,20,0.039548,seven_point_per_channel,0,0
3,2340013,56,3,11,11,2041.876492,185.6251356364,7474.382467909,80,74,6,0,63,13,0,5689,0,5,5,20,0.0338033,seven_point_per_channel,0,0
3,2340014,56,3,10,10,2051.723554,205.1723554,7458.617765735,86,80,0,0,27,7,0,3313,0,5,5,14,0.0200239,seven_point_per_channel,0,0
3,2340015,56,3,11,11,2026.084049,184.189459,7455.420247203,80,74,2,0,39,9,0,4861,0,5,5,16,0.0261064,seven_point_per_channel,0,0
3,2340016,56,3,10,10,2063.190927,206.3190927,7455.95463354,86,80,4,0,51,11,0,6065,0,5,5,18,0.032646,seven_point_per_channel,0,0
3,2340017,56,3,11,11,2041.304408,185.573128,7471.522039917,80,74,6,0,63,13,0,6163,0,5,5,20,0.0339618,seven_point_per_channel,0,0
3,2340018,56,3,15,15,1912.998049,127.5332032667,7449.990248435,59,53,0,0,54,10,0,7374,0,8,8,17,0.0396522,seven_point_per_channel,0,0
3,2340019,56,3,14,14,1949.641854,139.2601324286,7463.20927328,64,58,3,0,68,12,0,10321,0,7,7,19,0.0471563,seven_point_per_channel,0,0
3,2340020,56,3,16,16,420.235661,26.2647288125,751.178301544,29,27,6,0,108,16,0,10617,0,8,8,17,0.04092,upper_bound_16,0,0
3,2340021,56,3,15,15,1918.231182,127.8820788,7476.155911645,59,53,0,0,54,10,0,4509,0,8,8,17,0.0263658,seven_point_per_channel,0,0
3,2340022,56,3,16,16,430.597538,26.912346125,752.9876910074,29,28,9,0,135,19,0,10551,0,8,8,20,0.0478407,upper_bound_16,0,0
3,2340023,56,3,11,11,2028.120803,184.3746184545,7465.604020276,80,74,2,0,39,9,0,4689,0,5,5,16,0.024253,seven_point_per_channel,0,0
3,2340024,56,3,13,13,1981.756131,152.4427793077,7453.780656318,69,63,6,0,77,14,0,10464,0,6,6,21,0.0461049,seven_point_per_channel,0,0
3,2340025,56,3,10,10,2055.503203,205.5503203,7477.516016831,86,80,0,0,27,7,0,2956,0,5,5,14,0.0192816,seven_point_per_channel,0,0
3,2340026,56,3,14,14,1941.945288,138.7103777143,7469.726438146,64,58,0,0,44,9,0,5088,0,7,7,16,0.0292026,seven_point_per_channel,0,0
3,2340027,56,3,11,11,2040.805859,185.5278053636,7489.029297746,80,73,5,0,57,12,0,6472,0,5,5,19,0.0351841,seven_point_per_channel,0,0
3,2340028,56,3,14,14,1961.101617,140.0786869286,7490.508091528,64,58,5,0,84,12,2,9289,0,7,7,21,0.038785,seven_point_per_channel,0,0
3,2340029,56,3,16,16,429.06671,26.816669375,745.333551737,29,28,9,0,135,19,0,11955,0,8,8,20,0.0489643,upper_bound_16,0,0
3,2340030,56,3,16,16,402.637864,25.1648665,748.1893234628,29,28,0,0,54,10,0,6486,0,8,8,11,0.0333365,upper_bound_16,0,0
3,2340031,56,3,12,12,1999.373982,166.6144985,7481.869913214,74,67,2,0,39,9,0,6020,0,5,5,16,0.0304836,seven_point_per_channel,0,0
3,2340032,56,3,13,13,1968.249564,151.4038126154,7476.247817729,69,63,0,0,35,8,0,3224,0,6,6,15,0.0178783,seven_point_per_channel,0,0
3,2340033,56,3,11,11,2070.856662,188.2596965455,7569.283317567,81,73,8,0,69,13,1,6754,0,5,5,21,0.0372513,seven_point_per_channel,0,0
3,2340034,56,3,14,14,1941.344591,138.6674707857,7466.722955539,64,58,0,0,44,9,0,4350,0,7,7,16,0.0275314,seven_point_per_channel,0,0
3,2340035,56,3,16,16,460.751946,28.796996625,858.7597320286,30,29,10,0,135,18,1,15812,0,8,8,20,0.0654743,upper_bound_16,0,0
3,2340036,56,3,16,16,419.484734,26.217795875,747.4236709592,29,27,6,0,108,16,0,12135,0,8,8,17,0.0519414,upper_bound_16,0,0
3,2340037,56,3,13,13,1981.23133,152.40241,7466.156648302,69,63,5,0,70,13,0,8250,0,6,6,20,0.0357696,seven_point_per_channel,0,0
3,2340038,56,3,12,12,2025.968944,168.8307453333,7569.844720497,75,68,3,0,39,8,1,6101,0,5,5,16,0.0293082,seven_point_per_channel,0,0
3,2340039,56,3,10,10,2061.428159,206.1428159,7477.140789478,86,80,2,0,39,9,0,4668,0,5,5,16,0.0276819,seven_point_per_channel,0,0
3,2340040,56,3,16,16,419.455246,26.215952875,747.2762334647,29,27,6,0,108,16,0,11664,0,8,8,17,0.0493415,upper_bound_16,0,0
4,2340001,56,3,14,14,5218.778221,372.7698729286,20533.89111867,166,146,22,5,147,30,5,29172,0,0,0,56,0.3827027,convex_mesh_per_channel,0,0
4,2340002,56,3,16,16,1037.054516,64.81590725,3050.272591831,52,51,12,5,158,28,5,21402,0,0,0,35,0.2811388,upper_bound_16,0,0
4,2340003,56,3,16,16,1076.239461,67.2649663125,2946.197312854,57,56,22,6,231,40,6,39913,0,0,0,48,0.4912924,upper_bound_16,0,0
4,2340004,56,3,16,16,1061.134773,66.3209233125,2945.67387176,58,57,15,5,201,37,5,30245,0,0,0,44,0.3694778,upper_bound_16,0,0
4,2340005,56,3,11,11,5416.818193,492.4380175455,20049.09097432,220,201,17,5,77,20,5,11359,0,0,0,46,0.1654374,convex_mesh_per_channel,0,0
4,2340006,56,3,13,13,5330.792102,410.0609309231,20778.96052891,182,164,12,3,195,23,3,31016,0,0,0,47,0.3802607,convex_mesh_per_channel,0,0
4,2340007,56,3,10,10,5627.91298,562.791298,20574.56490997,238,219,18,5,66,19,5,13510,0,0,0,45,0.1756322,convex_mesh_per_channel,0,0
4,2340008,56,3,14,14,5241.534224,374.3953017143,20627.67113719,168,149,19,8,166,30,8,28225,0,0,0,59,0.4042434,convex_mesh_per_channel,0,0
4,2340009,56,3,15,15,5207.354414,347.1569609333,20716.77209696,151,132,34,6,254,45,6,56699,0,0,0,72,0.7418161,convex_mesh_per_channel,0,0
4,2340010,56,3,16,16,1036.191811,64.7619881875,3045.959063523,52,51,12,5,158,28,5,21186,0,0,0,35,0.2951691,upper_bound_16,0,0
4,2340011,56,3,15,15,5085.415719,339.0277146,20542.07860798,147,128,13,4,154,29,4,25698,0,0,0,54,0.3342151,convex_mesh_per_channel,0,0
4,2340012,56,3,11,11,5383.958487,489.4507715455,19964.79245748,218,198,16,4,70,18,4,13498,0,0,0,43,0.1826974,convex_mesh_per_channel,0,0
4,2340013,56,3,11,11,5424.276716,493.1160650909,20216.38359461,218,200,12,3,70,18,3,10406,0,0,0,42,0.1460431,convex_mesh_per_channel,0,0
