problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2350001,56,4,10,10,2692.6466,269.26466,9538.233003675,121,112,6,0,59,16,2,12678,0,19,19,25,0.0517317,seven_point_per_channel,0,0
3,2350002,56,4,16,16,2998.879835,187.4299896875,11574.39916987,100,95,3,0,155,21,2,28158,0,30,27,29,0.123766,upper_bound_16,0,0
3,2350003,56,4,16,16,3323.487553,207.7179720625,13052.437766,106,100,1,0,125,25,2,27863,0,24,23,33,0.1120885,upper_bound_16,0,0
3,2350004,56,4,13,13,3332.895074,256.3765441538,12674.47535519,121,110,6,0,141,19,4,30643,0,26,26,30,0.1288121,seven_point_per_channel,0,0
3,2350005,56,4,10,10,2804.190228,280.4190228,10370.95113659,113,109,2,0,83,12,2,16812,0,20,20,21,0.0688682,seven_point_per_channel,0,0
3,2350006,56,4,10,10,2764.98988,276.498988,10064.94939791,116,113,3,0,76,17,0,15055,0,15,14,24,0.0601517,seven_point_per_channel,0,0
3,2350007,56,4,12,12,2939.400707,244.9500589167,10672.0035487,124,116,3,0,68,18,3,13409,0,22,21,28,0.0538732,seven_point_per_channel,0,0
3,2350008,56,4,12,12,2847.577987,237.2981655833,10552.88993561,111,104,6,0,94,25,2,21738,0,14,14,34,0.0818131,seven_point_per_channel,0,0
3,2350009,56,4,10,10,2793.406347,279.3406347,10367.03174326,113,105,0,0,73,12,3,14959,0,15,15,22,0.0641106,seven_point_per_channel,0,0
3,2350010,56,4,13,13,3088.037162,237.5413201538,11900.18582172,107,96,4,0,119,18,3,18893,0,23,21,28,0.0869963,seven_point_per_channel,0,0
3,2350011,56,4,13,13,3046.004575,234.3080442308,11810.02287081,103,95,3,0,139,18,3,29686,0,22,22,28,0.1223188,seven_point_per_channel,0,0
3,2350012,56,4,11,11,2590.109011,235.4644555455,9320.545059787,110,106,5,0,130,17,4,27824,0,16,15,28,0.1150591,seven_point_per_channel,0,0
3,2350013,56,4,13,13,3156.891226,242.8377866154,11864.45614086,118,108,7,0,89,21,3,16426,0,21,21,31,0.0690402,seven_point_per_channel,0,0
3,2350014,56,4,12,12,2771.461693,230.9551410833,10527.30848127,101,95,2,0,129,18,2,24168,0,15,15,27,0.1037752,seven_point_per_channel,0,0
3,2350015,56,4,12,12,2734.651655,227.8876379167,10353.25828791,100,95,3,0,134,18,2,28356,0,19,19,27,0.1150121,seven_point_per_channel,0,0
