problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2330001,78,2,14,14,2930.207697,209.3005497857,11336.03847812,98,85,6,2,125,21,5,27238,0,9,7,33,0.1180554,seven_point_per_channel,6,8.322292990819
3,2330002,78,2,15,15,2885.270572,192.3513714667,11036.35286723,97,82,12,3,149,22,9,32143,0,9,7,38,0.1293677,seven_point_per_channel,8,35.93732889967
3,2330003,78,2,13,13,2772.684817,213.2834474615,10523.42407913,101,89,3,2,90,19,4,18037,0,7,5,30,0.072944,seven_point_per_channel,4,1.38450203094
3,2330004,78,2,13,13,2929.511958,225.3470736923,11232.5597887,103,88,5,3,90,17,5,18395,0,7,5,29,0.0748541,seven_point_per_channel,5,2.691442240588
3,2330005,78,2,16,16,3217.897784,201.1186115,12744.48890915,96,76,11,5,174,18,10,30846,0,5,4,33,0.1258617,upper_bound_16,10,106.7878980621
3,2330006,78,2,10,10,2843.963983,284.3963983,10649.81990912,111,100,3,2,69,14,4,15383,0,6,4,25,0.0621103,seven_point_per_channel,4,33.64270144916
3,2330007,78,2,13,13,2829.653829,217.6656791538,10828.2691451,100,90,3,2,91,18,4,17860,0,7,5,29,0.0720471,seven_point_per_channel,6,1.732684676641
3,2330008,78,2,14,14,2974.784278,212.4845912857,11503.92138033,100,83,7,2,124,20,6,26874,0,9,7,33,0.1128688,seven_point_per_channel,7,34.46477848503
3,2330009,78,2,14,14,2994.401794,213.8858424286,11622.00896488,98,86,8,2,125,22,5,26706,0,9,7,34,0.1142644,seven_point_per_channel,6,3.385291627417
3,2330010,78,2,16,16,3229.220286,201.826267875,12926.1014267,92,77,9,3,178,18,10,30333,0,5,4,33,0.1300244,upper_bound_16,12,167.7836224959
3,2330011,78,2,14,14,2943.988295,210.2848782143,11434.94146585,97,84,6,1,125,21,5,26574,0,9,7,33,0.1176777,seven_point_per_channel,7,26.94813275469
3,2330012,78,2,11,11,3183.480682,289.4073347273,12307.40339303,112,98,3,2,70,11,6,13205,0,4,4,24,0.0550302,seven_point_per_channel,8,42.47563054235
3,2330013,78,2,10,10,2824.693283,282.4693283,10488.46641122,113,100,4,2,68,14,5,15320,0,6,4,26,0.064154,seven_point_per_channel,4,8.972286897793
3,2330014,78,2,16,16,3300.145173,206.2590733125,13150.72586259,98,76,8,5,171,17,10,29932,0,6,4,32,0.1270822,upper_bound_16,10,129.5902889364
3,2330015,78,2,11,11,3307.205706,300.6550641818,12831.02851318,115,99,4,3,67,9,7,11496,0,3,2,23,0.0497365,seven_point_per_channel,6,42.4672147016
3,2330016,78,2,11,11,3185.480682,289.5891529091,12307.40339303,112,100,3,2,70,11,6,13205,0,4,4,24,0.0563701,seven_point_per_channel,8,42.47563054235
3,2330017,78,2,14,14,2993.936302,213.852593,11629.68150161,98,87,7,2,125,21,5,26953,0,9,7,33,0.1201041,seven_point_per_channel,6,3.385291627417
3,2330018,78,2,14,14,2944.988295,210.3563067857,11434.94146585,97,85,6,1,125,21,5,26574,0,9,7,33,0.120082,seven_point_per_channel,7,26.94813275469
3,2330019,78,2,14,14,2943.988295,210.2848782143,11434.94146585,97,84,6,1,125,21,5,26574,0,9,7,33,0.1206502,seven_point_per_channel,7,26.94813275469
3,2330020,78,2,13,13,2846.684036,218.9756950769,10828.42017881,103,89,4,3,90,17,5,18352,0,7,5,29,0.0773031,seven_point_per_channel,4,1.38450203094
3,2330021,78,2,10,10,2823.693283,282.3693283,10488.46641122,113,99,4,2,68,14,5,15320,0,6,4,26,0.0648625,seven_point_per_channel,4,8.972286897793
3,2330022,78,2,14,14,2899.411714,207.1008367143,11267.05856365,95,86,5,1,126,22,4,26938,0,9,7,33,0.1173087,seven_point_per_channel,6,0.805647260484
3,2330023,78,2,16,16,3229.100534,201.818783375,12710.50266683,98,78,13,4,181,17,12,35390,0,5,4,34,0.1519775,upper_bound_16,12,166.6397433173
3,2330024,78,2,16,16,3153.295967,197.0809979375,12391.47982889,96,76,13,4,179,19,10,35136,0,5,4,34,0.149798,upper_bound_16,10,85.9614383193
3,2330025,78,2,11,11,3325.258313,302.2962102727,12831.29155135,118,99,5,4,66,8,8,11637,0,3,2,23,0.0491618,seven_point_per_channel,6,42.13751306028
3,2330026,78,2,16,16,3223.214056,201.4508785,12836.070269,94,76,10,4,176,18,10,30742,0,5,4,33,0.1320168,upper_bound_16,11,136.4956947481
3,2330027,78,2,10,10,2857.904059,285.7904059,10639.5202872,114,98,4,3,68,13,5,15478,0,6,4,25,0.0639897,seven_point_per_channel,4,33.31183770593
3,2330028,78,2,13,13,2856.512739,219.7317491538,10927.56368902,101,89,4,2,90,19,4,18315,0,7,5,30,0.0771656,seven_point_per_channel,5,2.69144224059
3,2330029,78,2,15,15,2852.392849,190.1595232667,10966.96425499,94,81,11,2,150,23,8,31622,0,9,7,38,0.1335477,seven_point_per_channel,8,27.9584311253
3,2330030,78,2,11,11,3183.480682,289.4073347273,12307.40339303,112,98,3,2,70,11,6,13205,0,4,4,24,0.0500063,seven_point_per_channel,8,42.47563054235
3,2330031,78,2,14,14,2897.609255,206.9720896429,11258.04627367,95,83,6,1,126,23,4,26655,0,9,7,34,0.107622,seven_point_per_channel,6,0.803644278094
3,2330032,78,2,12,12,3200.529101,266.7107584167,12412.64551645,109,92,7,3,79,13,6,15683,0,7,6,26,0.0644599,seven_point_per_channel,4,53.42515424642
3,2330033,78,2,16,16,3263.546855,203.9716784375,12867.73428025,99,79,12,4,190,20,11,33715,0,6,5,36,0.1295856,upper_bound_16,12,135.089139314
3,2330034,78,2,16,16,3259.540625,203.7212890625,12777.70312255,101,80,13,5,188,20,11,34184,0,6,5,36,0.1301108,upper_bound_16,11,103.8012115662
3,2330035,78,2,16,16,3306.151403,206.6344626875,13240.75702029,96,77,7,4,173,17,10,29665,0,6,4,32,0.1170657,upper_bound_16,11,160.8782166842
3,2330036,78,2,10,10,2823.693283,282.3693283,10488.46641122,113,99,4,2,68,14,5,15320,0,6,4,26,0.0624247,seven_point_per_channel,4,8.972286897793
3,2330037,78,2,11,11,3185.50097,289.5909972727,12307.50483213,112,100,3,2,70,11,6,13283,0,4,4,24,0.0537574,seven_point_per_channel,8,42.47563401049
3,2330038,78,2,10,10,2822.693283,282.2693283,10488.46641122,113,98,4,2,68,14,5,15320,0,6,4,26,0.0622022,seven_point_per_channel,4,8.972286897793
3,2330039,78,2,12,12,3184.47712,265.3730933333,12412.38561568,106,94,6,2,80,14,5,15490,0,7,6,26,0.0688084,seven_point_per_channel,4,53.74681954509
3,2330040,78,2,12,12,3184.47712,265.3730933333,12412.38561568,106,94,6,2,80,14,5,15490,0,7,6,26,0.0673332,seven_point_per_channel,4,53.74681954509
