problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2330001,56,2,14,14,2931.872155,209.4194396429,11344.36077111,98,85,6,2,125,21,5,27238,0,9,7,33,0.1065002,seven_point_per_channel,0,0
3,2330002,56,2,15,15,2892.458036,192.8305357333,11072.29019612,97,82,12,3,149,22,9,32143,0,9,7,38,0.1230367,seven_point_per_channel,0,0
3,2330003,56,2,13,13,2772.961717,213.3047474615,10524.80858116,101,89,3,2,90,19,4,18037,0,7,5,30,0.0675107,seven_point_per_channel,0,0
3,2330004,56,2,13,13,2930.050246,225.3884804615,11235.25123094,103,88,5,3,90,17,5,18395,0,7,5,29,0.0694918,seven_point_per_channel,0,0
3,2330005,56,2,16,16,3239.255361,202.4534600625,12851.27680721,96,76,11,5,174,18,10,30846,0,5,4,33,0.1151881,upper_bound_16,0,0
3,2330006,56,2,10,10,2850.692522,285.0692522,10683.46261056,111,100,3,2,69,14,4,15383,0,6,4,25,0.0561102,seven_point_per_channel,0,0
3,2330007,56,2,13,13,2830.000365,217.6923357692,10830.00182978,100,90,3,2,91,18,4,17860,0,7,5,29,0.0673975,seven_point_per_channel,0,0
3,2330008,56,2,14,14,2981.677232,212.9769451429,11538.38615881,100,83,7,2,124,20,6,26874,0,9,7,33,0.1022307,seven_point_per_channel,0,0
3,2330009,56,2,14,14,2995.07885,213.9342035714,11625.3942565,98,86,8,2,125,22,5,26706,0,9,7,34,0.1019089,seven_point_per_channel,0,0
3,2330010,56,2,16,16,3262.777008,203.923563,13093.8850492,92,77,9,3,178,18,10,30333,0,5,4,33,0.1143878,upper_bound_16,0,0
3,2330011,56,2,14,14,2949.377921,210.6698515,11461.88959861,97,84,6,1,125,21,5,26574,0,9,7,33,0.1023066,seven_point_per_channel,0,0
3,2330012,56,2,11,11,3191.975806,290.1796187273,12349.87902357,112,98,3,2,70,11,6,13205,0,4,4,24,0.0482641,seven_point_per_channel,0,0
3,2330013,56,2,10,10,2826.48774,282.648774,10497.43869812,113,100,4,2,68,14,5,15320,0,6,4,26,0.0557482,seven_point_per_channel,0,0
3,2330014,56,2,16,16,3326.063231,207.8789519375,13280.31615153,98,76,8,5,171,17,10,29932,0,6,4,32,0.1118522,upper_bound_16,0,0
