problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2360001,56,5,10,10,2754.434631,275.4434631,9872.173149844,118,110,10,0,151,17,6,30896,0,20,20,30,0.1587661,seven_point_per_channel,0,0
3,2360002,56,5,12,12,2654.784699,221.23205825,9593.923499116,112,104,4,0,120,14,4,26024,0,23,21,25,0.1226895,seven_point_per_channel,0,0
3,2360003,56,5,10,10,2669.404891,266.9404891,9772.02446609,109,105,5,0,89,16,2,16832,0,17,17,25,0.0914946,seven_point_per_channel,0,0
3,2360004,56,5,13,13,3106.983807,238.9987543846,11969.91903683,107,101,4,0,150,20,2,29336,0,20,20,29,0.1367036,seven_point_per_channel,0,0
3,2360005,56,5,11,11,2869.166099,260.8332817273,10655.83050269,111,104,8,0,125,22,2,27112,0,18,18,31,0.133964,seven_point_per_channel,0,0
3,2360006,56,5,12,12,2832.473613,236.03946775,10347.36806871,115,110,6,0,119,17,4,22543,0,20,18,28,0.1168306,seven_point_per_channel,0,0
3,2360007,56,5,12,12,3080.693846,256.7244871667,11468.46922774,118,110,9,0,105,22,3,17767,0,23,23,32,0.090172,seven_point_per_channel,0,0
3,2360008,56,5,12,12,3090.017987,257.5014989167,11555.08992649,117,110,8,1,103,20,4,19477,0,17,16,31,0.0927148,seven_point_per_channel,0,0
3,2360009,56,5,12,12,3194.111097,266.17592475,11815.55548701,125,116,10,0,153,19,7,32461,0,24,24,33,0.1555633,seven_point_per_channel,0,0
3,2360010,56,5,13,13,3144.345312,241.8727163077,11681.72656054,120,110,11,0,149,20,5,32477,0,27,27,32,0.1561015,seven_point_per_channel,0,0
3,2360011,56,5,15,15,3500.111891,233.3407927333,13510.55945355,114,108,15,0,198,24,7,36292,0,31,29,38,0.1687765,seven_point_per_channel,0,0
3,2360012,56,5,11,11,2949.985481,268.1804982727,10939.92739524,116,112,5,0,91,16,4,20429,0,13,13,27,0.0904746,seven_point_per_channel,0,0
3,2360013,56,5,11,11,3326.843532,302.4403210909,12459.21767166,127,118,9,0,103,19,5,20493,0,22,20,31,0.0922046,seven_point_per_channel,0,0
3,2360014,56,5,15,15,3050.004118,203.3336078667,11380.02057895,114,102,9,1,125,25,5,25548,0,27,27,37,0.1189777,seven_point_per_channel,0,0
3,2360015,56,5,16,16,2633.120212,164.57001325,10340.60105458,80,73,4,1,218,17,5,45878,0,24,24,27,0.1991802,upper_bound_16,0,0
3,2360016,56,5,15,15,3221.7459,214.78306,12348.72949981,110,106,7,0,181,21,5,35048,0,26,21,33,0.1627621,seven_point_per_channel,0,0
3,2360017,56,5,16,16,3032.75662,189.54728875,11598.78309946,102,93,10,0,229,23,5,46406,0,33,32,35,0.2134293,upper_bound_16,0,0
3,2360018,56,5,15,15,3373.944409,224.9296272667,13104.72203866,111,102,7,0,116,23,4,21454,0,29,28,34,0.0984031,seven_point_per_channel,0,0
3,2360019,56,5,11,11,2752.92766,250.2661509091,9849.63829565,116,109,13,0,145,21,6,31303,0,17,17,34,0.1496175,seven_point_per_channel,0,0
3,2360020,56,5,15,15,2876.765043,191.7843362,10923.82521169,102,89,6,0,243,20,3,52694,0,38,37,30,0.2478223,seven_point_per_channel,0,0
3,2360021,56,5,12,12,3357.280556,279.7733796667,12786.40279172,120,113,9,0,111,22,3,23869,0,19,19,32,0.1098119,seven_point_per_channel,0,0
3,2360022,56,5,10,10,3088.699009,308.8699009,11653.49503822,117,111,4,0,57,19,2,10327,0,8,8,28,0.046934,seven_point_per_channel,0,0
3,2360023,56,5,11,11,2927.16698,266.1060890909,10260.8348884,135,124,7,1,68,21,3,12435,0,18,18,31,0.0554373,seven_point_per_channel,0,0
3,2360024,56,5,10,10,2895.28267,289.528267,10361.41334939,124,117,12,1,83,15,6,15262,0,19,19,28,0.0713316,seven_point_per_channel,0,0
3,2360025,56,5,11,11,2797.35647,254.3051336364,10196.78234886,112,107,12,1,115,22,5,18963,0,14,14,34,0.094063,seven_point_per_channel,0,0
3,2360026,56,5,13,13,2796.543795,215.1187534615,10002.7189777,120,110,7,0,86,20,4,14958,0,22,21,31,0.0698817,seven_point_per_channel,0,0
3,2360027,56,5,16,16,3372.834469,210.8021543125,12409.17235744,131,117,13,0,216,28,6,38400,0,44,43,41,0.1787534,upper_bound_16,0,0
3,2360028,56,5,12,12,2911.707139,242.6422615833,10708.53569562,115,105,10,0,84,23,4,17297,0,16,16,34,0.0781971,seven_point_per_channel,0,0
3,2360029,56,5,14,14,3564.252231,254.5894450714,14036.26115492,108,99,16,0,179,31,3,35857,0,27,27,41,0.166167,seven_point_per_channel,0,0
3,2360030,56,5,16,16,3123.862018,195.241376125,11654.31007112,112,99,18,0,240,31,6,43975,0,47,42,43,0.2043326,upper_bound_16,0,0
3,2360031,56,5,12,12,2769.899306,230.8249421667,9914.496527964,118,107,10,1,127,20,4,20175,0,32,32,31,0.0978453,seven_point_per_channel,0,0
3,2360032,56,5,16,16,3093.114531,193.3196581875,11785.57264516,102,92,18,0,210,26,8,43134,0,31,31,40,0.1970409,upper_bound_16,0,0
3,2360033,56,5,12,12,3037.331873,253.1109894167,11576.65936978,106,99,11,1,148,18,5,28940,0,19,19,30,0.1429018,seven_point_per_channel,0,0
3,2360034,56,5,11,11,3388.157575,308.014325,12670.78786024,130,125,8,0,96,22,5,17636,0,13,12,34,0.0760142,seven_point_per_channel,0,0
3,2360035,56,5,11,11,2762.053011,251.0957282727,10020.26505618,118,107,2,0,41,17,3,8199,0,16,16,27,0.0349617,seven_point_per_channel,0,0
3,2360036,56,5,15,15,4052.753406,270.1835604,16393.76701464,111,105,13,0,166,26,6,30843,0,23,23,39,0.1360139,seven_point_per_channel,0,0
3,2360037,56,5,10,10,2804.469373,280.4469373,9902.346872239,126,117,9,1,94,13,5,18261,0,21,21,25,0.0854773,seven_point_per_channel,0,0
3,2360038,56,5,12,12,3079.926462,256.6605385,11364.63230536,121,118,8,0,108,21,6,23933,0,19,19,34,0.1101699,seven_point_per_channel,0,0
3,2360039,56,5,11,11,2854.592966,259.5084514545,10552.96482358,113,103,7,0,89,15,4,18118,0,17,16,26,0.0786966,seven_point_per_channel,0,0
3,2360040,56,5,15,15,3023.954656,201.5969770667,11349.7732728,107,99,15,0,230,22,6,49203,0,42,42,35,0.2237381,seven_point_per_channel,0,0
4,2360001,56,5,10,10,5499.570427,549.9570427,19127.85214431,269,255,8,2,184,32,2,55807,0,0,0,55,0.5749148,convex_mesh_per_channel,0,0
4,2360002,56,5,12,12,5981.6739,498.472825,21853.36951828,247,229,29,6,260,42,6,53219,0,0,0,69,0.6296637,convex_mesh_per_channel,0,0
4,2360003,56,5,10,10,5918.281587,591.8281587,21351.40793858,262,249,13,6,205,29,6,46531,0,0,0,56,0.5614474,convex_mesh_per_channel,0,0
4,2360004,56,5,13,13,6362.616898,489.4320690769,23383.08446636,256,239,34,5,137,36,5,36745,0,0,0,62,0.3723604,convex_mesh_per_channel,0,0
4,2360005,56,5,11,11,5655.809958,514.1645416364,20344.0497991,252,236,12,2,239,38,2,64136,0,0,0,61,0.6103717,convex_mesh_per_channel,0,0
4,2360006,56,5,12,12,5780.017728,481.668144,20755.08864065,262,250,3,2,122,33,2,35491,0,0,0,56,0.3407047,convex_mesh_per_channel,0,0
4,2360007,56,5,12,12,5558.993752,463.2494793333,20344.96876845,239,226,3,1,235,36,1,71618,0,0,0,58,0.735463,convex_mesh_per_channel,0,0
4,2360008,56,5,12,12,5698.137459,474.84478825,20350.68729043,257,244,13,6,167,27,6,44576,0,0,0,54,0.426149,convex_mesh_per_channel,0,0
4,2360009,56,5,12,12,5769.489328,480.7907773333,20477.44663291,269,254,5,2,179,37,2,52509,0,0,0,60,0.5312444,convex_mesh_per_channel,0,0
4,2360010,56,5,13,13,5853.772915,450.2902242308,21758.86456676,227,215,29,4,371,42,4,94171,0,0,0,67,0.960719,convex_mesh_per_channel,0,0
4,2360011,56,5,15,15,5714.676505,380.9784336667,22118.38252007,199,185,12,6,293,38,6,76894,0,0,0,65,0.7717734,convex_mesh_per_channel,0,0
4,2360012,56,5,11,11,5865.560826,533.2328023636,20352.80413245,289,274,7,4,131,35,4,34853,0,0,0,60,0.3704247,convex_mesh_per_channel,0,0
4,2360013,56,5,11,11,5947.191999,540.6538180909,21145.96000693,271,257,17,5,119,33,5,36119,0,0,0,59,0.3557531,convex_mesh_per_channel,0,0
4,2360014,56,5,15,15,5343.128233,356.2085488667,20845.64116677,179,168,12,2,362,47,2,101379,0,0,0,70,0.9689755,convex_mesh_per_channel,0,0
4,2360015,56,5,16,16,4287.953638,267.997102375,16214.76818115,154,147,16,3,358,58,3,88237,0,0,0,72,0.9182852,upper_bound_16,0,0
4,2360016,56,5,15,15,6071.469909,404.7646606,22492.34954311,238,224,28,8,206,43,8,52302,0,0,0,72,0.5692529,convex_mesh_per_channel,0,0
4,2360017,56,5,16,16,4170.043451,260.6277156875,16235.2172597,130,121,24,9,530,54,9,158597,0,0,0,75,1.3996824,upper_bound_16,0,0
4,2360018,56,5,15,15,6314.220181,420.9480120667,23946.10093876,216,205,55,10,327,47,10,81381,0,0,0,78,0.8463015,convex_mesh_per_channel,0,0
4,2360019,56,5,11,11,5897.145845,536.1041677273,20930.72921797,274,262,8,3,200,38,3,59629,0,0,0,62,0.6449725,convex_mesh_per_channel,0,0
4,2360020,56,5,15,15,5119.910543,341.3273695333,20054.55272023,167,154,15,7,523,46,7,157299,0,0,0,74,1.4344837,convex_mesh_per_channel,0,0
4,2360021,56,5,12,12,5671.821477,472.65178975,19929.10738271,270,261,5,3,160,33,3,44689,0,0,0,57,0.4126395,convex_mesh_per_channel,0,0
4,2360022,56,5,10,10,6203.523279,620.3523279,21682.61640551,296,283,18,3,168,28,3,36747,0,0,0,52,0.4010441,convex_mesh_per_channel,0,0
4,2360023,56,5,11,11,5985.162325,544.1056659091,21050.81160161,280,269,17,3,128,32,3,29378,0,0,0,56,0.3373166,convex_mesh_per_channel,0,0
4,2360024,56,5,10,10,6112.05138,611.205138,21345.25689942,290,277,22,3,108,31,3,21420,0,0,0,55,0.2413597,convex_mesh_per_channel,0,0
4,2360025,56,5,11,11,6270.124645,570.0113313636,22580.623226,277,263,17,3,185,44,3,51222,0,0,0,68,0.4564122,convex_mesh_per_channel,0,0
4,2360026,56,5,13,13,5729.440043,440.7261571538,20922.20022061,241,230,15,4,245,41,4,55482,0,0,0,66,0.5547114,convex_mesh_per_channel,0,0
4,2360027,56,5,16,16,4175.622615,260.9764134375,16168.1130913,136,128,18,6,403,48,6,107548,0,0,0,66,0.9399125,upper_bound_16,0,0
4,2360028,56,5,12,12,5925.838149,493.81984575,21644.19073511,249,235,19,6,127,28,6,36190,0,0,0,55,0.3397408,convex_mesh_per_channel,0,0
4,2360029,56,5,14,14,5361.627822,382.9734158571,20568.1391207,186,173,25,6,468,45,6,124551,0,0,0,72,1.0929433,convex_mesh_per_channel,0,0
4,2360030,56,5,16,16,5156.620664,322.2887915,20333.10332436,160,156,18,4,412,57,4,105013,0,0,0,76,1.0954846,upper_bound_16,0,0
4,2360031,56,5,12,12,5593.103806,466.0919838333,19940.51902716,249,234,22,4,251,39,4,60035,0,0,0,64,0.574996,convex_mesh_per_channel,0,0
4,2360032,56,5,16,16,4815.410615,300.9631634375,17962.05308133,179,167,27,9,494,59,9,128067,0,0,0,85,1.1071391,upper_bound_16,0,0
4,2360033,56,5,12,12,6391.400732,532.6167276667,22197.00364109,303,293,28,6,158,36,6,35365,0,0,0,63,0.4227394,convex_mesh_per_channel,0,0
4,2360034,56,5,11,11,6162.540641,560.2309673636,21807.70322974,274,262,38,6,173,33,6,41368,0,0,0,60,0.3935062,convex_mesh_per_channel,0,0
4,2360035,56,5,11,11,5853.711932,532.1556301818,20603.55965352,274,257,17,7,98,29,7,24907,0,0,0,57,0.2778954,convex_mesh_per_channel,0,0
4,2360036,56,5,15,15,5826.124987,388.4083324667,22445.62494141,204,194,16,4,289,44,4,78648,0,0,0,69,0.7020408,convex_mesh_per_channel,0,0
4,2360037,56,5,10,10,5776.415686,577.6415686,20057.07841878,279,263,19,6,229,33,6,51032,0,0,0,60,0.5642359,convex_mesh_per_channel,0,0
4,2360038,56,5,12,12,5635.188572,469.5990476667,20280.94286445,251,237,9,3,326,36,3,79165,0,0,0,60,0.7446151,convex_mesh_per_channel,0,0
4,2360039,56,5,11,11,5894.625044,535.875004,21543.12521902,247,233,21,4,207,34,4,52317,0,0,0,59,0.4787808,convex_mesh_per_channel,0,0
4,2360040,56,5,15,15,5833.206627,388.8804418,22656.03319219,177,162,60,6,517,55,6,149569,0,0,0,82,1.3483641,convex_mesh_per_channel,0,0
