problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m
3,2320001,56,1,12,12,4196.06463,349.6720525,16415.32313752,136,128,15,0,51,25,6,7575,0,13,13,38,0.0312026,seven_point_per_channel,0,0
3,2320002,56,1,16,16,4723.708751,295.2317969375,19053.54375448,135,122,12,1,70,29,4,10909,0,22,18,40,0.0454,upper_bound_16,0,0
3,2320003,56,1,11,11,4477.797612,407.0725101818,17783.9880691,141,128,11,1,43,21,5,6322,0,10,7,33,0.0268123,seven_point_per_channel,0,0
3,2320004,56,1,14,14,4945.315083,353.2367916429,19946.57541608,145,131,10,2,46,20,6,7608,0,16,15,33,0.0309343,seven_point_per_channel,0,0
3,2320005,56,1,13,13,4692.152028,360.9347713846,18620.76013526,145,130,16,0,52,24,6,8536,0,18,17,37,0.0351599,seven_point_per_channel,0,0
3,2320006,56,1,12,12,4097.435421,341.45295175,16217.1771013,131,124,5,0,34,19,2,5338,0,11,11,28,0.0215456,seven_point_per_channel,0,0
3,2320007,56,1,11,11,4602.819039,418.4380944545,18164.09519069,147,132,16,0,43,19,8,7000,0,12,10,34,0.0267064,seven_point_per_channel,0,0
3,2320008,56,1,11,11,4493.209091,408.4735537273,17686.04545956,147,130,12,1,42,20,6,6892,0,14,11,33,0.026592,seven_point_per_channel,0,0
3,2320009,56,1,16,16,4824.758973,301.5474358125,19373.7948553,139,127,16,1,71,28,7,10073,0,21,15,42,0.0416669,upper_bound_16,0,0
3,2320010,56,1,10,10,4348.684767,434.8684767,16973.42381815,142,131,21,0,45,21,10,8237,0,4,4,38,0.0328972,seven_point_per_channel,0,0
3,2320011,56,1,10,10,4214.672306,421.4672306,16578.36152588,136,127,14,0,38,20,6,6853,0,4,4,33,0.0263838,seven_point_per_channel,0,0
3,2320012,56,1,10,10,4309.76787,430.976787,16833.83935142,140,130,21,1,46,26,7,8110,0,5,5,40,0.0318077,seven_point_per_channel,0,0
3,2320013,56,1,11,11,4558.100175,414.3727431818,17905.5008732,147,130,19,1,55,28,5,8467,0,17,16,40,0.0337673,seven_point_per_channel,0,0
3,2320014,56,1,11,11,4614.234516,419.4758650909,18226.17258333,147,131,16,2,42,20,7,5740,0,11,7,34,0.0214617,seven_point_per_channel,0,0
3,2320015,56,1,11,11,4540.080976,412.7346341818,17925.40487467,146,131,13,1,39,18,7,6413,0,10,8,32,0.0256543,seven_point_per_channel,0,0
3,2320016,56,1,13,13,4723.94889,363.3806838462,18684.74445242,148,131,17,2,55,24,8,8906,0,20,19,39,0.035184,seven_point_per_channel,0,0
3,2320017,56,1,12,12,4220.974438,351.7478698333,16454.87219456,140,128,14,0,44,23,5,6952,0,15,15,35,0.0273204,seven_point_per_channel,0,0
3,2320018,56,1,13,13,4729.246432,363.7881870769,18751.23217135,144,131,21,0,67,29,7,10098,0,19,18,43,0.0415656,seven_point_per_channel,0,0
3,2320019,56,1,12,12,4289.997349,357.4997790833,16654.9867574,143,127,19,0,51,27,5,8010,0,17,17,39,0.0333854,seven_point_per_channel,0,0
3,2320020,56,1,15,15,4639.87159,309.3247726667,18489.35794681,140,131,12,0,60,25,6,10507,0,18,18,38,0.0418595,seven_point_per_channel,0,0
3,2320021,56,1,13,13,4664.514634,358.808818,18552.57317196,143,129,15,1,58,26,6,9259,0,17,16,39,0.0370943,seven_point_per_channel,0,0
3,2320022,56,1,10,10,4286.847785,428.6847785,16714.23892026,142,130,18,0,43,21,9,7298,0,6,4,37,0.0294233,seven_point_per_channel,0,0
3,2320023,56,1,16,16,4829.646233,301.8528895625,19373.23116305,140,127,16,1,75,29,6,12038,0,23,18,42,0.0495673,upper_bound_16,0,0
3,2320024,56,1,10,10,4198.709434,419.8709434,16403.5471675,139,128,15,0,43,22,7,7131,0,6,4,36,0.0278883,seven_point_per_channel,0,0
3,2320025,56,1,11,11,4574.302557,415.845687,18051.51277069,147,129,15,1,44,21,6,6844,0,13,10,34,0.0265525,seven_point_per_channel,0,0
3,2320026,56,1,12,12,4207.041741,350.58681175,16350.2087049,139,125,19,0,57,32,3,8833,0,18,18,42,0.034713,seven_point_per_channel,0,0
3,2320027,56,1,13,13,4706.283841,362.0218339231,18706.41919692,145,127,16,2,55,26,5,8773,0,19,18,38,0.0351761,seven_point_per_channel,0,0
