problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m,residual_calls,residual_replaced,residual_retired,rollout_calls,rollout_replaced
3,2650001,56,4,15,15,3201.193589,213.4129059333,12520.96796064,102,94,6,0,147,20,3,26965,0,32,32,30,0.145684875,seven_point_per_channel,0,0,0,0,0,0,0
3,2650002,56,4,13,13,2862.802088,220.2155452308,10899.01043786,102,96,4,0,119,18,3,26753,0,16,16,28,0.138889375,seven_point_per_channel,0,0,0,0,0,0,0
3,2650003,56,4,11,11,2808.35457,255.3049609091,10016.77284643,125,116,3,0,68,20,1,15017,0,19,19,28,0.078944292,seven_point_per_channel,0,0,0,0,0,0,0
3,2650004,56,4,11,11,2872.158124,261.105284,10480.79062013,119,114,4,0,72,18,3,15900,0,14,14,28,0.082107084,seven_point_per_channel,0,0,0,0,0,0,0
3,2650005,56,4,13,13,2758.026996,212.1559227692,10195.13499462,110,98,2,0,136,12,5,29317,0,31,31,24,0.153876458,seven_point_per_channel,0,0,0,0,0,0,0
3,2650006,56,4,10,10,2761.520995,276.1520995,10022.60496906,118,108,3,0,69,12,3,14386,0,18,17,22,0.07282575,seven_point_per_channel,0,0,0,0,0,0,0
3,2650007,56,4,12,12,2959.564201,246.6303500833,11012.82101044,115,110,4,0,70,22,1,14158,0,15,14,30,0.063013375,seven_point_per_channel,0,0,0,0,0,0,0
3,2650008,56,4,16,16,3095.635881,193.4772425625,11728.17941748,112,104,2,0,154,22,4,31129,0,29,28,33,0.156882958,upper_bound_16,0,0,0,0,0,0,0
3,2650009,56,4,12,12,3020.058929,251.6715774167,11170.29465206,118,112,8,0,84,21,3,17816,0,14,14,31,0.091810667,seven_point_per_channel,0,0,0,0,0,0,0
3,2650010,56,4,11,11,3141.781618,285.6165107273,12233.90808108,106,101,3,0,134,17,0,26722,0,20,20,24,0.136635542,seven_point_per_channel,0,0,0,0,0,0,0
3,2650011,56,4,13,13,2900.951873,223.1501440769,10934.75936905,109,101,1,0,114,17,2,19690,0,18,18,26,0.1028525,seven_point_per_channel,0,0,0,0,0,0,0
3,2650012,56,4,16,16,2571.196869,160.6998043125,9875.984351388,86,80,2,0,178,22,1,35242,0,31,29,28,0.169753833,upper_bound_16,0,0,0,0,0,0,0
3,2650013,56,4,10,10,2852.42979,285.242979,10237.1489469,125,118,4,0,60,16,2,12649,0,17,17,25,0.059654166,seven_point_per_channel,0,0,0,0,0,0,0
3,2650014,56,4,12,12,2992.823117,249.4019264167,11094.1155933,118,109,5,0,94,23,0,19104,0,26,25,30,0.093512708,seven_point_per_channel,0,0,0,0,0,0,0
3,2650015,56,4,15,15,3346.228168,223.0818778667,12941.14084177,112,102,7,0,147,23,4,31250,0,34,34,34,0.157974,seven_point_per_channel,0,0,0,0,0,0,0
3,2650016,56,4,13,13,2894.555191,222.6580916154,10637.77595617,114,111,7,0,118,25,3,23729,0,20,19,35,0.114985042,seven_point_per_channel,0,0,0,0,0,0,0
3,2650017,56,4,11,11,3303.34622,300.3042018182,12411.73111301,127,119,4,0,58,18,5,12374,0,11,11,30,0.059776083,seven_point_per_channel,0,0,0,0,0,0,0
3,2650018,56,4,11,11,2944.976202,267.7251092727,10909.88101605,115,112,7,0,92,21,2,19438,0,16,16,30,0.104780166,seven_point_per_channel,0,0,0,0,0,0,0
3,2650019,56,4,15,15,3294.990829,219.6660552667,12609.95413101,115,105,6,0,119,25,4,26869,0,21,21,36,0.134061458,seven_point_per_channel,0,0,0,0,0,0,0
3,2650020,56,4,11,11,2754.164714,250.3786103636,10225.82357686,108,105,3,0,134,16,1,26607,0,21,21,24,0.133985667,seven_point_per_channel,0,0,0,0,0,0,0
3,2650021,56,4,16,16,3416.346703,213.5216689375,13206.73351957,113,100,10,0,124,31,4,26969,0,18,16,42,0.125548584,upper_bound_16,0,0,0,0,0,0,0
3,2650022,56,4,12,12,3178.01157,264.8342975,12260.05785267,111,105,2,0,113,16,3,26052,0,16,15,26,0.126481333,seven_point_per_channel,0,0,0,0,0,0,0
3,2650023,56,4,10,10,3032.169602,303.2169602,11170.84800897,123,118,5,0,82,20,2,15712,0,11,9,29,0.068759166,seven_point_per_channel,0,0,0,0,0,0,0
3,2650024,56,4,12,12,3300.413602,275.0344668333,12692.06800113,116,110,4,0,98,18,4,19034,0,16,15,29,0.098881292,seven_point_per_channel,0,0,0,0,0,0,0
3,2650025,56,4,15,15,2962.937236,197.5291490667,11329.68618018,103,98,3,0,159,21,2,30626,0,25,25,30,0.161301542,seven_point_per_channel,0,0,0,0,0,0,0
3,2650026,56,4,14,14,3734.965892,266.783278,14854.82946566,113,108,7,0,200,23,4,43122,0,23,21,34,0.218446792,seven_point_per_channel,0,0,0,0,0,0,0
3,2650027,56,4,10,10,2774.004213,277.4004213,10065.0210642,117,114,4,0,78,18,1,16024,0,16,16,26,0.0757045,seven_point_per_channel,0,0,0,0,0,0,0
3,2650028,56,4,13,13,2996.676846,230.5136035385,11278.38423667,112,107,3,0,136,16,5,31155,0,21,21,28,0.157940417,seven_point_per_channel,0,0,0,0,0,0,0
3,2650029,56,4,14,14,2951.32654,210.8090385714,11231.63271713,106,99,2,0,115,19,2,22935,0,22,22,28,0.117353333,seven_point_per_channel,0,0,0,0,0,0,0
3,2650030,56,4,10,10,2925.217258,292.5217258,10626.08628831,124,115,5,0,94,17,4,19548,0,14,13,28,0.090198167,seven_point_per_channel,0,0,0,0,0,0,0
3,2650031,56,4,15,15,3196.038548,213.0692365333,11915.1927583,122,110,6,0,66,23,4,12500,0,22,22,34,0.055985125,seven_point_per_channel,0,0,0,0,0,0,0
3,2650032,56,4,16,16,2934.065094,183.379068375,11445.32546427,94,86,3,0,138,23,3,29261,0,23,21,32,0.147852833,upper_bound_16,0,0,0,0,0,0,0
