problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m,residual_calls,residual_replaced,residual_retired,rollout_calls,rollout_replaced
3,2620001,56,1,11,11,4513.620396,410.3291269091,17863.10199488,144,130,12,1,41,20,5,6796,0,12,9,32,0.0273235,seven_point_per_channel,0,0,0,0,0,0,0
3,2620002,56,1,11,11,4511.624844,410.1477130909,17833.1242315,143,130,15,0,53,26,6,7494,0,11,9,39,0.036674959,seven_point_per_channel,0,0,0,0,0,0,0
3,2620003,56,1,10,10,4208.207833,420.8207833,16506.03918,135,128,18,0,44,26,5,7095,0,5,4,38,0.031064167,seven_point_per_channel,0,0,0,0,0,0,0
3,2620004,56,1,16,16,4783.461585,298.9663490625,19177.30791827,139,125,16,0,78,32,4,12062,0,24,20,43,0.058066541,upper_bound_16,0,0,0,0,0,0,0
3,2620005,56,1,10,10,4288.848651,428.8848651,16714.24325839,144,128,16,1,41,20,8,7612,0,6,5,35,0.02964225,seven_point_per_channel,0,0,0,0,0,0,0
3,2620006,56,1,16,16,4847.360264,302.9600165,19406.8013144,144,127,13,2,68,24,7,9923,0,24,16,38,0.039156333,upper_bound_16,0,0,0,0,0,0,0
3,2620007,56,1,10,10,4251.110213,425.1110213,16625.55107705,140,128,16,1,49,27,5,7713,0,7,4,39,0.032229708,seven_point_per_channel,0,0,0,0,0,0,0
3,2620008,56,1,14,14,4818.076127,344.1482947857,19555.38064511,137,128,8,1,50,22,4,6174,0,15,13,33,0.030969,seven_point_per_channel,0,0,0,0,0,0,0
3,2620009,56,1,12,12,4211.240178,350.9366815,16461.20090593,140,126,11,0,44,22,4,7687,0,17,17,33,0.033143708,seven_point_per_channel,0,0,0,0,0,0,0
3,2620010,56,1,12,12,4201.00351,350.0836258333,16315.01754955,140,124,18,0,54,32,2,8317,0,20,20,41,0.04073175,seven_point_per_channel,0,0,0,0,0,0,0
3,2620011,56,1,12,12,4214.280191,351.1900159167,16391.40096301,140,125,17,0,52,29,3,8278,0,18,18,39,0.04202975,seven_point_per_channel,0,0,0,0,0,0,0
3,2620012,56,1,16,16,4770.158877,298.1349298125,19150.7943967,138,125,15,1,76,28,6,11757,0,20,16,41,0.064458583,upper_bound_16,0,0,0,0,0,0,0
3,2620013,56,1,14,14,4877.797131,348.4140807857,19638.98566069,140,126,18,2,64,28,6,9594,0,16,14,41,0.042634375,seven_point_per_channel,0,0,0,0,0,0,0
3,2620014,56,1,11,11,4526.599364,411.5090330909,17867.99681666,146,132,12,1,45,21,6,7377,0,13,11,34,0.045436042,seven_point_per_channel,0,0,0,0,0,0,0
3,2620015,56,1,13,13,4707.377281,362.1059446923,18781.88639678,141,130,17,0,58,26,6,8635,0,14,13,39,0.044994125,seven_point_per_channel,0,0,0,0,0,0,0
3,2620016,56,1,11,11,4494.200898,408.563718,17801.00448848,144,132,9,0,39,16,7,5666,0,12,8,30,0.022509333,seven_point_per_channel,0,0,0,0,0,0,0
3,2620017,56,1,13,13,4659.236362,358.4027970769,18546.18181026,140,128,19,1,61,31,5,9076,0,18,17,43,0.037784792,seven_point_per_channel,0,0,0,0,0,0,0
3,2620018,56,1,16,16,4772.735765,298.2959853125,19208.67881962,136,126,15,0,77,30,5,12375,0,22,20,42,0.052553916,upper_bound_16,0,0,0,0,0,0,0
3,2620019,56,1,14,14,4849.421615,346.3872582143,19572.10807984,142,128,9,1,50,19,6,7295,0,17,15,32,0.036138459,seven_point_per_channel,0,0,0,0,0,0,0
3,2620020,56,1,11,11,4525.819657,411.4381506364,17894.09828443,145,131,12,1,40,19,6,7000,0,11,9,32,0.02878625,seven_point_per_channel,0,0,0,0,0,0,0
3,2620021,56,1,15,15,4760.833446,317.3888964,18824.16721987,146,131,20,2,72,30,6,12592,0,22,22,43,0.060360666,seven_point_per_channel,0,0,0,0,0,0,0
3,2620022,56,1,16,16,4796.226794,299.764174625,19341.1339603,137,124,13,2,70,26,5,12173,0,19,18,38,0.063170791,upper_bound_16,0,0,0,0,0,0,0
3,2620023,56,1,10,10,4258.281033,425.8281033,16716.40516521,139,128,14,0,38,19,7,7158,0,4,4,33,0.031446459,seven_point_per_channel,0,0,0,0,0,0,0
3,2620024,56,1,16,16,4800.002907,300.0001816875,19235.01452158,140,128,15,0,71,29,5,10653,0,23,19,41,0.050384791,upper_bound_16,0,0,0,0,0,0,0
3,2620025,56,1,16,16,4713.927899,294.6204936875,19074.63950064,131,122,14,1,69,29,5,9821,0,16,14,41,0.050901791,upper_bound_16,0,0,0,0,0,0,0
3,2620026,56,1,10,10,4280.2195,428.02195,16696.09749428,142,130,17,2,40,22,7,7153,0,5,5,36,0.031056667,seven_point_per_channel,0,0,0,0,0,0,0
3,2620027,56,1,10,10,4213.442554,421.3442554,16517.21276722,136,126,18,0,44,27,5,7779,0,5,4,39,0.031036959,seven_point_per_channel,0,0,0,0,0,0,0
3,2620028,56,1,14,14,5008.684285,357.7631632143,20118.42141162,147,132,16,2,55,25,6,8642,0,18,16,38,0.036608,seven_point_per_channel,0,0,0,0,0,0,0
3,2620029,56,1,16,16,4738.318374,296.144898375,19026.59186747,138,127,12,1,66,27,5,10131,0,21,17,39,0.051332125,upper_bound_16,0,0,0,0,0,0,0
3,2620030,56,1,14,14,4579.772857,327.1266326429,18263.86429366,139,126,12,2,58,24,5,8626,0,18,15,36,0.046126375,seven_point_per_channel,0,0,0,0,0,0,0
3,2620031,56,1,16,16,4764.420237,297.7762648125,19147.1011771,137,125,15,1,74,28,7,11040,0,21,16,42,0.053734625,upper_bound_16,0,0,0,0,0,0,0
3,2620032,56,1,16,16,4809.112605,300.5695378125,19325.56302407,137,128,17,1,83,32,5,13678,0,21,19,44,0.062364584,upper_bound_16,0,0,0,0,0,0,0
3,2620033,56,1,16,16,4754.606597,297.1629123125,19148.03297252,137,124,12,0,65,27,5,10190,0,22,20,39,0.048922583,upper_bound_16,0,0,0,0,0,0,0
3,2620034,56,1,16,16,4792.553365,299.5345853125,19272.76680756,137,125,16,2,69,29,5,11579,0,20,19,41,0.058257708,upper_bound_16,0,0,0,0,0,0,0
3,2620035,56,1,16,16,4761.218742,297.576171375,19116.09371158,137,128,15,0,85,32,5,13634,0,23,19,44,0.075998084,upper_bound_16,0,0,0,0,0,0,0
3,2620036,56,1,16,16,4816.414909,301.0259318125,19327.07455716,139,125,17,0,81,31,5,12805,0,22,18,43,0.064597458,upper_bound_16,0,0,0,0,0,0,0
3,2620037,56,1,13,13,4703.103775,361.7772134615,18690.51887774,144,126,18,3,55,27,5,8686,0,17,16,39,0.041415334,seven_point_per_channel,0,0,0,0,0,0,0
3,2620038,56,1,11,11,4472.887809,406.6261644545,17794.43904284,140,123,12,2,44,24,3,6145,0,12,9,34,0.028390667,seven_point_per_channel,0,0,0,0,0,0,0
3,2620039,56,1,12,12,4285.49473,357.1245608333,16602.47365346,145,129,17,0,51,25,6,9049,0,19,19,38,0.044955417,seven_point_per_channel,0,0,0,0,0,0,0
3,2620040,56,1,11,11,4499.516195,409.0469268182,17787.58098653,145,129,11,1,40,19,6,6312,0,12,9,32,0.0350965,seven_point_per_channel,0,0,0,0,0,0,0
4,2620001,56,1,11,11,6834.478173,621.3161975455,23187.39084312,334,322,50,6,50,18,6,10022,0,0,0,45,0.163106416,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620002,56,1,11,11,6840.335334,621.8486667273,23246.6766904,334,322,48,6,50,18,6,9525,0,0,0,45,0.146704667,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620003,56,1,10,10,6786.205957,678.6205957,22836.0297986,349,331,31,5,40,17,5,9940,0,0,0,43,0.088736375,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620004,56,1,16,16,7667.715367,479.2322104375,27078.57692184,338,326,52,8,82,28,8,13400,0,0,0,57,0.160291875,upper_bound_16,0,0,0,0,0,0,0
4,2620005,56,1,10,10,6777.793736,677.7793736,22773.96867498,351,331,29,5,42,19,5,9786,0,0,0,45,0.104719625,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620006,56,1,16,16,7247.108474,452.944279625,26010.5423653,306,288,49,9,67,27,9,12167,0,0,0,57,0.1308275,upper_bound_16,0,0,0,0,0,0,0
4,2620007,56,1,10,10,6843.243284,684.3243284,22976.21640875,350,334,38,5,45,21,5,10487,0,0,0,47,0.109209958,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620008,56,1,14,14,7052.405369,503.7432406429,24637.02686871,329,317,31,7,32,21,7,4718,0,0,0,49,0.077365042,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620009,56,1,12,12,8417.677173,701.47309775,29628.38595613,337,318,143,11,65,30,11,9826,0,0,0,62,0.13304375,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620010,56,1,12,12,8430.86471,702.5720591667,29664.32359494,335,319,148,11,53,26,11,7751,0,0,0,58,0.108180375,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620011,56,1,12,12,7804.223061,650.35192175,27061.11533266,331,314,121,11,44,19,11,6241,0,0,0,51,0.075026542,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620012,56,1,16,16,7600.996976,475.062311,27384.98493266,307,290,73,9,73,31,9,12401,0,0,0,61,0.125158583,upper_bound_16,0,0,0,0,0,0,0
4,2620013,56,1,14,14,7319.021068,522.7872191429,25035.10526295,352,338,48,6,52,24,6,10786,0,0,0,51,0.124855875,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620014,56,1,11,11,6837.954287,621.6322079091,23229.77148944,334,323,48,6,50,18,6,9695,0,0,0,45,0.155699875,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620015,56,1,13,13,7085.876823,545.0674479231,24079.38411272,350,338,39,6,43,18,6,4569,0,0,0,45,0.068665166,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620016,56,1,11,11,6847.855135,622.532285,23254.27574737,334,322,50,5,51,21,5,9449,0,0,0,47,0.149549708,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620017,56,1,13,13,7029.497996,540.7306150769,23907.48993445,351,338,30,8,48,20,8,7839,0,0,0,49,0.091046208,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620018,56,1,16,16,7642.82752,477.67672,27854.13760209,304,286,62,8,81,31,8,13161,0,0,0,60,0.146704,upper_bound_16,0,0,0,0,0,0,0
4,2620019,56,1,14,14,8003.055326,571.646809,27605.27670408,348,336,112,8,49,19,8,8697,0,0,0,48,0.100223791,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620020,56,1,11,11,6843.516437,622.1378579091,23277.58222424,333,321,49,6,48,17,6,9233,0,0,0,44,0.145200375,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620021,56,1,15,15,8067.904853,537.8603235333,31339.52427432,266,248,49,7,179,40,7,27347,0,0,0,68,0.2798555,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620022,56,1,16,16,7806.704037,487.9190023125,27483.52021732,336,322,76,9,83,26,9,8423,0,0,0,56,0.123078416,upper_bound_16,0,0,0,0,0,0,0
4,2620023,56,1,10,10,6722.95579,672.295579,22534.77896805,350,332,28,6,41,18,6,10195,0,0,0,45,0.106618292,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620024,56,1,16,16,7833.969881,489.6231175625,27739.84941239,338,324,64,9,86,28,9,14054,0,0,0,58,0.167175125,upper_bound_16,0,0,0,0,0,0,0
4,2620025,56,1,16,16,7256.482091,453.5301306875,26027.41044008,307,289,49,8,70,29,8,12479,0,0,0,58,0.136816417,upper_bound_16,0,0,0,0,0,0,0
4,2620026,56,1,10,10,6837.036175,683.7036175,23015.18093036,351,333,32,4,44,21,4,10213,0,0,0,46,0.100914375,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620027,56,1,10,10,6769.904519,676.9904519,22744.52259753,348,329,34,7,39,14,7,9237,0,0,0,42,0.091257,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620028,56,1,14,14,6969.908226,497.8505875714,24304.54107102,328,312,29,8,34,20,8,5770,0,0,0,49,0.076956291,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620029,56,1,16,16,7384.929555,461.5580971875,26554.64777341,306,290,58,12,66,25,12,11799,0,0,0,58,0.127607334,upper_bound_16,0,0,0,0,0,0,0
4,2620030,56,1,14,14,7777.338155,555.5241539286,27241.69073122,332,314,95,8,37,23,8,5405,0,0,0,52,0.076904584,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620031,56,1,16,16,7662.144026,478.884001625,27025.72016922,336,320,59,11,85,25,11,16506,0,0,0,57,0.178586958,upper_bound_16,0,0,0,0,0,0,0
4,2620032,56,1,16,16,7745.734416,484.108401,27953.67208593,307,291,83,11,69,27,11,12398,0,0,0,59,0.126623125,upper_bound_16,0,0,0,0,0,0,0
4,2620033,56,1,16,16,7355.027007,459.6891879375,26455.13508579,306,289,55,8,65,28,8,11449,0,0,0,57,0.133622458,upper_bound_16,0,0,0,0,0,0,0
4,2620034,56,1,16,16,7968.352158,498.022009875,28226.76081081,339,326,74,8,87,30,8,15079,0,0,0,59,0.172517958,upper_bound_16,0,0,0,0,0,0,0
4,2620035,56,1,16,16,7699.347344,481.209209,27076.73670969,338,325,63,9,83,28,9,14180,0,0,0,58,0.174088709,upper_bound_16,0,0,0,0,0,0,0
4,2620036,56,1,16,16,7124.357957,445.2723723125,25536.78982018,303,287,45,9,59,24,9,11005,0,0,0,54,0.129947333,upper_bound_16,0,0,0,0,0,0,0
4,2620037,56,1,13,13,7065.797979,543.5229214615,24088.98991273,350,334,33,6,44,19,6,6854,0,0,0,46,0.085198792,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620038,56,1,11,11,6848.792124,622.6174658182,23303.9606524,334,322,47,5,50,19,5,9478,0,0,0,45,0.139945916,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620039,56,1,12,12,8044.942748,670.4118956667,28059.71378209,332,317,132,12,46,20,12,6280,0,0,0,53,0.09927975,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2620040,56,1,11,11,6842.388766,622.0353423636,23246.94380649,334,321,49,5,50,20,5,9910,0,0,0,46,0.15223075,convex_mesh_per_channel,0,0,0,0,0,0,0
