problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m,residual_calls,residual_replaced,residual_retired,rollout_calls,rollout_replaced
3,2640001,56,3,15,15,1953.051393,130.2034262,7470.256968993,59,53,12,0,162,21,1,15015,0,8,8,29,0.070378625,seven_point_per_channel,0,0,0,0,0,0,0
3,2640002,56,3,15,15,1945.568088,129.7045392,7477.840444349,59,53,9,0,135,19,0,15027,0,8,8,26,0.079030125,seven_point_per_channel,0,0,0,0,0,0,0
3,2640003,56,3,10,10,2051.53744,205.153744,7457.687198961,86,80,0,0,27,7,0,3708,0,5,5,14,0.019305208,seven_point_per_channel,0,0,0,0,0,0,0
3,2640004,56,3,15,15,1918.273434,127.8848956,7476.36716591,59,53,0,0,54,10,0,4338,0,8,8,17,0.021312333,seven_point_per_channel,0,0,0,0,0,0,0
3,2640005,56,3,16,16,400.736969,25.0460605625,738.684843626,29,28,0,0,54,10,0,6135,0,8,8,11,0.036324292,upper_bound_16,0,0,0,0,0,0,0
3,2640006,56,3,10,10,2055.391788,205.5391788,7476.958946569,86,80,0,0,27,7,0,2820,0,5,5,14,0.015714625,seven_point_per_channel,0,0,0,0,0,0,0
3,2640007,56,3,11,11,2032.938989,184.8126353636,7464.694943308,80,73,4,0,51,11,0,5264,0,5,5,18,0.026728583,seven_point_per_channel,0,0,0,0,0,0,0
3,2640008,56,3,16,16,402.492523,25.1557826875,752.4626160726,29,27,0,0,54,10,0,4230,0,8,8,11,0.027035834,upper_bound_16,0,0,0,0,0,0,0
3,2640009,56,3,16,16,428.108087,26.7567554375,745.5404318563,29,27,9,0,135,19,0,15209,0,8,8,20,0.05980325,upper_bound_16,0,0,0,0,0,0,0
3,2640010,56,3,10,10,2053.280427,205.3280427,7466.402130103,86,80,0,0,27,7,0,2820,0,5,5,14,0.021228292,seven_point_per_channel,0,0,0,0,0,0,0
3,2640011,56,3,12,12,1992.348142,166.0290118333,7476.740709878,74,67,0,0,27,7,0,2937,0,5,5,14,0.018464875,seven_point_per_channel,0,0,0,0,0,0,0
3,2640012,56,3,15,15,1916.432516,127.7621677333,7472.162584711,59,52,0,0,54,10,0,5709,0,8,8,17,0.034391291,seven_point_per_channel,0,0,0,0,0,0,0
3,2640013,56,3,10,10,2059.006804,205.9006804,7465.034020179,86,80,2,0,39,9,0,4994,0,5,5,16,0.027493167,seven_point_per_channel,0,0,0,0,0,0,0
3,2640014,56,3,11,11,2021.795753,183.7996139091,7463.97876583,80,74,0,0,27,7,0,3483,0,5,5,14,0.022804333,seven_point_per_channel,0,0,0,0,0,0,0
3,2640015,56,3,15,15,1924.138058,128.2758705333,7465.690287015,59,52,3,0,81,13,0,9534,0,8,8,20,0.043200167,seven_point_per_channel,0,0,0,0,0,0,0
3,2640016,56,3,12,12,2001.588728,166.7990606667,7457.943636799,74,68,4,0,51,11,0,5526,0,5,5,18,0.035578416,seven_point_per_channel,0,0,0,0,0,0,0
3,2640017,56,3,12,12,1998.277597,166.5231330833,7471.387986236,74,68,2,0,35,9,0,5040,0,5,5,16,0.031057417,seven_point_per_channel,0,0,0,0,0,0,0
3,2640018,56,3,11,11,2035.989117,185.0899197273,7474.945589524,80,74,4,0,51,11,0,4697,0,5,5,18,0.030455042,seven_point_per_channel,0,0,0,0,0,0,0
3,2640019,56,3,16,16,401.937865,25.1211165625,749.6893233273,29,27,0,0,54,10,0,5883,0,8,8,11,0.041896084,upper_bound_16,0,0,0,0,0,0,0
3,2640020,56,3,13,13,1979.520676,152.2708212308,7462.603378666,69,62,5,0,70,13,0,7451,0,6,6,20,0.0395895,seven_point_per_channel,0,0,0,0,0,0,0
3,2640021,56,3,12,12,1992.164263,166.0136885833,7470.82131156,74,68,0,0,27,7,0,3212,0,5,5,14,0.020687208,seven_point_per_channel,0,0,0,0,0,0,0
3,2640022,56,3,15,15,1917.225506,127.8150337333,7476.127530102,59,52,0,0,54,10,0,5376,0,8,8,17,0.034033042,seven_point_per_channel,0,0,0,0,0,0,0
3,2640023,56,3,15,15,1955.500656,130.3667104,7502.503280199,59,52,11,0,129,21,0,13965,0,8,8,28,0.062652333,seven_point_per_channel,0,0,0,0,0,0,0
3,2640024,56,3,11,11,2026.51629,184.2287536364,7457.581450932,80,74,2,0,39,9,0,4831,0,5,5,16,0.026242916,seven_point_per_channel,0,0,0,0,0,0,0
3,2640025,56,3,15,15,1914.29555,127.6197033333,7461.477746715,59,52,0,0,54,10,0,5958,0,8,8,17,0.047308125,seven_point_per_channel,0,0,0,0,0,0,0
3,2640026,56,3,13,13,1967.236621,151.3258939231,7476.183103792,69,62,0,0,35,8,0,3421,0,6,6,15,0.020490666,seven_point_per_channel,0,0,0,0,0,0,0
3,2640027,56,3,16,16,403.395849,25.2122405625,751.9792450475,29,28,0,0,54,10,0,5109,0,8,8,11,0.023993792,upper_bound_16,0,0,0,0,0,0,0
3,2640028,56,3,16,16,439.572044,27.47325275,772.860216624,29,27,11,0,153,20,1,13853,0,8,8,22,0.049767583,upper_bound_16,0,0,0,0,0,0,0
3,2640029,56,3,12,12,2013.691787,167.8076489167,7488.458929594,74,68,6,0,63,13,0,5731,0,5,5,20,0.034579167,seven_point_per_channel,0,0,0,0,0,0,0
3,2640030,56,3,15,15,1923.508293,128.2338862,7457.541466838,59,53,3,0,81,13,0,9426,0,8,8,20,0.0400515,seven_point_per_channel,0,0,0,0,0,0,0
3,2640031,56,3,16,16,430.551058,26.909441125,757.7552984659,29,27,9,0,135,19,0,12732,0,8,8,20,0.05133675,upper_bound_16,0,0,0,0,0,0,0
3,2640032,56,3,16,16,420.668859,26.2918036875,748.3442931222,29,28,6,0,108,15,1,12054,0,8,8,17,0.05133075,upper_bound_16,0,0,0,0,0,0,0
3,2640033,56,3,15,15,1975.453612,131.6969074667,7567.268057027,60,54,11,0,144,19,1,13903,0,8,8,27,0.06008425,seven_point_per_channel,0,0,0,0,0,0,0
3,2640034,56,3,10,10,2073.179367,207.3179367,7480.896839847,86,79,6,0,63,13,0,6745,0,5,5,20,0.037593458,seven_point_per_channel,0,0,0,0,0,0,0
3,2640035,56,3,16,16,460.483032,28.7801895,847.4151597025,30,28,11,0,141,19,1,12119,0,8,8,21,0.049714042,upper_bound_16,0,0,0,0,0,0,0
3,2640036,56,3,16,16,403.372805,25.2108003125,751.8640255986,29,28,0,0,54,10,0,4335,0,8,8,11,0.0218685,upper_bound_16,0,0,0,0,0,0,0
3,2640037,56,3,11,11,2149.126896,195.3751723636,7845.63447583,83,77,11,0,65,12,3,6637,0,5,5,22,0.039799875,seven_point_per_channel,0,0,0,0,0,0,0
3,2640038,56,3,11,11,2024.316941,184.0288128182,7476.584700638,80,74,0,0,27,7,0,2519,0,5,5,14,0.015934833,seven_point_per_channel,0,0,0,0,0,0,0
3,2640039,56,3,10,10,2052.981478,205.2981478,7464.907395067,86,80,0,0,27,7,0,3509,0,5,5,14,0.019587167,seven_point_per_channel,0,0,0,0,0,0,0
3,2640040,56,3,10,10,2065.714078,206.5714078,7473.570392232,86,79,4,0,51,11,0,5241,0,5,5,18,0.028707125,seven_point_per_channel,0,0,0,0,0,0,0
4,2640001,56,3,15,15,5190.928008,346.0618672,20784.64005175,151,132,24,7,196,36,7,39007,0,0,0,64,0.51600725,convex_mesh_per_channel,0,0,0,0,0,0,0
4,2640002,56,3,15,15,5150.231452,343.3487634667,20616.15728167,148,128,28,7,238,41,7,45393,0,0,0,69,0.584619208,convex_mesh_per_channel,0,0,0,0,0,0,0
