problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m,residual_calls,residual_replaced,residual_retired,rollout_calls,rollout_replaced
3,2620001,84,1,11,11,4496.209056,408.7462778182,17776.04529351,144,130,12,1,41,20,5,6796,0,12,9,32,0.033338334,seven_point_per_channel,5,87.05670137105,0,0,0,0,0
3,2620002,84,1,11,11,4499.577552,409.0525047273,17772.88776837,143,130,15,0,53,26,6,7494,0,11,9,39,0.035536917,seven_point_per_channel,7,60.23646312957,0,0,0,0,0
3,2620003,84,1,10,10,4203.565227,420.3565227,16482.82614252,135,128,18,0,44,26,5,7095,0,5,4,38,0.030747708,seven_point_per_channel,4,23.21303748148,0,0,0,0,0
3,2620004,84,1,16,16,4761.05575,297.565984375,19065.27875066,139,125,16,0,78,32,4,12062,0,24,20,43,0.058078625,upper_bound_16,5,112.0291676028,0,0,0,0,0
3,2620005,84,1,10,10,4269.974559,426.9974559,16619.8727887,144,128,16,1,41,20,8,7612,0,6,5,35,0.031217333,seven_point_per_channel,8,94.37046969281,0,0,0,0,0
3,2620006,84,1,16,16,4833.402962,302.087685125,19337.01480901,144,127,13,2,68,24,7,9923,0,24,16,38,0.047933083,upper_bound_16,9,69.78650539112,0,0,0,0,0
3,2620007,84,1,10,10,4235.703934,423.5703934,16548.51967451,140,128,16,1,49,27,5,7713,0,7,4,39,0.03463775,seven_point_per_channel,7,77.03140254435,0,0,0,0,0
3,2620008,84,1,14,14,4815.008611,343.9291865,19540.04305455,137,128,8,1,50,22,4,6174,0,15,13,33,0.033647375,seven_point_per_channel,6,15.33759056326,0,0,0,0,0
3,2620009,84,1,12,12,4209.230877,350.76923975,16451.15440412,140,126,11,0,44,22,4,7687,0,17,17,33,0.035399792,seven_point_per_channel,4,10.04650181144,0,0,0,0,0
3,2620010,84,1,12,12,4201.00351,350.0836258333,16315.01754955,140,124,18,0,54,32,2,8317,0,20,20,41,0.037893209,seven_point_per_channel,2,0,0,0,0,0,0
3,2620011,84,1,12,12,4207.078438,350.5898698333,16355.39219123,140,125,17,0,52,29,3,8278,0,18,18,39,0.036223167,seven_point_per_channel,4,36.00877178095,0,0,0,0,0
3,2620012,84,1,16,16,4765.199841,297.8249900625,19125.99921717,138,125,15,1,76,28,6,11757,0,20,16,41,0.055997667,upper_bound_16,9,24.79517952943,0,0,0,0,0
3,2620013,84,1,14,14,4867.95913,347.7113664286,19589.79565765,140,126,18,2,64,28,6,9594,0,16,14,41,0.046598375,seven_point_per_channel,8,49.19000303766,0,0,0,0,0
3,2620014,84,1,11,11,4512.83854,410.2580490909,17799.19268782,146,132,12,1,45,21,6,7377,0,13,11,34,0.037723,seven_point_per_channel,7,68.80412883986,0,0,0,0,0
3,2620015,84,1,13,13,4676.202413,359.7078779231,18626.01205316,141,130,17,0,58,26,6,8635,0,14,13,39,0.0403245,seven_point_per_channel,7,155.8743436244,0,0,0,0,0
3,2620016,84,1,11,11,4489.014127,408.0921933636,17775.07063173,144,132,9,0,39,16,7,5666,0,12,8,30,0.023872959,seven_point_per_channel,6,25.93385674851,0,0,0,0,0
3,2620017,84,1,13,13,4650.000434,357.6923410769,18500.00217687,140,128,19,1,61,31,5,9076,0,18,17,43,0.04526225,seven_point_per_channel,5,46.17963339006,0,0,0,0,0
3,2620018,84,1,16,16,4759.773847,297.4858654375,19143.86922656,136,126,15,0,77,30,5,12375,0,22,20,42,0.053758334,upper_bound_16,8,64.80959306426,0,0,0,0,0
3,2620019,84,1,14,14,4832.610831,345.1864879286,19488.05415555,142,128,9,1,50,19,6,7295,0,17,15,32,0.03340025,seven_point_per_channel,9,84.05392428529,0,0,0,0,0
3,2620020,84,1,11,11,4501.403507,409.2185006364,17772.01753242,145,131,12,1,40,19,6,7000,0,11,9,32,0.031541125,seven_point_per_channel,5,122.0807520117,0,0,0,0,0
3,2620021,84,1,15,15,4744.131074,316.2754049333,18740.65535032,146,131,20,2,72,30,6,12592,0,22,22,43,0.054222042,seven_point_per_channel,7,83.51186955744,0,0,0,0,0
3,2620022,84,1,16,16,4776.444338,298.527771125,19242.22167944,137,124,13,2,70,26,5,12173,0,19,18,38,0.051281792,upper_bound_16,8,98.91228086354,0,0,0,0,0
3,2620023,84,1,10,10,4242.171782,424.2171782,16635.85890377,139,128,14,0,38,19,7,7158,0,4,4,33,0.031145583,seven_point_per_channel,7,80.54626144851,0,0,0,0,0
3,2620024,84,1,16,16,4782.855907,298.9284941875,19149.27952427,140,128,15,0,71,29,5,10653,0,23,19,41,0.050990542,upper_bound_16,6,85.73499731246,0,0,0,0,0
3,2620025,84,1,16,16,4705.060068,294.06625425,19030.30033456,131,122,14,1,69,29,5,9821,0,16,14,41,0.044346542,upper_bound_16,7,44.33916608227,0,0,0,0,0
3,2620026,84,1,10,10,4256.35289,425.635289,16576.76443483,142,130,17,2,40,22,7,7153,0,5,5,36,0.030116583,seven_point_per_channel,6,119.3330594572,0,0,0,0,0
3,2620027,84,1,10,10,4202.338869,420.2338869,16461.69433338,136,126,18,0,44,27,5,7779,0,5,4,39,0.030160792,seven_point_per_channel,5,55.51843384498,0,0,0,0,0
3,2620028,84,1,14,14,5006.602132,357.614438,20108.01065216,147,132,16,2,55,25,6,8642,0,18,16,38,0.044259,seven_point_per_channel,7,10.41075945279,0,0,0,0,0
3,2620029,84,1,16,16,4731.045539,295.6903461875,18990.22769392,138,127,12,1,66,27,5,10131,0,21,17,39,0.044828833,upper_bound_16,6,36.36417355633,0,0,0,0,0
3,2620030,84,1,14,14,4568.746025,326.3390017857,18208.73013613,139,126,12,2,58,24,5,8626,0,18,15,36,0.041183459,seven_point_per_channel,5,55.1341575285,0,0,0,0,0
