problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m,residual_calls,residual_replaced,residual_retired,rollout_calls,rollout_replaced
3,2630001,56,2,12,12,3196.226483,266.3522069167,12466.13243522,106,95,6,2,80,14,5,15490,0,7,6,26,0.066923292,seven_point_per_channel,0,0,0,0,0,0,0
3,2630002,56,2,15,15,2797.298057,186.4865371333,10776.49028706,91,82,10,1,150,22,8,31742,0,9,7,37,0.132649625,seven_point_per_channel,0,0,0,0,0,0,0
3,2630003,56,2,11,11,3174.013146,288.5466496364,12350.06573142,109,98,2,1,71,12,5,13064,0,4,4,24,0.051679042,seven_point_per_channel,0,0,0,0,0,0,0
3,2630004,56,2,12,12,3195.226483,266.2688735833,12466.13243522,106,94,6,2,80,14,5,15490,0,7,6,26,0.066721917,seven_point_per_channel,0,0,0,0,0,0,0
3,2630005,56,2,10,10,2867.566426,286.7566426,10672.8321249,114,101,4,3,68,13,5,15478,0,6,4,25,0.064404416,seven_point_per_channel,0,0,0,0,0,0,0
3,2630006,56,2,12,12,3213.214131,267.76784425,12466.07067069,109,94,7,3,79,13,6,15683,0,7,6,26,0.063634542,seven_point_per_channel,0,0,0,0,0,0,0
3,2630007,56,2,10,10,2851.692522,285.1692522,10683.46261056,111,101,3,2,69,14,4,15383,0,6,4,25,0.057819583,seven_point_per_channel,0,0,0,0,0,0,0
3,2630008,56,2,14,14,2899.769982,207.1264272857,11258.84991795,95,85,6,1,126,23,4,26560,0,9,7,34,0.117188125,seven_point_per_channel,0,0,0,0,0,0,0
3,2630009,56,2,12,12,3194.226483,266.18554025,12466.13243522,106,93,6,2,80,14,5,15490,0,7,6,26,0.064494208,seven_point_per_channel,0,0,0,0,0,0,0
3,2630010,56,2,15,15,2857.959518,190.5306345333,10994.79759839,94,81,11,2,150,23,8,31620,0,9,7,38,0.136090292,seven_point_per_channel,0,0,0,0,0,0,0
3,2630011,56,2,11,11,3193.019164,290.2744694545,12350.09581985,112,99,3,2,70,11,6,13278,0,4,4,24,0.049347125,seven_point_per_channel,0,0,0,0,0,0,0
3,2630012,56,2,12,12,3196.226483,266.3522069167,12466.13243522,106,95,6,2,80,14,5,15490,0,7,6,26,0.065707958,seven_point_per_channel,0,0,0,0,0,0,0
3,2630013,56,2,10,10,2809.613836,280.9613836,10508.06918378,110,99,3,1,69,15,4,15225,0,6,4,26,0.059498917,seven_point_per_channel,0,0,0,0,0,0,0
3,2630014,56,2,13,13,2856.051027,219.6962328462,10930.25513126,101,88,4,2,90,19,4,18490,0,7,5,30,0.068088792,seven_point_per_channel,0,0,0,0,0,0,0
3,2630015,56,2,11,11,3315.707021,301.427911,12873.53510492,115,99,4,3,67,9,7,11421,0,3,2,23,0.047943083,seven_point_per_channel,0,0,0,0,0,0,0
3,2630016,56,2,10,10,2825.48774,282.548774,10497.43869812,113,99,4,2,68,14,5,15320,0,6,4,26,0.068993292,seven_point_per_channel,0,0,0,0,0,0,0
