problem,seed,method,stress,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,dp_calls,dp_actions,dp_fallbacks,dp_expanded,dp_budget_hits,aux_calls,aux_positive,joint_steps,runtime_s,certificate,shortcuts,shortcut_saved_m,residual_calls,residual_replaced,residual_retired,rollout_calls,rollout_replaced
3,2610001,56,0,13,13,3176.790448,244.368496,12168.95225564,112,103,5,0,93,17,5,19119,0,18,18,29,0.067904167,seven_point_per_channel,0,0,0,0,0,0,0
3,2610002,56,0,12,12,2885.828011,240.4856675833,10639.14004872,117,104,3,0,62,15,4,13609,0,20,20,26,0.064243875,seven_point_per_channel,0,0,0,0,0,0,0
3,2610003,56,0,13,13,2647.189253,203.6299425385,9700.946263459,107,98,3,0,112,18,3,23580,0,19,18,28,0.085020333,seven_point_per_channel,0,0,0,0,0,0,0
3,2610004,56,0,15,15,2997.201417,199.8134278,11706.00709434,97,87,3,0,206,24,1,42346,0,26,25,32,0.156800125,seven_point_per_channel,0,0,0,0,0,0,0
3,2610005,56,0,12,12,3060.767118,255.0639265,11643.83558162,110,101,7,0,117,24,3,21401,0,16,16,34,0.099949125,seven_point_per_channel,0,0,0,0,0,0,0
3,2610006,56,0,12,12,2814.0627,234.505225,10420.31350041,111,103,4,0,119,17,2,25068,0,25,25,26,0.095532708,seven_point_per_channel,0,0,0,0,0,0,0
3,2610007,56,0,10,10,3086.3718,308.63718,11101.85900515,134,119,9,2,64,17,6,14392,0,9,9,30,0.047008875,seven_point_per_channel,0,0,0,0,0,0,0
3,2610008,56,0,11,11,3069.161385,279.0146713636,11510.80693097,119,108,3,0,99,17,1,19860,0,20,20,25,0.071914458,seven_point_per_channel,0,0,0,0,0,0,0
3,2610009,56,0,10,10,2776.361889,277.6361889,10306.80944122,111,104,2,0,95,14,2,18239,0,16,16,23,0.068347917,seven_point_per_channel,0,0,0,0,0,0,0
3,2610010,56,0,11,11,2586.984036,235.1803669091,9289.920154669,112,108,2,0,92,14,4,21773,0,15,15,25,0.077620458,seven_point_per_channel,0,0,0,0,0,0,0
3,2610011,56,0,10,10,3376.017068,337.6017068,13070.08534924,120,112,0,0,72,13,3,14654,0,9,9,23,0.047125584,seven_point_per_channel,0,0,0,0,0,0,0
3,2610012,56,0,15,15,3510.700159,234.0466772667,13748.50080065,111,98,11,0,114,28,4,22078,0,23,20,39,0.076298833,seven_point_per_channel,0,0,0,0,0,0,0
3,2610013,56,0,13,13,2924.834854,224.9872964615,11044.17427769,106,103,6,0,142,25,2,27679,0,18,17,34,0.104825334,seven_point_per_channel,0,0,0,0,0,0,0
3,2610014,56,0,11,11,2860.640839,260.0582580909,10863.20419321,105,102,2,0,128,20,0,24920,0,16,16,27,0.093432459,seven_point_per_channel,0,0,0,0,0,0,0
3,2610015,56,0,15,15,2998.321332,199.8880888,11531.60666361,102,95,4,0,168,20,4,35692,0,22,22,31,0.128636292,seven_point_per_channel,0,0,0,0,0,0,0
3,2610016,56,0,10,10,2916.389499,291.6389499,10886.94749092,114,107,4,0,132,15,4,23865,0,17,17,26,0.089137041,seven_point_per_channel,0,0,0,0,0,0,0
3,2610017,56,0,10,10,2689.86816,268.986816,9489.340801908,122,117,5,0,74,18,2,14120,0,17,14,27,0.046348292,seven_point_per_channel,0,0,0,0,0,0,0
3,2610018,56,0,16,16,3115.612988,194.72581175,11958.06494604,105,95,8,0,169,32,3,34303,0,30,30,41,0.1151225,upper_bound_16,0,0,0,0,0,0,0
3,2610019,56,0,12,12,2609.699662,217.4749718333,9398.498303536,111,106,3,0,103,16,4,24261,0,21,21,27,0.086908042,seven_point_per_channel,0,0,0,0,0,0,0
3,2610020,56,0,16,16,3497.905685,218.6191053125,14029.52843216,101,92,5,0,177,23,3,36841,0,32,31,32,0.139350667,upper_bound_16,0,0,0,0,0,0,0
3,2610021,56,0,16,16,3072.708025,192.0442515625,12023.54012279,97,91,4,0,162,22,3,33816,0,29,26,31,0.120133042,upper_bound_16,0,0,0,0,0,0,0
3,2610022,56,0,10,10,2889.02428,288.902428,10685.12140424,117,111,2,0,52,12,4,11156,0,12,12,23,0.037964458,seven_point_per_channel,0,0,0,0,0,0,0
3,2610023,56,0,13,13,3085.389164,237.337628,11836.94580576,106,102,7,0,137,23,3,30505,0,19,19,33,0.105762042,seven_point_per_channel,0,0,0,0,0,0,0
3,2610024,56,0,10,10,2672.930383,267.2930383,9584.651912961,116,111,5,0,116,17,2,21513,0,20,20,26,0.085373625,seven_point_per_channel,0,0,0,0,0,0,0
3,2610025,56,0,15,15,3291.550298,219.4366865333,12627.75149464,116,105,2,1,170,24,4,38220,0,19,19,35,0.132635458,seven_point_per_channel,0,0,0,0,0,0,0
3,2610026,56,0,12,12,2923.335372,243.611281,10856.67686932,114,110,4,0,101,18,2,23856,0,18,18,27,0.080589834,seven_point_per_channel,0,0,0,0,0,0,0
3,2610027,56,0,14,14,2892.725385,206.6232417857,11058.62692984,102,92,3,0,123,18,2,25259,0,28,28,27,0.092754292,seven_point_per_channel,0,0,0,0,0,0,0
3,2610028,56,0,10,10,2605.535002,260.5535002,9497.675012809,109,105,2,0,108,15,1,23812,0,17,16,23,0.085912625,seven_point_per_channel,0,0,0,0,0,0,0
3,2610029,56,0,12,12,2540.277061,211.6897550833,9261.385302694,104,99,3,0,123,14,2,26477,0,24,23,23,0.093369542,seven_point_per_channel,0,0,0,0,0,0,0
3,2610030,56,0,13,13,3018.06293,232.1586869231,11510.31464065,107,101,5,0,139,25,0,31548,0,22,19,32,0.10762075,seven_point_per_channel,0,0,0,0,0,0,0
3,2610031,56,0,13,13,2998.603129,230.6617791538,11253.01564428,112,108,5,0,112,20,2,22478,0,22,22,29,0.079083084,seven_point_per_channel,0,0,0,0,0,0,0
3,2610032,56,0,15,15,3207.383237,213.8255491333,12206.91619209,114,106,5,0,163,21,3,33340,0,31,28,31,0.122243583,seven_point_per_channel,0,0,0,0,0,0,0
3,2610033,56,0,10,10,3091.58431,309.158431,11892.92155398,110,104,3,0,105,13,4,22831,0,14,14,24,0.080427291,seven_point_per_channel,0,0,0,0,0,0,0
3,2610034,56,0,15,15,3217.849292,214.5232861333,11899.24645228,126,121,4,0,99,21,2,18754,0,28,27,30,0.065122666,seven_point_per_channel,0,0,0,0,0,0,0
3,2610035,56,0,15,15,3019.963808,201.3309205333,11314.81903874,115,107,0,0,102,15,5,20064,0,32,32,27,0.072959834,seven_point_per_channel,0,0,0,0,0,0,0
3,2610036,56,0,14,14,3690.228142,263.5877244286,14641.14069445,112,102,10,0,145,27,5,31749,0,18,18,39,0.106531125,seven_point_per_channel,0,0,0,0,0,0,0
3,2610037,56,0,11,11,2663.750524,242.1591385455,9718.752627212,111,104,2,0,93,15,4,19696,0,18,17,26,0.067704667,seven_point_per_channel,0,0,0,0,0,0,0
3,2610038,56,0,16,16,2995.145373,187.1965858125,11380.7268652,106,97,4,0,171,24,1,33421,0,29,29,32,0.118411166,upper_bound_16,0,0,0,0,0,0,0
