date,baseline_cost_yuan,candidate_cost_yuan,saving_yuan,baseline_emergency_kwh,candidate_emergency_kwh,baseline_spill_kwh,candidate_spill_kwh,baseline_ending_inventory_kwh,candidate_ending_inventory_kwh
2025-07-03,57792.17933333139,58070.642625388806,-278.46329205741495,1278.7005757042218,1278.7005757042261,288.19719989815695,288.197199898163,1510.6343721965627,1510.6343721965645
2025-07-04,30987.324679028643,30987.324679028636,7.275957614183426e-12,1879.1050090270294,1879.1050090270262,9682.16212230812,9688.495455641456,1200.0,1200.0
2025-07-05,35645.74291507127,35517.979546687675,127.76336838359566,2072.3779740277523,2045.3712509987556,10784.78400408345,10757.784004083449,6724.975756584742,6724.975756584742
2025-07-06,60130.9215885079,60130.9215885079,0.0,520.3029839496199,520.3029839496199,2.0593304839167104e-11,2.0593304839167104e-11,6450.116625046867,6450.116625046867
2025-07-07,56917.37060942536,56917.227510061115,0.14309936424251646,1101.5212258734102,1101.501870553759,173.3738453346197,173.491884879114,6705.488344539562,6705.488344539562
2025-07-08,57782.07316922092,57784.38349987332,-2.3103306523989886,8.63734984973594,8.6373498497356,5593.643446046908,5593.337937822635,8641.95691591343,8641.255113397576
2025-07-09,56403.54335266099,56403.883438405,-0.34008574400650105,39.26502837118955,39.26502837119251,7832.84358829659,7851.843588296619,9500.715642749441,9500.71359872236
2025-07-10,50837.62526348827,50837.63658847883,-0.011324990562570747,1.440270125385723e-11,1.426059270670521e-11,3104.536840174179,3104.533506866285,3774.880192222806,3774.8801922228013
2025-07-11,27264.11971880207,27264.119718802074,-3.637978807091713e-12,29.435033333341647,29.435033333341476,8777.654263840328,8777.65426384033,3860.0640983652793,3860.0640983652775
2025-07-12,31428.489575940886,31304.107210541497,124.38236539938953,32.66178333333843,32.661783333340246,14109.090880762637,14120.967540698122,8875.360832006125,8608.418823669606
2025-07-13,54041.84112587365,54171.29305825551,-129.4519323818604,1.2523315717771766e-11,1.1102230246251565e-11,6041.245221918271,6058.946035170319,8612.449973644674,8612.44997364467
2025-07-14,55075.30031360593,55075.30031360593,0.0,1.1445067116255814e-11,9.086065233532281e-12,6944.428532068869,6932.358411711519,9061.477294592538,9061.477294592534
2025-07-15,53090.37093915682,53280.7774145673,-190.40647541048384,1.886135692075186e-11,1.9799273331955192e-11,1372.0018148612353,1372.001814861258,9326.96700550153,9730.370555099988
2025-07-16,55185.346760138316,55001.58501806317,183.7617420751485,38.89326581792271,38.8932658179246,6965.060489996985,6947.4299571580705,8871.10685444863,8870.621893312109
2025-07-17,51523.460348237364,51523.77187285108,-0.311524613716756,1.6608936448392342e-11,1.4711787343912874e-11,4398.99438132162,4392.661047988699,3862.2008957913868,3862.488358325273
2025-07-18,28874.33993905579,28874.218446048595,0.12149300719465828,4.177991286269389e-12,4.291678123991005e-12,12286.54343117874,12305.58335417687,4034.928793150199,4034.928793150199
2025-07-19,31397.326112392664,31397.326112392664,0.0,7.673861546209082e-12,7.673861546209082e-12,15082.538448123763,15082.538448123763,9682.042299378438,9682.042299378438
2025-07-20,52466.252151802386,52466.27060312164,-0.018451319250743836,1.5906831407619393e-11,1.6475265596227473e-11,3681.3204395715366,3681.3393854492615,9163.820841404793,9163.835510415185
2025-07-21,57432.99000641533,57432.198507296016,0.7914991193174501,1.4738432696503878e-11,1.532107773982716e-11,8626.414941508665,8623.125835665775,9507.190499760562,9507.199968730238
2025-07-22,55030.2693413198,55030.314689712606,-0.04534839280677261,1.6218137943724287e-11,1.4878764886816498e-11,7263.601117508395,7257.4228555462705,8943.116357385969,8943.11635738597
2025-07-23,56649.544521564276,56649.688187650834,-0.143666086558369,51.67747648813791,51.677476488138524,3595.4268296390746,3595.859272428088,8483.617233584826,8483.617233584813
2025-07-24,54690.9379270948,54690.93792709479,7.275957614183426e-12,1.6207479802687885e-11,1.5781154161231825e-11,2803.6019396653014,2803.601939665319,4796.1588270216125,4796.158827021596
2025-07-25,24987.390639590092,24987.390639590107,-1.4551915228366852e-11,5.5990767577895895e-12,6.0538241086760536e-12,12142.822317322712,12142.822317322712,3747.3019009598715,3747.3019009598797
2025-07-26,30267.056824723764,30267.05682472379,-2.546585164964199e-11,6.650680006714538e-12,7.332801033044234e-12,13967.173895384863,13960.840562051559,9493.184616922368,9493.184616922374
2025-07-27,54515.24769629327,54264.808365014724,250.4393312785469,1.7902124227475724e-11,1.2615686273420579e-11,4254.0835051047525,4254.320479048544,9833.273473189165,9302.341683958197
2025-07-28,54195.9678722865,54426.2781223076,-230.31025002110255,1.738076349511175e-11,1.745537048236656e-11,1408.359654381069,1401.7376386524147,9082.679738417844,9082.679738417844
2025-07-29,56003.24877498201,55989.08697993536,14.161795046646148,4.9517915594203865,4.951791559420152,4986.905744455004,4952.329268519617,9384.544129200654,9385.03141044444
2025-07-30,56576.990765076414,56578.3598823558,-1.369117279384227,1.0305534203780553e-11,1.0964562591198046e-11,6268.450868310959,6238.244413582596,9450.0,9450.0
2025-07-31,50263.701628437695,50263.619858734404,0.08176970329077449,1.3301360013429075e-11,1.318767317570746e-11,4148.0193510950485,4148.019351095046,3756.024452698642,3755.8408806592233
2025-08-01,27100.331616057818,27100.407349722525,-0.07573366470751353,4.1873171596762404e-12,3.164135620181696e-12,20397.016801632693,20383.489751632696,3917.7916528357046,3917.7916528357046
2025-08-02,29622.82769139852,29622.82769139852,0.0,7.275957614183426e-12,7.048583938740194e-12,18911.25644249362,18911.256442493624,9738.030497743906,9738.030497743905
2025-08-03,45761.01936657403,45942.58293141132,-181.56356483729178,42.93096149469306,42.930961494690095,3159.7071352330777,3159.707135233071,8424.23331116212,8808.901880732663
2025-08-04,47568.945233157356,47669.42257138436,-100.47733822700684,1.7926993223227328e-11,1.6854073692229576e-11,1775.071208317313,1775.0712083173003,8615.845094372035,9219.969821582887
2025-08-05,46796.16473535987,46524.258512553395,271.9062228064722,1.9046098032049485e-11,1.8459900275047403e-11,2157.9727898619776,2163.9287741435064,8984.65310774309,8984.653107743094
2025-08-06,50418.17997133345,50745.01586313203,-326.83589179858245,1.56035184772918e-11,1.5717205315013416e-11,3051.77579102911,3039.106550944847,7671.3057749839245,8356.912135567187
2025-08-07,46339.689606568456,46016.109908732964,323.57969783549197,1.4928502878319705e-11,1.5127454844332533e-11,3939.5728469740816,3928.213482269962,2511.7588568131955,2511.7588568131982
2025-08-08,24143.12420613404,24143.124206134038,3.637978807091713e-12,6.480149750132114e-12,6.139089236967266e-12,21887.47882900479,21887.47882900479,2754.8217328032833,2754.8217328032833
2025-08-09,25976.348792198987,25976.348792198987,0.0,6.30961949354969e-12,6.30961949354969e-12,18067.150410184262,18067.150410184262,8039.850408383428,8039.850408383428
2025-08-10,47804.4774707233,47804.4774707233,0.0,1.7124079931818414e-11,1.6783019418653566e-11,1069.4601193300991,1069.460119330099,8987.795335162018,8987.79533516202
2025-08-11,47958.66222468599,48085.82609456664,-127.16386988064914,163.69056009367904,163.69056009368032,5159.320797260099,5147.782950897411,8265.184779081339,8534.02255259888
2025-08-12,49138.18910141779,49011.297672317385,126.89142910040391,165.34583846793603,165.3458384679191,2769.5417078760274,2769.5417078760092,8190.342440401587,8190.342440401592
