date,baseline_cost_yuan,candidate_cost_yuan,saving_yuan,baseline_emergency_kwh,candidate_emergency_kwh,baseline_spill_kwh,candidate_spill_kwh,baseline_ending_inventory_kwh,candidate_ending_inventory_kwh
2025-02-01,20866.872237886364,20866.872237886364,0.0,7.691625114603085e-12,7.691625114603085e-12,3520.318100844075,3526.6514341774064,10320.0,10320.0
2025-02-02,61846.66983119196,61846.66983119197,-7.275957614183426e-12,1.1105782959930366e-11,1.2015277661703294e-11,3603.8650586852727,3603.865058685272,8005.053003530739,8005.053003530739
2025-02-03,63986.34640511639,63986.34640511639,0.0,1.758593271006248e-11,1.758593271006248e-11,2328.5062732250935,2328.5062732250935,6713.450009568383,6713.450009568383
2025-02-04,66916.82205923522,66916.82205923522,0.0,1.375610736431554e-11,1.4480860954790842e-11,3663.840083772917,3670.173417106274,6034.154947579098,6034.154947579098
2025-02-05,63600.26571882317,63600.26571882317,0.0,1.9974688569845966e-11,1.986100173212435e-11,1400.2446470002878,1400.2446470002878,7267.709554211694,7267.709554211694
2025-02-06,63439.320372771836,63439.320372771836,0.0,6.968953697104036,6.968953697103922,1385.2395523460905,1385.239552346091,4257.531565660658,4257.531565660658
2025-02-07,20235.873857918086,20235.873857918086,0.0,82.41569127925078,82.41569127925064,6713.668532232361,6713.668532232361,7072.228879219194,7072.228879219194
2025-02-08,17260.755423793293,17260.755423793296,-3.637978807091713e-12,1.525535253676935e-11,1.4914292023604503e-11,1872.757643594876,1872.7576435948797,10291.651844436929,10291.651844436929
2025-02-09,60147.39353480625,60147.39353480625,0.0,1.737987531669205e-11,1.737987531669205e-11,1930.5277776364342,1930.5277776364337,5676.145261622307,5676.145261622307
2025-02-10,57252.61632607424,57241.8512318538,10.765094220441824,1.3943068921662416e-11,1.4639400802707314e-11,1230.3895012001303,1211.9925468687677,6121.586819309954,6121.586819309954
2025-02-11,58400.37130320928,58400.37130320928,0.0,457.8429983253967,457.8429983253967,229.6446699495168,229.6446699495168,5698.358249345633,5698.358249345633
2025-02-12,57216.06891453073,57216.06891453073,0.0,1.6633805444143945e-11,1.7831958132319414e-11,729.0268692434104,729.0268692433837,7342.225285046913,7342.225285046913
2025-02-13,51498.76316845731,51498.7631684573,1.4551915228366852e-11,27.16382616242167,27.16382616242045,1683.1156302818586,1702.1156302818495,2087.389963133786,2087.389963133786
2025-02-14,17281.51043444963,17281.510434449636,-7.275957614183426e-12,1.4210854715202004e-11,1.517719283583574e-11,3530.305550468868,3536.6388838021953,5255.777958187033,5255.777958187044
2025-02-15,18305.365810662566,18305.365810662555,1.0913936421275139e-11,1.5504042494285386e-11,1.5447199075424578e-11,3138.5036911208026,3138.503691120802,10539.19418454808,10539.194184548074
2025-02-16,56231.33595069761,56230.97799326547,0.3579574321411201,12.854282298834041,12.854282298829089,2.177058533447962e-11,2.226085982215409e-11,7109.635833900005,7109.229258324955
2025-02-17,54527.2837250577,54527.48832292206,-0.20459786435822025,26.61401640921389,26.61401640921025,725.4565510689355,725.4565510689376,6242.395210924009,6242.395210924009
2025-02-18,51533.04353334301,51533.04353334301,0.0,2.0978774273316958e-11,2.0410340084708878e-11,788.6565121055813,788.6565121055816,4565.92353117606,4565.923531176059
2025-02-19,53942.21743660295,53942.217436602965,-1.4551915228366852e-11,46.881219867858874,46.88121986785536,638.1908988943138,638.1908988943263,5737.406548794581,5737.406548794579
2025-02-20,51699.30561827199,51699.30561827199,0.0,33.09849407409,33.098494074089885,1262.7626000065168,1262.7626000065222,2212.3876934315426,2212.3876934315413
2025-02-21,16495.188374907695,16495.188374907688,7.275957614183426e-12,1.2676082405960187e-11,1.028865881380625e-11,6041.36626654305,6035.032933209715,5935.617868081343,5935.617868081343
2025-02-22,17011.59992835242,17011.59992835242,0.0,1.1425527191022411e-11,1.1425527191022411e-11,3693.7721329318138,3693.7721329318147,10368.309994505036,10368.309994505036
2025-02-23,50850.37126766583,50850.37126766582,1.4551915228366852e-11,17.001005164025447,17.00100516402397,702.3720972277804,702.3720972277791,6405.917927059623,6405.917927059622
2025-02-24,50047.549239443906,50047.549239443906,0.0,29.072466666682132,29.07246666668257,1357.3329996039502,1357.332999603962,5374.949775326317,5374.949775326317
2025-02-25,50762.65113324103,50762.65113324103,0.0,31.0950000000161,31.0950000000161,2163.077648023952,2163.077648023952,7050.999796461856,7050.999796461856
2025-02-26,49795.926418028495,49795.926418028495,0.0,1.7342571823064645e-11,1.7342571823064645e-11,911.4169014688418,911.4169014688418,7110.0,7110.0
2025-02-27,45612.74654146221,45612.74654146221,0.0,1.658584380948014e-11,1.8735235585154442e-11,306.0358318454959,306.0358318454987,3186.160095446779,3186.1600954467795
2025-02-28,14621.025693449352,14621.025693449354,-1.8189894035458565e-12,1.1539214028744027e-11,1.1254996934439987e-11,7090.7143788294425,7090.714378829442,4281.279345076506,4281.279345076506
2025-03-01,17667.876713180496,17667.8767131805,-3.637978807091713e-12,1.0011547146859812e-11,1.0658141036401503e-11,7959.843017058008,7959.843017058012,10107.294024996349,10107.294024996345
2025-03-02,52455.526421856805,52443.056421856796,12.47000000000844,1.7847057165454316e-11,1.610622746284207e-11,2837.9780330839762,2785.64469975064,5122.933406002781,5122.93340600278
2025-03-03,54217.08931259067,54217.08931259068,-7.275957614183426e-12,1.4146905868983595e-11,1.4146905868983595e-11,1847.2653268482172,1853.59866018155,4744.379193413943,4744.379193413942
2025-03-04,49708.191237461586,49697.01947837966,11.171759081924392,2.2726709403286804e-11,2.3387514147543698e-11,486.3532182284166,453.0198848950843,4292.0827634115185,4292.082763411528
2025-03-05,52796.34292053344,52796.34292053347,-2.9103830456733704e-11,167.00703623957486,167.0070362395818,2279.5014475071653,2292.168114173818,7701.316500494374,7701.31650049437
2025-03-06,44883.487278356115,44883.48727835612,-7.275957614183426e-12,1.6477486042276723e-11,1.7926993223227328e-11,2354.308101505838,2354.30810150584,1511.462516102834,1511.4625161028325
2025-03-07,15384.386483043007,15384.386483043007,0.0,1.0167866548727034e-11,1.0508927061891882e-11,8752.72103281759,8752.72103281759,5422.728329016037,5422.728329016037
2025-03-08,15187.115228578175,15187.115228578185,-9.094947017729282e-12,7.844391802791506e-12,7.844391802791506e-12,9594.31765182438,9594.31765182439,9660.0,9660.0
2025-03-09,44115.41959177108,44115.41959177108,0.0,2.205702287483291e-11,2.2398083387997758e-11,1408.0615399127162,1408.0615399127155,5897.549403917109,5897.549403917111
2025-03-10,49194.95608621372,49194.95608621372,0.0,2.049560521300009e-11,2.170352786379226e-11,709.6367580204809,709.6367580204726,7476.845921427117,7476.845921427117
2025-03-11,44441.25876508764,44441.258765087645,-7.275957614183426e-12,2.2144064359963522e-11,2.1461943333633826e-11,903.7255333844545,903.7255333844682,5367.401819469938,5367.401819469938
2025-03-12,46069.48242875435,46069.48242875435,0.0,1.6086687537608668e-11,1.6086687537608668e-11,2652.417030631401,2658.750363964734,6695.247836442976,6695.247836442975
2025-03-13,46960.03983334564,46960.03983334562,2.1827872842550278e-11,64.81296656148267,64.81296656148041,1670.7092590331267,1664.3759256997912,1808.5294350002002,1808.529435000199
2025-03-14,14276.304311056007,14276.30431105601,-3.637978807091713e-12,0.7818500000066528,0.7818500000065391,11552.239641178832,11552.239641178832,5314.180939722124,5314.180939722124
2025-03-15,15163.57216949126,15163.57216949126,0.0,37.73540850199436,37.73540850199436,7295.937312559661,7295.937312559659,9787.21498574839,9787.21498574839
