problem,seed,variant,stress,error,total,cleared,ratio,time_s,avg_s,move_m,measures,switches,miss,fallbacks,audits,runtime_s,certificate
4,50046,0,2,2,13,13,1,11613.591995,893.353230385,45617.9599846,408,376,3,0,26,0.0003878,convex_mesh_per_channel
4,50047,0,2,2,12,12,1,11805.408803,983.784066917,46457.0440335,413,377,4,0,27,0.0003944,convex_mesh_per_channel
4,50048,0,2,2,14,14,1,11934.175159,852.441082786,48670.8758086,359,323,4,0,31,0.0004299,convex_mesh_per_channel
4,50049,0,2,2,14,14,1,11918.049536,851.289252571,48580.2476969,359,325,4,0,31,0.0004357,convex_mesh_per_channel
4,50050,0,2,2,13,13,1,11614.451704,893.419361846,45617.2585285,408,377,3,0,26,0.0003872,convex_mesh_per_channel
4,50051,0,2,2,11,11,1,11602.196532,1054.74513927,44675.9826727,439,408,3,0,25,0.0004108,convex_mesh_per_channel
4,50052,0,2,2,11,11,1,11601.196532,1054.65423018,44675.9826727,439,407,3,0,25,0.0003893,convex_mesh_per_channel
4,50053,0,2,2,10,10,1,11150.270448,1115.0270448,43016.3522479,420,388,3,0,22,0.0003556,convex_mesh_per_channel
4,50054,0,2,2,13,13,1,11569.341557,889.949350538,45396.7077952,408,376,3,0,26,0.0003909,convex_mesh_per_channel
4,50055,0,2,2,14,14,1,11936.175159,852.583939929,48670.8758086,359,325,4,0,31,0.0004375,convex_mesh_per_channel
4,50056,0,2,2,11,11,1,11602.196532,1054.74513927,44675.9826727,439,408,3,0,25,0.0003784,convex_mesh_per_channel
4,50057,0,2,2,11,11,1,11601.196532,1054.65423018,44675.9826727,439,407,3,0,25,0.0003809,convex_mesh_per_channel
4,50058,0,2,2,14,14,1,11851.365595,846.526113929,48256.8279903,359,323,4,0,31,0.000466,convex_mesh_per_channel
4,50059,0,2,2,15,15,1,11632.814197,775.520946467,48374.0709978,317,280,6,0,34,0.0004859,convex_mesh_per_channel
4,50060,0,2,2,12,12,1,11770.755138,980.8962615,46278.7757091,413,378,4,0,27,0.0004061,convex_mesh_per_channel
4,50061,0,2,2,14,14,1,11779.33542,841.381101429,47896.6771123,359,323,4,0,31,0.0004488,convex_mesh_per_channel
4,50062,0,2,2,13,13,1,11614.591995,893.430153462,45617.9599846,408,377,3,0,26,0.0003975,convex_mesh_per_channel
4,50063,0,2,2,16,16,1,10895.08589,680.942868125,44185.4294638,333,301,4,0,35,0.0004783,upper_bound_16
4,50064,0,2,2,16,16,1,10935.444508,683.46528175,44392.222554,333,300,4,0,35,0.0004674,upper_bound_16
4,50065,0,2,2,12,12,1,11760.144387,980.01203225,46230.7219486,413,377,4,0,27,0.0003962,convex_mesh_per_channel
4,50066,0,2,2,16,16,1,10895.08589,680.942868125,44185.4294638,333,301,4,0,35,0.0004729,upper_bound_16
4,50067,0,2,2,16,16,1,10925.072761,682.817047562,44335.3638217,333,301,4,0,35,0.0004662,upper_bound_16
4,50068,0,2,2,13,13,1,11570.341557,890.026273615,45396.7077952,408,377,3,0,26,0.0003905,convex_mesh_per_channel
4,50069,0,2,2,16,16,1,10922.78186,682.67386625,44348.9093171,332,301,4,0,35,0.0004659,upper_bound_16
4,50070,0,2,2,11,11,1,11601.196532,1054.65423018,44675.9826727,439,407,3,0,25,0.0003781,convex_mesh_per_channel
4,50071,0,2,2,16,16,1,11127.280815,695.455050938,45346.4040934,333,301,4,0,35,0.0004648,upper_bound_16
4,50072,0,2,2,14,14,1,11820.749253,844.339232357,48093.7462774,359,325,4,0,31,0.0004336,convex_mesh_per_channel
4,50073,0,2,2,15,15,1,11522.423406,768.1615604,47822.117042,317,280,6,0,34,0.0004569,convex_mesh_per_channel
4,50074,0,2,2,14,14,1,11902.558817,850.182772643,48507.7940957,359,324,4,0,31,0.0004296,convex_mesh_per_channel
4,50075,0,2,2,14,14,1,11809.105148,843.507510571,48040.5257506,359,324,4,0,31,0.0004325,convex_mesh_per_channel
4,50076,0,2,2,15,15,1,11437.995795,762.533053,47399.9789813,317,280,6,0,34,0.0004588,convex_mesh_per_channel
4,50077,0,2,2,10,10,1,11369.086258,1136.9086258,44085.4312961,421,388,3,0,22,0.0003516,convex_mesh_per_channel
4,50078,0,2,2,11,11,1,11602.196532,1054.74513927,44675.9826727,439,408,3,0,25,0.0003776,convex_mesh_per_channel
4,50079,0,2,2,14,14,1,11918.049536,851.289252571,48580.2476969,359,325,4,0,31,0.000434,convex_mesh_per_channel
4,50080,0,2,2,16,16,1,10922.78186,682.67386625,44348.9093171,332,301,4,0,35,0.0004667,upper_bound_16
4,50081,0,2,2,14,14,1,11917.049536,851.217824,48580.2476969,359,324,4,0,31,0.0004284,convex_mesh_per_channel
4,50082,0,2,2,15,15,1,11636.36301,775.757534,48391.8150673,317,280,6,0,34,0.0004578,convex_mesh_per_channel
4,50083,0,2,2,15,15,1,11594.236101,772.9490734,48181.1805166,317,280,6,0,34,0.0004554,convex_mesh_per_channel
4,50084,0,2,2,15,15,1,11675.941106,778.396073733,48584.7055485,317,281,6,0,34,0.000459,convex_mesh_per_channel
4,50085,0,2,2,16,16,1,10924.072761,682.754547562,44335.3638217,333,300,4,0,35,0.000468,upper_bound_16
4,50086,0,2,2,13,13,1,11658.702142,896.823241692,45838.5107178,408,377,3,0,26,0.0004627,convex_mesh_per_channel
4,50087,0,2,2,13,13,1,11614.451704,893.419361846,45617.2585285,408,377,3,0,26,0.0003877,convex_mesh_per_channel
4,50088,0,2,2,16,16,1,10920.78186,682.54886625,44348.9093171,332,299,4,0,35,0.0004691,upper_bound_16
4,50089,0,2,2,16,16,1,11084.922197,692.807637312,45139.6110032,333,300,4,0,35,0.0004833,upper_bound_16
4,50090,0,2,2,14,14,1,11903.558817,850.254201214,48507.7940957,359,325,4,0,31,0.0004293,convex_mesh_per_channel
4,50091,0,2,2,16,16,1,10952.768731,684.548045688,44498.843675,332,301,4,0,35,0.0004673,upper_bound_16
4,50092,0,2,2,15,15,1,11595.062308,773.004153867,48180.3115573,317,281,6,0,34,0.0004613,convex_mesh_per_channel
4,50093,0,2,2,15,15,1,11400.417699,760.0278466,47207.0885002,317,281,6,0,34,0.0004603,convex_mesh_per_channel
4,50094,0,2,2,10,10,1,11189.761574,1118.9761574,43208.8078788,420,389,3,0,22,0.0003554,convex_mesh_per_channel
4,50095,0,2,2,11,11,1,11555.64823,1050.51347545,44443.2411601,439,408,3,0,25,0.0003794,convex_mesh_per_channel
4,50096,0,2,2,15,15,1,11399.417699,759.961179933,47207.0885002,317,280,6,0,34,0.0004648,convex_mesh_per_channel
4,50097,0,2,2,12,12,1,11954.302497,996.19187475,47196.5124999,413,378,4,0,27,0.000398,convex_mesh_per_channel
4,50098,0,2,2,15,15,1,11522.423406,768.1615604,47822.117042,317,280,6,0,34,0.0004566,convex_mesh_per_channel
4,50099,0,2,2,13,13,1,11614.451704,893.419361846,45617.2585285,408,377,3,0,26,0.0003884,convex_mesh_per_channel
4,50100,0,2,2,14,14,1,11820.749253,844.339232357,48093.7462774,359,325,4,0,31,0.0004302,convex_mesh_per_channel
