a,b,continuous_lower_m,continuous_upper_m,gap_m,quantized_lower_m,quantized_upper_m,quantized_gap_m,nodes,theta_deg,z1x,z1y,z2x,z2y
843.1178,545.4003,55.7381090069,55.7390027747,0.000893767854321,55.736663913,55.7366659186,2.00556997352e-06,192,-42.049331309,1499.76783807,-26.3094644981,1400.57972618,24.5694711191
