problem,seed,method,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,plans,exact_plans,local_plans,nonlocal_plans,max_route_gap_m,mean_route_gap_m,weighted_gap_ratio,max_relative_gap,skipped,runtime_s,certificate
3,510070,5,13,13,3311.377917,254.7213782308,13341.88959348,97,93,0,0,20,18,20,0,504.809814259,48.51231509122,0.008906853115855,0.0494136479926,0,0.0033125,seven_point_per_channel
3,510071,0,10,10,3441.29296,344.129296,13961.46480343,101,94,0,0,0,0,0,0,0,0,0,0,0,0.0005939,seven_point_per_channel
3,510071,1,10,10,3564.037981,356.4037981,14600.18990593,100,94,0,0,0,0,0,0,0,0,0,0,0,0.000557,seven_point_per_channel
3,510071,2,10,10,3672.416259,367.2416259,15142.08130358,100,94,0,0,0,0,0,0,0,0,0,0,0,0.0005602,seven_point_per_channel
3,510071,3,10,10,3441.29296,344.129296,13961.46480343,101,94,0,0,0,0,0,0,0,0,0,0,0,0.0005355,seven_point_per_channel
3,510071,4,10,10,3441.29296,344.129296,13961.46480343,101,94,0,0,17,16,17,0,607.4055221742,35.72973659848,0.006830254577637,0.07531058285643,0,0.0042176,seven_point_per_channel
3,510071,5,10,10,3580.619621,358.0619621,14453.09809833,107,99,2,0,17,17,17,0,0,0,0,0,0,0.0038402,seven_point_per_channel
3,510072,0,12,12,3498.049454,291.5041211667,14060.24727487,105,98,1,0,0,0,0,0,0,0,0,0,0,0.0005778,seven_point_per_channel
3,510072,1,12,12,3596.82762,299.735635,14594.13809953,104,98,0,0,0,0,0,0,0,0,0,0,0,0.000544,seven_point_per_channel
3,510072,2,12,12,3716.530165,309.7108470833,15192.65083136,104,98,0,0,0,0,0,0,0,0,0,0,0,0.0005339,seven_point_per_channel
3,510072,3,12,12,3498.049454,291.5041211667,14060.24727487,105,98,1,0,0,0,0,0,0,0,0,0,0,0.0005326,seven_point_per_channel
3,510072,4,12,12,3466.231069,288.8525890833,13966.15535339,103,98,0,0,19,19,19,0,0,0,0,0,0,0.0019177,seven_point_per_channel
3,510072,5,12,12,3747.44562,312.287135,15382.22808989,103,96,0,0,19,19,19,0,0,0,0,0,0,0.0034342,seven_point_per_channel
3,510073,0,15,15,4128.566536,275.2377690667,17082.83268817,108,97,0,0,0,0,0,0,0,0,0,0,0,0.0006334,seven_point_per_channel
3,510073,1,15,15,4462.622367,297.5081578,18778.11185063,107,97,0,0,0,0,0,0,0,0,0,0,0,0.0006119,seven_point_per_channel
3,510073,2,15,15,4695.32134,313.0214226667,19941.60670791,107,97,0,0,0,0,0,0,0,0,0,0,0,0.0006393,seven_point_per_channel
3,510073,3,15,15,4128.566536,275.2377690667,17082.83268817,108,97,0,0,0,0,0,0,0,0,0,0,0,0.0006184,seven_point_per_channel
3,510073,4,15,15,4128.566536,275.2377690667,17082.83268817,108,97,0,0,22,22,22,0,0,0,0,0,0,0.0018299,seven_point_per_channel
3,510073,5,15,15,3770.335854,251.3557236,15551.67927553,99,90,0,0,22,19,22,0,593.7482131326,65.42327717941,0.009936018298871,0.05671967402597,0,0.0065106,seven_point_per_channel
3,510074,0,13,13,3811.127452,293.1636501538,15765.63727594,100,93,0,0,0,0,0,0,0,0,0,0,0,0.0007936,seven_point_per_channel
3,510074,1,13,13,4160.864761,320.0665200769,17424.3238214,103,93,1,0,0,0,0,0,0,0,0,0,0,0.0008136,seven_point_per_channel
3,510074,2,13,13,4337.139871,333.6261439231,18370.69936162,101,93,0,0,0,0,0,0,0,0,0,0,0,0.0007944,seven_point_per_channel
3,510074,3,13,13,3811.127452,293.1636501538,15765.63727594,100,93,0,0,0,0,0,0,0,0,0,0,0,0.0007832,seven_point_per_channel
3,510074,4,13,13,3811.127452,293.1636501538,15765.63727594,100,93,0,0,20,20,20,0,0,0,0,0,0,0.0043824,seven_point_per_channel
3,510074,5,13,13,3933.215283,302.5550217692,16231.07642715,105,94,1,1,20,18,20,0,623.5005779083,59.07465849007,0.01147341126929,0.06894070808478,0,0.0042847,seven_point_per_channel
3,510075,0,16,16,4200.026757,262.5016723125,17975.13380084,89,80,0,0,0,0,0,0,0,0,0,0,0,0.0014625,upper_bound_16
3,510075,1,16,16,4494.379449,280.8987155625,19421.89725182,90,80,0,0,0,0,0,0,0,0,0,0,0,0.0014758,upper_bound_16
3,510075,2,16,16,4761.512617,297.5945385625,20717.56308526,91,80,1,0,0,0,0,0,0,0,0,0,0,0.0014275,upper_bound_16
3,510075,3,16,16,4218.682469,263.6676543125,18213.41236458,84,76,0,0,0,0,0,0,0,0,0,0,1,0.0014189,upper_bound_16
3,510075,4,16,16,4218.682469,263.6676543125,18213.41236458,84,76,0,0,22,18,22,0,1032.892295564,129.8022232542,0.02963125940036,0.1301141539855,1,0.0062015,upper_bound_16
3,510075,5,16,16,3225.041534,201.565095875,13870.20767101,63,56,0,0,20,12,20,0,1553.826362518,474.9979163337,0.06475996847252,0.1300003488035,3,0.0052182,upper_bound_16
3,510076,0,16,16,3982.5652,248.910325,16817.82600992,91,84,0,0,0,0,0,0,0,0,0,0,0,0.0011196,upper_bound_16
3,510076,1,16,16,4328.792201,270.5495125625,18548.9610113,91,84,0,0,0,0,0,0,0,0,0,0,0,0.0010693,upper_bound_16
3,510076,2,16,16,4627.975834,289.248489625,20069.8791639,90,84,0,0,0,0,0,0,0,0,0,0,0,0.0010828,upper_bound_16
3,510076,3,16,16,3982.5652,248.910325,16817.82600992,91,84,0,0,0,0,0,0,0,0,0,0,0,0.0010782,upper_bound_16
3,510076,4,16,16,3982.5652,248.910325,16817.82600992,91,84,0,0,23,19,23,0,1061.279873987,161.6002959707,0.03455204516901,0.1320016213008,0,0.003946,upper_bound_16
3,510076,5,16,16,3826.927222,239.182951375,16334.63611935,81,75,0,0,22,15,22,0,1058.88194437,222.9620291583,0.03671382984141,0.09952447140751,1,0.0057919,upper_bound_16
3,510077,0,10,10,3256.495129,325.6495129,12742.47564978,111,103,0,0,0,0,0,0,0,0,0,0,0,0.0004716,seven_point_per_channel
3,510077,1,10,10,3406.981236,340.6981236,13569.90617554,108,103,0,0,0,0,0,0,0,0,0,0,0,0.0004273,seven_point_per_channel
3,510077,2,10,10,3597.919597,359.7919597,14524.5980006,108,103,0,0,0,0,0,0,0,0,0,0,0,0.000422,seven_point_per_channel
3,510077,3,10,10,3256.495129,325.6495129,12742.47564978,111,103,0,0,0,0,0,0,0,0,0,0,0,0.0004431,seven_point_per_channel
3,510077,4,10,10,3256.495129,325.6495129,12742.47564978,111,103,0,0,17,17,17,0,0,0,0,0,0,0.0013908,seven_point_per_channel
3,510077,5,10,10,3186.262521,318.6262521,12631.3125948,103,95,0,0,17,17,17,0,0,0,0,0,0,0.0039771,seven_point_per_channel
3,510078,0,12,12,3470.807771,289.2339809167,14024.038847,102,90,2,0,0,0,0,0,0,0,0,0,0,0.000877,seven_point_per_channel
3,510078,1,12,12,3631.782604,302.6485503333,14908.91301007,100,90,0,0,0,0,0,0,0,0,0,0,0,0.0008692,seven_point_per_channel
3,510078,2,12,12,3826.169628,318.847469,15880.84814032,100,90,0,0,0,0,0,0,0,0,0,0,0,0.0008632,seven_point_per_channel
3,510078,3,12,12,3470.807771,289.2339809167,14024.038847,102,90,2,0,0,0,0,0,0,0,0,0,0,0.000855,seven_point_per_channel
3,510078,4,12,12,3470.807771,289.2339809167,14024.038847,102,90,2,0,19,17,19,0,850.7927739125,73.7467297096,0.01697259510089,0.1072366795573,0,0.0039471,seven_point_per_channel
3,510078,5,12,12,3430.467096,285.872258,13857.33548995,100,93,2,0,19,16,19,0,621.1562758082,79.5554126494,0.01427146297389,0.07468176002572,0,0.0035077,seven_point_per_channel
3,510079,0,13,13,3365.52756,258.8867353846,13637.63780348,97,88,0,0,0,0,0,0,0,0,0,0,0,0.0007515,seven_point_per_channel
3,510079,1,13,13,3535.945614,271.9958164615,14464.72807461,98,88,0,0,0,0,0,0,0,0,0,0,0,0.0007374,seven_point_per_channel
3,510079,2,13,13,3620.133361,278.471797,14910.66681377,97,88,0,0,0,0,0,0,0,0,0,0,0,0.000722,seven_point_per_channel
3,510079,3,13,13,3365.52756,258.8867353846,13637.63780348,97,88,0,0,0,0,0,0,0,0,0,0,0,0.0007234,seven_point_per_channel
3,510079,4,13,13,3365.52756,258.8867353846,13637.63780348,97,88,0,0,20,19,20,0,170.9975875368,8.549879376842,0.001716654800269,0.02285973113218,0,0.0044501,seven_point_per_channel
3,510079,5,13,13,3407.580644,262.121588,13572.90322996,106,98,0,0,20,20,20,0,0,0,0,0,0,0.0025618,seven_point_per_channel
3,510080,0,13,13,3726.164381,286.6280293077,15390.82191227,99,88,0,0,0,0,0,0,0,0,0,0,0,0.000933,seven_point_per_channel
3,510080,1,13,13,3835.542927,295.0417636154,15972.71463333,97,88,1,0,0,0,0,0,0,0,0,0,0,0.0008768,seven_point_per_channel
3,510080,2,13,13,3983.799387,306.4461066923,16728.99694079,97,88,0,0,0,0,0,0,0,0,0,0,0,0.0008743,seven_point_per_channel
3,510080,3,13,13,3726.164381,286.6280293077,15390.82191227,99,88,0,0,0,0,0,0,0,0,0,0,0,0.0008862,seven_point_per_channel
3,510080,4,13,13,3726.164381,286.6280293077,15390.82191227,99,88,0,0,20,17,20,0,669.2531330913,60.8958320433,0.01327113677505,0.08371536374567,0,0.0039026,seven_point_per_channel
3,510080,5,13,13,3733.95552,287.2273476923,15649.7776107,91,84,0,0,20,15,20,0,982.0150421241,178.3001267442,0.03170334448829,0.09695478963175,0,0.0046146,seven_point_per_channel
3,510081,0,11,11,3253.023841,295.7294400909,12980.11919423,101,94,1,0,0,0,0,0,0,0,0,0,0,0.0007478,seven_point_per_channel
3,510081,1,11,11,3444.405185,313.1277440909,13897.02593396,102,94,2,0,0,0,0,0,0,0,0,0,0,0.0007275,seven_point_per_channel
3,510081,2,11,11,3516.418897,319.6744451818,14297.09449861,101,94,1,0,0,0,0,0,0,0,0,0,0,0.0007634,seven_point_per_channel
3,510081,3,11,11,3253.023841,295.7294400909,12980.11919423,101,94,1,0,0,0,0,0,0,0,0,0,0,0.0008393,seven_point_per_channel
3,510081,4,11,11,3253.023841,295.7294400909,12980.11919423,101,94,1,0,18,17,18,0,1038.620780548,57.70115447489,0.01261031269534,0.1329928000348,0,0.0044475,seven_point_per_channel
3,510081,5,11,11,3191.350333,290.1227575455,12551.75167866,106,96,0,0,18,17,18,0,566.8037187157,31.4890954842,0.006005204607436,0.06354482357088,0,0.0044258,seven_point_per_channel
3,510082,0,16,16,4209.310295,263.0818934375,17686.55148342,100,92,0,0,0,0,0,0,0,0,0,0,0,0.0008251,upper_bound_16
3,510082,1,16,16,4493.49907,280.843691875,19082.49536907,101,92,0,0,0,0,0,0,0,0,0,0,0,0.0008027,upper_bound_16
3,510082,2,16,16,4751.47998,296.96749875,20397.39990534,100,92,0,0,0,0,0,0,0,0,0,0,0,0.0008028,upper_bound_16
3,510082,3,16,16,4209.310295,263.0818934375,17686.55148342,100,92,0,0,0,0,0,0,0,0,0,0,0,0.000793,upper_bound_16
3,510082,4,16,16,4209.310295,263.0818934375,17686.55148342,100,92,0,0,23,23,23,0,0,0,0,0,0,0.0041304,upper_bound_16
3,510082,5,16,16,3974.658365,248.4161478125,16873.29183275,88,80,0,0,22,19,22,0,633.9621990942,73.89263903969,0.009929480354026,0.05790440892054,1,0.0071759,upper_bound_16
3,510083,0,10,10,2990.45369,299.045369,11632.26846166,103,96,1,0,0,0,0,0,0,0,0,0,0,0.0005816,seven_point_per_channel
3,510083,1,10,10,3175.46277,317.546277,12617.31385238,101,97,0,0,0,0,0,0,0,0,0,0,0,0.0005481,seven_point_per_channel
3,510083,2,10,10,3356.81688,335.681688,13464.08441029,103,96,1,0,0,0,0,0,0,0,0,0,0,0.0005543,seven_point_per_channel
3,510083,3,10,10,2990.45369,299.045369,11632.26846166,103,96,1,0,0,0,0,0,0,0,0,0,0,0.000563,seven_point_per_channel
3,510083,4,10,10,2990.45369,299.045369,11632.26846166,103,96,1,0,17,16,17,0,612.4846546918,36.02850909952,0.007324817936363,0.07980285438479,0,0.0044005,seven_point_per_channel
3,510083,5,10,10,3138.893352,313.8893352,12469.46675757,100,92,1,1,17,14,17,0,585.2246593479,83.77460910982,0.01575531370231,0.0621469454889,0,0.0035195,seven_point_per_channel
3,510084,0,13,13,3897.129094,299.7791610769,16250.64546458,98,92,0,0,0,0,0,0,0,0,0,0,0,0.0006909,seven_point_per_channel
3,510084,1,13,13,4192.875633,322.5288948462,17779.37816652,96,92,0,0,0,0,0,0,0,0,0,0,0,0.0006614,seven_point_per_channel
3,510084,2,13,13,4453.829969,342.6023053077,19084.14984479,96,92,0,0,0,0,0,0,0,0,0,0,0,0.0006499,seven_point_per_channel
3,510084,3,13,13,3897.129094,299.7791610769,16250.64546458,98,92,0,0,0,0,0,0,0,0,0,0,0,0.0008504,seven_point_per_channel
3,510084,4,13,13,3897.129094,299.7791610769,16250.64546458,98,92,0,0,20,20,20,0,0,0,0,0,0,0.0042773,seven_point_per_channel
3,510084,5,13,13,3835.789214,295.0607087692,15708.94608138,106,99,0,0,20,20,20,0,0,0,0,0,0,0.0024331,seven_point_per_channel
3,510085,0,16,16,4196.610723,262.2881701875,17558.05361336,102,95,0,0,0,0,0,0,0,0,0,0,0,0.0008557,upper_bound_16
3,510085,1,16,16,4483.358007,280.2098754375,18926.79004098,104,95,1,0,0,0,0,0,0,0,0,0,0,0.0008724,upper_bound_16
3,510085,2,16,16,4614.530008,288.4081255,19647.65004608,102,95,0,0,0,0,0,0,0,0,0,0,0,0.0009465,upper_bound_16
3,510085,3,16,16,4196.610723,262.2881701875,17558.05361336,102,95,0,0,0,0,0,0,0,0,0,0,0,0.0008725,upper_bound_16
3,510085,4,16,16,4196.610723,262.2881701875,17558.05361336,102,95,0,0,23,23,23,0,0,0,0,0,0,0.0047685,upper_bound_16
3,510085,5,16,16,4216.652596,263.54078725,18043.26298534,89,83,0,0,22,21,22,0,673.7304623321,30.62411192419,0.004794660815359,0.06347100468143,1,0.0062171,upper_bound_16
3,510086,0,12,12,3765.064821,313.75540175,15440.32410756,104,97,0,0,0,0,0,0,0,0,0,0,0,0.0007564,seven_point_per_channel
3,510086,1,12,12,4108.155135,342.34626125,17090.77568401,106,97,1,0,0,0,0,0,0,0,0,0,0,0.000743,seven_point_per_channel
3,510086,2,12,12,4226.077729,352.1731440833,17745.38864768,104,97,0,0,0,0,0,0,0,0,0,0,0,0.0007164,seven_point_per_channel
3,510086,3,12,12,3765.064821,313.75540175,15440.32410756,104,97,0,0,0,0,0,0,0,0,0,0,0,0.0007134,seven_point_per_channel
3,510086,4,12,12,3765.064821,313.75540175,15440.32410756,104,97,0,0,19,19,19,0,0,0,0,0,0,0.0033723,seven_point_per_channel
3,510086,5,12,12,3977.589018,331.4657515,16322.94510618,110,103,0,0,19,19,19,0,0,0,0,0,0,0.0018756,seven_point_per_channel
3,510087,0,13,13,3549.192349,273.0147960769,14355.96175076,103,98,0,0,0,0,0,0,0,0,0,0,0,0.0007007,seven_point_per_channel
3,510087,1,13,13,3760.879506,289.2984235385,15414.39753739,103,98,0,0,0,0,0,0,0,0,0,0,0,0.0006881,seven_point_per_channel
3,510087,2,13,13,3914.549817,301.1192166923,16182.74909049,103,98,0,0,0,0,0,0,0,0,0,0,0,0.0006822,seven_point_per_channel
3,510087,3,13,13,3549.192349,273.0147960769,14355.96175076,103,98,0,0,0,0,0,0,0,0,0,0,0,0.0006811,seven_point_per_channel
3,510087,4,13,13,3549.192349,273.0147960769,14355.96175076,103,98,0,0,20,19,20,0,287.5204926479,14.37602463239,0.003090920429016,0.05730961404619,0,0.0031566,seven_point_per_channel
3,510087,5,13,13,3741.796023,287.8304633077,14783.98011931,121,115,0,0,20,20,20,0,0,0,0,0,0,0.001291,seven_point_per_channel
3,510088,0,14,14,4041.548649,288.6820463571,16657.74325709,109,95,0,1,0,0,0,0,0,0,0,0,0,0.0008081,seven_point_per_channel
3,510088,1,14,14,4205.757296,300.4112354286,17528.7864909,107,95,0,1,0,0,0,0,0,0,0,0,0,0.0007476,seven_point_per_channel
3,510088,2,14,14,4420.74778,315.7676985714,18603.738913,107,95,0,1,0,0,0,0,0,0,0,0,0,0.0007468,seven_point_per_channel
3,510088,3,14,14,4041.548649,288.6820463571,16657.74325709,109,95,0,1,0,0,0,0,0,0,0,0,0,0.000764,seven_point_per_channel
3,510088,4,14,14,3965.259747,283.2328390714,16686.29873587,94,88,0,0,21,19,21,0,774.1047698272,65.8795681137,0.01289008468816,0.0938041644079,0,0.0048293,seven_point_per_channel
3,510088,5,14,14,3452.338114,246.5955795714,13896.69056996,102,93,0,1,21,20,21,0,406.2669772953,19.34604653787,0.00375945675629,0.04776864615938,0,0.0047084,seven_point_per_channel
3,510089,0,16,16,4451.958775,278.2474234375,19274.79389402,87,79,1,0,0,0,0,0,0,0,0,0,0,0.0015344,upper_bound_16
3,510089,1,16,16,4814.943664,300.933979,21089.71833048,87,79,1,0,0,0,0,0,0,0,0,0,0,0.0015822,upper_bound_16
3,510089,2,16,16,5156.794445,322.2996528125,22733.97224594,89,79,2,0,0,0,0,0,0,0,0,0,0,0.0013132,upper_bound_16
3,510089,3,16,16,4425.119972,276.56999825,19235.59987478,84,75,1,0,0,0,0,0,0,0,0,0,1,0.0015265,upper_bound_16
3,510089,4,16,16,4425.119972,276.56999825,19235.59987478,84,75,1,0,22,16,22,0,715.5434674795,85.615792444,0.0169736325046,0.09225642838548,1,0.0074693,upper_bound_16
3,510089,5,16,16,4214.287519,263.3929699375,18061.43760491,88,79,1,0,22,17,22,0,417.9286248077,68.87804578926,0.01075908759252,0.04729778575516,1,0.0072143,upper_bound_16
3,510090,0,14,14,4218.076754,301.2911967143,17500.38379878,109,103,0,0,0,0,0,0,0,0,0,0,0,0.0005908,seven_point_per_channel
3,510090,1,14,14,4615.914789,329.7081992143,19514.57394441,108,103,0,0,0,0,0,0,0,0,0,0,0,0.0005772,seven_point_per_channel
3,510090,2,14,14,4959.659333,354.2613809286,21258.29668961,107,103,0,0,0,0,0,0,0,0,0,0,0,0.0005663,seven_point_per_channel
3,510090,3,14,14,4218.076754,301.2911967143,17500.38379878,109,103,0,0,0,0,0,0,0,0,0,0,0,0.0005683,seven_point_per_channel
3,510090,4,14,14,4218.076754,301.2911967143,17500.38379878,109,103,0,0,21,21,21,0,0,0,0,0,0,0.0014029,seven_point_per_channel
3,510090,5,14,14,3945.426584,281.8161845714,16242.13293089,105,102,0,0,21,21,21,0,0,0,0,0,0,0.0013111,seven_point_per_channel
3,510091,0,10,10,3362.33505,336.233505,13641.67525195,98,94,0,0,0,0,0,0,0,0,0,0,0,0.0006439,seven_point_per_channel
3,510091,1,10,10,3595.259634,359.5259634,14806.298169,98,94,0,0,0,0,0,0,0,0,0,0,0,0.0006285,seven_point_per_channel
3,510091,2,10,10,3771.806147,377.1806147,15689.0307417,98,94,0,0,0,0,0,0,0,0,0,0,0,0.0006222,seven_point_per_channel
3,510091,3,10,10,3362.33505,336.233505,13641.67525195,98,94,0,0,0,0,0,0,0,0,0,0,0,0.0006298,seven_point_per_channel
3,510091,4,10,10,3362.33505,336.233505,13641.67525195,98,94,0,0,17,16,17,0,651.7938208996,38.34081299409,0.007315420083699,0.08503271004908,0,0.0036229,seven_point_per_channel
3,510091,5,10,10,3297.826097,329.7826097,12879.13048881,113,107,0,0,17,17,17,0,0,0,0,0,0,0.0017683,seven_point_per_channel
3,510092,0,11,11,3771.485938,342.862358,15497.4296969,104,97,0,1,0,0,0,0,0,0,0,0,0,0.0004811,seven_point_per_channel
3,510092,1,11,11,4072.037098,370.1851907273,17000.1855,104,97,0,1,0,0,0,0,0,0,0,0,0,0.0004695,seven_point_per_channel
3,510092,2,11,11,4375.003046,397.7275496364,18540.01523647,103,97,0,0,0,0,0,0,0,0,0,0,0,0.0004459,seven_point_per_channel
3,510092,3,11,11,3771.485938,342.862358,15497.4296969,104,97,0,1,0,0,0,0,0,0,0,0,0,0.000467,seven_point_per_channel
3,510092,4,11,11,3771.485938,342.862358,15497.4296969,104,97,0,1,18,18,18,0,0,0,0,0,0,0.0017335,seven_point_per_channel
3,510092,5,11,11,3273.363482,297.5784983636,12806.81741418,111,102,0,1,18,18,18,0,0,0,0,0,0,0.0015644,seven_point_per_channel
3,510093,0,11,11,2894.068549,263.0971408182,10960.34274074,109,102,0,0,0,0,0,0,0,0,0,0,0,0.0004968,seven_point_per_channel
3,510093,1,11,11,2998.0734,272.5521272727,11505.36700359,108,102,0,0,0,0,0,0,0,0,0,0,0,0.0004716,seven_point_per_channel
3,510093,2,11,11,3102.887529,282.0806844545,12029.43764134,108,102,0,0,0,0,0,0,0,0,0,0,0,0.0004629,seven_point_per_channel
3,510093,3,11,11,2894.068549,263.0971408182,10960.34274074,109,102,0,0,0,0,0,0,0,0,0,0,0,0.0004747,seven_point_per_channel
3,510093,4,11,11,2894.068549,263.0971408182,10960.34274074,109,102,0,0,18,18,18,0,0,0,0,0,0,0.0029126,seven_point_per_channel
3,510093,5,11,11,3107.738331,282.5216664545,12378.69165041,97,92,0,0,18,15,18,0,535.9583529616,76.05415672584,0.01116177706212,0.05044092161613,0,0.0045355,seven_point_per_channel
3,510094,0,15,15,4046.283405,269.752227,16971.417035,97,92,0,0,0,0,0,0,0,0,0,0,0,0.0007054,seven_point_per_channel
3,510094,1,15,15,4388.672945,292.5781963333,18708.36472202,96,92,0,0,0,0,0,0,0,0,0,0,0,0.0006839,seven_point_per_channel
3,510094,2,15,15,4657.631507,310.5087671333,20053.15755247,96,92,0,0,0,0,0,0,0,0,0,0,0,0.0009154,seven_point_per_channel
3,510094,3,15,15,4046.283405,269.752227,16971.417035,97,92,0,0,0,0,0,0,0,0,0,0,0,0.0007363,seven_point_per_channel
3,510094,4,15,15,4046.283405,269.752227,16971.417035,97,92,0,0,22,21,22,0,439.708463818,19.98674835536,0.00433684249484,0.05732660246592,0,0.0040523,seven_point_per_channel
3,510094,5,15,15,4116.369005,274.4246003333,17376.84503342,96,86,0,0,22,17,22,0,742.3679755152,139.4925779967,0.02391541674681,0.0799173155163,0,0.0047353,seven_point_per_channel
3,510095,0,10,10,3373.362512,337.3362512,13386.8125744,109,101,0,0,0,0,0,0,0,0,0,0,0,0.0005323,seven_point_per_channel
3,510095,1,10,10,3539.273399,353.9273399,14266.36700558,107,101,0,0,0,0,0,0,0,0,0,0,0,0.0004374,seven_point_per_channel
3,510095,2,10,10,3733.770894,373.3770894,15213.85448253,108,101,0,1,0,0,0,0,0,0,0,0,0,0.000446,seven_point_per_channel
3,510095,3,10,10,3373.362512,337.3362512,13386.8125744,109,101,0,0,0,0,0,0,0,0,0,0,0,0.0004422,seven_point_per_channel
3,510095,4,10,10,3373.362512,337.3362512,13386.8125744,109,101,0,0,17,17,17,0,0,0,0,0,0,0.0013029,seven_point_per_channel
3,510095,5,10,10,3514.099632,351.4099632,14140.49816301,107,101,0,0,17,17,17,0,0,0,0,0,0,0.0017289,seven_point_per_channel
3,510096,0,16,16,4324.106697,270.2566685625,18395.53348891,96,85,0,0,0,0,0,0,0,0,0,0,0,0.0007633,upper_bound_16
3,510096,1,16,16,4528.846835,283.0529271875,19469.23418938,94,85,0,0,0,0,0,0,0,0,0,0,0,0.0007143,upper_bound_16
3,510096,2,16,16,4802.430174,300.151885875,20812.15087707,95,85,0,0,0,0,0,0,0,0,0,0,0,0.0007141,upper_bound_16
3,510096,3,16,16,4324.106697,270.2566685625,18395.53348891,96,85,0,0,0,0,0,0,0,0,0,0,1,0.0007197,upper_bound_16
3,510096,4,16,16,4324.106697,270.2566685625,18395.53348891,96,85,0,0,22,22,22,0,0,0,0,0,1,0.004018,upper_bound_16
3,510096,5,16,16,3465.25586,216.57849125,14471.27930228,84,71,0,0,21,17,21,0,780.2217881411,135.0693366523,0.02034783827609,0.08057092178239,2,0.0061228,upper_bound_16
3,510097,0,14,14,3526.485698,251.8918355714,14127.42849664,105,97,3,0,0,0,0,0,0,0,0,0,0,0.0005614,seven_point_per_channel
3,510097,1,14,14,3722.158332,265.8684522857,15170.79166822,103,97,2,0,0,0,0,0,0,0,0,0,0,0.0005284,seven_point_per_channel
3,510097,2,14,14,3899.94616,278.5675828571,16099.73080858,102,97,1,0,0,0,0,0,0,0,0,0,0,0.0005205,seven_point_per_channel
3,510097,3,14,14,3526.485698,251.8918355714,14127.42849664,105,97,3,0,0,0,0,0,0,0,0,0,0,0.0005517,seven_point_per_channel
3,510097,4,14,14,3526.485698,251.8918355714,14127.42849664,105,97,3,0,21,21,21,0,0,0,0,0,0,0.0017213,seven_point_per_channel
3,510097,5,14,14,3281.842863,234.4173473571,13344.21430554,91,85,1,0,21,18,21,0,658.4562638146,89.34008067348,0.01552510568472,0.0643042980189,0,0.005083,seven_point_per_channel
3,510098,0,10,10,3154.819665,315.4819665,12334.09832788,106,102,2,0,0,0,0,0,0,0,0,0,0,0.0004577,seven_point_per_channel
3,510098,1,10,10,3392.873407,339.2873407,13524.36703467,106,102,2,0,0,0,0,0,0,0,0,0,0,0.0004434,seven_point_per_channel
3,510098,2,10,10,3584.810575,358.4810575,14499.05288359,106,102,1,0,0,0,0,0,0,0,0,0,0,0.0004291,seven_point_per_channel
3,510098,3,10,10,3154.819665,315.4819665,12334.09832788,106,102,2,0,0,0,0,0,0,0,0,0,0,0.0004373,seven_point_per_channel
3,510098,4,10,10,3154.819665,315.4819665,12334.09832788,106,102,2,0,17,17,17,0,0,0,0,0,0,0.001168,seven_point_per_channel
3,510098,5,10,10,2969.297824,296.9297824,11131.48912043,116,113,0,0,17,17,17,0,0,0,0,0,0,0.0007896,seven_point_per_channel
3,510099,0,16,16,4031.13272,251.945795,16915.66359219,96,88,0,0,0,0,0,0,0,0,0,0,0,0.0009279,upper_bound_16
3,510099,1,16,16,4344.606874,271.537929625,18443.03437184,97,88,1,0,0,0,0,0,0,0,0,0,0,0.0009074,upper_bound_16
3,510099,2,16,16,4513.651906,282.103244125,19328.25952504,96,88,0,0,0,0,0,0,0,0,0,0,0,0.000888,upper_bound_16
3,510099,3,16,16,4031.13272,251.945795,16915.66359219,96,88,0,0,0,0,0,0,0,0,0,0,0,0.0008916,upper_bound_16
3,510099,4,16,16,4031.13272,251.945795,16915.66359219,96,88,0,0,23,21,23,0,778.1258924214,65.28104726843,0.01423168976753,0.0979574945286,0,0.0048931,upper_bound_16
3,510099,5,16,16,4131.221714,258.201357125,17456.10857468,95,85,0,1,23,19,23,0,584.4805267398,43.98475182749,0.007286508638594,0.06349172214154,0,0.004664,upper_bound_16
3,510100,0,10,10,3546.021409,354.6021409,14240.1070488,109,103,0,0,0,0,0,0,0,0,0,0,0,0.0004509,seven_point_per_channel
3,510100,1,10,10,3759.236861,375.9236861,15356.18430719,107,103,0,0,0,0,0,0,0,0,0,0,0,0.000444,seven_point_per_channel
3,510100,2,10,10,3972.972434,397.2972434,16359.86217993,109,103,1,0,0,0,0,0,0,0,0,0,0,0.0004443,seven_point_per_channel
3,510100,3,10,10,3546.021409,354.6021409,14240.1070488,109,103,0,0,0,0,0,0,0,0,0,0,0,0.0004301,seven_point_per_channel
3,510100,4,10,10,3546.021409,354.6021409,14240.1070488,109,103,0,0,17,17,17,0,0,0,0,0,0,0.0017148,seven_point_per_channel
3,510100,5,10,10,3531.562857,353.1562857,14137.81428203,110,104,0,0,17,17,17,0,0,0,0,0,0,0.0022105,seven_point_per_channel
3,510101,0,10,10,3754.385827,375.4385827,15121.92914259,115,105,0,2,0,0,0,0,0,0,0,0,0,0.0004185,seven_point_per_channel
3,510101,1,10,10,3940.267815,394.0267815,16061.33909107,114,105,1,1,0,0,0,0,0,0,0,0,0,0.0003942,seven_point_per_channel
