problem,seed,method,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,plans,exact_plans,local_plans,nonlocal_plans,max_route_gap_m,mean_route_gap_m,weighted_gap_ratio,max_relative_gap,skipped,runtime_s,certificate
4,510006,2,16,16,6431.48256,401.96766,25107.41280445,224,207,1,0,0,0,0,0,0,0,0,0,0,0.0064524,upper_bound_16
4,510006,3,16,16,5705.758944,356.609934,21853.7947296,211,197,1,0,0,0,0,0,0,0,0,0,4,0.0063204,upper_bound_16
4,510006,4,16,16,5705.758944,356.609934,21853.7947296,211,197,1,0,33,13,33,0,778.2297983697,274.6305283295,0.02860471773172,0.06829013369067,4,0.0205232,upper_bound_16
4,510006,5,16,16,4332.6679,270.79174375,18138.33950277,106,95,0,0,23,11,23,0,964.0887407672,285.4575181284,0.02331663441552,0.05280949792233,14,0.0237049,upper_bound_16
4,510007,0,11,11,6953.936417,632.1760379091,25649.68206366,256,237,84,2,0,0,0,0,0,0,0,0,0,0.0052097,convex_mesh_per_channel
4,510007,1,11,11,7774.628726,706.7844296364,28938.14360353,255,237,140,3,0,0,0,0,0,0,0,0,0,0.0052575,convex_mesh_per_channel
4,510007,2,11,11,7649.197089,695.3815535455,29150.98542295,255,237,84,2,0,0,0,0,0,0,0,0,0,0.0050919,convex_mesh_per_channel
4,510007,3,11,11,6953.936417,632.1760379091,25649.68206366,256,237,84,2,0,0,0,0,0,0,0,0,0,0.0050193,convex_mesh_per_channel
4,510007,4,11,11,6953.936417,632.1760379091,25649.68206366,256,237,84,2,32,13,32,0,460.108436435,100.3628934806,0.009377018327709,0.0255827081775,0,0.0165249,convex_mesh_per_channel
4,510007,5,11,11,6285.820954,571.4382685455,23194.10479017,269,247,0,0,32,13,32,0,593.0787706739,172.765470212,0.01487682892491,0.03500944921518,0,0.0149296,convex_mesh_per_channel
4,510008,0,13,13,6065.568395,466.5821842308,23937.8419843,203,180,6,1,0,0,0,0,0,0,0,0,0,0.0096692,convex_mesh_per_channel
4,510008,1,13,13,6363.787331,489.5221023846,25428.93666609,203,180,6,1,0,0,0,0,0,0,0,0,0,0.0097668,convex_mesh_per_channel
4,510008,2,13,13,6315.301161,485.792397,25211.50582326,202,180,6,1,0,0,0,0,0,0,0,0,0,0.0096844,convex_mesh_per_channel
4,510008,3,13,13,6065.568395,466.5821842308,23937.8419843,203,180,6,1,0,0,0,0,0,0,0,0,0,0.0100936,convex_mesh_per_channel
4,510008,4,13,13,6065.568395,466.5821842308,23937.8419843,203,180,6,1,34,12,34,0,867.9715641957,238.5894027894,0.02045662267462,0.04885449187701,0,0.0297038,convex_mesh_per_channel
4,510008,5,13,13,6002.935594,461.7642764615,23939.67796111,195,175,0,0,34,12,34,0,966.0279950771,315.1936275743,0.02565836368263,0.05874594975596,0,0.0293051,convex_mesh_per_channel
4,510009,0,10,10,6374.624057,637.4624057,23368.12029129,279,256,0,0,0,0,0,0,0,0,0,0,0,0.0051141,convex_mesh_per_channel
4,510009,1,10,10,6390.917487,639.0917487,23474.58743702,278,256,0,0,0,0,0,0,0,0,0,0,0,0.0050906,convex_mesh_per_channel
4,510009,2,10,10,6715.547994,671.5547994,25072.73998266,279,256,0,0,0,0,0,0,0,0,0,0,0,0.005023,convex_mesh_per_channel
4,510009,3,10,10,6374.624057,637.4624057,23368.12029129,279,256,0,0,0,0,0,0,0,0,0,0,0,0.0050916,convex_mesh_per_channel
4,510009,4,10,10,6374.624057,637.4624057,23368.12029129,279,256,0,0,31,12,31,0,755.1685625239,261.0647684959,0.02488499138283,0.06647277222846,0,0.0160374,convex_mesh_per_channel
4,510009,5,10,10,6029.537185,602.9537185,21657.68591018,277,263,0,0,31,14,31,0,506.3318582832,122.9779456541,0.01249912046503,0.04920558474114,0,0.0167502,convex_mesh_per_channel
4,510010,0,11,11,7056.219173,641.4744702727,27036.09587592,264,229,15,2,0,0,0,0,0,0,0,0,0,0.0057753,convex_mesh_per_channel
4,510010,1,11,11,7722.311722,702.0283383636,30351.55859885,267,229,11,2,0,0,0,0,0,0,0,0,0,0.005767,convex_mesh_per_channel
4,510010,2,11,11,7636.731363,694.2483057273,30028.65682114,264,229,9,2,0,0,0,0,0,0,0,0,0,0.0057868,convex_mesh_per_channel
4,510010,3,11,11,7056.219173,641.4744702727,27036.09587592,264,229,15,2,0,0,0,0,0,0,0,0,0,0.00586,convex_mesh_per_channel
4,510010,4,11,11,7056.219173,641.4744702727,27036.09587592,264,229,15,2,32,13,32,0,885.9262217799,269.2972092586,0.02610841979315,0.06364323640966,0,0.0180139,convex_mesh_per_channel
4,510010,5,11,11,6530.850675,593.7136977273,24519.25339096,264,237,5,1,32,13,32,0,908.586125076,167.4323098788,0.01508483763748,0.05574317864928,0,0.0212293,convex_mesh_per_channel
4,510011,0,13,13,7716.05731,593.54287,30045.28651422,245,219,66,3,0,0,0,0,0,0,0,0,0,0.0060878,convex_mesh_per_channel
4,510011,1,13,13,8641.950558,664.7654275385,33394.75273356,247,219,148,3,0,0,0,0,0,0,0,0,0,0.0060972,convex_mesh_per_channel
4,510011,2,13,13,9296.175599,715.0904306923,36640.87792865,248,219,148,3,0,0,0,0,0,0,0,0,0,0.0060741,convex_mesh_per_channel
4,510011,3,13,13,7716.05731,593.54287,30045.28651422,245,219,66,3,0,0,0,0,0,0,0,0,0,0.0060305,convex_mesh_per_channel
4,510011,4,13,13,7716.05731,593.54287,30045.28651422,245,219,66,3,34,14,34,0,796.7985552499,217.5006061997,0.02103250871345,0.04783447988033,0,0.0198403,convex_mesh_per_channel
4,510011,5,13,13,8906.89157,685.1455053846,34019.45761224,246,214,198,5,34,12,34,0,993.1803403788,239.6559499099,0.024076547585,0.06387217420464,0,0.0271615,convex_mesh_per_channel
4,510012,0,15,15,8383.719749,558.9146499333,33193.59864,232,198,104,4,0,0,0,0,0,0,0,0,0,0.0066611,convex_mesh_per_channel
4,510012,1,15,15,9971.287282,664.7524854667,39491.4361858,231,198,215,4,0,0,0,0,0,0,0,0,0,0.0067078,convex_mesh_per_channel
4,510012,2,15,15,9625.938179,641.7292119333,38639.69076049,226,198,165,3,0,0,0,0,0,0,0,0,0,0.0066548,convex_mesh_per_channel
4,510012,3,15,15,8383.719749,558.9146499333,33193.59864,232,198,104,4,0,0,0,0,0,0,0,0,0,0.0066623,convex_mesh_per_channel
4,510012,4,15,15,8383.719749,558.9146499333,33193.59864,232,198,104,4,36,12,36,0,1038.121866485,404.7268148061,0.03899971842849,0.07683895583047,0,0.0209946,convex_mesh_per_channel
4,510012,5,15,15,6786.900354,452.4600236,26584.50179281,234,201,8,2,36,15,36,0,347.192521579,91.78570715047,0.008459739815416,0.02039281547276,0,0.0235553,convex_mesh_per_channel
4,510013,0,16,16,7599.382909,474.9614318125,30001.91450068,208,191,96,3,0,0,0,0,0,0,0,0,0,0.0060806,upper_bound_16
4,510013,1,16,16,8730.347887,545.6467429375,34456.73925948,208,191,176,3,0,0,0,0,0,0,0,0,0,0.0060214,upper_bound_16
4,510013,2,16,16,9269.151989,579.3219993125,37150.75978188,208,191,176,3,0,0,0,0,0,0,0,0,0,0.0059406,upper_bound_16
4,510013,3,16,16,7599.382909,474.9614318125,30001.91450068,208,191,96,3,0,0,0,0,0,0,0,0,1,0.0061096,upper_bound_16
4,510013,4,16,16,7783.31502,486.45718875,30996.57504851,196,176,116,4,33,12,33,0,1063.753654426,374.1674154417,0.03384824550912,0.06853685825035,4,0.0194822,upper_bound_16
4,510013,5,16,16,7524.295379,470.2684611875,30041.47688262,208,180,72,4,34,12,34,0,902.0079598764,280.5267374912,0.02564617774839,0.05605476541598,3,0.0209331,upper_bound_16
4,510014,0,15,15,6305.01696,420.334464,24570.08480903,222,203,1,0,0,0,0,0,0,0,0,0,0,0.006123,convex_mesh_per_channel
4,510014,1,15,15,6404.989148,426.9992765333,25134.94576347,220,203,0,0,0,0,0,0,0,0,0,0,0,0.0060444,convex_mesh_per_channel
4,510014,2,15,15,6825.335782,455.0223854667,27186.67892771,222,203,0,0,0,0,0,0,0,0,0,0,0,0.0060304,convex_mesh_per_channel
4,510014,3,15,15,6305.01696,420.334464,24570.08480903,222,203,1,0,0,0,0,0,0,0,0,0,0,0.0060607,convex_mesh_per_channel
4,510014,4,15,15,6305.01696,420.334464,24570.08480903,222,203,1,0,36,15,36,0,701.8463829948,163.1680137255,0.01606132059455,0.04073778537405,0,0.0181457,convex_mesh_per_channel
4,510014,5,15,15,5990.433097,399.3622064667,23582.16548097,203,184,0,0,36,13,36,0,820.4836463682,198.9065062527,0.018100124556,0.04916470926031,0,0.0244548,convex_mesh_per_channel
4,510015,0,11,11,7820.682445,710.9711313636,29353.41219656,256,231,128,3,0,0,0,0,0,0,0,0,0,0.0050411,convex_mesh_per_channel
4,510015,1,11,11,8972.54232,815.6856654545,33797.71171614,257,231,214,3,0,0,0,0,0,0,0,0,0,0.0050506,convex_mesh_per_channel
4,510015,2,11,11,9191.586361,835.5987600909,34917.93191906,256,231,214,3,0,0,0,0,0,0,0,0,0,0.0051234,convex_mesh_per_channel
4,510015,3,11,11,7820.682445,710.9711313636,29353.41219656,256,231,128,3,0,0,0,0,0,0,0,0,0,0.0050053,convex_mesh_per_channel
4,510015,4,11,11,7820.682445,710.9711313636,29353.41219656,256,231,128,3,32,12,32,0,393.9288329436,95.26775495123,0.008919141706737,0.02385285909136,0,0.0154713,convex_mesh_per_channel
4,510015,5,11,11,6631.946113,602.9041920909,23489.73053672,299,282,34,1,32,16,32,0,797.2526388409,215.264777059,0.02282097168483,0.07581542714055,0,0.0133577,convex_mesh_per_channel
4,510016,0,12,12,5917.298214,493.1081845,22461.49107627,230,209,2,1,0,0,0,0,0,0,0,0,0,0.0067133,convex_mesh_per_channel
4,510016,1,12,12,6026.082711,502.17355925,23005.41355872,230,209,2,1,0,0,0,0,0,0,0,0,0,0.0070305,convex_mesh_per_channel
4,510016,2,12,12,6099.915167,508.3262639167,23374.57584093,230,209,2,1,0,0,0,0,0,0,0,0,0,0.0067927,convex_mesh_per_channel
4,510016,3,12,12,5917.298214,493.1081845,22461.49107627,230,209,2,1,0,0,0,0,0,0,0,0,0,0.0068581,convex_mesh_per_channel
4,510016,4,12,12,5917.298214,493.1081845,22461.49107627,230,209,2,1,33,13,33,0,773.7000032405,303.8465279732,0.02732951622469,0.06501518031737,0,0.0218013,convex_mesh_per_channel
4,510016,5,12,12,5517.101006,459.7584171667,20445.50502519,230,218,0,0,33,13,33,0,500.6020807606,106.7485809745,0.009967536221379,0.0265246611696,0,0.0218204,convex_mesh_per_channel
4,510017,0,14,14,5741.253681,410.0895486429,22941.26840623,183,162,2,0,0,0,0,0,0,0,0,0,0,0.0088081,convex_mesh_per_channel
4,510017,1,14,14,5889.120387,420.6514562143,23680.60193723,183,162,2,0,0,0,0,0,0,0,0,0,0,0.0088464,convex_mesh_per_channel
4,510017,2,14,14,6009.768144,429.2691531429,24283.84072779,183,162,2,0,0,0,0,0,0,0,0,0,0,0.0085595,convex_mesh_per_channel
4,510017,3,14,14,5741.253681,410.0895486429,22941.26840623,183,162,2,0,0,0,0,0,0,0,0,0,0,0.0086776,convex_mesh_per_channel
4,510017,4,14,14,5741.253681,410.0895486429,22941.26840623,183,162,2,0,35,12,35,0,1047.513723732,317.2844650068,0.02812281435451,0.08342702497064,0,0.0254321,convex_mesh_per_channel
4,510017,5,14,14,5541.160747,395.7971962143,22185.80373472,174,155,3,0,35,12,35,0,1431.951935252,464.2064778508,0.03897146215153,0.09000146061274,0,0.05272,convex_mesh_per_channel
4,510018,0,10,10,6089.883746,608.9883746,21784.41872939,280,256,9,1,0,0,0,0,0,0,0,0,0,0.0044634,convex_mesh_per_channel
4,510018,1,10,10,6203.426101,620.3426101,22352.13050717,280,256,9,1,0,0,0,0,0,0,0,0,0,0.0043208,convex_mesh_per_channel
4,510018,2,10,10,6595.53037,659.553037,24287.6518475,281,256,9,1,0,0,0,0,0,0,0,0,0,0.0044626,convex_mesh_per_channel
4,510018,3,10,10,6089.883746,608.9883746,21784.41872939,280,256,9,1,0,0,0,0,0,0,0,0,0,0.0044234,convex_mesh_per_channel
4,510018,4,10,10,6089.883746,608.9883746,21784.41872939,280,256,9,1,31,13,31,0,619.7885460814,177.6104738992,0.01668589997033,0.03561142805922,0,0.0134662,convex_mesh_per_channel
4,510018,5,10,10,6045.347223,604.5347223,21716.73611643,278,259,1,0,31,13,31,0,589.5571903376,179.6886454458,0.01680826101467,0.05393001689047,0,0.0129055,convex_mesh_per_channel
4,510019,0,10,10,6187.341248,618.7341248,22701.70623709,268,245,4,1,0,0,0,0,0,0,0,0,0,0.0048909,convex_mesh_per_channel
4,510019,1,10,10,6483.760908,648.3760908,24158.80454723,269,245,4,1,0,0,0,0,0,0,0,0,0,0.0048892,convex_mesh_per_channel
4,510019,2,10,10,6725.962044,672.5962044,25399.81020928,269,245,2,1,0,0,0,0,0,0,0,0,0,0.0049218,convex_mesh_per_channel
4,510019,3,10,10,6187.341248,618.7341248,22701.70623709,268,245,4,1,0,0,0,0,0,0,0,0,0,0.0049903,convex_mesh_per_channel
4,510019,4,10,10,6187.341248,618.7341248,22701.70623709,268,245,4,1,31,12,31,0,720.7785613688,228.0060158593,0.02263036518842,0.04418538710957,0,0.01527,convex_mesh_per_channel
4,510019,5,10,10,6158.887187,615.8887187,22764.43593841,263,238,1,1,31,12,31,0,805.4667405189,211.3186886525,0.02284227480751,0.08174764188648,0,0.0219314,convex_mesh_per_channel
4,510020,0,11,11,6087.452456,553.4047687273,21957.2622879,277,256,0,0,0,0,0,0,0,0,0,0,0,0.0043938,convex_mesh_per_channel
4,510020,1,11,11,6360.053211,578.1866555455,23120.26604951,282,256,5,1,0,0,0,0,0,0,0,0,0,0.0044715,convex_mesh_per_channel
4,510020,2,11,11,6406.635883,582.4214439091,23578.17942231,276,256,0,0,0,0,0,0,0,0,0,0,0,0.0043848,convex_mesh_per_channel
4,510020,3,11,11,6087.452456,553.4047687273,21957.2622879,277,256,0,0,0,0,0,0,0,0,0,0,0,0.0043898,convex_mesh_per_channel
4,510020,4,11,11,6087.452456,553.4047687273,21957.2622879,277,256,0,0,32,14,32,0,832.6722929717,214.4105848347,0.02125848636525,0.05179512522787,0,0.0144554,convex_mesh_per_channel
4,510020,5,11,11,6177.787666,561.6170605455,23078.9383204,254,231,2,1,32,12,32,0,1026.490574537,425.2730372993,0.03801960830312,0.0697559362283,0,0.0186293,convex_mesh_per_channel
4,510021,0,11,11,7479.157657,679.9234233636,27580.78837649,284,260,76,1,0,0,0,0,0,0,0,0,0,0.0039237,convex_mesh_per_channel
4,510021,1,11,11,7681.877191,698.3524719091,28619.38604076,283,260,76,1,0,0,0,0,0,0,0,0,0,0.0038414,convex_mesh_per_channel
4,510021,2,11,11,9593.079336,872.0981214545,37655.39659862,269,242,140,2,0,0,0,0,0,0,0,0,0,0.0037562,convex_mesh_per_channel
4,510021,3,11,11,7479.157657,679.9234233636,27580.78837649,284,260,76,1,0,0,0,0,0,0,0,0,0,0.0039013,convex_mesh_per_channel
4,510021,4,11,11,7479.157657,679.9234233636,27580.78837649,284,260,76,1,32,14,32,0,657.9115326613,201.1752976717,0.01972329660097,0.05515167575158,0,0.0126969,convex_mesh_per_channel
4,510021,5,11,11,7963.039652,723.9126956364,29610.19831533,279,258,111,2,32,15,32,0,1127.431092664,298.3168924319,0.03199478984701,0.06360338693779,0,0.0164039,convex_mesh_per_channel
4,510022,0,16,16,6889.383293,430.5864558125,28101.91647848,194,165,18,2,0,0,0,0,0,0,0,0,0,0.0066431,upper_bound_16
4,510022,1,16,16,7809.470993,488.0919370625,31682.35498554,194,165,86,2,0,0,0,0,0,0,0,0,0,0.0065141,upper_bound_16
4,510022,2,16,16,8576.173441,536.0108400625,35515.86723123,194,165,86,2,0,0,0,0,0,0,0,0,0,0.0065158,upper_bound_16
4,510022,3,16,16,6889.383293,430.5864558125,28101.91647848,194,165,18,2,0,0,0,0,0,0,0,0,4,0.0064986,upper_bound_16
4,510022,4,16,16,6889.383293,430.5864558125,28101.91647848,194,165,18,2,33,10,33,0,971.1425524371,319.1107509561,0.02748448180648,0.0572701761569,4,0.0202095,upper_bound_16
4,510022,5,16,16,8208.482438,513.030152375,32317.41208861,188,167,186,3,32,9,32,0,382.9988595552,115.7837945416,0.008870833106044,0.02731207586061,5,0.0177377,upper_bound_16
4,510023,0,10,10,6526.926474,652.6926474,24144.63235179,275,249,8,1,0,0,0,0,0,0,0,0,0,0.0058522,convex_mesh_per_channel
4,510023,1,10,10,6930.251761,693.0251761,26136.25879946,276,249,8,1,0,0,0,0,0,0,0,0,0,0.005846,convex_mesh_per_channel
4,510023,2,10,10,7335.53817,733.553817,28032.69084755,280,249,10,2,0,0,0,0,0,0,0,0,0,0.0056395,convex_mesh_per_channel
4,510023,3,10,10,6526.926474,652.6926474,24144.63235179,275,249,8,1,0,0,0,0,0,0,0,0,0,0.0050834,convex_mesh_per_channel
4,510023,4,10,10,6526.926474,652.6926474,24144.63235179,275,249,8,1,31,13,31,0,899.9227248771,324.3623303794,0.03024637812704,0.08156284523042,0,0.0158816,convex_mesh_per_channel
4,510023,5,10,10,6699.31413,669.931413,24661.57065395,287,255,9,1,31,14,31,0,348.1767175459,113.853830194,0.01026160561662,0.01993012817766,0,0.0175234,convex_mesh_per_channel
4,510024,0,14,14,7101.724998,507.2660712857,27598.62498914,236,218,38,2,0,0,0,0,0,0,0,0,0,0.006718,convex_mesh_per_channel
4,510024,1,14,14,7996.030915,571.1450653571,31055.15470165,234,218,109,2,0,0,0,0,0,0,0,0,0,0.0066687,convex_mesh_per_channel
4,510024,2,14,14,8372.472637,598.0337597857,32937.36331585,234,218,109,2,0,0,0,0,0,0,0,0,0,0.0066086,convex_mesh_per_channel
4,510024,3,14,14,7101.724998,507.2660712857,27598.62498914,236,218,38,2,0,0,0,0,0,0,0,0,0,0.0067414,convex_mesh_per_channel
4,510024,4,14,14,7101.724998,507.2660712857,27598.62498914,236,218,38,2,35,13,35,0,847.3592965587,257.4286403195,0.02550856472499,0.07051699663499,0,0.020681,convex_mesh_per_channel
4,510024,5,14,14,6053.002077,432.3572912143,23980.01040195,194,175,14,1,35,12,35,0,1058.509396389,297.2987460383,0.03067383760786,0.08890724013858,0,0.0331254,convex_mesh_per_channel
4,510025,0,10,10,7219.467151,721.9467151,27042.33570388,259,235,77,2,0,0,0,0,0,0,0,0,0,0.0059743,convex_mesh_per_channel
4,510025,1,10,10,8018.033092,801.8033092,30015.16538855,262,235,140,3,0,0,0,0,0,0,0,0,0,0.0059367,convex_mesh_per_channel
4,510025,2,10,10,8607.591046,860.7591046,32937.95516639,263,235,140,3,0,0,0,0,0,0,0,0,0,0.0058399,convex_mesh_per_channel
4,510025,3,10,10,7219.467151,721.9467151,27042.33570388,259,235,77,2,0,0,0,0,0,0,0,0,0,0.0058533,convex_mesh_per_channel
4,510025,4,10,10,7219.467151,721.9467151,27042.33570388,259,235,77,2,31,12,31,0,781.607906298,210.6820451382,0.01972011572184,0.06831577966621,0,0.01781,convex_mesh_per_channel
4,510025,5,10,10,7243.972123,724.3972123,26974.86061886,282,248,47,3,31,13,31,0,1129.177583458,267.8505104854,0.02648932536874,0.05899610983983,0,0.0193762,convex_mesh_per_channel
4,510026,0,14,14,6181.583171,441.5416550714,24287.91581431,202,187,19,1,0,0,0,0,0,0,0,0,0,0.007465,convex_mesh_per_channel
4,510026,1,14,14,7617.874332,544.1338808571,29584.37157342,203,187,143,2,0,0,0,0,0,0,0,0,0,0.0076349,convex_mesh_per_channel
4,510026,2,14,14,7894.170499,563.8693213571,30965.85241703,203,187,143,2,0,0,0,0,0,0,0,0,0,0.0077112,convex_mesh_per_channel
4,510026,3,14,14,6181.583171,441.5416550714,24287.91581431,202,187,19,1,0,0,0,0,0,0,0,0,0,0.0075601,convex_mesh_per_channel
4,510026,4,14,14,6181.583171,441.5416550714,24287.91581431,202,187,19,1,35,14,35,0,1104.228931635,328.1040909471,0.03091251501602,0.06368273269446,0,0.0247359,convex_mesh_per_channel
4,510026,5,14,14,6224.500216,444.6071582857,24707.50103432,195,181,19,1,35,14,35,0,854.3821082774,266.8540422913,0.02506524757105,0.06466340789072,0,0.0321839,convex_mesh_per_channel
4,510027,0,14,14,6519.705506,465.6932504286,26218.52753266,202,181,5,1,0,0,0,0,0,0,0,0,0,0.0097401,convex_mesh_per_channel
4,510027,1,14,14,6749.85085,482.1322035714,27474.25424941,199,181,3,0,0,0,0,0,0,0,0,0,0,0.0097261,convex_mesh_per_channel
4,510027,2,14,14,7057.105242,504.0789458571,29010.52621227,199,181,3,0,0,0,0,0,0,0,0,0,0,0.0099169,convex_mesh_per_channel
4,510027,3,14,14,6519.705506,465.6932504286,26218.52753266,202,181,5,1,0,0,0,0,0,0,0,0,0,0.0097774,convex_mesh_per_channel
4,510027,4,14,14,6519.705506,465.6932504286,26218.52753266,202,181,5,1,35,12,35,0,915.4532028283,335.0641177069,0.03278255130673,0.07234042810408,0,0.0299882,convex_mesh_per_channel
4,510027,5,14,14,6018.791757,429.9136969286,23973.95880052,195,179,0,0,35,13,35,0,651.5429873067,239.7559859871,0.01967588492913,0.04458580405376,0,0.0310643,convex_mesh_per_channel
4,510028,0,16,16,5247.903282,327.993955125,21334.51640462,153,136,0,0,0,0,0,0,0,0,0,0,0,0.0085871,upper_bound_16
4,510028,1,16,16,5399.161011,337.4475631875,22090.80506125,153,136,0,0,0,0,0,0,0,0,0,0,0,0.0085766,upper_bound_16
4,510028,2,16,16,5531.193285,345.6995803125,22750.96643094,153,136,0,0,0,0,0,0,0,0,0,0,0,0.0086939,upper_bound_16
4,510028,3,16,16,4360.372588,272.52328675,17686.86292791,126,113,0,0,0,0,0,0,0,0,0,0,10,0.0082781,upper_bound_16
4,510028,4,16,16,4360.372588,272.52328675,17686.86292791,126,113,0,0,27,4,27,0,741.126511315,304.6459503324,0.02438745611563,0.0477445846763,10,0.0236843,upper_bound_16
4,510028,5,16,16,4245.499103,265.3436939375,17602.49552474,109,97,1,0,25,7,25,0,813.343849745,256.5418145376,0.01981176718488,0.04295254668774,12,0.0341177,upper_bound_16
4,510029,0,16,16,6977.145112,436.0715695,28710.72556591,197,170,0,1,0,0,0,0,0,0,0,0,0,0.0085506,upper_bound_16
4,510029,1,16,16,7399.549109,462.4718193125,30822.74556628,197,170,0,1,0,0,0,0,0,0,0,0,0,0.0086734,upper_bound_16
4,510029,2,16,16,7985.698306,499.106144125,33778.49154445,196,170,0,1,0,0,0,0,0,0,0,0,0,0.0086329,upper_bound_16
4,510029,3,16,16,6747.876517,421.7422823125,27799.38258809,189,163,0,1,0,0,0,0,0,0,0,0,3,0.0085184,upper_bound_16
4,510029,4,16,16,6747.876517,421.7422823125,27799.38258809,189,163,0,1,34,10,34,0,1078.60129803,388.0062233793,0.0411658125019,0.09057233420209,3,0.0252751,upper_bound_16
4,510029,5,16,16,5100.137065,318.7585665625,21465.68532653,124,101,2,1,26,8,26,0,1729.697736524,801.6415209973,0.06240215220431,0.1166029988731,11,0.0297578,upper_bound_16
4,510030,0,16,16,5429.756053,339.3597533125,22393.78025591,148,128,1,0,0,0,0,0,0,0,0,0,0,0.0130918,upper_bound_16
4,510030,1,16,16,5624.865037,351.5540648125,23354.32517315,148,128,2,0,0,0,0,0,0,0,0,0,0,0.0132523,upper_bound_16
4,510030,2,16,16,5824.441235,364.0275771875,24392.20617244,147,128,1,0,0,0,0,0,0,0,0,0,0,0.0132475,upper_bound_16
4,510030,3,16,16,5399.798341,337.4873963125,22363.9916931,144,124,1,0,0,0,0,0,0,0,0,0,3,0.0132078,upper_bound_16
4,510030,4,16,16,5399.798341,337.4873963125,22363.9916931,144,124,1,0,34,10,34,0,992.3748465204,300.4185528103,0.02519762526479,0.05349734821946,3,0.0393186,upper_bound_16
4,510030,5,16,16,3909.544697,244.3465435625,16002.72349029,107,94,0,0,26,7,26,0,538.0788009674,234.1816822321,0.01745408680851,0.03955386676938,11,0.0429577,upper_bound_16
4,510031,0,15,15,7172.676688,478.1784458667,28948.38334472,187,166,69,2,0,0,0,0,0,0,0,0,0,0.0081042,convex_mesh_per_channel
4,510031,1,15,15,7446.231696,496.4154464,30301.15838262,187,166,70,2,0,0,0,0,0,0,0,0,0,0.0080502,convex_mesh_per_channel
4,510031,2,15,15,7722.016161,514.8010774,31720.08070362,186,166,69,2,0,0,0,0,0,0,0,0,0,0.0081108,convex_mesh_per_channel
4,510031,3,15,15,7172.676688,478.1784458667,28948.38334472,187,166,69,2,0,0,0,0,0,0,0,0,0,0.0080767,convex_mesh_per_channel
4,510031,4,15,15,7172.676688,478.1784458667,28948.38334472,187,166,69,2,36,12,36,0,977.1011646082,276.5807990003,0.02496789454485,0.0631334852993,0,0.0241404,convex_mesh_per_channel
4,510031,5,15,15,6439.079806,429.2719870667,25975.39898557,179,160,38,1,36,12,36,0,1283.080765555,431.0823002967,0.03787266622556,0.1083768933791,0,0.0350696,convex_mesh_per_channel
4,510032,0,16,16,5691.379256,355.7112035,23611.89633095,135,118,32,1,0,0,0,0,0,0,0,0,0,0.0119328,upper_bound_16
4,510032,1,16,16,6154.992824,384.6870515,25414.96422218,134,118,68,1,0,0,0,0,0,0,0,0,0,0.0120099,upper_bound_16
4,510032,2,16,16,6365.417807,397.8386129375,26467.08912573,134,118,68,1,0,0,0,0,0,0,0,0,0,0.0118491,upper_bound_16
4,510032,3,16,16,4607.246545,287.9529090625,19561.23273964,105,90,0,0,0,0,0,0,0,0,0,0,12,0.0098025,upper_bound_16
4,510032,4,16,16,4986.913661,311.6821038125,20694.56836598,115,97,32,1,27,8,27,0,1101.566083803,489.1852590187,0.04345318286425,0.06452015796767,10,0.0312499,upper_bound_16
4,510032,5,16,16,5253.969612,328.37310075,21619.84808935,128,114,32,1,30,9,30,0,1469.330778942,643.2492063501,0.0529972135266,0.1054345178076,7,0.0492223,upper_bound_16
4,510033,0,15,15,6984.032123,465.6021415333,27285.1606198,221,200,49,2,0,0,0,0,0,0,0,0,0,0.0054216,convex_mesh_per_channel
4,510033,1,15,15,7616.757135,507.783809,30553.7856974,201,183,81,1,0,0,0,0,0,0,0,0,0,0.0058873,convex_mesh_per_channel
4,510033,2,15,15,8215.763193,547.7175462,33523.81598531,202,183,81,1,0,0,0,0,0,0,0,0,0,0.0059631,convex_mesh_per_channel
4,510033,3,15,15,6984.032123,465.6021415333,27285.1606198,221,200,49,2,0,0,0,0,0,0,0,0,0,0.0053904,convex_mesh_per_channel
4,510033,4,15,15,6984.032123,465.6021415333,27285.1606198,221,200,49,2,36,15,36,0,579.3820069998,183.1160190052,0.01740460504566,0.04133460537414,0,0.0172238,convex_mesh_per_channel
4,510033,5,15,15,7527.180223,501.8120148667,29290.9011096,255,229,30,2,36,14,36,0,914.9453859101,236.4258840769,0.02435943231927,0.09624257414702,0,0.0171016,convex_mesh_per_channel
4,510034,0,15,15,9051.704219,603.4469479333,35908.52106645,233,204,142,3,0,0,0,0,0,0,0,0,0,0.0065495,convex_mesh_per_channel
4,510034,1,15,15,9772.286659,651.4857772667,39216.4332613,231,204,165,3,0,0,0,0,0,0,0,0,0,0.0067211,convex_mesh_per_channel
4,510034,2,15,15,10506.646405,700.4430936667,42873.23195996,231,204,166,3,0,0,0,0,0,0,0,0,0,0.0065357,convex_mesh_per_channel
4,510034,3,15,15,9051.704219,603.4469479333,35908.52106645,233,204,142,3,0,0,0,0,0,0,0,0,0,0.0067776,convex_mesh_per_channel
4,510034,4,15,15,9051.704219,603.4469479333,35908.52106645,233,204,142,3,36,15,36,0,758.4614449918,196.802300661,0.0173413969431,0.04473493531344,0,0.0196404,convex_mesh_per_channel
