case_id,problem,seed,n,nd,nb,geometry,radius,error,outward,eigen_ratio,method,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,runtime_s,certificate
502,3,710503,13,0,13,1,1250,2,0,3.471288706587e-05,0,13,3994.746232,307.2881716923,16313.7311597,112,107,0,0,0.0004609,seven_point_per_channel
502,3,710503,13,0,13,1,1250,2,0,3.471288706587e-05,5,13,3805.703414,292.7464164615,14788.51708637,130,112,7,0,0.002332,seven_point_per_channel
503,3,710504,13,0,13,1,1500,3,1,3.200322074694e-05,0,13,5514.883575,424.2218134615,23834.41787736,117,98,0,0,0.0006664,seven_point_per_channel
503,3,710504,13,0,13,1,1500,3,1,3.200322074694e-05,5,13,4184.892647,321.914819,16874.46324007,125,120,0,0,0.0006426,seven_point_per_channel
504,3,710505,13,0,13,1,1000,4,0,0.0001081786361551,0,13,4225.437634,325.0336641538,16782.18817858,135,129,0,0,0.0005665,seven_point_per_channel
504,3,710505,13,0,13,1,1000,4,0,0.0001081786361551,5,13,3544.200962,272.6308432308,14206.00480231,107,100,1,0,0.0026403,seven_point_per_channel
505,3,710506,13,0,13,1,1250,0,1,9.582949434279e-05,0,13,4869.644307,374.5880236154,20233.22153709,129,113,0,0,0.0007327,seven_point_per_channel
505,3,710506,13,0,13,1,1250,0,1,9.582949434279e-05,5,13,3217.990946,247.5377650769,12249.95473367,118,113,0,0,0.0027244,seven_point_per_channel
506,3,710507,13,0,13,1,1500,1,0,6.46264914658e-05,0,13,3824.426791,294.1866762308,15552.13394577,109,104,0,0,0.0006018,seven_point_per_channel
506,3,710507,13,0,13,1,1500,1,0,6.46264914658e-05,5,13,3833.82907,294.9099284615,15139.14534832,123,114,4,0,0.0016127,seven_point_per_channel
507,3,710508,13,0,13,1,1000,2,1,3.396252719403e-05,0,13,4472.66019,344.0507838462,18668.30094588,113,106,1,0,0.0004674,seven_point_per_channel
507,3,710508,13,0,13,1,1000,2,1,3.396252719403e-05,5,13,4599.212806,353.7856004615,18711.06403828,132,123,3,0,0.0012699,seven_point_per_channel
508,3,710509,13,0,13,1,1250,3,0,4.447836139352e-05,0,13,3974.155585,305.7042757692,16090.77792611,116,111,0,0,0.000469,seven_point_per_channel
508,3,710509,13,0,13,1,1250,3,0,4.447836139352e-05,5,13,4399.233207,338.4025543846,17801.16602847,128,107,9,0,0.0012194,seven_point_per_channel
509,3,710510,13,0,13,1,1500,4,1,6.037905199248e-05,0,13,4186.756918,322.0582244615,17298.78460354,111,104,1,0,0.0004809,seven_point_per_channel
509,3,710510,13,0,13,1,1500,4,1,6.037905199248e-05,5,13,3505.210186,269.6315527692,13616.05092681,120,114,1,0,0.001256,seven_point_per_channel
510,3,710511,13,0,13,2,1000,0,0,0.0606353532586,0,13,3695.247856,284.2498350769,13596.23926519,153,146,0,0,0.0005021,seven_point_per_channel
510,3,710511,13,0,13,2,1000,0,0,0.0606353532586,5,13,2933.543713,225.6572086923,11707.71856314,89,82,0,0,0.0074624,seven_point_per_channel
511,3,710512,13,0,13,2,1250,1,1,0.08950413529768,0,13,4594.284878,353.4065290769,18196.42438469,150,134,2,0,0.0006663,seven_point_per_channel
511,3,710512,13,0,13,2,1250,1,1,0.08950413529768,5,13,2955.900396,227.3769535385,11714.5019748,92,82,2,0,0.0061688,seven_point_per_channel
512,3,710513,13,0,13,2,1500,2,0,0.08604409025806,0,13,5220.888929,401.6068406923,21634.44465113,141,121,1,0,0.0008257,seven_point_per_channel
512,3,710513,13,0,13,2,1500,2,0,0.08604409025806,5,13,2844.052587,218.7732759231,10895.26294083,101,95,0,0,0.0060524,seven_point_per_channel
513,3,710514,13,0,13,2,1000,3,1,0.03764610323338,0,13,3708.895138,285.299626,13624.4756969,154,146,1,0,0.0005398,seven_point_per_channel
513,3,710514,13,0,13,2,1000,3,1,0.03764610323338,5,13,2898.964761,222.9972893077,11509.82380163,90,82,0,0,0.007918,seven_point_per_channel
514,3,710515,13,0,13,2,1250,4,0,0.1767329244836,0,13,3910.193288,300.7840990769,15450.96643983,127,120,0,0,0.0006297,seven_point_per_channel
514,3,710515,13,0,13,2,1250,4,0,0.1767329244836,5,13,2949.427191,226.8790146923,11032.13596133,114,108,0,0,0.0044442,seven_point_per_channel
515,3,710516,13,0,13,2,1500,0,1,0.07526909460577,0,13,3671.40937,282.4161053846,15032.04684889,101,95,0,0,0.0008587,seven_point_per_channel
515,3,710516,13,0,13,2,1500,0,1,0.07526909460577,5,13,4398.602849,338.3540653077,17548.01425895,140,124,0,0,0.0029098,seven_point_per_channel
516,3,710517,13,0,13,2,1000,1,0,0.07311475430805,0,13,3778.969495,290.6899611538,14789.84747239,127,121,0,0,0.0006291,seven_point_per_channel
516,3,710517,13,0,13,2,1000,1,0,0.07311475430805,5,13,3618.976362,278.3827970769,14334.88181823,115,106,2,0,0.0026067,seven_point_per_channel
517,3,710518,13,0,13,2,1250,2,1,0.06222418409099,0,13,3545.613008,272.7394621538,14798.06504967,88,81,0,0,0.0009575,seven_point_per_channel
517,3,710518,13,0,13,2,1250,2,1,0.06222418409099,5,13,2933.959103,225.6891617692,11344.79551451,101,95,0,0,0.0042257,seven_point_per_channel
518,3,710519,13,0,13,2,1500,3,0,0.06984259994411,0,13,4395.163889,338.0895299231,18740.81945174,100,82,0,0,0.0010541,seven_point_per_channel
518,3,710519,13,0,13,2,1500,3,0,0.06984259994411,5,13,2804.512629,215.7317406923,11092.5631456,88,81,0,0,0.0064536,seven_point_per_channel
519,3,710520,13,0,13,2,1000,4,1,0.07854193913919,0,13,3890.039942,299.2338416923,16125.19971565,101,95,0,0,0.0008894,seven_point_per_channel
519,3,710520,13,0,13,2,1000,4,1,0.07854193913919,5,13,3129.563729,240.7356714615,11152.81864808,140,134,0,0,0.0034259,seven_point_per_channel
520,3,710521,13,0,13,2,1250,0,0,0.07663086112459,0,13,3638.474508,279.8826544615,15257.37254154,88,82,0,0,0.0009641,seven_point_per_channel
520,3,710521,13,0,13,2,1250,0,0,0.07663086112459,5,13,3125.93042,240.4561861538,10989.65210113,144,134,3,0,0.0033571,seven_point_per_channel
521,3,710522,13,0,13,2,1500,1,1,0.09578401303055,0,13,3678.182469,282.937113,13855.91234662,141,134,1,0,0.000596,seven_point_per_channel
521,3,710522,13,0,13,2,1500,1,1,0.09578401303055,5,13,3372.672995,259.4363842308,13423.36497889,103,81,9,1,0.0060938,seven_point_per_channel
522,3,710523,13,0,13,2,1000,2,0,0.1227899455225,0,13,3687.416821,283.6474477692,15192.08410409,98,91,1,0,0.0005337,seven_point_per_channel
522,3,710523,13,0,13,2,1000,2,0,0.1227899455225,5,13,2931.712136,225.5163181538,11583.56068129,92,81,3,0,0.0089303,seven_point_per_channel
523,3,710524,13,0,13,2,1250,3,1,0.03568463729205,0,13,3976.359686,305.873822,15681.7984149,129,115,5,0,0.0005071,seven_point_per_channel
523,3,710524,13,0,13,2,1250,3,1,0.03568463729205,5,13,2934.581319,225.7370245385,10957.90659462,114,108,0,0,0.0049362,seven_point_per_channel
524,3,710525,13,0,13,2,1500,4,0,0.1358873616097,0,13,3330.826382,256.217414,13719.13192415,88,82,0,0,0.0010003,seven_point_per_channel
524,3,710525,13,0,13,2,1500,4,0,0.1358873616097,5,13,3929.268438,302.2514183077,16176.34218393,104,82,9,2,0.005874,seven_point_per_channel
525,3,710526,13,0,13,2,1000,0,1,0.0553992585877,0,13,3883.047218,298.6959398462,15665.23608964,115,110,0,0,0.0006498,seven_point_per_channel
525,3,710526,13,0,13,2,1000,0,1,0.0553992585877,5,13,3462.235382,266.3257986154,13381.17690918,121,116,0,0,0.0006449,seven_point_per_channel
526,3,710527,13,0,13,2,1250,1,0,0.07912549660518,0,13,3489.500586,268.423122,14007.50292606,105,95,1,0,0.0009928,seven_point_per_channel
526,3,710527,13,0,13,2,1250,1,0,0.07912549660518,5,13,3478.201153,267.5539348462,12811.00576109,140,121,10,0,0.0038485,seven_point_per_channel
527,3,710528,13,0,13,2,1500,2,1,0.04039872046385,0,13,5193.877901,399.5290693077,21919.38950615,127,110,0,0,0.0007227,seven_point_per_channel
527,3,710528,13,0,13,2,1500,2,1,0.04039872046385,5,13,3189.813261,245.3702508462,12234.06630198,114,108,0,0,0.0035858,seven_point_per_channel
528,3,710529,13,0,13,2,1000,3,0,0.06293480501068,0,13,4031.725046,310.1326958462,15238.62523098,154,146,1,0,0.000514,seven_point_per_channel
528,3,710529,13,0,13,2,1000,3,0,0.06293480501068,5,13,2964.612358,228.0471044615,11888.06179992,88,82,0,0,0.0068834,seven_point_per_channel
529,3,710530,13,0,13,2,1250,4,1,0.07304700780176,0,13,3534.053972,271.8503055385,14695.26985597,89,82,1,0,0.0009841,seven_point_per_channel
529,3,710530,13,0,13,2,1250,4,1,0.07304700780176,5,13,3496.121161,268.932397,12540.6058064,152,136,9,0,0.0042242,seven_point_per_channel
530,3,710531,13,0,13,2,1500,0,0,0.1371481017415,0,13,4035.267431,310.405187,17066.33715609,95,82,0,0,0.0009666,seven_point_per_channel
530,3,710531,13,0,13,2,1500,0,0,0.1371481017415,5,13,2999.827887,230.7559913077,10454.13943333,142,134,0,0,0.0034878,seven_point_per_channel
531,3,710532,13,0,13,2,1000,1,1,0.128351210849,0,13,3865.161368,297.3201052308,15545.80684312,116,108,1,0,0.0007382,seven_point_per_channel
531,3,710532,13,0,13,2,1000,1,1,0.128351210849,5,13,3176.745806,244.365062,11778.72902229,127,121,0,0,0.0038356,seven_point_per_channel
532,3,710533,13,0,13,2,1250,2,0,0.1280043252939,0,13,4116.193537,316.6302720769,17480.96768268,94,82,1,0,0.000976,seven_point_per_channel
532,3,710533,13,0,13,2,1250,2,0,0.1280043252939,5,13,3300.43555,253.8796576923,11927.17775011,142,134,2,0,0.0030161,seven_point_per_channel
533,3,710534,13,0,13,2,1500,3,1,0.1265441403409,0,13,3824.121394,294.1631841538,15795.60697005,101,95,0,0,0.00084,seven_point_per_channel
533,3,710534,13,0,13,2,1500,3,1,0.1265441403409,5,13,3803.410126,292.5700096923,14432.05062074,142,124,6,0,0.0033573,seven_point_per_channel
534,3,710535,13,0,13,2,1000,4,0,0.05785008884068,0,13,3471.820479,267.0631137692,14384.10238757,89,82,1,0,0.0013245,seven_point_per_channel
534,3,710535,13,0,13,2,1000,4,0,0.05785008884068,5,13,3268.429697,251.417669,11462.14849808,153,146,0,0,0.0027445,seven_point_per_channel
535,3,710536,13,0,13,2,1250,0,1,0.06229248852967,0,13,3873.150277,297.9346366923,16040.75138713,101,95,0,0,0.0008471,seven_point_per_channel
535,3,710536,13,0,13,2,1250,0,1,0.06229248852967,5,13,3112.421237,239.4170182308,11097.10618571,139,133,0,0,0.0024475,seven_point_per_channel
536,3,710537,13,0,13,2,1500,1,0,0.06729875082349,0,13,4959.624265,381.5095588462,21508.12131037,101,85,1,0,0.0008852,seven_point_per_channel
536,3,710537,13,0,13,2,1500,1,0,0.06729875082349,5,13,2844.725891,218.8250685385,11288.62945977,88,82,0,0,0.0052199,seven_point_per_channel
537,3,710538,13,0,13,2,1000,2,1,0.09150220220702,0,13,3531.709558,271.669966,13488.54778571,129,121,1,0,0.0006833,seven_point_per_channel
537,3,710538,13,0,13,2,1000,2,1,0.09150220220702,5,13,3375.482846,259.6525266154,13217.41423271,112,107,0,0,0.002604,seven_point_per_channel
538,3,710539,13,0,13,2,1250,3,0,0.09474444442024,0,13,3463.093098,266.3917767692,14380.46548401,88,82,0,0,0.0009981,seven_point_per_channel
538,3,710539,13,0,13,2,1250,3,0,0.09474444442024,5,13,3543.163696,272.5510535385,12920.81847092,149,134,5,0,0.0031307,seven_point_per_channel
539,3,710540,13,0,13,2,1500,4,1,0.1423715529526,0,13,4069.069565,313.0053511538,17025.34783496,101,91,1,0,0.0005484,seven_point_per_channel
539,3,710540,13,0,13,2,1500,4,1,0.1423715529526,5,13,3335.450607,256.5731236154,12067.25304287,142,132,5,1,0.0012956,seven_point_per_channel
540,3,710541,16,0,0,0,1000,0,0,0.7340360122016,0,16,4631.623103,289.4764439375,19358.11552467,114,107,1,1,0.0005308,upper_bound_16
540,3,710541,16,0,0,0,1000,0,0,0.7340360122016,5,16,3792.08183,237.005114375,15645.40915847,98,90,1,0,0.0017084,upper_bound_16
541,3,710542,16,0,0,0,1250,1,1,0.712878128454,0,16,3657.066666,228.566666625,15265.3333288,85,63,12,3,0.0024542,upper_bound_16
541,3,710542,16,0,0,0,1250,1,1,0.712878128454,5,16,3441.847953,215.1154970625,14224.23976669,86,69,6,1,0.0063873,upper_bound_16
542,3,710543,16,0,0,0,1500,2,0,0.3278174388476,0,16,3696.394993,231.0246870625,15696.97496041,79,55,9,3,0.00395,upper_bound_16
542,3,710543,16,0,0,0,1500,2,0,0.3278174388476,5,16,3367.941854,210.496365875,14044.70926373,79,60,8,1,0.0083953,upper_bound_16
543,3,710544,16,0,0,0,1000,3,1,0.4192414433102,0,16,4514.082903,282.1301814375,19350.41452709,95,89,0,0,0.0009901,upper_bound_16
543,3,710544,16,0,0,0,1000,3,1,0.4192414433102,5,16,4321.089232,270.068077,18120.44616399,103,96,2,0,0.0037961,upper_bound_16
544,3,710545,16,0,0,0,1250,4,0,0.5448231892471,0,16,3838.557016,239.9098135,16012.78508959,91,77,8,0,0.0018322,upper_bound_16
544,3,710545,16,0,0,0,1250,4,0,0.5448231892471,5,16,3550.154768,221.884673,14740.77384095,86,71,7,0,0.0051543,upper_bound_16
545,3,710546,16,0,0,0,1500,0,1,0.5050970813073,0,16,3658.324337,228.6452710625,15746.62168842,74,59,0,1,0.00369,upper_bound_16
545,3,710546,16,0,0,0,1500,0,1,0.5050970813073,5,16,3026.562965,189.1601853125,13282.81481401,51,35,0,1,0.0035964,upper_bound_16
546,3,710547,16,0,0,0,1000,1,0,0.5550135103428,0,16,4633.590294,289.599393375,19767.95145862,99,84,7,0,0.0011377,upper_bound_16
546,3,710547,16,0,0,0,1000,1,0,0.5550135103428,5,16,4704.253229,294.0158268125,20066.26614648,101,85,7,1,0.003973,upper_bound_16
547,3,710548,16,0,0,0,1250,2,1,0.8470439145724,0,16,3495.606018,218.475376125,14148.03008528,97,80,7,1,0.0013006,upper_bound_16
547,3,710548,16,0,0,0,1250,2,1,0.8470439145724,5,16,3925.032357,245.3145223125,16590.16177939,87,74,6,0,0.0045708,upper_bound_16
548,3,710549,16,0,0,0,1500,3,0,0.466238463129,0,16,3269.495143,204.3434464375,13897.47572769,70,60,0,0,0.0032506,upper_bound_16
548,3,710549,16,0,0,0,1500,3,0,0.466238463129,5,16,3168.91574,198.05723375,13594.5787013,63,55,0,0,0.0079769,upper_bound_16
549,3,710550,16,0,0,0,1000,4,1,0.4115025474884,0,16,4469.865333,279.3665833125,18689.32666691,109,95,4,1,0.0006576,upper_bound_16
549,3,710550,16,0,0,0,1000,4,1,0.4115025474884,5,16,4478.91983,279.932489375,18839.59914214,105,94,4,0,0.0037882,upper_bound_16
550,3,710551,16,0,0,0,1250,0,0,0.6089340492305,0,16,3618.550741,226.1594213125,15072.75369682,89,79,0,0,0.0011424,upper_bound_16
550,3,710551,16,0,0,0,1250,0,0,0.6089340492305,5,16,3437.51003,214.844376875,14352.55014908,82,74,1,0,0.0046587,upper_bound_16
551,3,710552,16,0,0,0,1500,1,1,0.6232511700139,0,16,4318.761291,269.9225806875,18743.80646771,82,59,7,2,0.002617,upper_bound_16
551,3,710552,16,0,0,0,1500,1,1,0.6232511700139,5,16,3263.372407,203.9607754375,13671.86203087,75,56,6,1,0.0082948,upper_bound_16
552,3,710553,16,0,0,0,1000,2,0,0.5218899572785,0,16,4366.845316,272.92783225,18134.22659306,108,93,9,0,0.0007908,upper_bound_16
552,3,710553,16,0,0,0,1000,2,0,0.5218899572785,5,16,4295.675182,268.479698875,17953.37590949,103,89,7,0,0.0026248,upper_bound_16
553,3,710554,16,0,0,0,1250,3,1,0.7217739706618,0,16,3118.620376,194.9137735,12948.10187325,76,66,1,0,0.0017592,upper_bound_16
553,3,710554,16,0,0,0,1250,3,1,0.7217739706618,5,16,3788.612153,236.7882595625,15883.06075876,90,82,0,0,0.0042883,upper_bound_16
554,3,710555,16,0,0,0,1500,4,0,0.5178790614569,0,16,3618.251912,226.1407445,15196.2595599,82,62,9,1,0.0025843,upper_bound_16
554,3,710555,16,0,0,0,1500,4,0,0.5178790614569,5,16,3259.500091,203.7187556875,13532.50045437,77,61,9,0,0.0086887,upper_bound_16
555,3,710556,16,0,0,0,1000,0,1,0.4910091058019,0,16,4535.891152,283.493197,19294.45576795,100,94,1,0,0.0007171,upper_bound_16
555,3,710556,16,0,0,0,1000,0,1,0.4910091058019,5,16,4103.061472,256.441342,17055.3073472,103,94,1,1,0.0020641,upper_bound_16
556,3,710557,16,0,0,0,1250,1,0,0.5360555876676,0,16,3876.968426,242.310526625,16129.84212998,94,74,9,1,0.001377,upper_bound_16
556,3,710557,16,0,0,0,1250,1,0,0.5360555876676,5,16,3338.940127,208.6837579375,13784.70063098,82,68,8,0,0.0062746,upper_bound_16
557,3,710558,16,0,0,0,1500,2,1,0.3019185615367,0,16,3896.939108,243.55869425,16789.69553637,76,58,7,1,0.0033127,upper_bound_16
557,3,710558,16,0,0,0,1500,2,1,0.3019185615367,5,16,3731.561305,233.2225815625,16212.80652072,66,43,12,1,0.0065537,upper_bound_16
558,3,710559,16,0,0,0,1000,3,0,0.6698761108087,0,16,4423.497683,276.4686051875,18692.48842306,102,95,0,0,0.0006604,upper_bound_16
558,3,710559,16,0,0,0,1000,3,0,0.6698761108087,5,16,4291.660124,268.22875775,17928.30061299,105,98,1,0,0.0017857,upper_bound_16
559,3,710560,16,0,0,0,1250,4,1,0.6845814034965,0,16,2918.014958,182.375934875,11595.07480189,84,72,9,0,0.0016134,upper_bound_16
559,3,710560,16,0,0,0,1250,4,1,0.6845814034965,5,16,3181.525643,198.8453526875,13222.62822096,75,64,6,0,0.0063133,upper_bound_16
560,3,710561,16,0,0,0,1500,0,0,0.374751373249,0,16,2440.409743,152.5256089375,9852.048712596,67,55,0,0,0.0033516,upper_bound_16
560,3,710561,16,0,0,0,1500,0,0,0.374751373249,5,16,2291.334045,143.2083778125,9781.670218564,44,35,0,0,0.0035557,upper_bound_16
561,3,710562,16,0,0,0,1000,1,1,0.4424298340053,0,16,4232.339505,264.5212190625,17496.69752833,107,97,7,0,0.0008081,upper_bound_16
561,3,710562,16,0,0,0,1000,1,1,0.4424298340053,5,16,4397.055309,274.8159568125,18220.27656085,110,93,10,1,0.0035053,upper_bound_16
562,3,710563,16,0,0,0,1250,2,0,0.6163195098656,0,16,3983.695949,248.9809968125,16508.47975396,98,79,11,0,0.0015466,upper_bound_16
562,3,710563,16,0,0,0,1250,2,0,0.6163195098656,5,16,3713.568067,232.0980041875,15602.84032678,84,66,9,1,0.0058255,upper_bound_16
563,3,710564,16,0,0,0,1500,3,1,0.7179974307807,0,16,3385.22794,211.57674625,14256.13971003,77,69,0,0,0.0015791,upper_bound_16
563,3,710564,16,0,0,0,1500,3,1,0.7179974307807,5,16,2774.025669,173.3766043125,11605.12833165,63,52,2,0,0.0063118,upper_bound_16
564,3,710565,16,0,0,0,1000,4,0,0.5549836449059,0,16,3090.060956,193.12880975,12920.30478284,71,59,4,2,0.0026546,upper_bound_16
564,3,710565,16,0,0,0,1000,4,0,0.5549836449059,5,16,3084.558091,192.7848806875,12817.79046014,73,64,4,1,0.009036,upper_bound_16
565,3,710566,16,0,0,0,1250,0,1,0.4587296651964,0,16,3718.900698,232.431293625,16084.50349036,72,59,1,0,0.0026197,upper_bound_16
565,3,710566,16,0,0,0,1250,0,1,0.4587296651964,5,16,3159.463018,197.466438625,13612.3150828,61,52,0,0,0.0063724,upper_bound_16
566,3,710567,16,0,0,0,1500,1,0,0.5600645808005,0,16,3702.05598,231.37849875,15470.27991199,85,61,14,3,0.0029179,upper_bound_16
566,3,710567,16,0,0,0,1500,1,0,0.5600645808005,5,16,3900.550243,243.7843901875,16457.75121943,84,61,16,2,0.0095434,upper_bound_16
567,3,710568,16,0,0,0,1000,2,1,0.4957403321963,0,16,4323.806343,270.2378964375,18094.03172186,103,92,6,0,0.0007932,upper_bound_16
567,3,710568,16,0,0,0,1000,2,1,0.4957403321963,5,16,3960.89796,247.5561225,16574.48980288,93,77,8,0,0.0061843,upper_bound_16
568,3,710569,16,0,0,0,1250,3,0,0.4352548919508,0,16,3234.246506,202.140406625,13451.23254345,78,74,0,0,0.0017079,upper_bound_16
568,3,710569,16,0,0,0,1250,3,0,0.4352548919508,5,16,2896.672985,181.0420615625,11888.36493629,74,66,1,0,0.0060288,upper_bound_16
569,3,710570,16,0,0,0,1500,4,1,0.666135844635,0,16,3820.499152,238.781197,16077.49577186,85,61,13,2,0.0030698,upper_bound_16
569,3,710570,16,0,0,0,1500,4,1,0.666135844635,5,16,2920.748184,182.5467615,12403.74092179,58,40,10,1,0.0060185,upper_bound_16
570,3,710571,16,0,0,1,1000,0,0,6.106324197033e-05,0,16,3509.705454,219.356590875,15093.52727168,69,66,0,0,0.0010881,upper_bound_16
570,3,710571,16,0,0,1,1000,0,0,6.106324197033e-05,5,16,3209.764008,200.6102505,13828.82003508,61,56,1,0,0.0090672,upper_bound_16
571,3,710572,16,0,0,1,1250,1,1,0.0001387839932756,0,16,4681.867005,292.6166878125,20434.33502184,83,70,10,0,0.0012433,upper_bound_16
571,3,710572,16,0,0,1,1250,1,1,0.0001387839932756,5,16,4524.347805,282.7717378125,19206.73903207,98,80,11,1,0.0046813,upper_bound_16
572,3,710573,16,0,0,1,1500,2,0,0.0001231158986345,0,16,4837.626987,302.3516866875,21673.13492591,73,58,0,0,0.0016536,upper_bound_16
572,3,710573,16,0,0,1,1500,2,0,0.0001231158986345,5,16,3942.550496,246.409406,17287.75248204,68,56,3,0,0.0090034,upper_bound_16
573,3,710574,16,0,0,1,1000,3,1,6.869417851972e-05,0,16,3614.131282,225.883205125,15495.65641624,73,70,0,0,0.0006756,upper_bound_16
573,3,710574,16,0,0,1,1000,3,1,6.869417851972e-05,5,16,3793.401192,237.0875745,15672.00596227,97,91,1,0,0.00455,upper_bound_16
574,3,710575,16,0,0,1,1250,4,0,6.942915504682e-05,0,16,3998.752123,249.9220076875,17508.76063561,69,57,5,1,0.0016369,upper_bound_16
574,3,710575,16,0,0,1,1250,4,0,6.942915504682e-05,5,16,3794.387441,237.1492150625,15961.9372134,86,74,6,0,0.0063869,upper_bound_16
575,3,710576,16,0,0,1,1500,0,1,8.164467536158e-05,0,16,4458.996813,278.6873008125,20109.98405899,61,52,0,0,0.0019512,upper_bound_16
575,3,710576,16,0,0,1,1500,0,1,8.164467536158e-05,5,16,3810.758699,238.1724186875,17403.79349772,43,35,0,0,0.0041893,upper_bound_16
576,3,710577,16,0,0,1,1000,1,0,3.010418861348e-05,0,16,3212.358821,200.7724263125,13336.79409442,78,72,1,0,0.0010121,upper_bound_16
576,3,710577,16,0,0,1,1000,1,0,3.010418861348e-05,5,16,3052.863582,190.803973875,12484.31791921,79,72,3,0,0.0043726,upper_bound_16
577,3,710578,16,0,0,1,1250,2,1,0.0001043376166351,0,16,4307.245597,269.2028498125,19101.22799934,67,57,5,0,0.0017919,upper_bound_16
577,3,710578,16,0,0,1,1250,2,1,0.0001043376166351,5,16,3902.320825,243.8950515625,16981.60413349,70,58,6,0,0.0088042,upper_bound_16
578,3,710579,16,0,0,1,1500,3,0,5.296241775842e-05,0,16,4772.930971,298.3081856875,21524.65485075,67,53,0,0,0.001809,upper_bound_16
578,3,710579,16,0,0,1,1500,3,0,5.296241775842e-05,5,16,4568.454558,285.528409875,20292.27279384,73,59,2,0,0.0103367,upper_bound_16
579,3,710580,16,0,0,1,1000,4,1,8.050407134504e-05,0,16,3912.641026,244.540064125,16838.20513749,77,71,3,0,0.0010263,upper_bound_16
579,3,710580,16,0,0,1,1000,4,1,8.050407134504e-05,5,16,3978.511629,248.6569768125,16247.55815346,108,100,3,0,0.0024394,upper_bound_16
580,3,710581,16,0,0,1,1250,0,0,5.890361425799e-05,0,16,4363.758567,272.7349104375,19413.79283429,67,60,2,0,0.001481,upper_bound_16
580,3,710581,16,0,0,1,1250,0,0,5.890361425799e-05,5,16,4318.985969,269.9366230625,18989.92984203,74,68,1,0,0.0082496,upper_bound_16
581,3,710582,16,0,0,1,1500,1,1,2.560916797906e-05,0,16,4211.455944,263.2159965,18777.27972307,63,55,2,0,0.0019819,upper_bound_16
581,3,710582,16,0,0,1,1500,1,1,2.560916797906e-05,5,16,3994.976067,249.6860041875,17524.88034021,67,57,6,0,0.0079654,upper_bound_16
582,3,710583,16,0,0,1,1000,2,0,5.72399605061e-05,0,16,3904.170568,244.0106605,16645.85285089,81,69,7,0,0.0009849,upper_bound_16
582,3,710583,16,0,0,1,1000,2,0,5.72399605061e-05,5,16,3507.337806,219.208612875,14221.68904112,96,85,6,1,0.004621,upper_bound_16
583,3,710584,16,0,0,1,1250,3,1,0.000133712671671,0,16,4387.518529,274.2199080625,19592.59265019,66,59,0,0,0.0015631,upper_bound_16
583,3,710584,16,0,0,1,1250,3,1,0.000133712671671,5,16,3911.798408,244.4874005,17018.99204042,71,61,4,0,0.0084323,upper_bound_16
584,3,710585,16,0,0,1,1500,4,0,7.911677085789e-05,0,16,4888.978299,305.5611436875,21679.89151054,79,57,7,3,0.0016093,upper_bound_16
584,3,710585,16,0,0,1,1500,4,0,7.911677085789e-05,5,16,4354.762185,272.1726365625,19168.81092548,74,59,4,0,0.0083427,upper_bound_16
585,3,710586,16,0,0,1,1000,0,1,9.418838050483e-05,0,16,3320.068956,207.50430975,13460.34478463,92,88,0,0,0.0007783,upper_bound_16
585,3,710586,16,0,0,1,1000,0,1,9.418838050483e-05,5,16,2875.505628,179.71910175,11622.52815093,79,76,0,0,0.0042745,upper_bound_16
586,3,710587,16,0,0,1,1250,1,0,4.260847987087e-05,0,16,4421.234801,276.3271750625,19381.1740089,76,64,7,0,0.0017778,upper_bound_16
586,3,710587,16,0,0,1,1250,1,0,4.260847987087e-05,5,16,4013.226273,250.8266420625,17056.13136934,87,72,5,0,0.0080966,upper_bound_16
587,3,710588,16,0,0,1,1500,2,1,6.646862352368e-05,0,16,4426.330179,276.6456361875,19676.65090404,69,57,3,0,0.0017148,upper_bound_16
587,3,710588,16,0,0,1,1500,2,1,6.646862352368e-05,5,16,4238.491712,264.905732,19112.4585706,57,45,2,0,0.007756,upper_bound_16
588,3,710589,16,0,0,1,1000,3,0,5.104129938396e-05,0,16,3355.990281,209.7493925625,13974.95140979,81,76,0,0,0.0007586,upper_bound_16
588,3,710589,16,0,0,1,1000,3,0,5.104129938396e-05,5,16,3482.960012,217.68500075,14459.80005748,85,77,3,0,0.0037006,upper_bound_16
589,3,710590,16,0,0,1,1250,4,1,7.922195677147e-05,0,16,3962.106784,247.631674,17355.53392186,69,60,2,0,0.0013576,upper_bound_16
589,3,710590,16,0,0,1,1250,4,1,7.922195677147e-05,5,16,3555.576373,222.2235233125,15172.88186589,72,60,7,0,0.0077248,upper_bound_16
590,3,710591,16,0,0,1,1500,0,0,8.839090367723e-05,0,16,4956.578746,309.786171625,22432.89373136,67,55,0,0,0.0019284,upper_bound_16
590,3,710591,16,0,0,1,1500,0,0,8.839090367723e-05,5,16,4284.9306,267.8081625,18909.65300039,73,58,0,0,0.0088118,upper_bound_16
591,3,710592,16,0,0,1,1000,1,1,3.13962456861e-05,0,16,3946.311854,246.644490875,16726.55928563,85,75,7,0,0.0009992,upper_bound_16
591,3,710592,16,0,0,1,1000,1,1,3.13962456861e-05,5,16,4252.107346,265.756709125,17405.53671631,114,103,6,0,0.0037794,upper_bound_16
592,3,710593,16,0,0,1,1250,2,0,2.271026584e-05,0,16,3596.480832,224.780052,14992.40416094,86,79,3,0,0.0009666,upper_bound_16
