problem,seed,method,n,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,plans,exact_plans,local_plans,nonlocal_plans,max_route_gap_m,mean_route_gap_m,skipped,runtime_s,certificate
3,33,2,11,11,4064.750209,369.5227462727,16753.7510524,111,104,0,0,0,0,0,0,0,0,0,0.0005639,seven_point_per_channel
3,33,3,11,11,3604.608566,327.6916878182,14453.04283386,111,104,0,0,0,0,0,0,0,0,0,0.0005271,seven_point_per_channel
3,33,4,11,11,3604.608566,327.6916878182,14453.04283386,111,104,0,0,18,18,18,0,0,0,0,0.0012947,seven_point_per_channel
3,33,5,11,11,3230.6284,293.6934909091,12703.14200318,107,100,0,0,18,17,18,0,209.632907971,11.64627266506,0,0.0029958,seven_point_per_channel
3,34,0,12,12,3977.58952,331.4657933333,16487.94760523,103,96,3,0,0,0,0,0,0,0,0,0.0006728,seven_point_per_channel
3,34,1,12,12,4304.472624,358.706052,18122.36312564,103,96,3,0,0,0,0,0,0,0,0,0.0006499,seven_point_per_channel
3,34,2,12,12,4495.828471,374.6523725833,19119.14236907,102,96,2,0,0,0,0,0,0,0,0,0.0006324,seven_point_per_channel
3,34,3,12,12,3977.58952,331.4657933333,16487.94760523,103,96,3,0,0,0,0,0,0,0,0,0.0006455,seven_point_per_channel
3,34,4,12,12,3977.58952,331.4657933333,16487.94760523,103,96,3,0,19,19,19,0,0,0,0,0.0029281,seven_point_per_channel
3,34,5,12,12,3878.286195,323.19051625,15751.43097579,112,108,0,0,19,19,19,0,0,0,0,0.0014496,seven_point_per_channel
3,35,0,15,15,3866.125133,257.7416755333,16310.62567285,89,84,0,0,0,0,0,0,0,0,0,0.0014043,seven_point_per_channel
3,35,1,15,15,4214.543786,280.9695857333,18012.71893264,90,84,1,0,0,0,0,0,0,0,0,0.001396,seven_point_per_channel
3,35,2,15,15,4400.96522,293.3976813333,18984.82610091,89,84,0,0,0,0,0,0,0,0,0,0.0013655,seven_point_per_channel
3,35,3,15,15,3866.125133,257.7416755333,16310.62567285,89,84,0,0,0,0,0,0,0,0,0,0.0015442,seven_point_per_channel
3,35,4,15,15,3866.125133,257.7416755333,16310.62567285,89,84,0,0,22,17,22,0,712.9740869205,136.5751352302,0,0.0061845,seven_point_per_channel
3,35,5,15,15,4083.920388,272.2613592,17369.60194451,90,82,1,0,22,16,22,0,1007.825112281,135.2569870016,0,0.0052449,seven_point_per_channel
3,36,0,10,10,3365.699704,336.5699704,13328.49852551,109,102,1,0,0,0,0,0,0,0,0,0.0004977,seven_point_per_channel
3,36,1,10,10,3562.630043,356.2630043,14338.15022626,108,102,1,0,0,0,0,0,0,0,0,0.0004605,seven_point_per_channel
3,36,2,10,10,3773.564279,377.3564279,15377.82139975,108,102,2,0,0,0,0,0,0,0,0,0.0004609,seven_point_per_channel
3,36,3,10,10,3365.699704,336.5699704,13328.49852551,109,102,1,0,0,0,0,0,0,0,0,0.0004662,seven_point_per_channel
3,36,4,10,10,3637.483399,363.7483399,14487.41700511,115,112,1,0,17,17,17,0,0,0,0,0.0008202,seven_point_per_channel
3,36,5,10,10,3313.26089,331.326089,13061.30445591,109,103,1,0,17,17,17,0,0,0,0,0.0018111,seven_point_per_channel
3,37,0,10,10,4013.090868,401.3090868,16110.45435473,125,113,1,0,0,0,0,0,0,0,0,0.0004092,seven_point_per_channel
3,37,1,10,10,3920.832768,392.0832768,15734.16384516,122,114,0,1,0,0,0,0,0,0,0,0.0003809,seven_point_per_channel
3,37,2,10,10,4197.76036,419.776036,17103.80181335,122,114,1,1,0,0,0,0,0,0,0,0.0003657,seven_point_per_channel
3,37,3,10,10,4013.090868,401.3090868,16110.45435473,125,113,1,0,0,0,0,0,0,0,0,0.0003888,seven_point_per_channel
3,37,4,10,10,4013.090868,401.3090868,16110.45435473,125,113,1,0,17,17,17,0,0,0,0,0.0007664,seven_point_per_channel
3,37,5,10,10,3217.588754,321.7588754,12687.94375968,106,100,0,0,17,17,17,0,0,0,0,0.0019188,seven_point_per_channel
3,38,0,10,10,2983.953394,298.3953394,11689.76696812,99,95,2,0,0,0,0,0,0,0,0,0.0005649,seven_point_per_channel
3,38,1,10,10,3125.932985,312.5932985,12399.66493337,99,95,2,0,0,0,0,0,0,0,0,0.0005386,seven_point_per_channel
3,38,2,10,10,3235.290682,323.5290682,12946.45340695,99,95,2,0,0,0,0,0,0,0,0,0.0005285,seven_point_per_channel
3,38,3,10,10,2983.953394,298.3953394,11689.76696812,99,95,2,0,0,0,0,0,0,0,0,0.0005196,seven_point_per_channel
3,38,4,10,10,2867.711163,286.7711163,11083.55582393,101,96,0,0,17,17,17,0,0,0,0,0.0041872,seven_point_per_channel
3,38,5,10,10,2995.276987,299.5276987,11471.38493711,109,100,2,0,17,17,17,0,0,0,0,0.0050411,seven_point_per_channel
3,39,0,11,11,3505.272693,318.6611539091,13941.36347719,111,101,2,1,0,0,0,0,0,0,0,0.0005445,seven_point_per_channel
3,39,1,11,11,3703.781518,336.7074107273,15013.90759637,109,101,0,0,0,0,0,0,0,0,0,0.0005141,seven_point_per_channel
3,39,2,11,11,3973.153504,361.1957730909,16320.76753133,110,101,1,1,0,0,0,0,0,0,0,0.0005166,seven_point_per_channel
3,39,3,11,11,3505.272693,318.6611539091,13941.36347719,111,101,2,1,0,0,0,0,0,0,0,0.0005249,seven_point_per_channel
3,39,4,11,11,3505.272693,318.6611539091,13941.36347719,111,101,2,1,18,18,18,0,0,0,0,0.0020531,seven_point_per_channel
3,39,5,11,11,3137.386394,285.2169449091,12071.93197594,110,103,5,0,18,18,18,0,0,0,0,0.0021031,seven_point_per_channel
3,40,0,13,13,3750.441311,288.4954854615,15417.20656167,101,94,1,0,0,0,0,0,0,0,0,0.0007191,seven_point_per_channel
3,40,1,13,13,3995.052537,307.3117336154,16640.26266956,101,94,1,0,0,0,0,0,0,0,0,0.0007051,seven_point_per_channel
3,40,2,13,13,4239.330941,326.1023800769,17781.65470742,103,94,3,0,0,0,0,0,0,0,0,0.0007127,seven_point_per_channel
3,40,3,13,13,3750.441311,288.4954854615,15417.20656167,101,94,1,0,0,0,0,0,0,0,0,0.0006988,seven_point_per_channel
3,40,4,13,13,3750.441311,288.4954854615,15417.20656167,101,94,1,0,20,20,20,0,0,0,0,0.004795,seven_point_per_channel
3,40,5,13,13,3823.373976,294.1056904615,15781.86987715,102,89,1,0,20,18,20,0,1123.529760402,82.23494819408,0,0.0056177,seven_point_per_channel
4,1,0,12,12,6660.205481,555.0171234167,25446.02741658,254,235,2,0,0,0,0,0,0,0,0,0.0051855,convex_mesh_per_channel
4,1,1,12,12,7045.402072,587.1168393333,27372.01037103,254,235,2,0,0,0,0,0,0,0,0,0.0050882,convex_mesh_per_channel
4,1,2,12,12,7226.68616,602.2238466667,28343.43080555,252,235,1,0,0,0,0,0,0,0,0,0.0050197,convex_mesh_per_channel
4,1,3,12,12,6660.205481,555.0171234167,25446.02741658,254,235,2,0,0,0,0,0,0,0,0,0.0050369,convex_mesh_per_channel
4,1,4,12,12,6660.205481,555.0171234167,25446.02741658,254,235,2,0,33,15,33,0,589.0999417039,156.2529787211,0,0.0153664,convex_mesh_per_channel
4,1,5,12,12,6419.073121,534.9227600833,24390.36561764,250,228,1,0,33,13,33,0,1105.453269807,294.3880839626,0,0.0211696,convex_mesh_per_channel
4,2,0,11,11,6441.873632,585.6248756364,25019.36816937,235,208,0,0,0,0,0,0,0,0,0,0.0089664,convex_mesh_per_channel
4,2,1,11,11,6697.761956,608.8874505455,26323.80978776,234,208,0,0,0,0,0,0,0,0,0,0.00883,convex_mesh_per_channel
4,2,2,11,11,7103.470964,645.7700876364,28352.35483232,234,208,0,0,0,0,0,0,0,0,0,0.0087568,convex_mesh_per_channel
4,2,3,11,11,6441.873632,585.6248756364,25019.36816937,235,208,0,0,0,0,0,0,0,0,0,0.0088472,convex_mesh_per_channel
4,2,4,11,11,6441.873632,585.6248756364,25019.36816937,235,208,0,0,32,12,32,0,754.7463525142,256.179561308,0,0.026778,convex_mesh_per_channel
4,2,5,11,11,6443.629041,585.7844582727,24868.14521975,240,215,0,0,32,12,32,0,978.2988039075,374.1152177396,0,0.0337464,convex_mesh_per_channel
4,3,0,16,16,5934.886619,370.9304136875,23314.43309724,201,178,3,1,0,0,0,0,0,0,0,0.0081964,upper_bound_16
4,3,1,16,16,6103.113265,381.4445790625,24130.56633834,202,178,3,1,0,0,0,0,0,0,0,0.0082467,upper_bound_16
4,3,2,16,16,6307.540593,394.2212870625,25152.70296843,202,178,3,2,0,0,0,0,0,0,0,0.0082663,upper_bound_16
4,3,3,16,16,5408.801681,338.0501050625,21014.00841227,190,167,3,1,0,0,0,0,0,0,4,0.0080574,upper_bound_16
4,3,4,16,16,5408.801681,338.0501050625,21014.00841227,190,167,3,1,33,11,33,0,979.4731136104,441.4508300448,4,0.024921,upper_bound_16
4,3,5,16,16,5153.023059,322.0639411875,20855.11530154,152,139,1,0,30,6,30,0,1436.685033185,652.1169427763,7,0.0266778,upper_bound_16
4,4,0,11,11,6467.207266,587.9279332727,24256.03630496,257,228,16,2,0,0,0,0,0,0,0,0.0059714,convex_mesh_per_channel
4,4,1,11,11,7309.290647,664.4809679091,27216.45309151,256,228,101,2,0,0,0,0,0,0,0,0.0059746,convex_mesh_per_channel
4,4,2,11,11,7591.203756,690.1094323636,28626.01863396,256,228,101,2,0,0,0,0,0,0,0,0.0059242,convex_mesh_per_channel
4,4,3,11,11,6467.207266,587.9279332727,24256.03630496,257,228,16,2,0,0,0,0,0,0,0,0.0059417,convex_mesh_per_channel
4,4,4,11,11,6467.207266,587.9279332727,24256.03630496,257,228,16,2,32,13,32,0,922.7432259186,227.7008722818,0,0.018666,convex_mesh_per_channel
4,4,5,11,11,5682.88885,516.6262590909,20824.44425983,246,224,3,0,32,12,32,0,1220.930816967,438.5408516394,0,0.0225851,convex_mesh_per_channel
4,5,0,15,15,9484.276252,632.2850834667,37236.3810551,243,207,180,4,0,0,0,0,0,0,0,0.005699,convex_mesh_per_channel
4,5,1,15,15,10808.14243,720.5428286667,43245.71194028,244,207,219,5,0,0,0,0,0,0,0,0.0053973,convex_mesh_per_channel
4,5,2,15,15,11272.577678,751.5051785333,45587.88814985,242,207,221,5,0,0,0,0,0,0,0,0.0053307,convex_mesh_per_channel
4,5,3,15,15,9484.276252,632.2850834667,37236.3810551,243,207,180,4,0,0,0,0,0,0,0,0.0054072,convex_mesh_per_channel
4,5,4,15,15,9484.276252,632.2850834667,37236.3810551,243,207,180,4,36,14,36,0,675.1680821856,261.9054518405,0,0.0176521,convex_mesh_per_channel
4,5,5,15,15,9125.272107,608.3514738,35986.3603653,257,220,116,4,36,13,36,0,864.55032016,225.0134470876,0,0.0156585,convex_mesh_per_channel
4,6,0,10,10,6975.544149,697.5544149,26152.72070394,256,235,60,2,0,0,0,0,0,0,0,0.0071823,convex_mesh_per_channel
4,6,1,10,10,7983.478391,798.3478391,29812.3918382,256,235,152,2,0,0,0,0,0,0,0,0.0071251,convex_mesh_per_channel
4,6,2,10,10,8298.994221,829.8994221,31389.97099609,256,235,152,2,0,0,0,0,0,0,0,0.006863,convex_mesh_per_channel
4,6,3,10,10,6975.544149,697.5544149,26152.72070394,256,235,60,2,0,0,0,0,0,0,0,0.0069307,convex_mesh_per_channel
4,6,4,10,10,6975.544149,697.5544149,26152.72070394,256,235,60,2,31,13,31,0,1313.482602519,381.2671923507,0,0.0214838,convex_mesh_per_channel
4,6,5,10,10,6681.902365,668.1902365,25084.51182793,264,238,19,3,31,12,31,0,1358.326158967,335.9598929659,0,0.0180651,convex_mesh_per_channel
4,7,0,11,11,6730.432705,611.8575186364,25032.16350796,277,257,9,1,0,0,0,0,0,0,0,0.0045454,convex_mesh_per_channel
4,7,1,11,11,7135.681226,648.6982932727,27143.40614028,279,257,0,0,0,0,0,0,0,0,0,0.0047701,convex_mesh_per_channel
4,7,2,11,11,7622.807315,692.9824831818,29579.03657939,279,257,0,0,0,0,0,0,0,0,0,0.0046455,convex_mesh_per_channel
4,7,3,11,11,6730.432705,611.8575186364,25032.16350796,277,257,9,1,0,0,0,0,0,0,0,0.0045152,convex_mesh_per_channel
4,7,4,11,11,6730.432705,611.8575186364,25032.16350796,277,257,9,1,32,15,32,0,1068.083691816,246.3638606841,0,0.0143952,convex_mesh_per_channel
4,7,5,11,11,6383.046211,580.2769282727,23635.231063,267,239,9,1,32,13,32,0,953.8238156455,374.4056395445,0,0.0192786,convex_mesh_per_channel
4,8,0,16,16,7050.593988,440.66212425,28427.96991312,196,167,46,2,0,0,0,0,0,0,0,0.0101946,upper_bound_16
4,8,1,16,16,7473.345131,467.0840706875,30301.7256139,196,167,62,2,0,0,0,0,0,0,0,0.0102226,upper_bound_16
4,8,2,16,16,7856.97119,491.060699375,32359.85592054,191,167,61,1,0,0,0,0,0,0,0,0.0104147,upper_bound_16
4,8,3,16,16,6461.411159,403.8381974375,25902.05576692,182,153,46,2,0,0,0,0,0,0,5,0.0102326,upper_bound_16
4,8,4,16,16,6461.411159,403.8381974375,25902.05576692,182,153,46,2,32,9,32,0,1029.173071379,341.4178928168,5,0.0304073,upper_bound_16
4,8,5,16,16,7060.697595,441.2935996875,28963.48795306,179,155,46,1,34,10,34,0,1252.825935861,450.4575176684,3,0.0378692,upper_bound_16
4,9,0,11,11,6444.082467,585.8256788182,23675.41233573,279,259,0,0,0,0,0,0,0,0,0,0.0038758,convex_mesh_per_channel
4,9,1,11,11,6840.949107,621.9044642727,25659.74553938,279,259,0,0,0,0,0,0,0,0,0,0.0037844,convex_mesh_per_channel
4,9,2,11,11,7215.573954,655.9612685455,27557.86977056,278,259,0,0,0,0,0,0,0,0,0,0.0037894,convex_mesh_per_channel
4,9,3,11,11,6444.082467,585.8256788182,23675.41233573,279,259,0,0,0,0,0,0,0,0,0,0.003883,convex_mesh_per_channel
4,9,4,11,11,6444.082467,585.8256788182,23675.41233573,279,259,0,0,32,13,32,0,452.2840269106,131.5405046,0,0.0118723,convex_mesh_per_channel
4,9,5,11,11,6604.570708,600.4155189091,23782.85352857,297,278,10,1,32,15,32,0,774.2077717251,114.3600133812,0,0.0143963,convex_mesh_per_channel
4,10,0,14,14,6532.674824,466.6196302857,25218.37413034,240,219,0,0,0,0,0,0,0,0,0,0.0062989,convex_mesh_per_channel
4,10,1,14,14,7404.84604,528.9175742857,28649.23016235,240,219,62,1,0,0,0,0,0,0,0,0.0061217,convex_mesh_per_channel
4,10,2,14,14,7019.811427,501.4151019286,27679.05714983,239,219,0,0,0,0,0,0,0,0,0,0.006178,convex_mesh_per_channel
4,10,3,14,14,6532.674824,466.6196302857,25218.37413034,240,219,0,0,0,0,0,0,0,0,0,0.0061045,convex_mesh_per_channel
4,10,4,14,14,6468.130935,462.0093525,24875.65469184,241,218,0,0,35,16,35,0,704.5158644637,229.7681028599,0,0.0218591,convex_mesh_per_channel
4,10,5,14,14,5955.805853,425.4147037857,23039.02927016,216,198,0,0,35,13,35,0,690.1422143834,211.1606813684,0,0.0196564,convex_mesh_per_channel
4,11,0,10,10,7247.38092,724.738092,26691.90458475,284,262,59,2,0,0,0,0,0,0,0,0.0040932,convex_mesh_per_channel
4,11,1,10,10,8198.591579,819.8591579,30012.95777427,285,262,153,3,0,0,0,0,0,0,0,0.0041283,convex_mesh_per_channel
4,11,2,10,10,8668.99858,866.899858,32339.99278239,286,262,153,3,0,0,0,0,0,0,0,0.0040874,convex_mesh_per_channel
4,11,3,10,10,7247.38092,724.738092,26691.90458475,284,262,59,2,0,0,0,0,0,0,0,0.0040987,convex_mesh_per_channel
4,11,4,10,10,7247.38092,724.738092,26691.90458475,284,262,59,2,31,15,31,0,605.2970454982,182.2664710772,0,0.0147211,convex_mesh_per_channel
4,11,5,10,10,7163.817739,716.3817739,26569.08869981,301,277,6,1,31,15,31,0,548.61553921,147.4787009783,0,0.0123464,convex_mesh_per_channel
4,12,0,13,13,7169.15673,551.4735946154,26955.78361087,261,246,54,2,0,0,0,0,0,0,0,0.0047001,convex_mesh_per_channel
4,12,1,13,13,7831.486253,602.4220194615,29602.43116181,260,246,100,2,0,0,0,0,0,0,0,0.0046064,convex_mesh_per_channel
4,12,2,13,13,8213.90047,631.8384976923,31514.50225417,260,246,100,2,0,0,0,0,0,0,0,0.0045891,convex_mesh_per_channel
4,12,3,13,13,7169.15673,551.4735946154,26955.78361087,261,246,54,2,0,0,0,0,0,0,0,0.0047637,convex_mesh_per_channel
4,12,4,13,13,7169.15673,551.4735946154,26955.78361087,261,246,54,2,34,15,34,0,820.622396446,251.3271943621,0,0.0148532,convex_mesh_per_channel
4,12,5,13,13,6825.746698,525.0574383077,25508.73344851,252,237,54,2,34,14,34,0,876.8792236321,211.819211507,0,0.0146597,convex_mesh_per_channel
4,13,0,15,15,6546.990459,436.4660306,26114.95230854,203,180,18,1,0,0,0,0,0,0,0,0.0074947,convex_mesh_per_channel
4,13,1,15,15,7156.566382,477.1044254667,28197.83191287,202,180,84,1,0,0,0,0,0,0,0,0.0076334,convex_mesh_per_channel
4,13,2,15,15,7591.089916,506.0726610667,30345.4495792,203,180,84,1,0,0,0,0,0,0,0,0.0080605,convex_mesh_per_channel
4,13,3,15,15,6546.990459,436.4660306,26114.95230854,203,180,18,1,0,0,0,0,0,0,0,0.0076912,convex_mesh_per_channel
4,13,4,15,15,6546.990459,436.4660306,26114.95230854,203,180,18,1,36,15,36,0,715.8350324155,242.3574022048,0,0.0238966,convex_mesh_per_channel
4,13,5,15,15,6032.145,402.143,24095.72501565,193,173,0,0,36,14,36,0,1135.104941488,466.4413141735,0,0.0437872,convex_mesh_per_channel
4,14,0,11,11,6589.088577,599.0080524545,24145.44288564,288,265,0,0,0,0,0,0,0,0,0,0.0040592,convex_mesh_per_channel
4,14,1,11,11,6672.863269,606.6239335455,24639.31633896,285,265,0,0,0,0,0,0,0,0,0,0.004058,convex_mesh_per_channel
4,14,2,11,11,7258.204075,659.8367340909,27566.02039832,285,265,0,0,0,0,0,0,0,0,0,0.0041748,convex_mesh_per_channel
4,14,3,11,11,6589.088577,599.0080524545,24145.44288564,288,265,0,0,0,0,0,0,0,0,0,0.0040227,convex_mesh_per_channel
4,14,4,11,11,6589.088577,599.0080524545,24145.44288564,288,265,0,0,32,15,32,0,564.1524042395,184.408355917,0,0.0131198,convex_mesh_per_channel
4,14,5,11,11,7320.930781,665.5391619091,27214.65392137,306,269,8,2,32,15,32,0,981.8889462048,255.3157771374,0,0.0160973,convex_mesh_per_channel
4,15,0,14,14,6127.705593,437.6932566429,23808.52797118,216,192,8,1,0,0,0,0,0,0,0,0.0071659,convex_mesh_per_channel
4,15,1,14,14,6163.802434,440.2716024286,24014.01218045,215,192,8,1,0,0,0,0,0,0,0,0.007282,convex_mesh_per_channel
4,15,2,14,14,6613.306812,472.379058,26236.53406802,216,192,8,1,0,0,0,0,0,0,0,0.0071762,convex_mesh_per_channel
4,15,3,14,14,6127.705593,437.6932566429,23808.52797118,216,192,8,1,0,0,0,0,0,0,0,0.0072798,convex_mesh_per_channel
4,15,4,14,14,6127.705593,437.6932566429,23808.52797118,216,192,8,1,35,14,35,0,989.3323958975,292.1112780866,0,0.0216854,convex_mesh_per_channel
4,15,5,14,14,6129.427569,437.8162549286,23497.13784943,227,201,8,1,35,14,35,0,993.6806016614,331.6329900498,0,0.0234338,convex_mesh_per_channel
4,16,0,14,14,7150.395007,510.7425005,28766.9750449,225,202,0,0,0,0,0,0,0,0,0,0.0069466,convex_mesh_per_channel
4,16,1,14,14,7307.137179,521.9383699286,29570.68589664,224,203,0,0,0,0,0,0,0,0,0,0.0070109,convex_mesh_per_channel
4,16,2,14,14,7895.047437,563.9319597857,32485.23719262,225,203,0,0,0,0,0,0,0,0,0,0.0068396,convex_mesh_per_channel
4,16,3,14,14,7150.395007,510.7425005,28766.9750449,225,202,0,0,0,0,0,0,0,0,0,0.006934,convex_mesh_per_channel
4,16,4,14,14,7150.395007,510.7425005,28766.9750449,225,202,0,0,35,14,35,0,775.402809024,208.0965556861,0,0.0213239,convex_mesh_per_channel
4,16,5,14,14,6432.106241,459.4361600714,25265.53121423,221,204,0,0,35,14,35,0,498.4728144402,204.2845144286,0,0.0224363,convex_mesh_per_channel
4,17,0,14,14,7096.661451,506.9043893571,28023.3072611,190,166,102,2,0,0,0,0,0,0,0,0.0089182,convex_mesh_per_channel
4,17,1,14,14,7479.92708,534.2805057143,29954.63541195,190,166,101,2,0,0,0,0,0,0,0,0.0089951,convex_mesh_per_channel
4,17,2,14,14,7902.528569,564.4663263571,32092.64285327,189,166,101,2,0,0,0,0,0,0,0,0.0087357,convex_mesh_per_channel
4,17,3,14,14,7096.661451,506.9043893571,28023.3072611,190,166,102,2,0,0,0,0,0,0,0,0.0089253,convex_mesh_per_channel
4,17,4,14,14,7096.661451,506.9043893571,28023.3072611,190,166,102,2,35,12,35,0,1127.796986806,390.4674017328,0,0.0263177,convex_mesh_per_channel
4,17,5,14,14,7074.588834,505.3277738571,26737.94415653,230,213,98,1,35,13,35,0,1298.97956708,395.2563647441,0,0.0287869,convex_mesh_per_channel
4,18,0,10,10,8169.578209,816.9578209,31092.89112898,274,249,94,4,0,0,0,0,0,0,0,0.0050902,convex_mesh_per_channel
4,18,1,10,10,9725.467333,972.5467333,37147.33689266,274,249,209,4,0,0,0,0,0,0,0,0.0050216,convex_mesh_per_channel
4,18,2,10,10,10348.998779,1034.8998779,40264.99412363,274,249,209,4,0,0,0,0,0,0,0,0.0050073,convex_mesh_per_channel
4,18,3,10,10,8169.578209,816.9578209,31092.89112898,274,249,94,4,0,0,0,0,0,0,0,0.0052002,convex_mesh_per_channel
4,18,4,10,10,8169.578209,816.9578209,31092.89112898,274,249,94,4,31,13,31,0,981.1353443938,298.0279567036,0,0.0166486,convex_mesh_per_channel
4,18,5,10,10,6736.98293,673.698293,24179.91465818,313,280,2,1,31,12,31,0,854.8712726086,271.5673843075,0,0.0124914,convex_mesh_per_channel
4,19,0,13,13,6092.352947,468.6425343846,23821.7647467,214,193,0,0,0,0,0,0,0,0,0,0.0088642,convex_mesh_per_channel
4,19,1,13,13,6262.220772,481.7092901538,24671.10387141,214,193,0,0,0,0,0,0,0,0,0,0.0088598,convex_mesh_per_channel
4,19,2,13,13,6549.343926,503.7956866154,26131.71963801,213,193,0,0,0,0,0,0,0,0,0,0.008807,convex_mesh_per_channel
4,19,3,13,13,6092.352947,468.6425343846,23821.7647467,214,193,0,0,0,0,0,0,0,0,0,0.0088753,convex_mesh_per_channel
4,19,4,13,13,6092.352947,468.6425343846,23821.7647467,214,193,0,0,34,14,34,0,770.8688959035,271.0223908106,0,0.0270878,convex_mesh_per_channel
4,19,5,13,13,6118.715846,470.6704496923,23893.57924894,215,200,0,0,34,14,34,0,616.7587229503,195.9134296022,0,0.0321382,convex_mesh_per_channel
4,20,0,10,10,6386.181575,638.6181575,23805.90788129,265,241,3,1,0,0,0,0,0,0,0,0.0055906,convex_mesh_per_channel
4,20,1,10,10,6628.67466,662.867466,25043.37330439,264,241,3,1,0,0,0,0,0,0,0,0.005565,convex_mesh_per_channel
4,20,2,10,10,6954.999736,695.4999736,26674.99869193,264,241,3,1,0,0,0,0,0,0,0,0.0055544,convex_mesh_per_channel
4,20,3,10,10,6386.181575,638.6181575,23805.90788129,265,241,3,1,0,0,0,0,0,0,0,0.0055074,convex_mesh_per_channel
4,20,4,10,10,6386.181575,638.6181575,23805.90788129,265,241,3,1,31,12,31,0,1027.901030058,307.9094148635,0,0.0168975,convex_mesh_per_channel
4,20,5,10,10,5985.445945,598.5445945,21812.22971033,264,241,4,1,31,12,31,0,609.453766583,161.3222059208,0,0.0176487,convex_mesh_per_channel
4,21,0,10,10,6875.67173,687.567173,25413.35866107,294,273,0,1,0,0,0,0,0,0,0,0.0039646,convex_mesh_per_channel
4,21,1,10,10,7793.54109,779.354109,28577.70532325,291,273,100,1,0,0,0,0,0,0,0,0.0039551,convex_mesh_per_channel
4,21,2,10,10,8072.305602,807.2305602,29946.52787756,292,273,100,1,0,0,0,0,0,0,0,0.003846,convex_mesh_per_channel
4,21,3,10,10,6875.67173,687.567173,25413.35866107,294,273,0,1,0,0,0,0,0,0,0,0.0038889,convex_mesh_per_channel
4,21,4,10,10,6875.67173,687.567173,25413.35866107,294,273,0,1,31,12,31,0,1021.654175816,196.4185094994,0,0.0120939,convex_mesh_per_channel
4,21,5,10,10,6406.695145,640.6695145,23583.47573536,277,255,0,0,31,13,31,0,1116.928669874,388.4417012545,0,0.0197899,convex_mesh_per_channel
4,22,0,14,14,7388.364691,527.7403350714,28451.82345155,266,232,22,2,0,0,0,0,0,0,0,0.0056825,convex_mesh_per_channel
4,22,1,14,14,8929.676747,637.8340533571,34153.38360998,264,232,159,3,0,0,0,0,0,0,0,0.0056448,convex_mesh_per_channel
4,22,2,14,14,9012.00201,643.7144292857,35390.00994237,264,232,104,2,0,0,0,0,0,0,0,0.0056014,convex_mesh_per_channel
4,22,3,14,14,7388.364691,527.7403350714,28451.82345155,266,232,22,2,0,0,0,0,0,0,0,0.005601,convex_mesh_per_channel
4,22,4,14,14,7388.364691,527.7403350714,28451.82345155,266,232,22,2,35,15,35,0,704.4751840781,203.7219344966,0,0.0167826,convex_mesh_per_channel
4,22,5,14,14,6816.351433,486.8822452143,27301.75715133,211,189,14,1,35,14,35,0,1332.974121004,509.390375252,0,0.0343585,convex_mesh_per_channel
4,23,0,15,15,7030.831369,468.7220912667,28084.15687777,216,190,23,2,0,0,0,0,0,0,0,0.0066798,convex_mesh_per_channel
4,23,1,15,15,8254.577941,550.3051960667,32562.88977721,215,190,134,4,0,0,0,0,0,0,0,0.0067712,convex_mesh_per_channel
4,23,2,15,15,8057.100609,537.1400406,32425.50313929,214,190,79,2,0,0,0,0,0,0,0,0.0067275,convex_mesh_per_channel
4,23,3,15,15,7030.831369,468.7220912667,28084.15687777,216,190,23,2,0,0,0,0,0,0,0,0.0066809,convex_mesh_per_channel
4,23,4,15,15,7030.831369,468.7220912667,28084.15687777,216,190,23,2,36,14,36,0,1102.456688816,367.1013978258,0,0.019849,convex_mesh_per_channel
4,23,5,15,15,6778.675039,451.9116692667,26643.37521996,220,197,26,2,36,14,36,0,1291.924069919,288.085215188,0,0.0207521,convex_mesh_per_channel
4,24,0,15,15,6726.60359,448.4402393333,27073.01796434,209,189,1,0,0,0,0,0,0,0,0,0.0073499,convex_mesh_per_channel
4,24,1,15,15,8199.051166,546.6034110667,33350.25595885,218,190,58,1,0,0,0,0,0,0,0,0.0070774,convex_mesh_per_channel
4,24,2,15,15,8070.576241,538.0384160667,33597.88121526,216,190,2,0,0,0,0,0,0,0,0,0.0072006,convex_mesh_per_channel
4,24,3,15,15,6726.60359,448.4402393333,27073.01796434,209,189,1,0,0,0,0,0,0,0,0,0.0073874,convex_mesh_per_channel
4,24,4,15,15,6726.60359,448.4402393333,27073.01796434,209,189,1,0,36,14,36,0,897.8491845043,283.4830728832,0,0.0219379,convex_mesh_per_channel
4,24,5,15,15,7110.666647,474.0444431333,29083.33316531,191,168,32,1,36,12,36,0,1057.051806849,463.0397864149,0,0.0332554,convex_mesh_per_channel
4,25,0,14,14,7905.780706,564.6986218571,31103.90351843,242,210,65,3,0,0,0,0,0,0,0,0.0070731,convex_mesh_per_channel
4,25,1,14,14,8708.716873,622.0512052143,34048.58438648,241,210,138,3,0,0,0,0,0,0,0,0.0070789,convex_mesh_per_channel
4,25,2,14,14,9504.799842,678.9142744286,37848.99923607,247,210,140,4,0,0,0,0,0,0,0,0.007031,convex_mesh_per_channel
4,25,3,14,14,7905.780706,564.6986218571,31103.90351843,242,210,65,3,0,0,0,0,0,0,0,0.0070288,convex_mesh_per_channel
