日期,时间段,计划购电_kWh,最终合同购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,弃电_kWh,电价_元每kWh,时段初SOC_kWh,时段末SOC_kWh
2025-04-21,06:30-06:40,0.0,0.0,0.0,507.62199999999984,1.7053025658242404e-13,0.0,0.8601,7952.063777777779,7388.039333333335
2025-04-21,06:40-06:50,0.0,0.0,0.0,432.57999999999976,3.410605131648481e-13,0.0,0.8442,7388.039333333335,6907.394888888891
2025-04-21,06:50-07:00,0.0,0.0,0.0,372.78208333333316,1.1368683772161603e-13,0.0,0.8334,6907.394888888891,6493.192574074076
2025-04-21,07:00-07:10,0.0,0.0,0.0,317.8760999999999,5.684341886080802e-14,0.0,0.8092,6493.192574074076,6139.99690740741
2025-04-21,07:10-07:20,0.0,0.0,0.0,258.54608333333334,0.0,1.1368683772161603e-13,0.7972,6139.99690740741,5852.723481481484
2025-04-21,07:20-07:30,0.0,0.0,0.0,184.0637499999998,1.4210854715202004e-13,0.0,0.7644,5852.723481481484,5648.208203703706
2025-04-21,07:30-07:40,0.0,0.0,0.0,112.73983333333345,0.0,7.105427357601002e-14,0.6899,5648.208203703706,5522.941722222225
2025-04-21,07:40-07:50,0.0,0.0,0.0,177.7771499999998,2.2737367544323206e-13,0.0,0.86,5522.941722222225,5325.411555555558
2025-04-21,07:50-08:00,0.0,0.0,0.0,332.10666666666657,1.7053025658242404e-13,0.0,1.1617,5325.411555555558,4956.404148148151
2025-04-21,08:00-08:10,0.0,0.0,0.0,372.46779999999956,3.410605131648481e-13,0.0,1.1683,4956.404148148151,4542.55103703704
2025-04-21,08:10-08:20,0.0,0.0,0.0,307.5297500000003,0.0,3.410605131648481e-13,1.0956,4542.55103703704,4200.851314814818
2025-04-21,08:20-08:30,0.0,0.0,0.0,215.56249999999983,1.7053025658242404e-13,0.0,1.0849,4200.851314814818,3961.337425925929
2025-04-21,08:30-08:40,0.0,0.0,0.0,159.65071666666654,1.4210854715202004e-13,0.0,1.061,3961.337425925929,3783.947740740744
