kind,date,baseline_yuan,main_yuan,saving_yuan
q4_2,2025-06-17,64840.292472611705,66047.53917532043,-1207.246702708726
q4_2,2025-06-18,63052.435906403945,63970.3705745482,-917.9346681442548
q4_2,2025-06-19,57449.02149639653,55384.84436983388,2064.177126562652
q4_2,2025-06-20,20046.709648037348,19297.48792219282,749.2217258445271
q4_2,2025-06-21,25421.80985084266,25513.513030171813,-91.7031793291535
q4_2,2025-06-22,57881.12914215412,58961.50030599327,-1080.3711638391542
q4_2,2025-06-23,55783.00233199744,54145.00876944618,1637.993562551259
q4_2,2025-06-24,57768.57360167136,59450.983417729505,-1682.4098160581416
q4_2,2025-06-25,53889.57836886061,52686.67564844787,1202.9027204127415
q4_2,2025-06-26,61162.00328001532,62088.98184916648,-926.978569151157
q4_2,2025-06-27,19930.04517285806,19934.239036650735,-4.193863792675984
q4_2,2025-06-28,20442.031228269123,19631.137667982526,810.8935602865968
q4_2,2025-06-29,51795.41938256045,50741.75681787761,1053.6625646828397
q4_2,2025-06-30,58434.048771295005,59147.26347548469,-713.2147041896824
q4_2,2025-07-01,73950.2792637894,69905.48593182079,4044.7933319686126
q4_2,2025-07-02,72404.57649509338,66742.34755231661,5662.228942776768
q4_2,2025-07-03,81713.41861947995,82863.10896780695,-1149.6903483269998
q4_2,2025-07-04,36153.23557891196,34422.089073313924,1731.146505598037
q4_2,2025-07-05,35255.580484919024,35875.4836225177,-619.9031375986742
q4_2,2025-07-06,87826.83625141057,82643.4853146255,5183.350936785064
q4_2,2025-07-07,82180.35495535545,83782.64773901306,-1602.2927836576127
q4_2,2025-07-08,68879.60584534367,69319.65999714691,-440.05415180324053
q4_2,2025-07-09,66482.86423257607,66264.91618027518,217.94805230089696
q4_2,2025-07-10,66334.75404536983,64802.56949980649,1532.1845455633447
q4_2,2025-07-11,28408.515636080432,27828.451593375266,580.0640427051658
q4_2,2025-07-12,31611.822824123166,31914.857608480674,-303.0347843575073
q4_2,2025-07-13,64128.32028992116,64246.28231755417,-117.96202763300971
q4_2,2025-07-14,67646.09483598045,67554.882550112,91.21228586844518
q4_2,2025-07-15,62428.53873630627,60764.319379247776,1664.2193570584932
q4_2,2025-07-16,66192.79200231441,66455.25834999028,-262.4663476758724
q4_2,2025-07-17,64918.10132882554,64540.716658947356,377.3846698781854
q4_2,2025-07-18,27845.28686458549,28254.69046529318,-409.4036007076902
q4_2,2025-07-19,26780.82043136621,26202.98671028274,577.8337210834688
q4_2,2025-07-20,61751.25946735502,59948.679545487124,1802.5799218678949
q4_2,2025-07-21,66479.22315803869,66682.93050425813,-203.70734621943848
q4_2,2025-07-22,65656.93087896175,65293.52930249311,363.401576468641
q4_2,2025-07-23,63747.18621729326,61583.425538596595,2163.7606786966644
q4_2,2025-07-24,63506.40698884409,61538.837784968346,1967.569203875748
q4_2,2025-07-25,25270.880466721028,24935.76374323436,335.11672348666616
q4_2,2025-07-26,31689.531810476237,31776.329833526535,-86.79802305029807
q4_2,2025-07-27,60792.87738674905,61216.76852916366,-423.8911424146063
