n,ni,no,ri,ro,phase,score
22,8,13,997,1858,0.865385,997
22,8,13,997,1858,1.29808,997
22,8,13,997,1858,1.73077,997
22,8,13,997,1861,0,997
22,8,13,997,1861,0.432692,997
22,8,13,997,1861,0.865385,997
22,8,13,997,1861,1.29808,997
22,8,13,997,1861,1.73077,997
22,8,13,997,1864,0,997
22,8,13,997,1864,0.432692,997
22,8,13,997,1864,0.865385,997
22,8,13,997,1864,1.29808,997
22,8,13,997,1864,1.73077,997
22,8,13,997,1867,0,997
22,8,13,997,1867,0.432692,997
22,8,13,997,1867,0.865385,997
22,8,13,997,1867,1.29808,997
22,8,13,997,1867,1.73077,997
22,8,13,997,1870,0,998.281
22,8,13,997,1870,0.432692,998.281
22,8,13,997,1870,0.865385,998.281
22,8,13,997,1870,1.29808,998.281
22,8,13,997,1870,1.73077,998.281
22,8,13,997,1873,0,1001.21
22,8,13,997,1873,0.432692,1001.21
22,8,13,997,1873,0.865385,1001.21
22,8,13,997,1873,1.29808,1001.21
22,8,13,997,1873,1.73077,1001.21
22,8,13,997,1876,0,1004.14
22,8,13,997,1876,0.432692,1004.14
22,8,13,997,1876,0.865385,1004.14
22,8,13,997,1876,1.29808,1004.14
22,8,13,997,1876,1.73077,1004.14
22,8,13,997,1879,0,1005
22,8,13,997,1879,0.432692,1005
22,8,13,997,1879,0.865385,1005
22,8,13,997,1879,1.29808,1005
22,8,13,997,1879,1.73077,1005
22,8,13,997,1882,0,1005
22,8,13,997,1882,0.432692,1005
22,8,13,997,1882,0.865385,1005
22,8,13,997,1882,1.29808,1005
22,8,13,997,1882,1.73077,1005
22,8,13,997,1885,0,1005
22,8,13,997,1885,0.432692,1005
22,8,13,997,1885,0.865385,1005
22,8,13,997,1885,1.29808,1005
22,8,13,997,1885,1.73077,1005
22,8,13,997,1888,0,1005
22,8,13,997,1888,0.432692,1005
22,8,13,997,1888,0.865385,1005
22,8,13,997,1888,1.29808,1005
22,8,13,997,1888,1.73077,1005
22,8,13,997,1891,0,1005
22,8,13,997,1891,0.432692,1005
22,8,13,997,1891,0.865385,1005
22,8,13,997,1891,1.29808,1005
22,8,13,997,1891,1.73077,1005
22,8,13,997,1894,0,1005
22,8,13,997,1894,0.432692,1005
22,8,13,997,1894,0.865385,1005
22,8,13,997,1894,1.29808,1005
22,8,13,997,1894,1.73077,1005
22,8,13,997,1897,0,1005
22,8,13,997,1897,0.432692,1005
22,8,13,997,1897,0.865385,1005
22,8,13,997,1897,1.29808,1005
22,8,13,997,1897,1.73077,1005
22,8,13,997,1900,0,1005
22,8,13,997,1900,0.432692,1005
22,8,13,997,1900,0.865385,1005
22,8,13,997,1900,1.29808,1005
22,8,13,997,1900,1.73077,1005
22,8,13,998,1855,0,998
22,8,13,998,1855,0.432692,998
22,8,13,998,1855,0.865385,998
22,8,13,998,1855,1.29808,998
22,8,13,998,1855,1.73077,998
22,8,13,998,1858,0,998
22,8,13,998,1858,0.432692,998
22,8,13,998,1858,0.865385,998
22,8,13,998,1858,1.29808,998
22,8,13,998,1858,1.73077,998
22,8,13,998,1861,0,998
22,8,13,998,1861,0.432692,998
22,8,13,998,1861,0.865385,998
22,8,13,998,1861,1.29808,998
22,8,13,998,1861,1.73077,998
22,8,13,998,1864,0,998
22,8,13,998,1864,0.432692,998
22,8,13,998,1864,0.865385,998
22,8,13,998,1864,1.29808,998
22,8,13,998,1864,1.73077,998
22,8,13,998,1867,0,998
22,8,13,998,1867,0.432692,998
22,8,13,998,1867,0.865385,998
22,8,13,998,1867,1.29808,998
22,8,13,998,1867,1.73077,998
22,8,13,998,1870,0,998
22,8,13,998,1870,0.432692,998.281
22,8,13,998,1870,0.865385,998.281
22,8,13,998,1870,1.29808,998.281
22,8,13,998,1870,1.73077,998.281
22,8,13,998,1873,0,1000.31
22,8,13,998,1873,0.432692,1001.21
22,8,13,998,1873,0.865385,1001.21
22,8,13,998,1873,1.29808,1001.21
22,8,13,998,1873,1.73077,1001.21
22,8,13,998,1876,0,1003.24
22,8,13,998,1876,0.432692,1004.14
22,8,13,998,1876,0.865385,1004.14
22,8,13,998,1876,1.29808,1004.14
22,8,13,998,1876,1.73077,1004.14
22,8,13,998,1879,0,1005
22,8,13,998,1879,0.432692,1005
22,8,13,998,1879,0.865385,1005
22,8,13,998,1879,1.29808,1005
22,8,13,998,1879,1.73077,1005
22,8,13,998,1882,0,1005
22,8,13,998,1882,0.432692,1005
22,8,13,998,1882,0.865385,1005
22,8,13,998,1882,1.29808,1005
22,8,13,998,1882,1.73077,1005
22,8,13,998,1885,0,1005
22,8,13,998,1885,0.432692,1005
22,8,13,998,1885,0.865385,1005
22,8,13,998,1885,1.29808,1005
22,8,13,998,1885,1.73077,1005
22,8,13,998,1888,0,1005
22,8,13,998,1888,0.432692,1005
22,8,13,998,1888,0.865385,1005
22,8,13,998,1888,1.29808,1005
22,8,13,998,1888,1.73077,1005
22,8,13,998,1891,0,1005
22,8,13,998,1891,0.432692,1005
22,8,13,998,1891,0.865385,1005
22,8,13,998,1891,1.29808,1005
22,8,13,998,1891,1.73077,1005
22,8,13,998,1894,0,1005
22,8,13,998,1894,0.432692,1005
22,8,13,998,1894,0.865385,1005
22,8,13,998,1894,1.29808,1005
22,8,13,998,1894,1.73077,1005
22,8,13,998,1897,0,1005
22,8,13,998,1897,0.432692,1005
22,8,13,998,1897,0.865385,1005
22,8,13,998,1897,1.29808,1005
22,8,13,998,1897,1.73077,1005
22,8,13,998,1900,0,1005
22,8,13,998,1900,0.432692,1005
22,8,13,998,1900,0.865385,1005
22,8,13,998,1900,1.29808,1005
22,8,13,998,1900,1.73077,1005
22,8,13,999,1855,0,999
22,8,13,999,1855,0.432692,999
22,8,13,999,1855,0.865385,999
22,8,13,999,1855,1.29808,999
22,8,13,999,1855,1.73077,999
22,8,13,999,1858,0,999
22,8,13,999,1858,0.432692,999
22,8,13,999,1858,0.865385,999
22,8,13,999,1858,1.29808,999
22,8,13,999,1858,1.73077,999
22,8,13,999,1861,0,999
22,8,13,999,1861,0.432692,999
22,8,13,999,1861,0.865385,999
22,8,13,999,1861,1.29808,999
22,8,13,999,1861,1.73077,999
22,8,13,999,1864,0,999
22,8,13,999,1864,0.432692,999
22,8,13,999,1864,0.865385,999
22,8,13,999,1864,1.29808,999
22,8,13,999,1864,1.73077,999
22,8,13,999,1867,0,999
22,8,13,999,1867,0.432692,999
22,8,13,999,1867,0.865385,999
22,8,13,999,1867,1.29808,999
22,8,13,999,1867,1.73077,999
22,8,13,999,1870,0,999
22,8,13,999,1870,0.432692,999
22,8,13,999,1870,0.865385,999
22,8,13,999,1870,1.29808,999
22,8,13,999,1870,1.73077,999
22,8,13,999,1873,0,999
22,8,13,999,1873,0.432692,999
22,8,13,999,1873,0.865385,999
22,8,13,999,1873,1.29808,999
22,8,13,999,1873,1.73077,999
22,8,13,999,1876,0,999
22,8,13,999,1876,0.432692,999
22,8,13,999,1876,0.865385,999
22,8,13,999,1876,1.29808,999
22,8,13,999,1876,1.73077,999
22,8,13,999,1879,0,999
22,8,13,999,1879,0.432692,999
22,8,13,999,1879,0.865385,999
22,8,13,999,1879,1.29808,999
22,8,13,999,1879,1.73077,999
22,8,13,999,1882,0,999
22,8,13,999,1882,0.432692,999
22,8,13,999,1882,0.865385,999
22,8,13,999,1882,1.29808,999
22,8,13,999,1882,1.73077,999
22,8,13,999,1885,0,999
22,8,13,999,1885,0.432692,999
22,8,13,999,1885,0.865385,999
22,8,13,999,1885,1.29808,999
22,8,13,999,1885,1.73077,999
22,8,13,999,1888,0,999
22,8,13,999,1888,0.432692,999
22,8,13,999,1888,0.865385,999
22,8,13,999,1888,1.29808,999
22,8,13,999,1888,1.73077,999
22,8,13,999,1891,0,999.219
22,8,13,999,1891,0.432692,999.219
22,8,13,999,1891,0.865385,999.219
22,8,13,999,1891,1.29808,999.219
22,8,13,999,1891,1.73077,999.219
22,8,13,999,1894,0,1002.15
22,8,13,999,1894,0.432692,1002.15
22,8,13,999,1894,0.865385,1002.15
22,8,13,999,1894,1.29808,1002.15
22,8,13,999,1894,1.73077,1002.15
22,8,13,999,1897,0,1005
22,8,13,999,1897,0.432692,1005
22,8,13,999,1897,0.865385,1005
22,8,13,999,1897,1.29808,1005
22,8,13,999,1897,1.73077,1005
22,8,13,999,1900,0,1005
22,8,13,999,1900,0.432692,1005
22,8,13,999,1900,0.865385,1005
22,8,13,999,1900,1.29808,1005
22,8,13,999,1900,1.73077,1005
22,9,12,982,1864,0,985.039
22,9,12,982,1864,1.25,985.039
22,9,12,982,1864,2.5,985.039
22,9,12,982,1864,3.75,985.039
22,9,12,982,1864,5,985.039
22,9,12,982,1867,0,985.078
22,9,12,982,1867,1.25,985.078
22,9,12,982,1867,2.5,985.078
22,9,12,982,1867,3.75,985.078
22,9,12,982,1867,5,985.078
22,9,12,982,1870,0,987.969
22,9,12,982,1870,1.25,987.969
22,9,12,982,1870,2.5,987.969
22,9,12,982,1870,3.75,987.969
22,9,12,982,1870,5,987.969
22,9,12,982,1873,0,990.898
22,9,12,982,1873,1.25,990.898
22,9,12,982,1873,2.5,990.898
22,9,12,982,1873,3.75,990.898
22,9,12,982,1873,5,990.898
22,9,12,982,1876,0,993.789
22,9,12,982,1876,1.25,993.789
22,9,12,982,1876,2.5,993.789
22,9,12,982,1876,3.75,993.789
22,9,12,982,1876,5,993.789
22,9,12,982,1879,0,996.68
22,9,12,982,1879,1.25,996.68
22,9,12,982,1879,2.5,996.68
22,9,12,982,1879,3.75,996.68
22,9,12,982,1879,5,996.68
22,9,12,982,1882,0,999.609
22,9,12,982,1882,1.25,999.609
22,9,12,982,1882,2.5,999.609
22,9,12,982,1882,3.75,999.609
22,9,12,982,1882,5,999.609
22,9,12,982,1885,0,1002.5
22,9,12,982,1885,1.25,1002.5
22,9,12,982,1885,2.5,1002.5
22,9,12,982,1885,3.75,1002.5
22,9,12,982,1885,5,1002.5
22,9,12,982,1888,0,1005
22,9,12,982,1888,1.25,1005
22,9,12,982,1888,2.5,1005
22,9,12,982,1888,3.75,1005
22,9,12,982,1888,5,1005
22,9,12,982,1891,0,1005
22,9,12,982,1891,1.25,1005
22,9,12,982,1891,2.5,1005
22,9,12,982,1891,3.75,1005
22,9,12,982,1891,5,1005
22,9,12,982,1894,0,1005
22,9,12,982,1894,1.25,1005
22,9,12,982,1894,2.5,1005
22,9,12,982,1894,3.75,1005
22,9,12,982,1894,5,1005
22,9,12,982,1897,0,1005
22,9,12,982,1897,1.25,1005
22,9,12,982,1897,2.5,1005
22,9,12,982,1897,3.75,1005
22,9,12,982,1897,5,1005
22,9,12,982,1900,0,1005
22,9,12,982,1900,1.25,1005
22,9,12,982,1900,2.5,1005
22,9,12,982,1900,3.75,1005
22,9,12,982,1900,5,1005
22,9,12,983,1864,0,985.039
22,9,12,983,1864,1.25,985.039
22,9,12,983,1864,2.5,985.039
22,9,12,983,1864,3.75,985.039
22,9,12,983,1864,5,985.039
22,9,12,983,1867,0,985.078
22,9,12,983,1867,1.25,985.078
22,9,12,983,1867,2.5,985.078
22,9,12,983,1867,3.75,985.078
22,9,12,983,1867,5,985.078
22,9,12,983,1870,0,987.969
22,9,12,983,1870,1.25,987.969
22,9,12,983,1870,2.5,987.969
22,9,12,983,1870,3.75,987.969
22,9,12,983,1870,5,987.969
22,9,12,983,1873,0,990.898
22,9,12,983,1873,1.25,990.898
22,9,12,983,1873,2.5,990.898
22,9,12,983,1873,3.75,990.898
22,9,12,983,1873,5,990.898
22,9,12,983,1876,0,993.789
22,9,12,983,1876,1.25,993.789
22,9,12,983,1876,2.5,993.789
22,9,12,983,1876,3.75,993.789
22,9,12,983,1876,5,993.789
22,9,12,983,1879,0,996.68
22,9,12,983,1879,1.25,996.68
22,9,12,983,1879,2.5,996.68
22,9,12,983,1879,3.75,996.68
22,9,12,983,1879,5,996.68
22,9,12,983,1882,0,999.609
22,9,12,983,1882,1.25,999.609
22,9,12,983,1882,2.5,999.609
22,9,12,983,1882,3.75,999.609
22,9,12,983,1882,5,999.609
22,9,12,983,1885,0,1002.5
22,9,12,983,1885,1.25,1002.5
22,9,12,983,1885,2.5,1002.5
22,9,12,983,1885,3.75,1002.5
22,9,12,983,1885,5,1002.5
22,9,12,983,1888,0,1005
22,9,12,983,1888,1.25,1005
22,9,12,983,1888,2.5,1005
22,9,12,983,1888,3.75,1005
22,9,12,983,1888,5,1005
22,9,12,983,1891,0,1005
22,9,12,983,1891,1.25,1005
22,9,12,983,1891,2.5,1005
22,9,12,983,1891,3.75,1005
22,9,12,983,1891,5,1005
22,9,12,983,1894,0,1005
22,9,12,983,1894,1.25,1005
22,9,12,983,1894,2.5,1005
22,9,12,983,1894,3.75,1005
22,9,12,983,1894,5,1005
22,9,12,983,1897,0,1005
22,9,12,983,1897,1.25,1005
22,9,12,983,1897,2.5,1005
22,9,12,983,1897,3.75,1005
22,9,12,983,1897,5,1005
22,9,12,983,1900,0,1005
22,9,12,983,1900,1.25,1005
22,9,12,983,1900,2.5,1005
22,9,12,983,1900,3.75,1005
22,9,12,983,1900,5,1005
22,9,12,984,1864,0,985.039
22,9,12,984,1864,1.25,985.039
22,9,12,984,1864,2.5,985.039
22,9,12,984,1864,3.75,985.039
22,9,12,984,1864,5,985.039
22,9,12,984,1867,0,985.078
22,9,12,984,1867,1.25,985.078
22,9,12,984,1867,2.5,985.078
22,9,12,984,1867,3.75,985.078
22,9,12,984,1867,5,985.078
22,9,12,984,1870,0,987.969
22,9,12,984,1870,1.25,987.969
22,9,12,984,1870,2.5,987.969
22,9,12,984,1870,3.75,987.969
22,9,12,984,1870,5,987.969
22,9,12,984,1873,0,990.898
22,9,12,984,1873,1.25,990.898
22,9,12,984,1873,2.5,990.898
22,9,12,984,1873,3.75,990.898
22,9,12,984,1873,5,990.898
22,9,12,984,1876,0,993.789
22,9,12,984,1876,1.25,993.789
22,9,12,984,1876,2.5,993.789
22,9,12,984,1876,3.75,993.789
22,9,12,984,1876,5,993.789
22,9,12,984,1879,0,996.68
22,9,12,984,1879,1.25,996.68
22,9,12,984,1879,2.5,996.68
22,9,12,984,1879,3.75,996.68
22,9,12,984,1879,5,996.68
22,9,12,984,1882,0,999.609
22,9,12,984,1882,1.25,999.609
22,9,12,984,1882,2.5,999.609
22,9,12,984,1882,3.75,999.609
22,9,12,984,1882,5,999.609
22,9,12,984,1885,0,1002.5
22,9,12,984,1885,1.25,1002.5
22,9,12,984,1885,2.5,1002.5
22,9,12,984,1885,3.75,1002.5
22,9,12,984,1885,5,1002.5
22,9,12,984,1888,0,1005
22,9,12,984,1888,1.25,1005
22,9,12,984,1888,2.5,1005
22,9,12,984,1888,3.75,1005
22,9,12,984,1888,5,1005
22,9,12,984,1891,0,1005
22,9,12,984,1891,1.25,1005
22,9,12,984,1891,2.5,1005
22,9,12,984,1891,3.75,1005
22,9,12,984,1891,5,1005
22,9,12,984,1894,0,1005
22,9,12,984,1894,1.25,1005
22,9,12,984,1894,2.5,1005
22,9,12,984,1894,3.75,1005
22,9,12,984,1894,5,1005
22,9,12,984,1897,0,1005
22,9,12,984,1897,1.25,1005
22,9,12,984,1897,2.5,1005
22,9,12,984,1897,3.75,1005
22,9,12,984,1897,5,1005
22,9,12,984,1900,0,1005
22,9,12,984,1900,1.25,1005
22,9,12,984,1900,2.5,1005
22,9,12,984,1900,3.75,1005
22,9,12,984,1900,5,1005
22,9,12,985,1864,0,985.039
22,9,12,985,1864,1.25,985.039
22,9,12,985,1864,2.5,985.039
22,9,12,985,1864,3.75,985.039
22,9,12,985,1864,5,985.039
22,9,12,985,1867,0,985.078
22,9,12,985,1867,1.25,985.078
22,9,12,985,1867,2.5,985.078
22,9,12,985,1867,3.75,985.078
22,9,12,985,1867,5,985.078
22,9,12,985,1870,0,987.969
22,9,12,985,1870,1.25,987.969
22,9,12,985,1870,2.5,987.969
22,9,12,985,1870,3.75,987.969
22,9,12,985,1870,5,987.969
22,9,12,985,1873,0,990.898
22,9,12,985,1873,1.25,990.898
22,9,12,985,1873,2.5,990.898
22,9,12,985,1873,3.75,990.898
22,9,12,985,1873,5,990.898
22,9,12,985,1876,0,993.789
22,9,12,985,1876,1.25,993.789
22,9,12,985,1876,2.5,993.789
22,9,12,985,1876,3.75,993.789
22,9,12,985,1876,5,993.789
22,9,12,985,1879,0,996.68
22,9,12,985,1879,1.25,996.68
22,9,12,985,1879,2.5,996.68
22,9,12,985,1879,3.75,996.68
22,9,12,985,1879,5,996.68
22,9,12,985,1882,0,999.609
22,9,12,985,1882,1.25,999.609
22,9,12,985,1882,2.5,999.609
22,9,12,985,1882,3.75,999.609
22,9,12,985,1882,5,999.609
22,9,12,985,1885,0,1002.5
22,9,12,985,1885,1.25,1002.5
22,9,12,985,1885,2.5,1002.5
22,9,12,985,1885,3.75,1002.5
22,9,12,985,1885,5,1002.5
22,9,12,985,1888,0,1005
22,9,12,985,1888,1.25,1005
22,9,12,985,1888,2.5,1005
22,9,12,985,1888,3.75,1005
22,9,12,985,1888,5,1005
22,9,12,985,1891,0,1005
22,9,12,985,1891,1.25,1005
22,9,12,985,1891,2.5,1005
22,9,12,985,1891,3.75,1005
22,9,12,985,1891,5,1005
22,9,12,985,1894,0,1005
22,9,12,985,1894,1.25,1005
22,9,12,985,1894,2.5,1005
22,9,12,985,1894,3.75,1005
22,9,12,985,1894,5,1005
22,9,12,985,1897,0,1005
22,9,12,985,1897,1.25,1005
22,9,12,985,1897,2.5,1005
22,9,12,985,1897,3.75,1005
22,9,12,985,1897,5,1005
22,9,12,985,1900,0,1005
22,9,12,985,1900,1.25,1005
22,9,12,985,1900,2.5,1005
22,9,12,985,1900,3.75,1005
22,9,12,985,1900,5,1005
22,9,12,986,1864,0,986
22,9,12,986,1864,1.25,986
22,9,12,986,1864,2.5,986
22,9,12,986,1864,3.75,986
22,9,12,986,1864,5,986
22,9,12,986,1867,0,986
22,9,12,986,1867,1.25,986
22,9,12,986,1867,2.5,986
22,9,12,986,1867,3.75,986
22,9,12,986,1867,5,986
22,9,12,986,1870,0,987.969
22,9,12,986,1870,1.25,987.969
22,9,12,986,1870,2.5,987.969
22,9,12,986,1870,3.75,987.969
22,9,12,986,1870,5,987.969
22,9,12,986,1873,0,990.898
22,9,12,986,1873,1.25,990.898
22,9,12,986,1873,2.5,990.898
22,9,12,986,1873,3.75,990.898
22,9,12,986,1873,5,990.898
22,9,12,986,1876,0,993.789
22,9,12,986,1876,1.25,993.789
22,9,12,986,1876,2.5,993.789
22,9,12,986,1876,3.75,993.789
22,9,12,986,1876,5,993.789
22,9,12,986,1879,0,996.68
22,9,12,986,1879,1.25,996.68
22,9,12,986,1879,2.5,996.68
22,9,12,986,1879,3.75,996.68
22,9,12,986,1879,5,996.68
22,9,12,986,1882,0,999.609
22,9,12,986,1882,1.25,999.609
22,9,12,986,1882,2.5,999.609
22,9,12,986,1882,3.75,999.609
22,9,12,986,1882,5,999.609
22,9,12,986,1885,0,1002.5
22,9,12,986,1885,1.25,1002.5
22,9,12,986,1885,2.5,1002.5
22,9,12,986,1885,3.75,1002.5
22,9,12,986,1885,5,1002.5
22,9,12,986,1888,0,1005
22,9,12,986,1888,1.25,1005
22,9,12,986,1888,2.5,1005
22,9,12,986,1888,3.75,1005
22,9,12,986,1888,5,1005
22,9,12,986,1891,0,1005
22,9,12,986,1891,1.25,1005
22,9,12,986,1891,2.5,1005
22,9,12,986,1891,3.75,1005
22,9,12,986,1891,5,1005
22,9,12,986,1894,0,1005
22,9,12,986,1894,1.25,1005
22,9,12,986,1894,2.5,1005
22,9,12,986,1894,3.75,1005
22,9,12,986,1894,5,1005
22,9,12,986,1897,0,1005
22,9,12,986,1897,1.25,1005
22,9,12,986,1897,2.5,1005
22,9,12,986,1897,3.75,1005
22,9,12,986,1897,5,1005
22,9,12,986,1900,0,1005
22,9,12,986,1900,1.25,1005
22,9,12,986,1900,2.5,1005
22,9,12,986,1900,3.75,1005
22,9,12,986,1900,5,1005
22,9,12,987,1864,0,987
22,9,12,987,1864,1.25,987
22,9,12,987,1864,2.5,987
22,9,12,987,1864,3.75,987
22,9,12,987,1864,5,987
22,9,12,987,1867,0,987
22,9,12,987,1867,1.25,987
22,9,12,987,1867,2.5,987
22,9,12,987,1867,3.75,987
22,9,12,987,1867,5,987
22,9,12,987,1870,0,987.969
22,9,12,987,1870,1.25,987.969
22,9,12,987,1870,2.5,987.969
22,9,12,987,1870,3.75,987.969
22,9,12,987,1870,5,987.969
22,9,12,987,1873,0,990.898
22,9,12,987,1873,1.25,990.898
22,9,12,987,1873,2.5,990.898
22,9,12,987,1873,3.75,990.898
22,9,12,987,1873,5,990.898
22,9,12,987,1876,0,993.789
22,9,12,987,1876,1.25,993.789
22,9,12,987,1876,2.5,993.789
22,9,12,987,1876,3.75,993.789
22,9,12,987,1876,5,993.789
22,9,12,987,1879,0,996.68
22,9,12,987,1879,1.25,996.68
22,9,12,987,1879,2.5,996.68
22,9,12,987,1879,3.75,996.68
22,9,12,987,1879,5,996.68
22,9,12,987,1882,0,999.609
22,9,12,987,1882,1.25,999.609
22,9,12,987,1882,2.5,999.609
22,9,12,987,1882,3.75,999.609
22,9,12,987,1882,5,999.609
22,9,12,987,1885,0,1002.5
22,9,12,987,1885,1.25,1002.5
22,9,12,987,1885,2.5,1002.5
22,9,12,987,1885,3.75,1002.5
22,9,12,987,1885,5,1002.5
22,9,12,987,1888,0,1005
22,9,12,987,1888,1.25,1005
22,9,12,987,1888,2.5,1005
22,9,12,987,1888,3.75,1005
22,9,12,987,1888,5,1005
22,9,12,987,1891,0,1005
22,9,12,987,1891,1.25,1005
22,9,12,987,1891,2.5,1005
22,9,12,987,1891,3.75,1005
22,9,12,987,1891,5,1005
22,9,12,987,1894,0,1005
22,9,12,987,1894,1.25,1005
22,9,12,987,1894,2.5,1005
22,9,12,987,1894,3.75,1005
22,9,12,987,1894,5,1005
22,9,12,987,1897,0,1005
22,9,12,987,1897,1.25,1005
22,9,12,987,1897,2.5,1005
22,9,12,987,1897,3.75,1005
22,9,12,987,1897,5,1005
22,9,12,987,1900,0,1005
22,9,12,987,1900,1.25,1005
22,9,12,987,1900,2.5,1005
22,9,12,987,1900,3.75,1005
22,9,12,987,1900,5,1005
22,9,12,988,1864,0,988
22,9,12,988,1864,1.25,988
22,9,12,988,1864,2.5,988
22,9,12,988,1864,3.75,988
22,9,12,988,1864,5,988
22,9,12,988,1867,0,988
22,9,12,988,1867,1.25,988
22,9,12,988,1867,2.5,988
22,9,12,988,1867,3.75,988
22,9,12,988,1867,5,988
22,9,12,988,1870,0,988
22,9,12,988,1870,1.25,988
22,9,12,988,1870,2.5,988
22,9,12,988,1870,3.75,988
22,9,12,988,1870,5,988
22,9,12,988,1873,0,990.898
22,9,12,988,1873,1.25,990.898
22,9,12,988,1873,2.5,990.898
22,9,12,988,1873,3.75,990.898
22,9,12,988,1873,5,990.898
22,9,12,988,1876,0,993.789
22,9,12,988,1876,1.25,993.789
22,9,12,988,1876,2.5,993.789
22,9,12,988,1876,3.75,993.789
22,9,12,988,1876,5,993.789
22,9,12,988,1879,0,996.68
22,9,12,988,1879,1.25,996.68
22,9,12,988,1879,2.5,996.68
22,9,12,988,1879,3.75,996.68
22,9,12,988,1879,5,996.68
22,9,12,988,1882,0,999.609
22,9,12,988,1882,1.25,999.609
22,9,12,988,1882,2.5,999.609
22,9,12,988,1882,3.75,999.609
22,9,12,988,1882,5,999.609
22,9,12,988,1885,0,1002.5
22,9,12,988,1885,1.25,1002.5
22,9,12,988,1885,2.5,1002.5
22,9,12,988,1885,3.75,1002.5
22,9,12,988,1885,5,1002.5
22,9,12,988,1888,0,1005
22,9,12,988,1888,1.25,1005
22,9,12,988,1888,2.5,1005
22,9,12,988,1888,3.75,1005
22,9,12,988,1888,5,1005
22,9,12,988,1891,0,1005
22,9,12,988,1891,1.25,1005
22,9,12,988,1891,2.5,1005
22,9,12,988,1891,3.75,1005
22,9,12,988,1891,5,1005
22,9,12,988,1894,0,1005
22,9,12,988,1894,1.25,1005
22,9,12,988,1894,2.5,1005
22,9,12,988,1894,3.75,1005
22,9,12,988,1894,5,1005
22,9,12,988,1897,0,1005
22,9,12,988,1897,1.25,1005
22,9,12,988,1897,2.5,1005
22,9,12,988,1897,3.75,1005
22,9,12,988,1897,5,1005
22,9,12,988,1900,0,1005
22,9,12,988,1900,1.25,1005
22,9,12,988,1900,2.5,1005
22,9,12,988,1900,3.75,1005
22,9,12,988,1900,5,1005
22,9,12,989,1864,0,989
22,9,12,989,1864,1.25,989
22,9,12,989,1864,2.5,989
22,9,12,989,1864,3.75,989
22,9,12,989,1864,5,989
22,9,12,989,1867,0,989
22,9,12,989,1867,1.25,989
22,9,12,989,1867,2.5,989
22,9,12,989,1867,3.75,989
22,9,12,989,1867,5,989
22,9,12,989,1870,0,989
22,9,12,989,1870,1.25,989
22,9,12,989,1870,2.5,989
22,9,12,989,1870,3.75,989
22,9,12,989,1870,5,989
22,9,12,989,1873,0,990.898
22,9,12,989,1873,1.25,990.898
22,9,12,989,1873,2.5,990.898
22,9,12,989,1873,3.75,990.898
22,9,12,989,1873,5,990.898
22,9,12,989,1876,0,993.789
22,9,12,989,1876,1.25,993.789
22,9,12,989,1876,2.5,993.789
22,9,12,989,1876,3.75,993.789
22,9,12,989,1876,5,993.789
22,9,12,989,1879,0,996.68
22,9,12,989,1879,1.25,996.68
22,9,12,989,1879,2.5,996.68
22,9,12,989,1879,3.75,996.68
22,9,12,989,1879,5,996.68
22,9,12,989,1882,0,999.609
22,9,12,989,1882,1.25,999.609
22,9,12,989,1882,2.5,999.609
22,9,12,989,1882,3.75,999.609
22,9,12,989,1882,5,999.609
22,9,12,989,1885,0,1002.5
22,9,12,989,1885,1.25,1002.5
22,9,12,989,1885,2.5,1002.5
22,9,12,989,1885,3.75,1002.5
22,9,12,989,1885,5,1002.5
22,9,12,989,1888,0,1005
22,9,12,989,1888,1.25,1005
22,9,12,989,1888,2.5,1005
22,9,12,989,1888,3.75,1005
22,9,12,989,1888,5,1005
22,9,12,989,1891,0,1005
22,9,12,989,1891,1.25,1005
22,9,12,989,1891,2.5,1005
22,9,12,989,1891,3.75,1005
22,9,12,989,1891,5,1005
22,9,12,989,1894,0,1005
22,9,12,989,1894,1.25,1005
22,9,12,989,1894,2.5,1005
22,9,12,989,1894,3.75,1005
22,9,12,989,1894,5,1005
22,9,12,989,1897,0,1005
22,9,12,989,1897,1.25,1005
22,9,12,989,1897,2.5,1005
22,9,12,989,1897,3.75,1005
22,9,12,989,1897,5,1005
22,9,12,989,1900,0,1005
22,9,12,989,1900,1.25,1005
22,9,12,989,1900,2.5,1005
22,9,12,989,1900,3.75,1005
22,9,12,989,1900,5,1005
22,9,12,990,1864,0,990
22,9,12,990,1864,1.25,990
22,9,12,990,1864,2.5,990
22,9,12,990,1864,3.75,990
22,9,12,990,1864,5,990
22,9,12,990,1867,0,990
22,9,12,990,1867,1.25,990
22,9,12,990,1867,2.5,990
22,9,12,990,1867,3.75,990
22,9,12,990,1867,5,990
22,9,12,990,1870,0,990
22,9,12,990,1870,1.25,990
22,9,12,990,1870,2.5,990
22,9,12,990,1870,3.75,990
22,9,12,990,1870,5,990
22,9,12,990,1873,0,990.898
22,9,12,990,1873,1.25,990.898
22,9,12,990,1873,2.5,990.898
22,9,12,990,1873,3.75,990.898
22,9,12,990,1873,5,990.898
22,9,12,990,1876,0,993.789
22,9,12,990,1876,1.25,993.789
22,9,12,990,1876,2.5,993.789
22,9,12,990,1876,3.75,993.789
22,9,12,990,1876,5,993.789
22,9,12,990,1879,0,996.68
22,9,12,990,1879,1.25,996.68
22,9,12,990,1879,2.5,996.68
22,9,12,990,1879,3.75,996.68
22,9,12,990,1879,5,996.68
