case_id,problem,seed,n,method,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,runtime_s,certificate
310160,3,310160,12,1,12,3688.482233,307.3735194167,15192.41116804,99,92,1,0,0.0008507,seven_point_per_channel
310160,3,310160,12,2,12,3688.482233,307.3735194167,15192.41116804,99,92,1,0,0.000834,seven_point_per_channel
310161,3,310161,16,0,16,5557.941853,347.3713658125,24319.70926724,103,96,1,0,0.000416,upper_bound_16
310161,3,310161,16,1,16,4417.647883,276.1029926875,18553.23941703,105,96,2,0,0.0008949,upper_bound_16
310161,3,310161,16,2,16,4417.647883,276.1029926875,18553.23941703,105,96,2,0,0.0008897,upper_bound_16
310162,3,310162,14,0,14,4101.636713,292.9740509286,17313.18356037,96,89,0,0,0.0003516,seven_point_per_channel
310162,3,310162,14,1,14,3615.164788,258.2260562857,14800.82394562,98,92,1,0,0.0008019,seven_point_per_channel
310162,3,310162,14,2,14,3615.164788,258.2260562857,14800.82394562,98,92,1,0,0.0007927,seven_point_per_channel
310163,3,310163,13,0,13,5284.457938,406.4967644615,22847.28971774,109,105,0,0,0.0003263,seven_point_per_channel
310163,3,310163,13,1,13,4406.350302,338.9500232308,18361.75152183,113,104,0,0,0.0005488,seven_point_per_channel
310163,3,310163,13,2,13,4406.350302,338.9500232308,18361.75152183,113,104,0,0,0.0005354,seven_point_per_channel
310164,3,310164,13,0,13,4539.785128,349.2142406154,19098.92565097,110,105,0,0,0.000337,seven_point_per_channel
310164,3,310164,13,1,13,3698.464367,284.497259,14992.32183677,107,97,1,0,0.0006022,seven_point_per_channel
310164,3,310164,13,2,13,3698.464367,284.497259,14992.32183677,107,97,1,0,0.0006091,seven_point_per_channel
310165,3,310165,10,0,10,4275.250467,427.5250467,18031.25233716,104,96,1,0,0.0002685,seven_point_per_channel
310165,3,310165,10,1,10,3441.088492,344.1088492,13620.44245617,113,102,0,0,0.0005557,seven_point_per_channel
310165,3,310165,10,2,10,3441.088492,344.1088492,13620.44245617,113,102,0,0,0.0005613,seven_point_per_channel
310166,3,310166,13,0,13,4678.559379,359.889183,19962.79689805,104,98,1,0,0.0003257,seven_point_per_channel
310166,3,310166,13,1,13,3380.918165,260.0706280769,13764.59082733,93,86,4,0,0.0011369,seven_point_per_channel
310166,3,310166,13,2,13,3380.918165,260.0706280769,13764.59082733,93,86,4,0,0.0011216,seven_point_per_channel
310167,3,310167,14,0,14,4749.005453,339.2146752143,20800.02726805,87,84,0,0,0.0003344,seven_point_per_channel
310167,3,310167,14,1,14,3985.144541,284.6531815,16600.72271776,101,90,0,1,0.0010922,seven_point_per_channel
310167,3,310167,14,2,14,3985.144541,284.6531815,16600.72271776,101,90,0,1,0.0011111,seven_point_per_channel
310168,3,310168,11,0,11,4780.661226,434.605566,20468.30614507,106,99,1,0,0.0002904,seven_point_per_channel
310168,3,310168,11,1,11,3953.411261,359.4010237273,16077.0563147,115,105,1,0,0.0005175,seven_point_per_channel
310168,3,310168,11,2,11,3953.411261,359.4010237273,16077.0563147,115,105,1,0,0.0005008,seven_point_per_channel
310169,3,310169,15,0,15,4933.324852,328.8883234667,20976.62424896,111,105,1,0,0.0003825,seven_point_per_channel
310169,3,310169,15,1,15,3946.378179,263.0918786,15836.89089581,118,108,2,1,0.0005289,seven_point_per_channel
310169,3,310169,15,2,15,3946.378179,263.0918786,15836.89089581,118,108,2,1,0.0005184,seven_point_per_channel
310170,3,310170,14,0,14,4475.949824,319.7107017143,18929.74913594,104,100,0,0,0.0003499,seven_point_per_channel
310170,3,310170,14,1,14,4076.352922,291.1680658571,16791.7646187,109,100,1,0,0.000678,seven_point_per_channel
310170,3,310170,14,2,14,4076.352922,291.1680658571,16791.7646187,109,100,1,0,0.000669,seven_point_per_channel
310171,3,310171,10,0,10,4028.835754,402.8835754,16474.17878667,114,111,1,0,0.0002386,seven_point_per_channel
310171,3,310171,10,1,10,3462.074333,346.2074333,13840.37166289,108,104,0,0,0.0004311,seven_point_per_channel
310171,3,310171,10,2,10,3462.074333,346.2074333,13840.37166289,108,104,0,0,0.0004274,seven_point_per_channel
310172,3,310172,12,0,12,4159.778579,346.6482149167,17673.89290622,95,90,0,0,0.0002922,seven_point_per_channel
310172,3,310172,12,1,12,3389.569738,282.4641448333,13847.84869879,94,90,0,0,0.0009707,seven_point_per_channel
310172,3,310172,12,2,12,3389.569738,282.4641448333,13847.84869879,94,90,0,0,0.0009879,seven_point_per_channel
310173,3,310173,15,0,15,4515.614843,301.0409895333,19738.0742192,83,75,1,0,0.0003858,seven_point_per_channel
310173,3,310173,15,1,15,3753.689262,250.2459508,15918.44631477,84,75,0,0,0.0017963,seven_point_per_channel
310173,3,310173,15,2,15,3753.689262,250.2459508,15918.44631477,84,75,0,0,0.0018352,seven_point_per_channel
310174,3,310174,11,0,11,4115.284608,374.1167825455,17321.42304259,100,96,0,0,0.0002728,seven_point_per_channel
310174,3,310174,11,1,11,3157.310345,287.0282131818,12596.55173099,98,93,0,0,0.0007047,seven_point_per_channel
310174,3,310174,11,2,11,3157.310345,287.0282131818,12596.55173099,98,93,0,0,0.0006928,seven_point_per_channel
310175,3,310175,10,0,10,3695.446212,369.5446212,14877.23105373,113,105,0,0,0.0002811,seven_point_per_channel
310175,3,310175,10,1,10,2683.775778,268.3775778,10098.87889756,103,99,0,0,0.0005349,seven_point_per_channel
310175,3,310175,10,2,10,2683.775778,268.3775778,10098.87889756,103,99,0,0,0.0005194,seven_point_per_channel
310176,3,310176,10,0,10,3933.537708,393.3537708,16197.68854153,108,104,0,0,0.0002285,seven_point_per_channel
310176,3,310176,10,1,10,3337.85975,333.785975,13064.29876093,113,110,0,0,0.0004077,seven_point_per_channel
310176,3,310176,10,2,10,3337.85975,333.785975,13064.29876093,113,110,0,0,0.0004073,seven_point_per_channel
310177,3,310177,10,0,10,3663.170172,366.3170172,14960.85086725,104,98,1,0,0.0002625,seven_point_per_channel
310177,3,310177,10,1,10,3286.987922,328.6987922,12794.93960672,114,105,1,0,0.0004919,seven_point_per_channel
310177,3,310177,10,2,10,3286.987922,328.6987922,12794.93960672,114,105,1,0,0.0004829,seven_point_per_channel
310178,3,310178,13,0,13,4548.576635,349.8905103846,19362.88318426,103,96,0,0,0.0003668,seven_point_per_channel
310178,3,310178,13,1,13,3849.312328,296.1009483077,16056.56163459,97,88,0,0,0.0008581,seven_point_per_channel
310178,3,310178,13,2,13,3849.312328,296.1009483077,16056.56163459,97,88,0,0,0.0010109,seven_point_per_channel
310179,3,310179,13,0,13,4194.609172,322.662244,18008.04586367,89,83,0,0,0.0004369,seven_point_per_channel
310179,3,310179,13,1,13,3241.700623,249.3615863846,13043.50310913,96,88,0,1,0.0010512,seven_point_per_channel
310179,3,310179,13,2,13,3241.700623,249.3615863846,13043.50310913,96,88,0,1,0.0010082,seven_point_per_channel
310180,3,310180,13,0,13,4709.240638,362.2492798462,20481.20320638,92,85,1,0,0.0004711,seven_point_per_channel
310180,3,310180,13,1,13,4100.26389,315.4049146154,17331.31945119,96,86,1,0,0.0014817,seven_point_per_channel
310180,3,310180,13,2,13,4100.26389,315.4049146154,17331.31945119,96,86,1,0,0.0011962,seven_point_per_channel
310181,3,310181,12,0,12,4415.969129,367.9974274167,18874.84564566,98,91,0,0,0.0003019,seven_point_per_channel
310181,3,310181,12,1,12,3704.22299,308.6852491667,15161.11496202,103,91,2,1,0.0021398,seven_point_per_channel
310181,3,310181,12,2,12,3704.22299,308.6852491667,15161.11496202,103,91,2,1,0.000974,seven_point_per_channel
310182,3,310182,15,0,15,4399.734165,293.315611,18863.6708291,93,87,0,0,0.0004996,seven_point_per_channel
310182,3,310182,15,1,15,3226.810472,215.1206981333,13019.05237441,92,82,2,0,0.0014615,seven_point_per_channel
310182,3,310182,15,2,15,3226.810472,215.1206981333,13019.05237441,92,82,2,0,0.0012841,seven_point_per_channel
310183,3,310183,11,0,11,4009.300403,364.4818548182,16456.50202026,111,108,0,0,0.0003112,seven_point_per_channel
310183,3,310183,11,1,11,3487.484561,317.044051,13797.42282418,113,108,0,0,0.0006079,seven_point_per_channel
310183,3,310183,11,2,11,3487.484561,317.044051,13797.42282418,113,108,0,0,0.0006601,seven_point_per_channel
310184,3,310184,11,0,11,4094.912067,372.2647333636,17044.56034315,106,101,0,0,0.0002824,seven_point_per_channel
310184,3,310184,11,1,11,3386.820751,307.8927955455,13804.10375884,96,91,0,0,0.0006362,seven_point_per_channel
310184,3,310184,11,2,11,3386.820751,307.8927955455,13804.10375884,96,91,0,0,0.0007689,seven_point_per_channel
310185,3,310185,15,0,15,5331.34677,355.423118,23741.73385335,86,78,0,0,0.0005187,seven_point_per_channel
310185,3,310185,15,1,15,3972.514131,264.8342754,16287.57065989,107,99,2,0,0.0010494,seven_point_per_channel
310185,3,310185,15,2,15,3972.514131,264.8342754,16287.57065989,107,99,2,0,0.0008326,seven_point_per_channel
310186,3,310186,14,0,14,5013.053045,358.0752175,21650.26522988,103,98,0,0,0.0003363,seven_point_per_channel
310186,3,310186,14,1,14,4204.325294,300.3089495714,17491.62647307,107,101,0,0,0.0005927,seven_point_per_channel
310186,3,310186,14,2,14,4204.325294,300.3089495714,17491.62647307,107,101,0,0,0.0007439,seven_point_per_channel
310187,3,310187,12,0,12,4570.30454,380.8587116667,19656.52269939,97,91,1,0,0.000392,seven_point_per_channel
310187,3,310187,12,1,12,3527.529364,293.9607803333,14367.64684138,100,91,1,1,0.0009118,seven_point_per_channel
310187,3,310187,12,2,12,3527.529364,293.9607803333,14367.64684138,100,91,1,1,0.0008372,seven_point_per_channel
310188,3,310188,12,0,12,4481.866929,373.48891075,19074.33464737,102,97,0,0,0.0002947,seven_point_per_channel
310188,3,310188,12,1,12,3922.289855,326.8574879167,16106.44927905,108,101,0,0,0.0006463,seven_point_per_channel
310188,3,310188,12,2,12,3922.289855,326.8574879167,16106.44927905,108,101,0,0,0.0007033,seven_point_per_channel
310189,3,310189,12,0,12,4030.66433,335.8886941667,16723.32166348,105,101,0,0,0.0003531,seven_point_per_channel
310189,3,310189,12,1,12,3790.448976,315.870748,15317.24488177,113,102,0,1,0.0006259,seven_point_per_channel
310189,3,310189,12,2,12,3790.448976,315.870748,15317.24488177,113,102,0,1,0.0005637,seven_point_per_channel
310190,3,310190,15,0,15,5475.710428,365.0473618667,24278.55214794,92,85,0,0,0.0003796,seven_point_per_channel
310190,3,310190,15,1,15,3976.205026,265.0803350667,16431.02513407,104,92,1,1,0.0009137,seven_point_per_channel
310190,3,310190,15,2,15,3976.205026,265.0803350667,16431.02513407,104,92,1,1,0.0009043,seven_point_per_channel
310191,3,310191,11,0,11,4172.767188,379.3424716364,17753.83594197,95,92,0,0,0.0002644,seven_point_per_channel
310191,3,310191,11,1,11,3469.156989,315.3779080909,14130.78493415,99,93,0,0,0.0007361,seven_point_per_channel
310191,3,310191,11,2,11,3469.156989,315.3779080909,14130.78493415,99,93,0,0,0.0007227,seven_point_per_channel
310192,3,310192,15,0,15,4604.855514,306.9903676,20014.27755865,89,82,0,0,0.0003889,seven_point_per_channel
310192,3,310192,15,1,15,3858.471978,257.2314652,16612.35991043,78,71,0,0,0.0017738,seven_point_per_channel
310192,3,310192,15,2,15,3858.471978,257.2314652,16612.35991043,78,71,0,0,0.001778,seven_point_per_channel
310193,3,310193,12,0,12,4276.557755,356.3798129167,18157.78879065,98,92,1,0,0.0003013,seven_point_per_channel
310193,3,310193,12,1,12,3696.47287,308.0394058333,14952.36435151,109,101,0,1,0.0005962,seven_point_per_channel
310193,3,310193,12,2,12,3696.47287,308.0394058333,14952.36435151,109,101,0,1,0.0005832,seven_point_per_channel
310194,3,310194,12,0,12,4394.157829,366.1798190833,18680.78914753,101,93,0,0,0.0003048,seven_point_per_channel
310194,3,310194,12,1,12,3643.070138,303.5891781667,14635.35069897,110,106,0,0,0.0004646,seven_point_per_channel
310194,3,310194,12,2,12,3643.070138,303.5891781667,14635.35069897,110,106,0,0,0.0004523,seven_point_per_channel
310195,3,310195,10,0,10,3699.184925,369.9184925,14975.92461712,110,104,0,0,0.0002557,seven_point_per_channel
310195,3,310195,10,1,10,3259.699581,325.9699581,12598.49789654,116,110,0,0,0.0004272,seven_point_per_channel
310195,3,310195,10,2,10,3259.699581,325.9699581,12598.49789654,116,110,0,0,0.0004214,seven_point_per_channel
310196,3,310196,13,0,13,4660.961676,358.5355135385,19549.80839958,115,111,0,0,0.0003248,seven_point_per_channel
310196,3,310196,13,1,13,3794.863126,291.9125481538,15349.31563391,111,102,1,0,0.0005752,seven_point_per_channel
310196,3,310196,13,2,13,3794.863126,291.9125481538,15349.31563391,111,102,1,0,0.0005705,seven_point_per_channel
310197,3,310197,14,0,14,4436.274943,316.8767816429,19166.37471519,90,83,0,0,0.0003534,seven_point_per_channel
310197,3,310197,14,1,14,3638.19197,259.870855,15010.95984968,95,88,1,0,0.0008973,seven_point_per_channel
310197,3,310197,14,2,14,3638.19197,259.870855,15010.95984968,95,88,1,0,0.0008304,seven_point_per_channel
310198,3,310198,14,0,14,4571.073436,326.5052454286,19645.3671911,96,92,0,0,0.0003297,seven_point_per_channel
310198,3,310198,14,1,14,3891.273996,277.9481425714,15991.36998638,105,98,0,0,0.0006599,seven_point_per_channel
310198,3,310198,14,2,14,3891.273996,277.9481425714,15991.36998638,105,98,0,0,0.0006437,seven_point_per_channel
310199,3,310199,16,0,16,4895.368477,305.9605298125,21606.84238933,83,79,0,0,0.0003888,upper_bound_16
310199,3,310199,16,1,16,3578.537368,223.6585855,14982.68685548,85,77,0,0,0.0010947,upper_bound_16
310199,3,310199,16,2,16,3578.537368,223.6585855,14982.68685548,85,77,0,0,0.0010775,upper_bound_16
310200,3,310200,12,0,12,4813.234481,401.1028734167,20616.1724069,105,102,1,0,0.0003008,seven_point_per_channel
310200,3,310200,12,1,12,3904.689129,325.39076075,15973.44563967,109,105,0,0,0.0004764,seven_point_per_channel
310200,3,310200,12,2,12,3904.689129,325.39076075,15973.44563967,109,105,0,0,0.0004683,seven_point_per_channel
310001,4,310001,16,0,16,6829.151869,426.8219918125,28430.75928883,161,144,38,2,0.000567,upper_bound_16
310001,4,310001,16,1,16,9980.043171,623.7526981875,40805.21560337,213,182,164,5,0.0150255,upper_bound_16
310001,4,310001,16,2,16,7660.33562,478.77097625,30176.67801582,223,193,79,3,0.0069257,upper_bound_16
310002,4,310002,10,0,10,12419.044537,1241.9044537,48670.22272051,396,364,97,2,0.0004382,convex_mesh_per_channel
310002,4,310002,10,1,10,10352.319687,1035.2319687,38346.59830892,348,320,191,3,0.0081191,convex_mesh_per_channel
310002,4,310002,10,2,10,8143.899419,814.3899419,29909.49694957,303,279,106,4,0.0047878,convex_mesh_per_channel
310003,4,310003,15,0,15,11712.162261,780.8108174,49755.81129014,244,211,85,2,0.0005761,convex_mesh_per_channel
310003,4,310003,15,1,15,7243.012548,482.8675032,28890.06273372,236,210,0,1,0.0165404,convex_mesh_per_channel
310003,4,310003,15,2,15,7028.360834,468.5573889333,28436.80416209,178,154,74,1,0.0105189,convex_mesh_per_channel
310004,4,310004,14,0,14,12806.489748,914.7492677143,51787.44876375,346,313,112,3,0.0005398,convex_mesh_per_channel
310004,4,310004,14,1,14,9341.715357,667.2653826429,36483.57671094,273,247,121,3,0.0132635,convex_mesh_per_channel
310004,4,310004,14,2,14,7392.95811,528.0684364286,28789.79054818,247,222,36,3,0.0047504,convex_mesh_per_channel
310005,4,310005,13,0,13,11370.309588,874.6391990769,45481.54778048,327,292,94,2,0.0005059,convex_mesh_per_channel
310005,4,310005,13,1,13,7813.139893,601.010761,30630.69947293,270,245,9,1,0.0114855,convex_mesh_per_channel
310005,4,310005,13,2,13,5993.067208,461.0051698462,22690.33605102,234,220,0,0,0.0072275,convex_mesh_per_channel
310006,4,310006,12,0,12,11301.743528,941.8119606667,45898.7176398,349,314,1,0,0.0005187,convex_mesh_per_channel
310006,4,310006,12,1,12,8120.303201,676.6919334167,31096.5160143,308,274,9,2,0.0120672,convex_mesh_per_channel
310006,4,310006,12,2,12,7304.436681,608.70305675,28307.1834612,254,235,26,1,0.0069147,convex_mesh_per_channel
310007,4,310007,16,0,16,10029.680081,626.8550050625,42343.40045369,238,210,27,2,0.000595,upper_bound_16
310007,4,310007,16,1,16,7620.390159,476.2743849375,31131.95080139,206,161,41,4,0.01577,upper_bound_16
310007,4,310007,16,2,16,8289.95734,518.12233375,34164.78664285,197,170,74,3,0.0100388,upper_bound_16
310008,4,310008,15,0,15,11698.637301,779.9091534,49193.18648656,289,259,27,1,0.0005741,convex_mesh_per_channel
310008,4,310008,15,1,15,8355.688285,557.0458856667,34418.44143982,223,198,28,2,0.0161477,convex_mesh_per_channel
310008,4,310008,15,2,15,8392.587218,559.5058145333,33137.93604287,223,203,124,5,0.0070335,convex_mesh_per_channel
310009,4,310009,13,0,13,11100.135556,853.8565812308,45835.67778592,313,276,9,1,0.000531,convex_mesh_per_channel
310009,4,310009,13,1,13,8105.490567,623.4992743846,31447.45286506,281,250,32,2,0.0113099,convex_mesh_per_channel
310009,4,310009,13,2,13,5856.013428,450.4625713846,21835.06713409,241,219,0,1,0.0060203,convex_mesh_per_channel
310010,4,310010,15,0,15,11549.511929,769.9674619333,49152.55965992,280,244,0,0,0.000595,convex_mesh_per_channel
310010,4,310010,15,1,15,8058.162255,537.210817,32660.81129596,247,216,0,1,0.0141092,convex_mesh_per_channel
310010,4,310010,15,2,15,7890.980755,526.0653836667,31549.90387207,234,210,42,2,0.0060749,convex_mesh_per_channel
310011,4,310011,15,0,15,12463.970538,830.9313692,51484.8526995,289,254,131,3,0.0005744,convex_mesh_per_channel
310011,4,310011,15,1,15,6889.940895,459.329393,29069.7044729,170,148,1,0,0.0212807,convex_mesh_per_channel
310011,4,310011,15,2,15,7612.149647,507.4766431333,30180.74813524,175,146,160,4,0.0110329,convex_mesh_per_channel
310012,4,310012,16,0,16,9272.568413,579.5355258125,38377.84192907,184,165,144,3,0.0005643,upper_bound_16
310012,4,310012,16,1,16,8702.34108,543.8963175,34441.70539601,284,254,20,1,0.0105116,upper_bound_16
310012,4,310012,16,2,16,6177.004213,386.0627633125,24630.02108236,196,179,4,0,0.0091965,upper_bound_16
310013,4,310013,15,0,15,10331.990635,688.7993756667,43514.95319732,264,234,0,0,0.0009223,convex_mesh_per_channel
310013,4,310013,15,1,15,7526.520482,501.7680321333,31037.60242912,212,184,0,0,0.021633,convex_mesh_per_channel
310013,4,310013,15,2,15,6211.485799,414.0990532667,24987.42899741,193,171,1,0,0.0102261,convex_mesh_per_channel
310014,4,310014,13,0,13,11289.549789,868.4269068462,47102.74892527,261,229,90,1,0.0005233,convex_mesh_per_channel
310014,4,310014,13,1,13,7454.73066,573.44082,30523.65329249,215,192,6,1,0.0191539,convex_mesh_per_channel
310014,4,310014,13,2,13,6849.460379,526.8815676154,26977.30185804,190,169,90,1,0.0156914,convex_mesh_per_channel
310015,4,310015,14,0,14,12401.544013,885.8245723571,51287.72006789,309,277,84,2,0.0008027,convex_mesh_per_channel
310015,4,310015,14,1,14,8749.182572,624.9416122857,35005.91285304,278,252,12,1,0.0136706,convex_mesh_per_channel
310015,4,310015,14,2,14,8421.539397,601.5385283571,34147.69698375,224,189,71,4,0.0090834,convex_mesh_per_channel
310016,4,310016,15,0,15,10833.106306,722.2070870667,45525.53154245,280,253,0,0,0.0005606,convex_mesh_per_channel
310016,4,310016,15,1,15,8247.031617,549.8021078,33810.15810098,224,194,32,2,0.0145577,convex_mesh_per_channel
310016,4,310016,15,2,15,6612.771296,440.8514197333,27248.85649874,185,160,1,0,0.0123536,convex_mesh_per_channel
310017,4,310017,10,0,10,10318.193208,1031.8193208,40885.96605455,353,326,0,0,0.000589,convex_mesh_per_channel
310017,4,310017,10,1,10,7325.738185,732.5738185,27598.69090922,296,273,1,0,0.0146266,convex_mesh_per_channel
310017,4,310017,10,2,10,6099.286657,609.9286657,22636.43329892,256,239,1,0,0.0063423,convex_mesh_per_channel
310018,4,310018,14,0,14,11494.019581,821.0013986429,46780.09790006,342,304,18,2,0.0005534,convex_mesh_per_channel
310018,4,310018,14,1,14,8763.070455,625.9336039286,35555.35227467,254,231,27,3,0.0101267,convex_mesh_per_channel
310018,4,310018,14,2,14,9406.097215,671.8640867857,37195.48616658,249,217,145,7,0.0049788,convex_mesh_per_channel
310019,4,310019,16,0,16,5217.378203,326.0861376875,22421.8910154,111,98,0,0,0.0005979,upper_bound_16
310019,4,310019,16,1,16,6144.004799,384.0002999375,25545.02393427,138,115,50,1,0.027141,upper_bound_16
310019,4,310019,16,2,16,5906.834023,369.1771264375,23644.17011542,186,156,4,2,0.008354,upper_bound_16
310020,4,310020,14,0,14,12631.617346,902.2583818571,52388.08667724,294,260,118,2,0.0005357,convex_mesh_per_channel
310020,4,310020,14,1,14,9726.636588,694.7597562857,37923.18305793,287,265,124,2,0.0098684,convex_mesh_per_channel
310020,4,310020,14,2,14,6673.621433,476.6872452143,25608.10718392,250,223,3,1,0.0051006,convex_mesh_per_channel
310021,4,310021,12,0,12,11203.491207,933.62426725,46547.45605575,299,261,26,2,0.0004995,convex_mesh_per_channel
310021,4,310021,12,1,12,7882.903106,656.9085921667,30399.51552951,284,248,25,3,0.011375,convex_mesh_per_channel
310021,4,310021,12,2,12,6860.922095,571.7435079167,25959.61046037,250,233,42,2,0.0049918,convex_mesh_per_channel
310022,4,310022,16,0,16,9461.722846,591.357677875,39053.61411501,228,206,75,2,0.0005644,upper_bound_16
310022,4,310022,16,1,16,7779.782915,486.2364321875,30808.91462771,189,164,143,3,0.0135641,upper_bound_16
310022,4,310022,16,2,16,5885.80692,367.8629325,23714.03461795,167,153,25,1,0.0081742,upper_bound_16
310023,4,310023,14,0,14,11837.297413,845.5212437857,46756.48693824,350,321,115,2,0.0005063,convex_mesh_per_channel
310023,4,310023,14,1,14,9803.872547,700.2766105,38484.36277084,329,296,32,3,0.0075215,convex_mesh_per_channel
310023,4,310023,14,2,14,8567.758712,611.9827651429,32673.79346415,268,242,127,3,0.0044712,convex_mesh_per_channel
310024,4,310024,13,0,13,12298.299888,946.0230683077,50726.49942267,342,309,23,1,0.0005444,convex_mesh_per_channel
310024,4,310024,13,1,13,9296.804733,715.1388256154,36924.02355717,272,247,80,2,0.01166,convex_mesh_per_channel
310024,4,310024,13,2,13,8775.175393,675.0134917692,34500.87697844,259,236,93,4,0.0051056,convex_mesh_per_channel
310025,4,310025,13,0,13,14140.022478,1087.694036769,56345.11224029,354,316,240,4,0.0004745,convex_mesh_per_channel
310025,4,310025,13,1,13,7625.627201,586.5867077692,30208.13599078,256,239,0,0,0.0125065,convex_mesh_per_channel
310025,4,310025,13,2,13,7093.19572,545.63044,27240.97861344,240,212,56,2,0.0059288,convex_mesh_per_channel
310026,4,310026,12,0,12,12897.758816,1074.813234667,52213.79382257,337,305,135,3,0.0004605,convex_mesh_per_channel
310026,4,310026,12,1,12,8715.710521,726.3092100833,34533.55260291,288,255,18,2,0.0102621,convex_mesh_per_channel
310026,4,310026,12,2,12,8238.74501,686.5620841667,32188.7249945,255,217,83,4,0.0070186,convex_mesh_per_channel
310027,4,310027,16,0,16,8152.144381,509.5090238125,34085.72182595,160,143,104,2,0.0008246,upper_bound_16
310027,4,310027,16,1,16,9280.257671,580.0161044375,38236.28822312,207,182,112,4,0.0155127,upper_bound_16
310027,4,310027,16,2,16,6928.383297,433.0239560625,28316.91645246,164,134,77,2,0.0104079,upper_bound_16
310028,4,310028,16,0,16,7456.861561,466.0538475625,31329.30779977,188,168,1,0,0.0006551,upper_bound_16
310028,4,310028,16,1,16,8116.103508,507.25646925,33420.5175621,203,175,54,2,0.0211385,upper_bound_16
310028,4,310028,16,2,16,5650.957215,353.1848259375,23154.78607675,159,142,1,0,0.0109026,upper_bound_16
310029,4,310029,13,0,13,12380.233455,952.3256503846,50476.16711362,315,282,121,2,0.0004985,convex_mesh_per_channel
310029,4,310029,13,1,13,7693.687257,591.8220966923,30323.4363015,262,230,8,2,0.015311,convex_mesh_per_channel
310029,4,310029,13,2,13,6885.043962,529.6187663077,26590.21981092,242,214,26,2,0.0064716,convex_mesh_per_channel
310030,4,310030,11,0,11,11748.608412,1068.055310182,45438.04192577,391,357,98,2,0.0004532,convex_mesh_per_channel
310030,4,310030,11,1,11,8545.86362,776.8966927273,33394.31809738,293,266,27,1,0.0117263,convex_mesh_per_channel
310030,4,310030,11,2,11,7602.227107,691.1115551818,28476.13544081,264,238,98,2,0.0062693,convex_mesh_per_channel
310031,4,310031,12,0,12,12421.240314,1035.1033595,48246.20160368,409,379,96,3,0.0004697,convex_mesh_per_channel
310031,4,310031,12,1,12,8961.685964,746.8071636667,33243.42982655,374,350,11,2,0.0070732,convex_mesh_per_channel
310031,4,310031,12,2,12,7885.723952,657.1436626667,28688.6198568,291,273,120,2,0.0034154,convex_mesh_per_channel
310032,4,310032,12,0,12,10730.405794,894.2004828333,42882.02897134,330,297,49,1,0.0004959,convex_mesh_per_channel
310032,4,310032,12,1,12,9001.394408,750.1162006667,35136.97188206,262,238,122,2,0.0105691,convex_mesh_per_channel
310032,4,310032,12,2,12,7401.370575,616.78088125,27731.85287583,278,261,48,1,0.0043799,convex_mesh_per_channel
310033,4,310033,15,0,15,11501.091269,766.7394179333,49230.45634397,231,197,76,1,0.0005719,convex_mesh_per_channel
310033,4,310033,15,1,15,8486.993095,565.7995396667,34954.96538817,201,176,80,1,0.0152189,convex_mesh_per_channel
310033,4,310033,15,2,15,6136.863974,409.1242649333,25169.31988097,175,147,2,1,0.0115581,convex_mesh_per_channel
310034,4,310034,11,0,11,12574.810785,1143.164616818,48969.05393779,400,366,120,3,0.0004473,convex_mesh_per_channel
310034,4,310034,11,1,11,10014.516278,910.4105707273,38287.58130587,332,306,112,3,0.0083725,convex_mesh_per_channel
310034,4,310034,11,2,11,7070.775322,642.7977565455,26228.87661874,298,271,3,1,0.0035449,convex_mesh_per_channel
310035,4,310035,10,0,10,11728.265231,1172.8265231,45881.32612037,357,324,131,4,0.00037,convex_mesh_per_channel
310035,4,310035,10,1,10,7642.185297,764.2185297,28980.92649245,303,281,0,0,0.0102208,convex_mesh_per_channel
310035,4,310035,10,2,10,7740.532412,774.0532412,29177.66206767,277,254,72,1,0.0040182,convex_mesh_per_channel
310036,4,310036,12,0,12,10842.896208,903.574684,44449.48105528,320,290,1,0,0.0004696,convex_mesh_per_channel
310036,4,310036,12,1,12,7456.904357,621.4086964167,29414.52178583,256,234,0,0,0.0122328,convex_mesh_per_channel
310036,4,310036,12,2,12,6086.422948,507.2019123333,23742.11474753,216,198,0,0,0.0070059,convex_mesh_per_channel
310037,4,310037,16,0,16,8488.641161,530.5400725625,35498.20584032,207,178,32,3,0.0006803,upper_bound_16
310037,4,310037,16,1,16,7049.734738,440.608421125,28853.67370364,204,173,2,1,0.015714,upper_bound_16
310037,4,310037,16,2,16,8093.709575,505.8568484375,33738.54790275,189,156,55,3,0.0082268,upper_bound_16
310038,4,310038,14,0,14,11080.150746,791.439339,46290.7536344,252,219,91,1,0.0005341,convex_mesh_per_channel
310038,4,310038,14,1,14,8902.969671,635.9264050714,35069.84839564,288,253,42,2,0.0109397,convex_mesh_per_channel
310038,4,310038,14,2,14,8251.960937,589.4257812143,33054.80468081,222,191,90,4,0.010163,convex_mesh_per_channel
310039,4,310039,10,0,10,11337.63621,1133.763621,43808.18091895,388,358,76,1,0.0004221,convex_mesh_per_channel
310039,4,310039,10,1,10,7455.290931,745.5290931,28351.45464354,293,270,0,0,0.0117569,convex_mesh_per_channel
310039,4,310039,10,2,10,6177.899729,617.7899729,22364.49864462,279,260,0,1,0.0047515,convex_mesh_per_channel
310040,4,310040,12,0,12,10758.60078,896.550065,41698.00392427,398,369,0,0,0.0004825,convex_mesh_per_channel
