case_id,problem,seed,n,method,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,runtime_s,certificate
310079,3,310079,12,1,12,3627.903887,302.3253239167,14879.51943375,100,92,0,0,0.0008698,seven_point_per_channel
310079,3,310079,12,2,12,3627.903887,302.3253239167,14879.51943375,100,92,0,0,0.0008529,seven_point_per_channel
310080,3,310080,14,0,14,4493.77398,320.9838557143,19263.8698993,95,90,2,0,0.0003529,seven_point_per_channel
310080,3,310080,14,1,14,3830.024689,273.5731920714,16090.12344861,91,84,1,0,0.0009685,seven_point_per_channel
310080,3,310080,14,2,14,3830.024689,273.5731920714,16090.12344861,91,84,1,0,0.0009428,seven_point_per_channel
310081,3,310081,14,0,14,4854.683773,346.7631266429,21233.41885653,90,85,1,0,0.0003493,seven_point_per_channel
310081,3,310081,14,1,14,4437.336235,316.9525882143,18956.68116248,97,85,2,0,0.0011322,seven_point_per_channel
310081,3,310081,14,2,14,4437.336235,316.9525882143,18956.68116248,97,85,2,0,0.0010993,seven_point_per_channel
310082,3,310082,15,0,15,4113.520369,274.2346912667,17912.6018261,77,71,0,0,0.0003732,seven_point_per_channel
310082,3,310082,15,1,15,3512.835353,234.1890235333,14699.17675048,85,73,0,0,0.0016873,seven_point_per_channel
310082,3,310082,15,2,15,3512.835353,234.1890235333,14699.17675048,85,73,0,0,0.0016966,seven_point_per_channel
310083,3,310083,10,0,10,4520.898181,452.0898181,18934.49091573,114,108,2,0,0.0002728,seven_point_per_channel
310083,3,310083,10,1,10,3916.359268,391.6359268,15741.79635052,119,108,5,1,0.0004887,seven_point_per_channel
310083,3,310083,10,2,10,3916.359268,391.6359268,15741.79635052,119,108,5,1,0.0004708,seven_point_per_channel
310084,3,310084,14,0,14,5084.038659,363.1456185,22380.19329618,91,80,1,0,0.000377,seven_point_per_channel
310084,3,310084,14,1,14,4151.856902,296.5612072857,17754.28450495,90,81,0,1,0.0011392,seven_point_per_channel
310084,3,310084,14,2,14,4151.856902,296.5612072857,17754.28450495,90,81,0,1,0.0011123,seven_point_per_channel
310085,3,310085,12,0,12,3815.333853,317.94448775,15731.66926062,102,99,0,0,0.0002806,seven_point_per_channel
310085,3,310085,12,1,12,3470.847105,289.23725875,13929.23552565,105,100,0,0,0.0005233,seven_point_per_channel
310085,3,310085,12,2,12,3470.847105,289.23725875,13929.23552565,105,100,0,0,0.0005084,seven_point_per_channel
310086,3,310086,10,0,10,4019.04021,401.904021,16670.20104937,107,100,0,0,0.0002576,seven_point_per_channel
310086,3,310086,10,1,10,2931.317507,293.1317507,11341.58753526,103,98,0,0,0.0006145,seven_point_per_channel
310086,3,310086,10,2,10,2931.317507,293.1317507,11341.58753526,103,98,0,0,0.0006068,seven_point_per_channel
310087,3,310087,16,0,16,5008.051366,313.003210375,21980.25682613,90,82,0,0,0.0003852,upper_bound_16
310087,3,310087,16,1,16,3715.823489,232.2389680625,15579.1174454,88,80,0,0,0.001009,upper_bound_16
310087,3,310087,16,2,16,3715.823489,232.2389680625,15579.1174454,88,80,0,0,0.0010098,upper_bound_16
310088,3,310088,13,0,13,4578.788511,352.2145008462,19683.94256322,97,92,0,0,0.0003119,seven_point_per_channel
310088,3,310088,13,1,13,3813.04716,293.31132,15905.23581108,96,87,0,0,0.0008433,seven_point_per_channel
310088,3,310088,13,2,13,3813.04716,293.31132,15905.23581108,96,87,0,0,0.0008366,seven_point_per_channel
310089,3,310089,11,0,11,3952.284327,359.2985751818,16376.42164184,105,97,0,0,0.0002998,seven_point_per_channel
310089,3,310089,11,1,11,3425.986221,311.4532928182,13769.931115,104,97,0,0,0.0006863,seven_point_per_channel
310089,3,310089,11,2,11,3425.986221,311.4532928182,13769.931115,104,97,0,0,0.0007736,seven_point_per_channel
310090,3,310090,14,0,14,4277.671509,305.5479649286,18093.3575479,99,94,0,0,0.0003403,seven_point_per_channel
310090,3,310090,14,1,14,3670.796175,262.1997267857,14988.98087658,102,93,0,0,0.0012813,seven_point_per_channel
310090,3,310090,14,2,14,3670.796175,262.1997267857,14988.98087658,102,93,0,0,0.0008967,seven_point_per_channel
310091,3,310091,11,0,11,4370.126319,397.2842108182,18565.63160257,101,94,1,0,0.000316,seven_point_per_channel
310091,3,310091,11,1,11,3331.697257,302.8815688182,13373.48629952,101,97,0,0,0.0006578,seven_point_per_channel
310091,3,310091,11,2,11,3331.697257,302.8815688182,13373.48629952,101,97,0,0,0.0007571,seven_point_per_channel
310092,3,310092,10,0,10,3769.140822,376.9140822,15485.70411185,104,99,1,0,0.0005239,seven_point_per_channel
310092,3,310092,10,1,10,3216.240649,321.6240649,12756.20324513,103,100,0,0,0.0005492,seven_point_per_channel
310092,3,310092,10,2,10,3216.240649,321.6240649,12756.20324513,103,100,0,0,0.0005335,seven_point_per_channel
310093,3,310093,16,0,16,4066.832028,254.17700175,17809.16014483,71,70,0,0,0.0003671,upper_bound_16
310093,3,310093,16,1,16,4014.282949,250.8926843125,16856.41474907,96,83,0,1,0.002205,upper_bound_16
310093,3,310093,16,2,16,4014.282949,250.8926843125,16856.41474907,96,83,0,1,0.0014835,upper_bound_16
310094,3,310094,15,0,15,5405.834865,360.388991,23889.17433434,93,88,0,0,0.0006555,seven_point_per_channel
310094,3,310094,15,1,15,4517.046141,301.1364094,19445.23071456,93,88,0,0,0.0009904,seven_point_per_channel
310094,3,310094,15,2,15,4517.046141,301.1364094,19445.23071456,93,88,0,0,0.0009816,seven_point_per_channel
310095,3,310095,15,0,15,4458.683362,297.2455574667,19458.41681744,83,77,0,0,0.0003632,seven_point_per_channel
310095,3,310095,15,1,15,3592.221579,239.4814386,14686.10790116,98,90,0,0,0.0010649,seven_point_per_channel
310095,3,310095,15,2,15,3592.221579,239.4814386,14686.10790116,98,90,0,0,0.0010304,seven_point_per_channel
310096,3,310096,11,0,11,4271.752435,388.3411304545,17983.76217118,104,100,0,0,0.000273,seven_point_per_channel
310096,3,310096,11,1,11,3740.639377,340.0581251818,15038.19688608,114,105,1,0,0.0004948,seven_point_per_channel
310096,3,310096,11,2,11,3740.639377,340.0581251818,15038.19688608,114,105,1,0,0.000486,seven_point_per_channel
310097,3,310097,11,0,11,4391.973097,399.2702815455,18749.86547976,99,92,0,0,0.0002712,seven_point_per_channel
310097,3,310097,11,1,11,3564.446925,324.0406295455,14592.23461903,99,96,0,0,0.0007111,seven_point_per_channel
310097,3,310097,11,2,11,3564.446925,324.0406295455,14592.23461903,99,96,0,0,0.0007119,seven_point_per_channel
310098,3,310098,12,0,12,4225.167069,352.09725575,17735.83534669,104,98,0,0,0.0003064,seven_point_per_channel
310098,3,310098,12,1,12,3527.816059,293.9846715833,14344.08029349,101,94,0,0,0.000684,seven_point_per_channel
310098,3,310098,12,2,12,3527.816059,293.9846715833,14344.08029349,101,94,0,0,0.0006588,seven_point_per_channel
310099,3,310099,14,0,14,4129.588748,294.9706248571,17627.94375082,90,84,0,0,0.0003489,seven_point_per_channel
310099,3,310099,14,1,14,3259.264053,232.8045752143,13586.32027462,80,72,0,0,0.0017067,seven_point_per_channel
310099,3,310099,14,2,14,3259.264053,232.8045752143,13586.32027462,80,72,0,0,0.0016796,seven_point_per_channel
310100,3,310100,15,0,15,5594.32741,372.9551606667,24651.6370514,100,89,0,0,0.0004206,seven_point_per_channel
310100,3,310100,15,1,15,4428.185974,295.2123982667,18725.92986362,103,90,1,0,0.0010342,seven_point_per_channel
310100,3,310100,15,2,15,4428.185974,295.2123982667,18725.92986362,103,90,1,0,0.0010736,seven_point_per_channel
310101,3,310101,15,0,15,5036.203403,335.7468935333,22326.01701265,84,76,0,0,0.0003742,seven_point_per_channel
310101,3,310101,15,1,15,4324.361727,288.2907818,18401.80864298,97,84,0,1,0.001239,seven_point_per_channel
310101,3,310101,15,2,15,4324.361727,288.2907818,18401.80864298,97,84,0,1,0.0012335,seven_point_per_channel
310102,3,310102,15,0,15,4487.25623,299.1504153333,19546.28116388,85,78,0,0,0.0003747,seven_point_per_channel
310102,3,310102,15,1,15,3812.075176,254.1383450667,16110.37588937,87,80,0,0,0.0018319,seven_point_per_channel
310102,3,310102,15,2,15,3812.075176,254.1383450667,16110.37588937,87,80,0,0,0.0015675,seven_point_per_channel
310103,3,310103,12,0,12,4432.922523,369.41021025,18844.6126132,102,94,0,0,0.0003046,seven_point_per_channel
310103,3,310103,12,1,12,3508.130335,292.3441945833,14060.65168884,108,96,0,1,0.0009845,seven_point_per_channel
310103,3,310103,12,2,12,3508.130335,292.3441945833,14060.65168884,108,96,0,1,0.0011501,seven_point_per_channel
310104,3,310104,15,0,15,4654.993102,310.3328734667,19854.96550138,102,96,1,0,0.0003804,seven_point_per_channel
310104,3,310104,15,1,15,3780.641323,252.0427548667,15703.20662485,95,90,0,0,0.000935,seven_point_per_channel
310104,3,310104,15,2,15,3780.641323,252.0427548667,15703.20662485,95,90,0,0,0.0008331,seven_point_per_channel
310105,3,310105,16,0,16,4749.549141,296.8468213125,20552.74571208,94,89,0,0,0.0003996,upper_bound_16
310105,3,310105,16,1,16,4249.004921,265.5628075625,18195.02462084,89,85,0,0,0.0006887,upper_bound_16
310105,3,310105,16,2,16,4249.004921,265.5628075625,18195.02462084,89,85,0,0,0.0006943,upper_bound_16
310106,3,310106,12,0,12,4352.128718,362.6773931667,18690.64360275,93,89,0,0,0.0002828,seven_point_per_channel
310106,3,310106,12,1,12,3671.506019,305.9588349167,15117.53009353,99,93,0,0,0.0008361,seven_point_per_channel
310106,3,310106,12,2,12,3671.506019,305.9588349167,15117.53009353,99,93,0,0,0.0007543,seven_point_per_channel
310107,3,310107,15,0,15,4369.425855,291.295057,19197.12926934,77,70,0,0,0.0003635,seven_point_per_channel
310107,3,310107,15,1,15,3050.180289,203.3453526,12440.90144472,83,72,0,0,0.0018033,seven_point_per_channel
310107,3,310107,15,2,15,3050.180289,203.3453526,12440.90144472,83,72,0,0,0.0017884,seven_point_per_channel
310108,3,310108,12,0,12,4200.078512,350.0065426667,17630.39256697,102,98,2,0,0.0002956,seven_point_per_channel
310108,3,310108,12,1,12,3698.639123,308.2199269167,14923.19560927,110,104,0,0,0.0005897,seven_point_per_channel
310108,3,310108,12,2,12,3698.639123,308.2199269167,14923.19560927,110,104,0,0,0.0005756,seven_point_per_channel
310109,3,310109,12,0,12,4742.329455,395.19412125,20376.64727046,102,97,0,0,0.0002933,seven_point_per_channel
310109,3,310109,12,1,12,3571.711659,297.64263825,14433.55828909,105,100,0,0,0.0005382,seven_point_per_channel
310109,3,310109,12,2,12,3571.711659,297.64263825,14433.55828909,105,100,0,0,0.0005253,seven_point_per_channel
310110,3,310110,16,0,16,4835.734452,302.23340325,21398.67225806,80,73,1,0,0.0004033,upper_bound_16
310110,3,310110,16,1,16,3958.058884,247.37868025,16695.29442666,92,79,0,1,0.0012399,upper_bound_16
310110,3,310110,16,2,16,3958.058884,247.37868025,16695.29442666,92,79,0,1,0.0011835,upper_bound_16
310111,3,310111,10,0,10,4577.800777,457.7800777,19604.00389491,102,94,1,0,0.0002723,seven_point_per_channel
310111,3,310111,10,1,10,3193.782042,319.3782042,12583.91020346,105,96,2,0,0.0007338,seven_point_per_channel
310111,3,310111,10,2,10,3193.782042,319.3782042,12583.91020346,105,96,2,0,0.0007026,seven_point_per_channel
310112,3,310112,10,0,10,3962.26912,396.226912,16431.34560001,106,96,0,0,0.0002798,seven_point_per_channel
310112,3,310112,10,1,10,3308.343028,330.8343028,13226.71513889,103,98,0,0,0.0006476,seven_point_per_channel
310112,3,310112,10,2,10,3308.343028,330.8343028,13226.71513889,103,98,0,0,0.0006314,seven_point_per_channel
310113,3,310113,16,0,16,5086.216164,317.88851025,22751.08082695,77,71,0,0,0.0004058,upper_bound_16
310113,3,310113,16,1,16,4342.803352,271.4252095,18544.01675779,94,81,1,0,0.0012706,upper_bound_16
310113,3,310113,16,2,16,4342.803352,271.4252095,18544.01675779,94,81,1,0,0.0016938,upper_bound_16
310114,3,310114,16,0,16,4552.304488,284.5190305,19811.52245592,86,80,0,0,0.0004178,upper_bound_16
310114,3,310114,16,1,16,4025.021281,251.5638300625,17105.10641785,89,79,0,0,0.0014763,upper_bound_16
310114,3,310114,16,2,16,4025.021281,251.5638300625,17105.10641785,89,79,0,0,0.0015293,upper_bound_16
310115,3,310115,15,0,15,4545.300437,303.0200291333,19891.50219077,83,77,0,0,0.0003866,seven_point_per_channel
310115,3,310115,15,1,15,3650.002863,243.3335242,15065.0143071,95,87,0,0,0.0014757,seven_point_per_channel
310115,3,310115,15,2,15,3650.002863,243.3335242,15065.0143071,95,87,0,0,0.0009827,seven_point_per_channel
310116,3,310116,16,0,16,4774.610246,298.413140375,20498.05123795,100,92,1,0,0.0004131,upper_bound_16
310116,3,310116,16,1,16,3920.157049,245.0098155625,16765.78525653,82,71,2,0,0.0018108,upper_bound_16
310116,3,310116,16,2,16,3920.157049,245.0098155625,16765.78525653,82,71,2,0,0.0014439,upper_bound_16
310117,3,310117,15,0,15,4751.069946,316.7379964,21055.34972182,78,72,1,0,0.000377,seven_point_per_channel
310117,3,310117,15,1,15,4078.088624,271.8725749333,17135.44310536,95,80,7,1,0.0017192,seven_point_per_channel
310117,3,310117,15,2,15,4078.088624,271.8725749333,17135.44310536,95,80,7,1,0.001521,seven_point_per_channel
310118,3,310118,14,0,14,4691.246617,335.0890440714,20026.23307868,103,98,1,0,0.0003744,seven_point_per_channel
310118,3,310118,14,1,14,3940.56494,281.4689242857,16267.82470235,104,97,0,0,0.0006276,seven_point_per_channel
310118,3,310118,14,2,14,3940.56494,281.4689242857,16267.82470235,104,97,0,0,0.0006094,seven_point_per_channel
310119,3,310119,15,0,15,4300.638724,286.7092482667,18618.19363749,84,79,1,0,0.0003698,seven_point_per_channel
310119,3,310119,15,1,15,3665.22383,244.3482553333,15301.11913753,90,80,0,0,0.0013462,seven_point_per_channel
310119,3,310119,15,2,15,3665.22383,244.3482553333,15301.11913753,90,80,0,0,0.0013525,seven_point_per_channel
310120,3,310120,15,0,15,4672.915393,311.5276928667,20574.5769763,81,78,0,0,0.0003563,seven_point_per_channel
310120,3,310120,15,1,15,4544.082537,302.9388358,19545.41269354,95,85,0,0,0.0008814,seven_point_per_channel
310120,3,310120,15,2,15,4544.082537,302.9388358,19545.41269354,95,85,0,0,0.0008642,seven_point_per_channel
310121,3,310121,13,0,13,4575.168778,351.9360598462,19755.84389398,93,88,2,0,0.0003189,seven_point_per_channel
310121,3,310121,13,1,13,3953.083619,304.0833553077,16480.41810495,100,92,0,0,0.0009123,seven_point_per_channel
310121,3,310121,13,2,13,3953.083619,304.0833553077,16480.41810495,100,92,0,0,0.0008956,seven_point_per_channel
310122,3,310122,10,0,10,4221.145231,422.1145231,17795.72616073,103,97,0,0,0.0002557,seven_point_per_channel
310122,3,310122,10,1,10,3564.50316,356.450316,14332.51580844,110,98,0,0,0.0006342,seven_point_per_channel
310122,3,310122,10,2,10,3564.50316,356.450316,14332.51580844,110,98,0,0,0.0006244,seven_point_per_channel
310123,3,310123,15,0,15,4922.236806,328.1491204,21451.18402629,93,89,1,0,0.0003631,seven_point_per_channel
310123,3,310123,15,1,15,3899.445636,259.9630424,16327.22818144,95,84,0,1,0.0009378,seven_point_per_channel
310123,3,310123,15,2,15,3899.445636,259.9630424,16327.22818144,95,84,0,1,0.0009206,seven_point_per_channel
310124,3,310124,14,0,14,4750.961362,339.354383,20624.8068184,94,86,0,0,0.0003646,seven_point_per_channel
310124,3,310124,14,1,14,4361.053007,311.5037862143,18645.26503688,95,81,2,1,0.0011366,seven_point_per_channel
310124,3,310124,14,2,14,4361.053007,311.5037862143,18645.26503688,95,81,2,1,0.0011193,seven_point_per_channel
310125,3,310125,13,0,13,4457.868357,342.9129505385,19069.3417829,97,94,0,0,0.0003182,seven_point_per_channel
310125,3,310125,13,1,13,3831.408262,294.7237124615,15722.0412965,104,93,3,0,0.0008104,seven_point_per_channel
310125,3,310125,13,2,13,3831.408262,294.7237124615,15722.0412965,104,93,3,0,0.0008058,seven_point_per_channel
310126,3,310126,10,0,10,4367.073592,436.7073592,18440.36795946,105,95,3,0,0.0002841,seven_point_per_channel
310126,3,310126,10,1,10,3496.944894,349.6944894,14129.72446678,104,95,2,0,0.0005951,seven_point_per_channel
310126,3,310126,10,2,10,3496.944894,349.6944894,14129.72446678,104,95,2,0,0.0005815,seven_point_per_channel
310127,3,310127,16,0,16,4416.869224,276.0543265,19389.34612642,77,68,2,0,0.0004199,upper_bound_16
310127,3,310127,16,1,16,3654.189095,228.3868184375,15515.9454917,80,71,0,0,0.0014707,upper_bound_16
310127,3,310127,16,2,16,3654.189095,228.3868184375,15515.9454917,80,71,0,0,0.0014776,upper_bound_16
310128,3,310128,12,0,12,4948.714273,412.3928560833,21433.57137598,101,94,1,0,0.000325,seven_point_per_channel
310128,3,310128,12,1,12,3809.624499,317.46870825,15713.12250307,102,94,1,0,0.0007006,seven_point_per_channel
310128,3,310128,12,2,12,3809.624499,317.46870825,15713.12250307,102,94,1,0,0.0006877,seven_point_per_channel
310129,3,310129,13,0,13,4851.770954,373.2131503077,21038.85478305,97,91,1,0,0.0003338,seven_point_per_channel
310129,3,310129,13,1,13,3960.054518,304.6195783077,16270.27259905,108,98,1,0,0.0006088,seven_point_per_channel
310129,3,310129,13,2,13,3960.054518,304.6195783077,16270.27259905,108,98,1,0,0.0005929,seven_point_per_channel
310130,3,310130,11,0,11,4307.57564,391.5977854545,17912.87821037,112,110,0,0,0.0002645,seven_point_per_channel
310130,3,310130,11,1,11,3917.148277,356.1043888182,15825.74139719,117,109,1,1,0.0004302,seven_point_per_channel
310130,3,310130,11,2,11,3917.148277,356.1043888182,15825.74139719,117,109,1,1,0.0004312,seven_point_per_channel
310131,3,310131,12,0,12,4671.278632,389.2732193333,19691.39315101,113,105,1,0,0.0003289,seven_point_per_channel
310131,3,310131,12,1,12,3476.984913,289.74874275,14079.92456821,101,96,0,0,0.0006699,seven_point_per_channel
310131,3,310131,12,2,12,3476.984913,289.74874275,14079.92456821,101,96,0,0,0.0006567,seven_point_per_channel
310132,3,310132,14,0,14,4305.563315,307.5402367857,18202.81656669,100,92,1,0,0.000363,seven_point_per_channel
310132,3,310132,14,1,14,3494.212147,249.5865819286,14021.06074239,105,95,0,0,0.0009021,seven_point_per_channel
310132,3,310132,14,2,14,3494.212147,249.5865819286,14021.06074239,105,95,0,0,0.0009189,seven_point_per_channel
310133,3,310133,15,0,15,4486.921705,299.1281136667,19509.60853346,86,80,0,0,0.0003851,seven_point_per_channel
310133,3,310133,15,1,15,3446.043091,229.7362060667,14210.21545662,89,81,1,0,0.0013805,seven_point_per_channel
310133,3,310133,15,2,15,3446.043091,229.7362060667,14210.21545662,89,81,1,0,0.0013692,seven_point_per_channel
310134,3,310134,14,0,14,4776.971217,341.2122297857,20379.85609132,106,101,0,0,0.0003617,seven_point_per_channel
310134,3,310134,14,1,14,4142.58561,295.8989721429,17062.92805688,111,102,1,1,0.0005975,seven_point_per_channel
310134,3,310134,14,2,14,4142.58561,295.8989721429,17062.92805688,111,102,1,1,0.0005891,seven_point_per_channel
310135,3,310135,15,0,15,4721.161146,314.7440764,20115.805738,105,98,0,0,0.000376,seven_point_per_channel
310135,3,310135,15,1,15,4096.312917,273.0875278,17326.56459857,94,86,0,0,0.000952,seven_point_per_channel
310135,3,310135,15,2,15,4096.312917,273.0875278,17326.56459857,94,86,0,0,0.0009371,seven_point_per_channel
310136,3,310136,16,0,16,5002.255772,312.64098575,22061.27886192,85,79,2,0,0.000395,upper_bound_16
310136,3,310136,16,1,16,4046.723131,252.9201956875,17078.61566782,93,80,2,0,0.0013589,upper_bound_16
310136,3,310136,16,2,16,4046.723131,252.9201956875,17078.61566782,93,80,2,0,0.001397,upper_bound_16
310137,3,310137,16,0,16,4737.672997,296.1045623125,20468.36499635,95,89,0,0,0.0003975,upper_bound_16
310137,3,310137,16,1,16,4458.510139,278.6568836875,19197.55070406,91,81,1,0,0.0013959,upper_bound_16
310137,3,310137,16,2,16,4458.510139,278.6568836875,19197.55070406,91,81,1,0,0.0013691,upper_bound_16
310138,3,310138,12,0,12,4172.525086,347.7104238333,17707.62543698,95,90,2,0,0.0002967,seven_point_per_channel
310138,3,310138,12,1,12,3375.309781,281.2758150833,13636.54891712,99,90,1,1,0.0008225,seven_point_per_channel
310138,3,310138,12,2,12,3375.309781,281.2758150833,13636.54891712,99,90,1,1,0.0008161,seven_point_per_channel
310139,3,310139,12,0,12,4675.920194,389.6600161667,19779.6009802,110,107,1,0,0.0002949,seven_point_per_channel
310139,3,310139,12,1,12,4480.706669,373.3922224167,18793.5333592,111,104,1,0,0.0005001,seven_point_per_channel
310139,3,310139,12,2,12,4480.706669,373.3922224167,18793.5333592,111,104,1,0,0.0004922,seven_point_per_channel
310140,3,310140,11,0,11,4204.074227,382.1885660909,17540.37113513,108,101,0,0,0.0002612,seven_point_per_channel
310140,3,310140,11,1,11,3532.495517,321.1359560909,14297.4775721,104,98,0,0,0.000958,seven_point_per_channel
310140,3,310140,11,2,11,3532.495517,321.1359560909,14297.4775721,104,98,0,0,0.0009119,seven_point_per_channel
310141,3,310141,14,0,14,4364.504911,311.7503507857,18892.52455417,87,81,0,0,0.0003459,seven_point_per_channel
310141,3,310141,14,1,14,3647.386453,260.5276037857,15361.93227577,85,80,0,0,0.0016346,seven_point_per_channel
310141,3,310141,14,2,14,3647.386453,260.5276037857,15361.93227577,85,80,0,0,0.0019014,seven_point_per_channel
310142,3,310142,15,0,15,4668.752216,311.2501477333,20438.76109916,85,78,1,0,0.0004099,seven_point_per_channel
310142,3,310142,15,1,15,3787.97679,252.531786,15964.88396638,88,80,0,0,0.0016892,seven_point_per_channel
310142,3,310142,15,2,15,3787.97679,252.531786,15964.88396638,88,80,0,0,0.0017252,seven_point_per_channel
310143,3,310143,12,0,12,4217.899442,351.4916201667,17849.49722298,99,93,0,0,0.0003164,seven_point_per_channel
310143,3,310143,12,1,12,3394.059002,282.8382501667,13725.29501949,99,94,0,0,0.0010087,seven_point_per_channel
310143,3,310143,12,2,12,3394.059002,282.8382501667,13725.29501949,99,94,0,0,0.0011893,seven_point_per_channel
310144,3,310144,15,0,15,4570.017198,304.6678132,20105.08599743,80,74,0,0,0.000376,seven_point_per_channel
310144,3,310144,15,1,15,3706.978434,247.1318956,15619.89216513,86,75,1,2,0.0018901,seven_point_per_channel
310144,3,310144,15,2,15,3706.978434,247.1318956,15619.89216513,86,75,1,2,0.0019738,seven_point_per_channel
310145,3,310145,10,0,10,3932.72647,393.272647,16348.63235783,103,98,0,0,0.0002567,seven_point_per_channel
310145,3,310145,10,1,10,3054.931907,305.4931907,11904.65954921,105,99,0,0,0.0006673,seven_point_per_channel
310145,3,310145,10,2,10,3054.931907,305.4931907,11904.65954921,105,99,0,0,0.0007697,seven_point_per_channel
310146,3,310146,14,0,14,4583.468178,327.3905841429,19542.34089959,101,94,2,0,0.0004837,seven_point_per_channel
310146,3,310146,14,1,14,3874.773482,276.7695344286,15863.86741495,107,94,1,1,0.0009,seven_point_per_channel
310146,3,310146,14,2,14,3874.773482,276.7695344286,15863.86741495,107,94,1,1,0.0009051,seven_point_per_channel
310147,3,310147,16,0,16,4556.70494,284.79405875,20003.52470507,80,76,0,0,0.000518,upper_bound_16
310147,3,310147,16,1,16,3968.209368,248.0130855,16766.04685725,91,80,0,0,0.0015974,upper_bound_16
310147,3,310147,16,2,16,3968.209368,248.0130855,16766.04685725,91,80,0,0,0.0013729,upper_bound_16
310148,3,310148,15,0,15,4794.787679,319.6525119333,20428.93838711,107,99,0,0,0.0005008,seven_point_per_channel
310148,3,310148,15,1,15,3902.270137,260.1513424667,16571.35067816,87,78,0,0,0.0014419,seven_point_per_channel
310148,3,310148,15,2,15,3902.270137,260.1513424667,16571.35067816,87,78,0,0,0.0012636,seven_point_per_channel
310149,3,310149,13,0,13,4886.992401,375.9224923846,21204.9619963,98,91,0,0,0.0004415,seven_point_per_channel
310149,3,310149,13,1,13,3389.951887,260.7655297692,13809.75943332,95,88,0,0,0.0013002,seven_point_per_channel
310149,3,310149,13,2,13,3389.951887,260.7655297692,13809.75943332,95,88,0,0,0.0010757,seven_point_per_channel
310150,3,310150,10,0,10,4137.285393,413.7285393,17396.42696925,102,98,0,0,0.0002392,seven_point_per_channel
310150,3,310150,10,1,10,3546.013066,354.6013066,14380.06532245,104,100,0,0,0.0010585,seven_point_per_channel
310150,3,310150,10,2,10,3546.013066,354.6013066,14380.06532245,104,100,0,0,0.0008508,seven_point_per_channel
310151,3,310151,12,0,12,4190.281314,349.1901095,17276.40657164,113,107,1,0,0.0003183,seven_point_per_channel
310151,3,310151,12,1,12,3842.354811,320.19623425,15571.77406229,112,102,2,0,0.0005313,seven_point_per_channel
310151,3,310151,12,2,12,3842.354811,320.19623425,15571.77406229,112,102,2,0,0.0006028,seven_point_per_channel
310152,3,310152,15,0,15,4314.097404,287.6064936,18675.48701058,84,75,3,0,0.0006886,seven_point_per_channel
310152,3,310152,15,1,15,3760.668597,250.7112398,15713.34298837,92,80,1,1,0.0015545,seven_point_per_channel
310152,3,310152,15,2,15,3760.668597,250.7112398,15713.34298837,92,80,1,1,0.0013384,seven_point_per_channel
310153,3,310153,12,0,12,4033.510813,336.1259010833,16582.55406675,110,104,1,0,0.0003214,seven_point_per_channel
310153,3,310153,12,1,12,3509.11417,292.4261808333,13905.5708492,112,105,1,0,0.0004703,seven_point_per_channel
310153,3,310153,12,2,12,3509.11417,292.4261808333,13905.5708492,112,105,1,0,0.0004579,seven_point_per_channel
310154,3,310154,13,0,13,4500.309823,346.1776786923,19116.54913066,103,97,0,0,0.0003075,seven_point_per_channel
310154,3,310154,13,1,13,3372.377218,259.4136321538,13481.8860995,103,96,0,1,0.0006888,seven_point_per_channel
310154,3,310154,13,2,13,3372.377218,259.4136321538,13481.8860995,103,96,0,1,0.0006809,seven_point_per_channel
310155,3,310155,13,0,13,4345.045559,334.2342737692,18245.22779218,106,101,0,0,0.0003381,seven_point_per_channel
310155,3,310155,13,1,13,3889.571606,299.1978158462,15942.858042,107,101,0,0,0.00051,seven_point_per_channel
310155,3,310155,13,2,13,3889.571606,299.1978158462,15942.858042,107,101,0,0,0.0004918,seven_point_per_channel
310156,3,310156,12,0,12,4625.367007,385.4472505833,19821.83503366,101,96,0,0,0.0003007,seven_point_per_channel
310156,3,310156,12,1,12,3493.031918,291.0859931667,14270.15959209,97,94,0,0,0.0006484,seven_point_per_channel
310156,3,310156,12,2,12,3493.031918,291.0859931667,14270.15959209,97,94,0,0,0.0006197,seven_point_per_channel
310157,3,310157,15,0,15,4723.262368,314.8841578667,20561.31185474,90,83,1,0,0.0004132,seven_point_per_channel
310157,3,310157,15,1,15,3692.092295,246.1394863333,15330.46147562,92,82,3,0,0.0013789,seven_point_per_channel
310157,3,310157,15,2,15,3692.092295,246.1394863333,15330.46147562,92,82,3,0,0.001385,seven_point_per_channel
310158,3,310158,11,0,11,4033.28514,366.6622854545,16636.42569652,109,103,1,0,0.0002739,seven_point_per_channel
310158,3,310158,11,1,11,3548.038265,322.5489331818,14090.19132386,113,110,0,0,0.0004295,seven_point_per_channel
310158,3,310158,11,2,11,3548.038265,322.5489331818,14090.19132386,113,110,0,0,0.0004217,seven_point_per_channel
310159,3,310159,11,0,11,4214.316154,383.1196503636,17776.58077585,102,94,0,0,0.0003,seven_point_per_channel
310159,3,310159,11,1,11,3324.855873,302.2596248182,13269.27938446,104,96,0,0,0.0007545,seven_point_per_channel
310159,3,310159,11,2,11,3324.855873,302.2596248182,13269.27938446,104,96,0,0,0.0007825,seven_point_per_channel
310160,3,310160,12,0,12,4304.462836,358.7052363333,18392.31418008,95,88,1,0,0.0003121,seven_point_per_channel
