case_id,problem,seed,n,nd,nb,geometry,radius,error,outward,eigen_ratio,method,cleared,time_s,avg_s,move_m,measures,switches,miss,fallbacks,runtime_s,certificate
682,3,210683,16,0,8,1,1250,2,0,6.056340246548e-05,1,16,3886.013366,242.875835375,16810.06683759,74,68,2,0,0.0011976,upper_bound_16
682,3,210683,16,0,8,1,1250,2,0,6.056340246548e-05,2,16,3886.013366,242.875835375,16810.06683759,74,68,2,0,0.001191,upper_bound_16
683,3,210684,16,0,8,1,1500,3,1,7.557532474886e-05,0,16,4289.352433,268.0845270625,18776.76218272,76,68,2,0,0.0004098,upper_bound_16
683,3,210684,16,0,8,1,1500,3,1,7.557532474886e-05,1,16,3866.950519,241.6844074375,16224.75258795,90,80,4,0,0.0010007,upper_bound_16
683,3,210684,16,0,8,1,1500,3,1,7.557532474886e-05,2,16,3866.950519,241.6844074375,16224.75258795,90,80,4,0,0.000979,upper_bound_16
684,3,210685,16,0,8,1,1000,4,0,4.241764029293e-05,0,16,4182.320069,261.3950043125,17656.60034739,94,86,5,0,0.0005705,upper_bound_16
684,3,210685,16,0,8,1,1000,4,0,4.241764029293e-05,1,16,3537.486199,221.0928874375,14822.43099992,82,77,2,0,0.0007773,upper_bound_16
684,3,210685,16,0,8,1,1000,4,0,4.241764029293e-05,2,16,3537.486199,221.0928874375,14822.43099992,82,77,2,0,0.0007622,upper_bound_16
685,3,210686,16,0,8,1,1250,0,1,7.93515599347e-05,0,16,4203.115264,262.694704,18410.57631387,74,71,0,0,0.0003757,upper_bound_16
685,3,210686,16,0,8,1,1250,0,1,7.93515599347e-05,1,16,3787.432257,236.7145160625,16332.16129002,74,71,0,0,0.0011103,upper_bound_16
685,3,210686,16,0,8,1,1250,0,1,7.93515599347e-05,2,16,3787.432257,236.7145160625,16332.16129002,74,71,0,0,0.0010669,upper_bound_16
686,3,210687,16,0,8,1,1500,1,0,0.0001737077941454,0,16,4722.477345,295.1548340625,20487.386736,92,82,1,0,0.0004445,upper_bound_16
686,3,210687,16,0,8,1,1500,1,0,0.0001737077941454,1,16,4543.121494,283.945093375,19550.6074679,93,82,2,0,0.0010848,upper_bound_16
686,3,210687,16,0,8,1,1500,1,0,0.0001737077941454,2,16,4543.121494,283.945093375,19550.6074679,93,82,2,0,0.001063,upper_bound_16
687,3,210688,16,0,8,1,1000,2,1,9.557184653944e-05,0,16,4318.936362,269.933522625,18809.68179837,79,73,3,0,0.0003915,upper_bound_16
687,3,210688,16,0,8,1,1000,2,1,9.557184653944e-05,1,16,3977.693955,248.6058721875,17158.46976794,77,69,4,0,0.001266,upper_bound_16
687,3,210688,16,0,8,1,1000,2,1,9.557184653944e-05,2,16,3977.693955,248.6058721875,17158.46976794,77,69,4,0,0.0012055,upper_bound_16
688,3,210689,16,0,8,1,1250,3,0,7.808897616888e-05,0,16,3761.085138,235.067821125,16230.42567018,73,70,0,0,0.0004347,upper_bound_16
688,3,210689,16,0,8,1,1250,3,0,7.808897616888e-05,1,16,3818.065019,238.6290636875,15930.3250852,93,87,0,0,0.0013547,upper_bound_16
688,3,210689,16,0,8,1,1250,3,0,7.808897616888e-05,2,16,3818.065019,238.6290636875,15930.3250852,93,87,0,0,0.0011199,upper_bound_16
689,3,210690,16,0,8,1,1500,4,1,7.734082834464e-05,0,16,5131.79204,320.7370025,22398.96019653,95,79,6,1,0.0005039,upper_bound_16
689,3,210690,16,0,8,1,1500,4,1,7.734082834464e-05,1,16,4581.413836,286.33836475,19682.06917066,94,80,5,0,0.0009793,upper_bound_16
689,3,210690,16,0,8,1,1500,4,1,7.734082834464e-05,2,16,4581.413836,286.33836475,19682.06917066,94,80,5,0,0.0009724,upper_bound_16
690,3,210691,16,0,8,2,1000,0,0,0.04040811241298,0,16,2748.728598,171.795537375,11913.64299745,48,46,0,0,0.0005429,upper_bound_16
690,3,210691,16,0,8,2,1000,0,0,0.04040811241298,1,16,2345.399087,146.5874429375,9871.995440747,49,46,0,0,0.0021731,upper_bound_16
690,3,210691,16,0,8,2,1000,0,0,0.04040811241298,2,16,2345.399087,146.5874429375,9871.995440747,49,46,0,0,0.0019112,upper_bound_16
691,3,210692,16,0,8,2,1250,1,1,0.04460530314154,0,16,2704.549867,169.0343666875,11637.74934346,50,47,0,0,0.0003936,upper_bound_16
691,3,210692,16,0,8,2,1250,1,1,0.04460530314154,1,16,2621.108321,163.8192700625,11035.54161868,55,47,4,1,0.0019134,upper_bound_16
691,3,210692,16,0,8,2,1250,1,1,0.04460530314154,2,16,2621.108321,163.8192700625,11035.54161868,55,47,4,1,0.0018657,upper_bound_16
692,3,210693,16,0,8,2,1500,2,0,0.0895111115338,0,16,2721.453429,170.0908393125,11777.26715072,48,46,0,0,0.0003721,upper_bound_16
692,3,210693,16,0,8,2,1500,2,0,0.0895111115338,1,16,2135.122595,133.4451621875,8750.612987328,51,47,1,1,0.0017362,upper_bound_16
692,3,210693,16,0,8,2,1500,2,0,0.0895111115338,2,16,2135.122595,133.4451621875,8750.612987328,51,47,1,1,0.0017627,upper_bound_16
693,3,210694,16,0,8,2,1000,3,1,0.04043523949475,0,16,2534.174995,158.3859371875,10835.87498518,48,47,0,0,0.000373,upper_bound_16
693,3,210694,16,0,8,2,1000,3,1,0.04043523949475,1,16,2454.887309,153.4304568125,10379.43654539,50,46,1,0,0.0019872,upper_bound_16
693,3,210694,16,0,8,2,1000,3,1,0.04043523949475,2,16,2454.887309,153.4304568125,10379.43654539,50,46,1,0,0.0021244,upper_bound_16
694,3,210695,16,0,8,2,1250,4,0,0.06046827689876,0,16,2645.05644,165.3160275,11350.28220548,49,47,1,0,0.0003824,upper_bound_16
694,3,210695,16,0,8,2,1250,4,0,0.06046827689876,1,16,3848.016808,240.5010505,15735.08403593,104,95,2,0,0.0013574,upper_bound_16
694,3,210695,16,0,8,2,1250,4,0,0.06046827689876,2,16,3848.016808,240.5010505,15735.08403593,104,95,2,0,0.001326,upper_bound_16
695,3,210696,16,0,8,2,1500,0,1,0.02244746518159,0,16,2663.392382,166.462023875,11481.96191149,48,47,0,0,0.0003687,upper_bound_16
695,3,210696,16,0,8,2,1500,0,1,0.02244746518159,1,16,2453.0222,153.3138875,10430.11099942,48,47,0,0,0.0018189,upper_bound_16
695,3,210696,16,0,8,2,1500,0,1,0.02244746518159,2,16,2453.0222,153.3138875,10430.11099942,48,47,0,0,0.00169,upper_bound_16
696,3,210697,16,0,8,2,1000,1,0,0.03391251595098,0,16,2642.410271,165.1506419375,11377.05135658,48,47,0,0,0.0003598,upper_bound_16
696,3,210697,16,0,8,2,1000,1,0,0.03391251595098,1,16,2484.283702,155.267731375,10566.41850731,49,46,0,0,0.0021461,upper_bound_16
696,3,210697,16,0,8,2,1000,1,0,0.03391251595098,2,16,2484.283702,155.267731375,10566.41850731,49,46,0,0,0.0018026,upper_bound_16
697,3,210698,16,0,8,2,1250,2,1,0.02014187381771,0,16,2562.377696,160.148606,10976.88848331,48,47,0,0,0.0003714,upper_bound_16
697,3,210698,16,0,8,2,1250,2,1,0.02014187381771,1,16,2336.72797,146.045498125,9808.639862192,49,47,1,0,0.0010866,upper_bound_16
697,3,210698,16,0,8,2,1250,2,1,0.02014187381771,2,16,2336.72797,146.045498125,9808.639862192,49,47,1,0,0.0008941,upper_bound_16
698,3,210699,16,0,8,2,1500,3,0,0.02359698622639,0,16,2648.784397,165.5490248125,11383.92199751,49,47,0,0,0.0003739,upper_bound_16
698,3,210699,16,0,8,2,1500,3,0,0.02359698622639,1,16,2810.453377,175.6533360625,11867.26688801,60,57,0,0,0.0017216,upper_bound_16
698,3,210699,16,0,8,2,1500,3,0,0.02359698622639,2,16,2810.453377,175.6533360625,11867.26688801,60,57,0,0,0.0016852,upper_bound_16
699,3,210700,16,0,8,2,1000,4,1,0.04841988091551,0,16,2760.331346,172.520709125,11966.65673299,48,47,0,0,0.0003652,upper_bound_16
699,3,210700,16,0,8,2,1000,4,1,0.04841988091551,1,16,2411.042409,150.6901505625,10220.2120534,48,47,0,0,0.0008257,upper_bound_16
699,3,210700,16,0,8,2,1000,4,1,0.04841988091551,2,16,2411.042409,150.6901505625,10220.2120534,48,47,0,0,0.0008187,upper_bound_16
700,3,210701,16,0,8,2,1250,0,0,0.04831943196649,0,16,2736.79758,171.04984875,11853.98790651,48,46,0,0,0.0003857,upper_bound_16
700,3,210701,16,0,8,2,1250,0,0,0.04831943196649,1,16,2518.370907,157.3981816875,10736.85453446,49,46,0,0,0.0008188,upper_bound_16
700,3,210701,16,0,8,2,1250,0,0,0.04831943196649,2,16,2518.370907,157.3981816875,10736.85453446,49,46,0,0,0.0007999,upper_bound_16
701,3,210702,16,0,8,2,1500,1,1,0.04498884283247,0,16,2771.597852,173.22486575,12022.98927261,48,47,0,0,0.0003703,upper_bound_16
701,3,210702,16,0,8,2,1500,1,1,0.04498884283247,1,16,2397.621324,149.85133275,10153.10661629,48,47,0,0,0.0008074,upper_bound_16
701,3,210702,16,0,8,2,1500,1,1,0.04498884283247,2,16,2397.621324,149.85133275,10153.10661629,48,47,0,0,0.0007908,upper_bound_16
702,3,210703,16,0,8,2,1000,2,0,0.0336631386896,0,16,2622.403542,163.900221375,11277.01771843,48,47,0,0,0.0004145,upper_bound_16
702,3,210703,16,0,8,2,1000,2,0,0.0336631386896,1,16,2595.587685,162.2242303125,10902.93843379,56,46,3,2,0.0020568,upper_bound_16
702,3,210703,16,0,8,2,1000,2,0,0.0336631386896,2,16,2595.587685,162.2242303125,10902.93843379,56,46,3,2,0.0020964,upper_bound_16
703,3,210704,16,0,8,2,1250,3,1,0.02974232415325,0,16,2992.54649,187.034155625,12847.73245454,55,47,7,0,0.0004238,upper_bound_16
703,3,210704,16,0,8,2,1250,3,1,0.02974232415325,1,16,2578.628804,161.16430025,10853.14402476,54,46,4,0,0.0018257,upper_bound_16
703,3,210704,16,0,8,2,1250,3,1,0.02974232415325,2,16,2578.628804,161.16430025,10853.14402476,54,46,4,0,0.001757,upper_bound_16
704,3,210705,16,0,8,2,1500,4,0,0.03174054719234,0,16,2782.914008,173.9321255,12079.57004988,48,47,0,0,0.0003608,upper_bound_16
704,3,210705,16,0,8,2,1500,4,0,0.03174054719234,1,16,2325.952295,145.3720184375,9689.76148561,51,47,2,0,0.0008466,upper_bound_16
704,3,210705,16,0,8,2,1500,4,0,0.03174054719234,2,16,2325.952295,145.3720184375,9689.76148561,51,47,2,0,0.0008328,upper_bound_16
705,3,210706,16,0,8,2,1000,0,1,0.01651352207189,0,16,3023.42349,188.963968125,13137.1174499,53,51,0,0,0.0003662,upper_bound_16
705,3,210706,16,0,8,2,1000,0,1,0.01651352207189,1,16,4213.86348,263.3664675,17609.31740123,103,94,1,0,0.0011653,upper_bound_16
705,3,210706,16,0,8,2,1000,0,1,0.01651352207189,2,16,4213.86348,263.3664675,17609.31740123,103,94,1,0,0.0011481,upper_bound_16
706,3,210707,16,0,8,2,1250,1,0,0.03971188411111,0,16,2774.205783,173.3878614375,12036.02892112,48,47,0,0,0.0003677,upper_bound_16
706,3,210707,16,0,8,2,1250,1,0,0.03971188411111,1,16,2465.179006,154.073687875,10165.89504029,58,50,4,0,0.0019321,upper_bound_16
706,3,210707,16,0,8,2,1250,1,0,0.03971188411111,2,16,2465.179006,154.073687875,10165.89504029,58,50,4,0,0.001904,upper_bound_16
707,3,210708,16,0,8,2,1500,2,1,0.0197532995031,0,16,2687.725369,167.9828355625,11603.62684244,48,47,0,0,0.0003591,upper_bound_16
707,3,210708,16,0,8,2,1500,2,1,0.0197532995031,1,16,2405.039433,150.3149645625,10195.19717304,48,46,0,0,0.0007968,upper_bound_16
707,3,210708,16,0,8,2,1500,2,1,0.0197532995031,2,16,2405.039433,150.3149645625,10195.19717304,48,46,0,0,0.0007873,upper_bound_16
708,3,210709,16,0,8,2,1000,3,0,0.04168440364745,0,16,2513.070146,157.066884125,10730.35073481,48,47,0,0,0.0003596,upper_bound_16
708,3,210709,16,0,8,2,1000,3,0,0.04168440364745,1,16,2479.50836,154.9692725,10537.54178956,49,47,0,0,0.0015868,upper_bound_16
708,3,210709,16,0,8,2,1000,3,0,0.04168440364745,2,16,2479.50836,154.9692725,10537.54178956,49,47,0,0,0.0017554,upper_bound_16
709,3,210710,16,0,8,2,1250,4,1,0.0683973663106,0,16,2899.248177,181.2030110625,12536.24089805,52,46,2,0,0.0004012,upper_bound_16
709,3,210710,16,0,8,2,1250,4,1,0.0683973663106,1,16,2701.531707,168.8457316875,11252.65853929,62,58,1,0,0.0018602,upper_bound_16
709,3,210710,16,0,8,2,1250,4,1,0.0683973663106,2,16,2701.531707,168.8457316875,11252.65853929,62,58,1,0,0.0018788,upper_bound_16
710,3,210711,16,0,8,2,1500,0,0,0.03575519400893,0,16,2635.14262,164.69641375,11340.71310218,48,47,0,0,0.0003603,upper_bound_16
710,3,210711,16,0,8,2,1500,0,0,0.03575519400893,1,16,2368.042049,148.0026280625,9955.210238653,50,47,0,0,0.0015085,upper_bound_16
710,3,210711,16,0,8,2,1500,0,0,0.03575519400893,2,16,2368.042049,148.0026280625,9955.210238653,50,47,0,0,0.0014846,upper_bound_16
711,3,210712,16,0,8,2,1000,1,1,0.03156577597791,0,16,2669.254424,166.8284015,11511.27211466,48,47,0,0,0.0003625,upper_bound_16
711,3,210712,16,0,8,2,1000,1,1,0.03156577597791,1,16,2299.673823,143.7296139375,9663.369124894,48,47,0,0,0.0008017,upper_bound_16
711,3,210712,16,0,8,2,1000,1,1,0.03156577597791,2,16,2299.673823,143.7296139375,9663.369124894,48,47,0,0,0.000786,upper_bound_16
712,3,210713,16,0,8,2,1250,2,0,0.01849751572768,0,16,2810.466002,175.654125125,12217.330011,48,47,0,0,0.0003563,upper_bound_16
712,3,210713,16,0,8,2,1250,2,0,0.01849751572768,1,16,2493.914205,155.8696378125,10519.5710365,52,47,1,1,0.0009352,upper_bound_16
712,3,210713,16,0,8,2,1250,2,0,0.01849751572768,2,16,2493.914205,155.8696378125,10519.5710365,52,47,1,1,0.0009272,upper_bound_16
713,3,210714,16,0,8,2,1500,3,1,0.02280584293544,0,16,2668.115605,166.7572253125,11465.57801118,49,47,1,0,0.0003805,upper_bound_16
713,3,210714,16,0,8,2,1500,3,1,0.02280584293544,1,16,2607.472244,162.96701525,11037.3612069,53,46,3,0,0.0020113,upper_bound_16
713,3,210714,16,0,8,2,1500,3,1,0.02280584293544,2,16,2607.472244,162.96701525,11037.3612069,53,46,3,0,0.0018642,upper_bound_16
714,3,210715,16,0,8,2,1000,4,0,0.05001932156828,0,16,2880.057509,180.0035943125,12525.28754964,49,47,1,0,0.0003837,upper_bound_16
714,3,210715,16,0,8,2,1000,4,0,0.05001932156828,1,16,2629.65372,164.3533575,11318.26860517,48,46,0,0,0.0008343,upper_bound_16
714,3,210715,16,0,8,2,1000,4,0,0.05001932156828,2,16,2629.65372,164.3533575,11318.26860517,48,46,0,0,0.0008094,upper_bound_16
715,3,210716,16,0,8,2,1250,0,1,0.03989465409215,0,16,2742.942612,171.43391325,11879.71305712,48,47,0,0,0.0003752,upper_bound_16
715,3,210716,16,0,8,2,1250,0,1,0.03989465409215,1,16,2280.127202,142.507950125,9565.636016073,48,47,0,0,0.00081,upper_bound_16
715,3,210716,16,0,8,2,1250,0,1,0.03989465409215,2,16,2280.127202,142.507950125,9565.636016073,48,47,0,0,0.0008102,upper_bound_16
716,3,210717,16,0,8,2,1500,1,0,0.03522946834125,0,16,2569.002141,160.5626338125,11010.01070859,48,47,0,0,0.0003716,upper_bound_16
716,3,210717,16,0,8,2,1500,1,0,0.03522946834125,1,16,2225.400872,139.0875545,9137.004349621,53,47,2,1,0.0023094,upper_bound_16
716,3,210717,16,0,8,2,1500,1,0,0.03522946834125,2,16,2225.400872,139.0875545,9137.004349621,53,47,2,1,0.0022525,upper_bound_16
717,3,210718,16,0,8,2,1000,2,1,0.03092997532134,0,16,2975.933092,185.99581825,12839.66547515,55,53,0,0,0.0003711,upper_bound_16
717,3,210718,16,0,8,2,1000,2,1,0.03092997532134,1,16,3909.846962,244.365435125,16024.23481963,105,97,1,0,0.0010618,upper_bound_16
717,3,210718,16,0,8,2,1000,2,1,0.03092997532134,2,16,3909.846962,244.365435125,16024.23481963,105,97,1,0,0.001054,upper_bound_16
718,3,210719,16,0,8,2,1250,3,0,0.02201124230045,0,16,2991.665542,186.979096375,12978.32770629,52,47,3,0,0.0004022,upper_bound_16
718,3,210719,16,0,8,2,1250,3,0,0.02201124230045,1,16,3675.613647,229.7258529375,14863.06823116,104,94,3,0,0.0012552,upper_bound_16
718,3,210719,16,0,8,2,1250,3,0,0.02201124230045,2,16,3675.613647,229.7258529375,14863.06823116,104,94,3,0,0.0012487,upper_bound_16
719,3,210720,16,0,8,2,1500,4,1,0.02982529172971,0,16,2570.79934,160.67495875,11018.99670751,48,47,0,0,0.0003724,upper_bound_16
719,3,210720,16,0,8,2,1500,4,1,0.02982529172971,1,16,2637.488014,164.843000875,11262.44007388,51,47,1,1,0.0020434,upper_bound_16
719,3,210720,16,0,8,2,1500,4,1,0.02982529172971,2,16,2637.488014,164.843000875,11262.44007388,51,47,1,1,0.0020413,upper_bound_16
720,3,210721,16,0,16,0,1000,0,0,0.6109462506281,0,16,5377.459329,336.0912080625,23407.2966589,103,101,0,0,0.0003829,upper_bound_16
720,3,210721,16,0,16,0,1000,0,0,0.6109462506281,1,16,4951.741149,309.4838218125,21183.70575503,107,100,0,0,0.0004931,upper_bound_16
720,3,210721,16,0,16,0,1000,0,0,0.6109462506281,2,16,4951.741149,309.4838218125,21183.70575503,107,100,0,0,0.0004884,upper_bound_16
721,3,210722,16,0,16,0,1250,1,1,0.650578281181,0,16,4256.178907,266.0111816875,17910.89453564,100,94,0,0,0.0004006,upper_bound_16
721,3,210722,16,0,16,0,1250,1,1,0.650578281181,1,16,3589.760317,224.3600198125,14113.80159049,114,102,5,0,0.000622,upper_bound_16
721,3,210722,16,0,16,0,1250,1,1,0.650578281181,2,16,3589.760317,224.3600198125,14113.80159049,114,102,5,0,0.0006135,upper_bound_16
722,3,210723,16,0,16,0,1500,2,0,0.7484870463281,0,16,4418.493709,276.1558568125,18662.46853519,102,96,0,0,0.0004136,upper_bound_16
722,3,210723,16,0,16,0,1500,2,0,0.7484870463281,1,16,4028.288872,251.7680545,16321.44436563,115,100,3,0,0.0006738,upper_bound_16
722,3,210723,16,0,16,0,1500,2,0,0.7484870463281,2,16,4028.288872,251.7680545,16321.44436563,115,100,3,0,0.0006638,upper_bound_16
723,3,210724,16,0,16,0,1000,3,1,0.4002818277163,0,16,4979.029526,311.189345375,21405.14764848,103,100,1,0,0.0003837,upper_bound_16
723,3,210724,16,0,16,0,1000,3,1,0.4002818277163,1,16,4083.364946,255.210309125,16836.82473155,106,103,1,0,0.0005152,upper_bound_16
723,3,210724,16,0,16,0,1000,3,1,0.4002818277163,2,16,4083.364946,255.210309125,16836.82473155,106,103,1,0,0.0005078,upper_bound_16
724,3,210725,16,0,16,0,1250,4,0,0.9495241663625,0,16,4904.600078,306.537504875,20788.00039499,112,107,0,0,0.0003818,upper_bound_16
724,3,210725,16,0,16,0,1250,4,0,0.9495241663625,1,16,4559.799392,284.987462,19043.99696993,113,106,0,0,0.0004828,upper_bound_16
724,3,210725,16,0,16,0,1250,4,0,0.9495241663625,2,16,4559.799392,284.987462,19043.99696993,113,106,0,0,0.0004847,upper_bound_16
725,3,210726,16,0,16,0,1500,0,1,0.642565150228,0,16,4786.740481,299.1712800625,20478.70240842,103,93,1,0,0.0004316,upper_bound_16
725,3,210726,16,0,16,0,1500,0,1,0.642565150228,1,16,4020.801121,251.3000700625,16504.00560928,107,96,3,0,0.0007364,upper_bound_16
725,3,210726,16,0,16,0,1500,0,1,0.642565150228,2,16,4020.801121,251.3000700625,16504.00560928,107,96,3,0,0.000728,upper_bound_16
726,3,210727,16,0,16,0,1000,1,0,0.5728983823768,0,16,5604.628192,350.289262,24113.14095894,117,114,1,0,0.0003773,upper_bound_16
726,3,210727,16,0,16,0,1000,1,0,0.5728983823768,1,16,4444.799767,277.7999854375,18448.99884366,113,110,0,0,0.0004879,upper_bound_16
726,3,210727,16,0,16,0,1000,1,0,0.5728983823768,2,16,4444.799767,277.7999854375,18448.99884366,113,110,0,0,0.0004775,upper_bound_16
727,3,210728,16,0,16,0,1250,2,1,0.6690964564927,0,16,4476.849616,279.803101,19019.2480998,100,93,0,0,0.000422,upper_bound_16
727,3,210728,16,0,16,0,1250,2,1,0.6690964564927,1,16,4229.393406,264.337087875,17596.96702936,105,96,3,0,0.0008431,upper_bound_16
727,3,210728,16,0,16,0,1250,2,1,0.6690964564927,2,16,4229.393406,264.337087875,17596.96702936,105,96,3,0,0.0008306,upper_bound_16
728,3,210729,16,0,16,0,1500,3,0,0.5974874223748,0,16,4777.861727,298.6163579375,20244.30864606,109,101,1,0,0.0004433,upper_bound_16
728,3,210729,16,0,16,0,1500,3,0,0.5974874223748,1,16,4321.134604,270.07091275,17920.67301889,110,101,2,0,0.0005821,upper_bound_16
728,3,210729,16,0,16,0,1500,3,0,0.5974874223748,2,16,4321.134604,270.07091275,17920.67301889,110,101,2,0,0.0006264,upper_bound_16
729,3,210730,16,0,16,0,1000,4,1,0.5531885419713,0,16,5405.116097,337.8197560625,23235.58050039,113,110,1,0,0.0003854,upper_bound_16
729,3,210730,16,0,16,0,1000,4,1,0.5531885419713,1,16,4577.014927,286.0634329375,19115.07463752,113,109,0,0,0.000494,upper_bound_16
729,3,210730,16,0,16,0,1000,4,1,0.5531885419713,2,16,4577.014927,286.0634329375,19115.07463752,113,109,0,0,0.0004915,upper_bound_16
730,3,210731,16,0,16,0,1250,0,0,0.9418406710845,0,16,4276.903613,267.3064758125,17994.5180804,100,95,1,0,0.0004122,upper_bound_16
730,3,210731,16,0,16,0,1250,0,0,0.9418406710845,1,16,3657.656671,228.6035419375,14913.28336277,100,95,0,0,0.0005598,upper_bound_16
730,3,210731,16,0,16,0,1250,0,0,0.9418406710845,2,16,3657.656671,228.6035419375,14913.28336277,100,95,0,0,0.0005489,upper_bound_16
731,3,210732,16,0,16,0,1500,1,1,0.4973965359562,0,16,5045.38122,315.33632625,21306.90611194,118,105,3,0,0.0005006,upper_bound_16
731,3,210732,16,0,16,0,1500,1,1,0.4973965359562,1,16,4252.439193,265.7774495625,17247.19599531,120,105,6,0,0.0006273,upper_bound_16
731,3,210732,16,0,16,0,1500,1,1,0.4973965359562,2,16,4252.439193,265.7774495625,17247.19599531,120,105,6,0,0.0006252,upper_bound_16
732,3,210733,16,0,16,0,1000,2,0,0.4376718738336,0,16,5123.990379,320.2493986875,21419.95189883,127,125,0,0,0.0003733,upper_bound_16
732,3,210733,16,0,16,0,1000,2,0,0.4376718738336,1,16,4794.612408,299.6632755,19748.06204582,128,125,0,0,0.0005022,upper_bound_16
732,3,210733,16,0,16,0,1000,2,0,0.4376718738336,2,16,4794.612408,299.6632755,19748.06204582,128,125,0,0,0.0004784,upper_bound_16
733,3,210734,16,0,16,0,1250,3,1,0.9208376241635,0,16,4995.080399,312.1925249375,21170.40199025,114,111,0,0,0.0003821,upper_bound_16
733,3,210734,16,0,16,0,1250,3,1,0.9208376241635,1,16,4389.25959,274.328724375,18116.29795358,115,108,1,0,0.0005003,upper_bound_16
733,3,210734,16,0,16,0,1250,3,1,0.9208376241635,2,16,4389.25959,274.328724375,18116.29795358,115,108,1,0,0.0006412,upper_bound_16
734,3,210735,16,0,16,0,1500,4,0,0.740146642011,0,16,5315.574448,332.223403,22977.87225115,108,94,2,1,0.0005739,upper_bound_16
734,3,210735,16,0,16,0,1500,4,0,0.740146642011,1,16,4291.466048,268.216628,18012.33024499,102,90,3,0,0.0008609,upper_bound_16
734,3,210735,16,0,16,0,1500,4,0,0.740146642011,2,16,4291.466048,268.216628,18012.33024499,102,90,3,0,0.0012216,upper_bound_16
735,3,210736,16,0,16,0,1000,0,1,0.9617482595235,0,16,5416.272635,338.5170396875,23006.363178,123,120,0,0,0.0003839,upper_bound_16
735,3,210736,16,0,16,0,1000,0,1,0.9617482595235,1,16,4805.287804,300.33048775,19901.43901624,125,120,0,0,0.0004403,upper_bound_16
735,3,210736,16,0,16,0,1000,0,1,0.9617482595235,2,16,4805.287804,300.33048775,19901.43901624,125,120,0,0,0.0004331,upper_bound_16
736,3,210737,16,0,16,0,1250,1,0,0.8673262284369,0,16,5044.629742,315.289358875,21503.1487057,111,109,0,0,0.0003704,upper_bound_16
736,3,210737,16,0,16,0,1250,1,0,0.8673262284369,1,16,4203.265508,262.70409425,17296.32755642,111,109,0,0,0.0004603,upper_bound_16
736,3,210737,16,0,16,0,1250,1,0,0.8673262284369,2,16,4203.265508,262.70409425,17296.32755642,111,109,0,0,0.0004831,upper_bound_16
737,3,210738,16,0,16,0,1500,2,1,0.7425849255082,0,16,5083.543022,317.721438875,22022.71510108,101,88,2,0,0.0004977,upper_bound_16
737,3,210738,16,0,16,0,1500,2,1,0.7425849255082,1,16,4174.890171,260.9306356875,17199.45085752,110,96,3,0,0.0008715,upper_bound_16
737,3,210738,16,0,16,0,1500,2,1,0.7425849255082,2,16,4174.890171,260.9306356875,17199.45085752,110,96,3,0,0.0008276,upper_bound_16
738,3,210739,16,0,16,0,1000,3,0,0.8050181079947,0,16,5170.11778,323.13236125,22370.58890555,103,101,0,0,0.0003902,upper_bound_16
738,3,210739,16,0,16,0,1000,3,0,0.8050181079947,1,16,4560.446307,285.0278941875,18767.23154249,122,117,0,0,0.0004823,upper_bound_16
738,3,210739,16,0,16,0,1000,3,0,0.8050181079947,2,16,4560.446307,285.0278941875,18767.23154249,122,117,0,0,0.000473,upper_bound_16
739,3,210740,16,0,16,0,1250,4,1,0.6561665489525,0,16,5223.865828,326.49161425,22384.32915408,112,107,0,0,0.0003943,upper_bound_16
739,3,210740,16,0,16,0,1250,4,1,0.6561665489525,1,16,4575.896975,285.9935609375,19134.48487963,112,103,2,0,0.0005958,upper_bound_16
739,3,210740,16,0,16,0,1250,4,1,0.6561665489525,2,16,4575.896975,285.9935609375,19134.48487963,112,103,2,0,0.0005805,upper_bound_16
740,3,210741,16,0,16,0,1500,0,0,0.4579721660578,0,16,5098.955296,318.684706,21719.77648699,114,105,0,0,0.0004309,upper_bound_16
740,3,210741,16,0,16,0,1500,0,0,0.4579721660578,1,16,4103.834002,256.489625125,16864.17000917,110,101,0,0,0.0006199,upper_bound_16
740,3,210741,16,0,16,0,1500,0,0,0.4579721660578,2,16,4103.834002,256.489625125,16864.17000917,110,101,0,0,0.0006181,upper_bound_16
741,3,210742,16,0,16,0,1000,1,1,0.9299337547342,0,16,5355.413252,334.71332825,22762.0662836,121,118,0,0,0.0003728,upper_bound_16
741,3,210742,16,0,16,0,1000,1,1,0.9299337547342,1,16,4505.971028,281.62318925,18489.85514216,122,118,0,0,0.0004522,upper_bound_16
741,3,210742,16,0,16,0,1000,1,1,0.9299337547342,2,16,4505.971028,281.62318925,18489.85514216,122,118,0,0,0.0004405,upper_bound_16
742,3,210743,16,0,16,0,1250,2,0,0.6264186931241,0,16,5038.862059,314.9288786875,21544.31029248,109,105,0,0,0.0003858,upper_bound_16
742,3,210743,16,0,16,0,1250,2,0,0.6264186931241,1,16,4700.092432,293.755777,19750.46216531,113,105,0,0,0.0005157,upper_bound_16
742,3,210743,16,0,16,0,1250,2,0,0.6264186931241,2,16,4700.092432,293.755777,19750.46216531,113,105,0,0,0.0006605,upper_bound_16
743,3,210744,16,0,16,0,1500,3,1,0.5014602352817,0,16,4582.321104,286.395069,19686.6055235,95,90,0,0,0.000464,upper_bound_16
743,3,210744,16,0,16,0,1500,3,1,0.5014602352817,1,16,3974.563788,248.41023675,16427.81892698,102,90,3,0,0.0007441,upper_bound_16
