date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,emergency_energy,planned_energy,adjusted_energy,spill_energy,projection_count,projection_total_kwh,projection_max_kwh
2025-02-01,20691.82007562433,13.803006883452303,-1184.5395691474348,3.2161308283207294e-11,19521.083513360376,8.629541525806417e-12,47739.77836232666,42967.87254154124,4807.055165835581,0,0.0,0.0
2025-02-02,66386.24311418699,6.7587212820657925,-2675.096559460741,5.1619194252339186e-11,63717.90527600838,1.3027801060161437e-11,93424.83968788368,87274.27761255304,4608.725712997713,0,0.0,0.0
2025-02-03,69051.58354111332,0.0,-3422.9299042046114,5.784240997286361e-11,65628.65363690877,1.3383072428041487e-11,95127.34816906328,87679.76224406171,3068.5446683309133,0,0.0,0.0
2025-02-04,72007.43492844995,0.0,-4171.489607848941,4.988243773595968e-11,67835.94532060105,1.0807355010911124e-11,98119.74053378426,89196.25314427383,3607.8934794088036,0,0.0,0.0
2025-02-05,65972.71939466527,13.234123351307499,-1884.7554200710606,8.19862053802467e-11,64101.198097945584,1.8348877972584887e-11,91601.81601329814,87557.81469782596,2481.1672835380664,0,0.0,0.0
2025-02-06,71644.54938708892,0.0,-4929.378067664637,7.505442312094601e-11,66715.17131942438,1.582378672537743e-11,98134.17876108708,87396.48813012327,2545.4405017736663,0,0.0,0.0
2025-02-07,20495.967194961017,0.0,-1420.6223672005322,2.5118360724718512e-11,19075.34482776051,9.166001291305292e-12,47635.36827133312,41914.35507269644,6466.86919015646,0,0.0,0.0
2025-02-08,15683.98756161049,165.72481510737717,-1.3539324424903756,4.131694097964101e-11,15848.358444275416,1.3846701563124952e-11,38054.55335456856,38198.086289349725,2573.1426712682796,0,0.0,0.0
2025-02-09,64130.358132233974,0.0,-1673.4339981641428,7.54363824739812e-11,62456.9241340699,2.0122570276726037e-11,89244.9683701263,85822.79957367659,2122.268451324505,0,0.0,0.0
2025-02-10,59903.52620590531,1.038169635169369,-2604.3327741446897,6.531982776891711e-11,57300.231601395855,1.6989076812023995e-11,85927.77202695055,80061.10166296223,1338.6307005504773,0,0.0,0.0
2025-02-11,59945.05161776547,30.767817747477007,-2554.544265827535,114.35720550072689,57535.632375186135,22.445114043208726,85730.02801265616,80397.26973291155,645.0109816604831,0,0.0,0.0
2025-02-12,60211.253545484906,0.0,-2639.8741117204154,1071.2852759342904,58642.66470969877,197.69797467002343,86295.78803771854,80396.61078791533,751.9392509001332,0,0.0,0.0
2025-02-13,55282.42654184305,0.3722803975020759,-1672.503682470631,5.861948171315134e-11,53610.29513976998,1.6281198611522996e-11,81184.51351241065,77412.04755391114,1746.5490121377056,0,0.0,0.0
2025-02-14,16029.525623941325,259.5198278750814,-178.65276650333158,4.8767390126158714e-11,16110.392685313122,1.6285639503621496e-11,38885.00910862021,38055.98660544369,4278.070637551896,0,0.0,0.0
2025-02-15,17146.17821984764,9.732281143479431,-620.9743498951844,2.8255875861304958e-11,16534.93615109596,1.0729195309977513e-11,39740.905040204954,36871.821907547135,3346.838679718833,0,0.0,0.0
2025-02-16,60871.02351853511,289.271417467333,-3127.7085449820825,6.861310541950161e-11,58032.58639102043,1.766586876783549e-11,86759.75285977415,79857.04312103294,247.5465862984958,0,0.0,0.0
2025-02-17,59551.76389287703,5.981065328981233,-4223.638983080115,6.480358871741031e-11,55334.10597512596,1.6922019341336636e-11,86512.7343723479,75838.11910752371,410.5571937093165,0,0.0,0.0
2025-02-18,52203.97733591687,354.02941552799393,-408.2652211004294,7.90738061695606e-11,52149.741530344516,2.05684358434155e-11,77222.87330802881,76658.55758077715,634.5295440624034,0,0.0,0.0
2025-02-19,52884.77709915435,330.9836686896422,-108.6158854146891,29.873648440466226,53137.01853086977,13.634709466201514,77896.6338009118,78019.08800711666,866.6083461964643,0,0.0,0.0
2025-02-20,54712.57237889348,0.0,-1561.0070419085332,74.78243982103315,53226.347776805975,13.329015207388974,80663.39217738663,76809.24654423754,1829.8994610115076,0,0.0,0.0
2025-02-21,15114.925962040246,96.55223276547247,-1.0906939018687094,4.50928610007395e-11,15210.387500903895,1.6683543435647152e-11,36146.315429002374,36246.15838217885,6956.738450394129,0,0.0,0.0
2025-02-22,15827.533601310846,19.095068456378698,-152.95611595912712,11.1958078053916,15704.868361613488,5.57282618485749,36835.95909034535,36269.91853971682,4545.581366544474,0,0.0,0.0
2025-02-23,54113.514796684525,178.103458541981,-1606.3144773677368,5.6551691329786986e-11,52685.30377785883,1.4711787343912874e-11,80042.63595897565,76375.09750706778,552.7415027132982,0,0.0,0.0
2025-02-24,51938.39138970533,0.0,-1063.5769207723831,4.9537373314478824e-11,50874.81446893299,1.3802292642139946e-11,76702.8838837579,74234.79140491194,1985.9944920574235,0,0.0,0.0
2025-02-25,52774.402472730035,0.0,-2978.7954527420384,84.8776755221117,49880.48469551011,16.538907934946415,79506.02414174548,71861.6306167582,1819.3961684082988,0,0.0,0.0
2025-02-26,48273.05112450973,1330.193646381114,-31.392369590617513,7.064032736536773e-11,49571.8524013003,1.9374724047338532e-11,73478.96091835384,74633.38678394488,1427.921864911546,0,0.0,0.0
2025-02-27,47918.95976612233,0.0,-485.32860628509366,6.426486010013831e-11,47433.63115983729,1.7337242752546445e-11,73976.38116130381,72568.65203902569,1249.812660774921,0,0.0,0.0
2025-02-28,14270.14538960285,34.08381429733126,-31.485324708859846,3.056570108128653e-11,14272.743879191352,1.0913936421275139e-11,34805.816603185594,34734.73932647903,7721.0956771493275,0,0.0,0.0
2025-03-01,16352.010725298715,0.0,-883.564427258795,2.5895475097570397e-11,15468.446298039944,9.828582392401586e-12,39766.39614205835,35469.81838781166,8415.186989561753,0,0.0,0.0
2025-03-02,56356.52482162852,509.92395419907047,-2130.1748111310853,6.652552020369739e-11,54736.27396469657,1.5853984791647235e-11,82668.417737217,78502.77096727444,1977.4461311220307,0,0.0,0.0
2025-03-03,57857.1329736064,130.57665631765545,-3104.7357560926166,7.611378105565337e-11,54882.97387383152,1.963762485956977e-11,85069.71897629356,77579.06992632686,1008.5516737511529,0,0.0,0.0
2025-03-04,50662.142294014135,204.4562144737587,-860.0885336467073,9.200047301760605e-11,50006.50997484128,2.2321700043903547e-11,76214.88263021558,74186.78935390219,978.7884905825439,0,0.0,0.0
2025-03-05,52543.10007348923,0.0,-2959.3482655292955,6.230328430945064e-11,49583.75180796,1.6651569012537948e-11,80101.92720195236,72323.21309961553,2240.8799746714826,0,0.0,0.0
2025-03-06,48721.9701958234,0.0,-1052.0888595357872,10.73743863640471,47680.61877492402,6.45472716343545,75006.09156075813,72176.07412473108,2257.4394600843016,0,0.0,0.0
2025-03-07,15002.63380316793,0.0,-449.5434887008721,3.34566792048463e-11,14553.090314467092,1.3024248346482636e-11,35908.53249718652,34396.23692731111,10248.380316189221,0,0.0,0.0
2025-03-08,13390.109682290096,341.137812406806,-2.392727155264194,2.4242453378064966e-11,13728.85476754166,9.123368727159686e-12,32457.8504757959,32805.42826258589,10200.523394151318,0,0.0,0.0
2025-03-09,48957.796160127415,0.0,-2407.3544186534023,5.090474974878134e-11,46550.44174147406,1.2526868431450566e-11,76473.99542307568,69610.42161374341,1753.1258179856973,0,0.0,0.0
2025-03-10,48290.32489443978,920.5910562175751,-129.07223086706603,6.762449800135073e-11,49081.843719790355,1.793765136426373e-11,73562.75158269718,74085.75985410681,1641.7992340780042,0,0.0,0.0
2025-03-11,41940.04885814516,4049.868301016347,-30.07846635300062,7.509219734913585e-11,45959.83869280858,2.0538237777145696e-11,65413.226009574486,70085.83684864113,1746.5401246455615,0,0.0,0.0
2025-03-12,47964.2849622667,0.0,-2399.076771838537,7.323431816530503e-11,45565.20819042824,2.0161650127192843e-11,74681.38604237948,67922.02955172156,1514.2115441532285,0,0.0,0.0
2025-03-13,48536.48359654899,15.20003784763458,-605.2337429729662,5.4419539097239065e-11,47946.44989142371,1.7030599153144976e-11,74579.36730802586,73067.62267028479,1466.5161288270383,0,0.0,0.0
