日期,1月固定候选,在线候选,在线当日费用_元,历史窗口内各候选费用_JSON
2025-03-02,affine_saa_mpc,affine_saa_mpc,54736.27396469657,"[1292806.8272911604, 1445503.0569470553, 1300566.277864056, 1424645.8878429823, 1268095.9864668087, 1289342.2620240853]"
2025-03-03,affine_saa_mpc,affine_saa_mpc,54882.97387383152,"[1283653.2908006224, 1441425.2012851015, 1292863.8746634745, 1420217.2214360703, 1259114.355155497, 1280599.4686911167]"
2025-03-04,affine_saa_mpc,affine_saa_mpc,50006.50997484128,"[1272859.0812593072, 1430771.8347068313, 1282699.0114455463, 1410278.6815111004, 1248368.6753924196, 1270160.3509550816]"
2025-03-05,affine_saa_mpc,affine_saa_mpc,49583.75180796,"[1254067.5907121317, 1416279.837174883, 1266562.4954639925, 1396134.5973571823, 1230539.24004666, 1252706.8972127694]"
2025-03-06,affine_saa_mpc,affine_saa_mpc,47680.61877492402,"[1238757.045001615, 1400389.1075816466, 1252520.2214408312, 1380683.8083494175, 1216021.7937566743, 1238582.1296916485]"
2025-03-07,affine_saa_mpc,affine_saa_mpc,14553.090314467092,"[1218727.24953742, 1382203.759558663, 1233921.6977353876, 1364710.6916148039, 1196987.2412121738, 1219421.3723310996]"
2025-03-08,affine_saa_mpc,affine_saa_mpc,13728.85476754166,"[1213740.364696088, 1379036.1508131924, 1229443.4203677538, 1361632.947673976, 1192464.9866988806, 1214687.9994169683]"
2025-03-09,affine_saa_mpc,affine_saa_mpc,46550.44174147406,"[1211036.2222374543, 1375295.7597947351, 1226669.0235750251, 1358597.2014739646, 1190345.4830221466, 1212481.0962213918]"
2025-03-10,affine_saa_mpc,affine_saa_mpc,49081.843719790355,"[1194640.329020548, 1360464.776571586, 1210626.4178692643, 1345511.6399528268, 1174439.0006295508, 1196398.0612346055]"
2025-03-11,affine_saa_mpc,affine_saa_mpc,45959.83869280858,"[1185801.758332752, 1355684.0083185295, 1203149.0405197938, 1339986.50723644, 1166220.6127479454, 1188496.3941859733]"
2025-03-12,affine_saa_mpc,affine_saa_mpc,45565.20819042824,"[1173713.609115777, 1342172.652817658, 1191258.3999458817, 1328412.7067513324, 1154644.8190655678, 1175649.622539514]"
2025-03-13,affine_saa_mpc,affine_saa_mpc,47946.44989142371,"[1161484.9277577556, 1326343.4205094397, 1177568.542142421, 1311750.9551950197, 1141567.3625462975, 1161448.5399805496]"
2025-03-14,affine_saa_mpc,affine_saa_mpc,12862.20042878052,"[1156366.0494912898, 1322141.564414733, 1171974.8601472373, 1306920.4520186663, 1135903.5172979513, 1155886.407547755]"
2025-03-15,affine_saa_mpc,affine_saa_mpc,13502.08635785506,"[1152730.0238630727, 1317470.3467563046, 1168723.816510195, 1303012.049892585, 1132655.3250414187, 1152603.6758281672]"
2025-03-16,affine_saa_mpc,affine_saa_mpc,45805.90551471825,"[1149451.488916375, 1309906.721051863, 1165221.3116962393, 1295769.0121314528, 1129622.4752481778, 1149390.7495401404]"
2025-03-17,affine_saa_mpc,affine_saa_mpc,40390.201365452565,"[1137388.9731771348, 1292663.958382483, 1151135.6534788439, 1280107.695036436, 1117395.7943718752, 1135956.1332583255]"
2025-03-18,affine_saa_mpc,affine_saa_mpc,45445.57400575564,"[1122539.931519681, 1278813.457136758, 1135318.0062343217, 1266260.8791728062, 1102451.8897622016, 1120101.993711253]"
2025-03-19,affine_saa_mpc,affine_saa_mpc,41908.59746447226,"[1116096.2005974036, 1265335.1930793943, 1125673.4984216555, 1251993.121216186, 1095747.7222376128, 1112160.1428273104]"
2025-03-20,affine_saa_mpc,affine_saa_mpc,44330.43862390094,"[1105470.1407285575, 1251840.2065753967, 1114740.9950906928, 1237692.1749972221, 1084519.3011712155, 1100294.538789495]"
2025-03-21,affine_saa_mpc,affine_saa_mpc,12469.376328717846,"[1096018.367352304, 1247045.976066295, 1105938.9103710607, 1231892.1508612179, 1075623.3920183105, 1091796.084883883]"
2025-03-22,affine_saa_mpc,affine_saa_mpc,13387.753660620736,"[1093250.0408278094, 1241935.722647755, 1103071.460849464, 1228098.944888701, 1072882.3808461244, 1089536.1823251303]"
2025-03-23,affine_saa_mpc,affine_saa_mpc,43501.02179867965,"[1091053.3409720906, 1236877.867796679, 1100339.1530003236, 1223814.0905285436, 1070565.2661451318, 1086955.2545897693]"
2025-03-24,affine_saa_mpc,affine_saa_mpc,41839.81095306071,"[1081622.4380184577, 1224436.3841513768, 1090351.6491360713, 1210876.0327946586, 1061380.9841659525, 1076571.8331943583]"
2025-03-25,affine_saa_mpc,affine_saa_mpc,44700.69324247015,"[1072731.9595133283, 1214012.5813414357, 1080714.647788214, 1201062.316927263, 1052345.9806500801, 1067443.9609650867]"
2025-03-26,affine_saa_mpc,affine_saa_mpc,39882.99672315211,"[1067325.8353169444, 1211422.99309014, 1074856.0128292795, 1198608.539035022, 1047166.1891970403, 1062329.543847819]"
2025-03-27,affine_saa_mpc,affine_saa_mpc,41572.39816326513,"[1057696.2446467327, 1199511.31073837, 1064704.9613529574, 1187017.9653230675, 1037477.3335188922, 1052338.7616864159]"
2025-03-28,affine_saa_mpc,affine_saa_mpc,12729.139378451455,"[1051767.9994968534, 1189872.0909181857, 1058952.3939452784, 1177518.8286766594, 1031616.1005223199, 1046338.5005981401]"
2025-03-29,affine_saa_mpc,affine_saa_mpc,12248.99969866803,"[1050211.4928320292, 1185515.8364416754, 1056970.7897289104, 1173246.4591409422, 1030072.4960215802, 1044410.4279121727]"
2025-03-30,affine_saa_mpc,affine_saa_mpc,39227.97379246599,"[1046719.8787805815, 1182105.8517499643, 1053339.551894941, 1169711.3937824995, 1026853.0494222081, 1040996.1157522192]"
2025-03-31,affine_saa_mpc,affine_saa_mpc,38283.449813464904,"[1030624.8581615232, 1166071.29099401, 1037661.1965617948, 1153263.8600609144, 1011344.7492499776, 1025611.707435346]"
2025-04-01,affine_saa_mpc,affine_saa_mpc,44680.754672312425,"[1013333.8389445742, 1150608.592146796, 1021167.1211532541, 1136605.0246466913, 994745.225189611, 1009394.1024032934]"
2025-04-02,affine_saa_mpc,affine_saa_mpc,42722.982109660414,"[1007400.8688596277, 1141211.6434729118, 1014093.0294765912, 1127773.7037431034, 989419.4698870821, 1003801.2646456074]"
2025-04-03,affine_saa_mpc,affine_saa_mpc,42084.894849811375,"[1000383.7665760001, 1135098.2280812792, 1007072.5524179569, 1122843.856502134, 982558.7001887824, 996541.1607491565]"
2025-04-04,affine_saa_mpc,affine_saa_mpc,11389.212308003636,"[994969.0962435396, 1127455.3626916101, 1000967.0417664001, 1114936.3076790904, 976962.9762636698, 991000.7345432168]"
2025-04-05,affine_saa_mpc,affine_saa_mpc,11589.840188404043,"[991695.4681558588, 1121830.9993897246, 997785.3788882066, 1109645.7810998892, 973799.0982572064, 987901.348076717]"
2025-04-06,affine_saa_mpc,affine_saa_mpc,39752.2710726238,"[989773.6438336461, 1122362.7585673928, 996788.9148201853, 1110278.2960298161, 971660.0836780688, 985878.203503795]"
2025-04-07,affine_saa_mpc,affine_saa_mpc,36383.294390264055,"[983237.3969116629, 1115002.9639197455, 989710.9201909603, 1101657.8894962787, 964861.9130092185, 979038.1868213102]"
2025-04-08,affine_saa_mpc,affine_saa_mpc,39839.50793853642,"[971081.4228549805, 1099303.0499271064, 976353.193586028, 1085999.4450558545, 952163.3636796924, 965710.1227211257]"
2025-04-09,affine_saa_mpc,affine_saa_mpc,40622.584300404604,"[965084.4504189217, 1091114.994321955, 969151.2749949106, 1076876.9833270905, 946043.0329254202, 959257.198489863]"
2025-04-10,affine_saa_mpc,affine_saa_mpc,38831.4037653478,"[960229.9748020219, 1085940.3646669874, 964198.9745106656, 1071770.891554958, 941100.4090353965, 954377.2770928378]"
2025-04-11,affine_saa_mpc,affine_saa_mpc,10887.211226443367,"[950391.5623033798, 1076459.1259064132, 954422.6061520934, 1061673.560527902, 931985.3629093206, 944594.0262672317]"
2025-04-12,affine_saa_mpc,affine_saa_mpc,11514.61153291723,"[948347.3139182522, 1075382.325831968, 953497.2556560584, 1061164.2404319074, 930010.3737069834, 943274.3082060304]"
2025-04-13,affine_saa_mpc,affine_saa_mpc,37081.01001493813,"[946378.1781957886, 1073703.1062878955, 950868.3670166453, 1059211.9494819809, 928022.8988820456, 940693.1914977414]"
2025-04-14,affine_saa_mpc,affine_saa_mpc,37746.81603658509,"[937648.4769233289, 1067256.8707301833, 941995.9334464732, 1050871.6161219864, 919298.0033822653, 931633.2041112205]"
2025-04-15,affine_saa_mpc,affine_saa_mpc,34664.855887429614,"[933600.8326740972, 1063162.830521309, 939902.7865895325, 1049453.6936675473, 916654.618053398, 930088.0592318939]"
2025-04-16,affine_saa_mpc,affine_saa_mpc,38223.75061868205,"[922718.1151826143, 1053220.653333874, 929161.418502884, 1039820.8161462906, 905873.899935072, 919479.9052711526]"
2025-04-17,affine_saa_mpc,affine_saa_mpc,36312.76844759691,"[919286.6136504929, 1048172.967766989, 924000.3869851145, 1034257.8464559928, 902189.0530892818, 914949.3394164668]"
2025-04-18,affine_saa_mpc,affine_saa_mpc,10933.812909840726,"[911657.0309262775, 1037486.5631946182, 915330.0737158455, 1022506.1704655928, 894171.3829129777, 906488.5268414145]"
2025-04-19,affine_saa_mpc,affine_saa_mpc,11097.959985040989,"[910234.0594956207, 1037873.0980989182, 914041.2834856564, 1022033.4046735476, 892635.8194941005, 904510.9964745443]"
2025-04-20,affine_saa_mpc,affine_saa_mpc,35515.15184563834,"[907913.5100679933, 1035472.9938024626, 912043.9722780407, 1019108.028562059, 890346.0258185207, 902350.1498223298]"
2025-04-21,affine_saa_mpc,affine_saa_mpc,35256.96536880665,"[899779.7602080357, 1029448.0931048562, 903940.7919791916, 1012612.0449677041, 882360.1558654794, 894379.8290840209]"
2025-04-22,affine_saa_mpc,affine_saa_mpc,34971.42160959987,"[892663.4435849296, 1023749.815260213, 897644.8408004942, 1006658.034728099, 875777.3102812252, 887623.5612723861]"
2025-04-23,affine_saa_mpc,affine_saa_mpc,34465.73588847733,"[883286.6500827628, 1014999.249631488, 888127.7796774827, 997317.4500379, 866048.0386483549, 877564.1644798268]"
2025-04-24,affine_saa_mpc,affine_saa_mpc,33593.011070209286,"[878190.1716256265, 1013820.9466986381, 883258.7510405683, 994293.7322187251, 860630.7778136802, 872208.937146945]"
2025-04-25,affine_saa_mpc,affine_saa_mpc,10262.705045331015,"[870636.5622796855, 1006311.6118353624, 874556.5811159188, 985297.9516071146, 852651.3907206245, 864144.6704237866]"
2025-04-26,affine_saa_mpc,affine_saa_mpc,10717.881979764901,"[868252.6643846522, 1004526.6566457716, 872399.4444950719, 983554.6370109436, 850184.9563875041, 861983.6809263276]"
2025-04-27,affine_saa_mpc,affine_saa_mpc,33070.9903274339,"[866825.1132087348, 1002885.317540375, 870960.5981485869, 982120.3492430665, 848653.838668601, 860626.3823160661]"
2025-04-28,affine_saa_mpc,affine_saa_mpc,40242.407471624116,"[861438.380421767, 997931.9443341364, 865355.586611055, 976690.0304541648, 842496.8552035689, 855069.4263913485]"
2025-04-29,affine_saa_mpc,affine_saa_mpc,34031.31053286455,"[863532.3659068248, 996977.6078221252, 866272.0251359052, 975606.5840245706, 844455.8128617281, 856235.3265501997]"
2025-04-30,affine_saa_mpc,affine_saa_mpc,32221.878982539703,"[853569.9714446873, 987958.3543484659, 855603.4102474477, 965942.3728801006, 833806.3687222803, 845345.0971566101]"
2025-05-01,affine_saa_mpc,affine_saa_mpc,44098.61688316186,"[843501.1053244153, 978384.7479762209, 846071.624474047, 954808.7332367674, 823305.2655951596, 835118.2646564452]"
2025-05-02,affine_saa_mpc,affine_saa_mpc,16318.399972277235,"[845444.1489021311, 982736.6940509113, 849646.4459792092, 960567.5290524401, 825318.98762851, 837881.2819657263]"
2025-05-03,affine_saa_mpc,affine_saa_mpc,15894.468246245306,"[849514.3180633062, 989473.0298567722, 855264.3225513325, 967630.221501387, 830248.1752927836, 843166.8724812242]"
2025-05-04,affine_saa_mpc,affine_saa_mpc,39737.05059789964,"[853059.8220524845, 990492.296157853, 858764.0347223277, 968792.4892291911, 834552.8033506249, 847365.9069536669]"
2025-05-05,affine_saa_mpc,affine_saa_mpc,40614.024718166605,"[852121.8316899708, 994660.3769444618, 861676.4761740894, 973065.5336387601, 834537.5828759007, 847935.0716306686]"
2025-05-06,affine_saa_mpc,affine_saa_mpc,39863.69916133379,"[856194.5872305315, 1003715.1757523234, 867845.38994336, 979577.4131732408, 838768.3132038031, 853021.9957936188]"
2025-05-07,affine_saa_mpc,affine_saa_mpc,39031.24675908405,"[855048.5220312767, 1008089.8918324299, 869948.8265488894, 983986.1687993135, 838792.5044266004, 853742.5651576866]"
2025-05-08,affine_saa_mpc,affine_saa_mpc,42061.547943444675,"[853700.0401272664, 1010889.947790445, 869829.7277218122, 986521.8566370488, 837201.1668852798, 852484.517980135]"
2025-05-09,affine_saa_mpc,affine_saa_mpc,13728.607536757192,"[856277.7363426433, 1012941.4645773349, 872825.5387543646, 989689.9013818688, 840431.311063377, 855523.3204756472]"
2025-05-10,affine_saa_mpc,affine_saa_mpc,14281.186165433528,"[858991.9348313049, 1014391.6862856955, 874188.9465739437, 991064.8745491065, 843272.7073736909, 857563.8651187812]"
2025-05-11,affine_saa_mpc,affine_saa_mpc,40908.641865819314,"[861600.0618382785, 1016051.2411103144, 877078.9653148387, 993539.6953911951, 846039.2820062072, 860325.3838171574]"
2025-05-12,affine_saa_mpc,affine_saa_mpc,38854.95554988507,"[865264.03357697, 1017599.0910589227, 880849.3241804761, 996579.8959563823, 849866.9138570883, 864219.3949792259]"
2025-05-13,affine_saa_mpc,affine_saa_mpc,40824.20761079565,"[866995.6210448416, 1017191.6153279775, 881397.2134212968, 994069.4085035292, 850975.0533703882, 864223.2263497738]"
2025-05-14,affine_saa_mpc,affine_saa_mpc,40125.24079655059,"[872701.5316570848, 1022616.286739607, 887949.731860545, 1000264.2725921625, 857134.4050937542, 869974.050240335]"
2025-05-15,affine_saa_mpc,affine_saa_mpc,40697.54177785743,"[874254.3532539555, 1026437.4434053042, 889938.4514478799, 1003089.413306473, 859035.8952716228, 871682.5590587653]"
2025-05-16,affine_saa_mpc,affine_saa_mpc,13201.297347317395,"[878268.4028808322, 1030605.9260617285, 894391.7949431667, 1009227.7731483363, 863420.6686018833, 875935.6152018007]"
2025-05-17,affine_saa_mpc,affine_saa_mpc,13619.242307472601,"[880312.897953557, 1031095.1419472127, 896648.8952186297, 1010321.9615592903, 865688.1530393601, 878112.7106026933]"
2025-05-18,affine_saa_mpc,affine_saa_mpc,41067.12243604743,"[882554.9980255549, 1035055.5602277447, 899124.1371179719, 1015380.031754916, 868209.4353617918, 880601.525357998]"
2025-05-19,affine_saa_mpc,affine_saa_mpc,37935.97687431736,"[887966.4653935372, 1037112.1213727908, 904125.9921562555, 1018077.2381483286, 873761.4059522008, 886093.1596519436]"
2025-05-20,affine_saa_mpc,affine_saa_mpc,38259.15182346135,"[890810.845319791, 1036950.8555286978, 905912.0449222857, 1018186.8631874166, 876440.4174577114, 888761.6365982798]"
2025-05-21,affine_saa_mpc,affine_saa_mpc,38032.89468645293,"[894091.2795479611, 1039382.4953179165, 908695.2109126414, 1021272.0570420659, 879728.1476715729, 891703.9581357201]"
2025-05-22,affine_saa_mpc,affine_saa_mpc,37371.81945739921,"[897598.940580532, 1041440.1960667998, 911487.0879271788, 1024495.4669608119, 883295.3064695484, 894829.2573414209]"
2025-05-23,affine_saa_mpc,affine_saa_mpc,13423.403011177481,"[901252.9833338789, 1045966.5159323073, 915188.5470171383, 1029756.9417901682, 887074.1148567385, 898424.3774660411]"
2025-05-24,affine_saa_mpc,affine_saa_mpc,13498.776452658914,"[904133.6808716558, 1048935.0638442228, 918282.112944794, 1032907.9050897758, 890234.8128225846, 901334.8808979965]"
2025-05-25,affine_saa_mpc,affine_saa_mpc,37928.394113954746,"[906827.5259058783, 1051360.3358090664, 920846.3445305068, 1035324.0620454829, 893015.7072954788, 903822.2326922093]"
2025-05-26,affine_saa_mpc,affine_saa_mpc,38610.89797089194,"[910861.5768737633, 1051498.0619845462, 923898.2389272804, 1036084.3939259703, 897873.1110819996, 907605.0499835868]"
2025-05-27,affine_saa_mpc,affine_saa_mpc,37082.938293470346,"[909374.9724301695, 1054281.3584619458, 923636.9208740481, 1039107.0630597859, 896241.6015812674, 906824.5585284029]"
2025-05-28,affine_saa_mpc,affine_saa_mpc,39670.82102923075,"[912013.177003697, 1056791.219019954, 927982.6524054451, 1041843.2297823989, 899293.2293418732, 910167.4696250466]"
2025-05-29,affine_saa_mpc,affine_saa_mpc,39870.270653794025,"[919576.6862742259, 1062345.1330322498, 933706.2508190889, 1047563.7177192109, 906742.1713885642, 916961.3787459608]"
2025-05-30,affine_saa_mpc,affine_saa_mpc,13515.361979395824,"[915167.8967577445, 1060461.792024675, 928028.3268151039, 1043739.568798933, 902513.8251591964, 912026.2161540962]"
2025-05-31,affine_saa_mpc,affine_saa_mpc,13731.083033333256,"[913148.6457104882, 1057975.614835362, 924502.8819541509, 1040912.7106786129, 899710.7871663151, 908802.9417242586]"
2025-06-01,affine_saa_mpc,affine_saa_mpc,61442.87355633108,"[911522.7303635108, 1055183.651616552, 921486.7460382981, 1037966.0397357396, 897547.4019534031, 906219.0550432174]"
2025-06-02,affine_saa_mpc,affine_saa_mpc,58872.46430624734,"[931881.227554401, 1089028.0988402378, 948278.5310398263, 1072117.8691264687, 919253.2249118346, 928145.4738493602]"
2025-06-03,affine_saa_mpc,affine_saa_mpc,55537.12197318091,"[948075.2474173727, 1111702.3134912741, 970620.6978087632, 1099003.9117186682, 937511.6644999153, 946284.3346002905]"
2025-06-04,affine_saa_mpc,affine_saa_mpc,57889.80333893492,"[963481.7693537603, 1134133.305877174, 989606.350475784, 1120382.3665025274, 953185.0873117623, 962461.0838602928]"
2025-06-05,affine_saa_mpc,affine_saa_mpc,57704.389652933125,"[981110.8028555226, 1156089.028382034, 1011573.0494914169, 1143247.5001067398, 972043.6438916131, 981679.3316326888]"
2025-06-06,affine_saa_mpc,affine_saa_mpc,21735.82648119454,"[996272.0148135147, 1178422.090160142, 1032719.1502544876, 1165758.5301179595, 987686.4856011017, 998904.8592806725]"
2025-06-07,affine_saa_mpc,affine_saa_mpc,21663.772928283393,"[1004129.0730055019, 1198829.1540389098, 1043890.4507707552, 1184591.4207574632, 995693.7045455391, 1007907.7548392623]"
2025-06-08,affine_saa_mpc,affine_saa_mpc,53510.56795997444,"[1011987.3332729364, 1215978.4832330665, 1052441.7215292468, 1200804.5464241493, 1003076.2913083889, 1015566.6195839157]"
2025-06-09,affine_saa_mpc,affine_saa_mpc,60493.663612666736,"[1024828.4441883032, 1233714.383113246, 1066010.0942060289, 1218815.2606805225, 1015678.2174025441, 1028126.4057013605]"
2025-06-10,affine_saa_mpc,affine_saa_mpc,56961.422465234624,"[1047137.6364722749, 1256374.7588752676, 1087066.8648222554, 1242409.7484060777, 1037316.9254653258, 1049348.8354030945]"
2025-06-11,affine_saa_mpc,affine_saa_mpc,62937.70345704956,"[1063867.9349944408, 1277833.9472844067, 1103150.0956285237, 1264383.8444994935, 1053454.1403197646, 1065865.335116407]"
2025-06-12,affine_saa_mpc,affine_saa_mpc,60068.87798679288,"[1086479.550812661, 1307765.3583992282, 1126083.2509469155, 1296254.3192986255, 1076266.6029802635, 1088681.1604751442]"
2025-06-13,affine_saa_mpc,affine_saa_mpc,21707.226674888792,"[1105807.758288966, 1330129.608732147, 1145424.0509343534, 1319231.776527659, 1095637.9391891991, 1107852.6763302423]"
2025-06-14,affine_saa_mpc,affine_saa_mpc,22770.95386830467,"[1114681.2867313907, 1341255.219790108, 1153506.843894571, 1329731.3931048242, 1104143.8685167704, 1116285.8589973028]"
2025-06-15,affine_saa_mpc,affine_saa_mpc,57699.403968852486,"[1124369.2084127266, 1354364.8991647346, 1162436.6871646943, 1341610.8946655418, 1113295.5800776025, 1125325.2950730904]"
2025-06-16,affine_saa_mpc,affine_saa_mpc,59206.62655861603,"[1141119.9439077498, 1375914.8784565497, 1179981.6834674461, 1362738.899977882, 1129927.8616104075, 1142050.7284213402]"
2025-06-17,affine_saa_mpc,affine_saa_mpc,59922.83374788238,"[1162519.4565150086, 1405345.5228782706, 1201944.0740128558, 1391997.8868663826, 1151198.5112947063, 1163255.7333947232]"
2025-06-18,affine_saa_mpc,affine_saa_mpc,59538.725461605805,"[1184330.8432980657, 1429820.8797043168, 1224078.17559822, 1415020.0460736812, 1172862.1932191274, 1184783.2869863485]"
2025-06-19,affine_saa_mpc,affine_saa_mpc,56835.021461353565,"[1205811.3888013128, 1452751.881877964, 1246239.6409875338, 1438369.6876610636, 1194368.02399428, 1205902.1508789225]"
2025-06-20,affine_saa_mpc,affine_saa_mpc,20691.432645522356,"[1225426.9733444254, 1473156.137747358, 1266807.470247589, 1459974.4059804645, 1213831.2259982347, 1226024.0099678058]"
2025-06-21,affine_saa_mpc,affine_saa_mpc,20369.51753844709,"[1232896.1147015835, 1482107.1927427738, 1273858.260880458, 1469097.793239106, 1221099.2556325793, 1233236.3917130574]"
2025-06-22,affine_saa_mpc,affine_saa_mpc,53570.57666263793,"[1239830.2237611355, 1490168.536583969, 1280664.135302899, 1476831.3465686676, 1227969.9967183676, 1240082.2558988435]"
2025-06-23,affine_saa_mpc,affine_saa_mpc,54850.06320211947,"[1256012.7625763607, 1511640.005529208, 1297759.5370680506, 1497519.5729396949, 1243612.179267051, 1255953.3408448661]"
2025-06-24,affine_saa_mpc,affine_saa_mpc,63936.3233355828,"[1271734.096575462, 1528433.2952938504, 1312824.434283221, 1515317.541496228, 1259851.3444982786, 1271213.2438801993]"
2025-06-25,affine_saa_mpc,affine_saa_mpc,55547.30547643005,"[1298913.3398197796, 1559252.4306503981, 1338478.2296488965, 1546075.300359451, 1286704.729540391, 1297880.1554108022]"
2025-06-26,affine_saa_mpc,affine_saa_mpc,53000.14916556788,"[1315053.9382556053, 1579179.2370522784, 1355434.6523456525, 1566290.9472865262, 1302581.2139875903, 1313823.1446458814]"
2025-06-27,affine_saa_mpc,affine_saa_mpc,19176.848571297385,"[1328989.0227611493, 1592132.0947353141, 1368906.068297805, 1581257.54042608, 1315711.0924993642, 1326883.910159291]"
