日期,1月固定候选,在线候选,在线当日费用_元,历史窗口内各候选费用_JSON
2025-02-23,affine_saa_mpc,affine_saa_mpc,48845.055673666604,"[1294052.926338869, 1455446.8068415513, 1300432.5213294108, 1428674.7589316, 1268751.3778341596, 1288186.054640375]"
2025-02-24,affine_saa_mpc,affine_saa_mpc,47298.80648244207,"[1279935.813686093, 1445409.8738461062, 1286390.5606161123, 1418247.9873200052, 1254910.9306177052, 1274681.5736028098]"
2025-02-25,affine_saa_mpc,affine_saa_mpc,47166.951839462345,"[1269218.8351656613, 1435159.3638870178, 1276210.7832509484, 1407246.9393466655, 1244350.238361922, 1264155.9274712228]"
2025-02-26,affine_saa_mpc,affine_saa_mpc,46357.36524144293,"[1256114.8928312948, 1418151.501047795, 1262578.2358020525, 1390399.7120947528, 1231288.2261540284, 1250175.3149479132]"
2025-02-27,affine_saa_mpc,affine_saa_mpc,45596.4498508316,"[1245364.9301581369, 1407017.7167221087, 1252185.4505780402, 1380499.436501581, 1221287.3971571566, 1240170.1851747863]"
2025-02-28,affine_saa_mpc,affine_saa_mpc,17824.140074578914,"[1232160.6117275949, 1396693.3069966114, 1239273.7923195201, 1370806.9756125172, 1208748.2365890138, 1227372.899390655]"
2025-03-01,affine_saa_mpc,affine_saa_mpc,19790.345367438757,"[1226033.4414104645, 1389833.67685526, 1232982.4182942226, 1364093.5239827815, 1203039.039772608, 1221830.4276444148]"
2025-03-02,affine_saa_mpc,affine_saa_mpc,50699.94190278811,"[1221682.7452560933, 1385004.562750071, 1228991.9009625756, 1360399.0175518612, 1198865.6869434237, 1218081.2489783503]"
2025-03-03,affine_saa_mpc,affine_saa_mpc,51086.66016796912,"[1214533.4763676894, 1384976.0299303888, 1223293.4129370123, 1359117.4518381897, 1192172.9780379804, 1211737.3457826136]"
2025-03-04,affine_saa_mpc,affine_saa_mpc,47073.18731268463,"[1207316.0318330352, 1378939.4673585994, 1216645.4533927254, 1352110.6507884008, 1185152.360897794, 1204880.7552380592]"
2025-03-05,affine_saa_mpc,affine_saa_mpc,47403.88348991876,"[1193618.265518079, 1369775.4173248473, 1205346.0374474605, 1342812.6042049439, 1172239.1881850224, 1192458.6308067224]"
2025-03-06,affine_saa_mpc,affine_saa_mpc,45835.58652223289,"[1183780.7028471492, 1360079.8080164527, 1196268.2251339597, 1333132.486556465, 1162791.8680096073, 1183382.6240364197]"
2025-03-07,affine_saa_mpc,affine_saa_mpc,18312.163496330366,"[1169855.4085822573, 1348865.240879857, 1183646.66604373, 1321877.4001515128, 1149641.3403807234, 1170117.8846202185]"
2025-03-08,affine_saa_mpc,affine_saa_mpc,17148.53741788892,"[1164213.6580316094, 1345441.8807335342, 1178504.1996583273, 1318356.0191117842, 1144571.3491113232, 1164781.6675619974]"
2025-03-09,affine_saa_mpc,affine_saa_mpc,45065.34349635295,"[1161216.2209677931, 1339849.117982275, 1175227.6510845996, 1313743.8530578713, 1142045.2221442265, 1162117.1145712454]"
2025-03-10,affine_saa_mpc,affine_saa_mpc,45945.16679504849,"[1149990.5990783279, 1330149.9079526162, 1164325.2036232932, 1305069.44879559, 1131234.2381689367, 1151235.7689629681]"
2025-03-11,affine_saa_mpc,affine_saa_mpc,43661.83770986335,"[1143049.8131151127, 1327032.3661997952, 1158480.7231282187, 1301125.1439920475, 1124736.7650585652, 1144959.7537802146]"
2025-03-12,affine_saa_mpc,affine_saa_mpc,44094.16218003037,"[1134137.4482445433, 1314051.2641526945, 1149071.0055092974, 1288887.4730476001, 1115826.342916006, 1135859.64077472]"
2025-03-13,affine_saa_mpc,affine_saa_mpc,45442.20283205084,"[1125422.8414946338, 1303221.6333490922, 1139173.5532072033, 1277405.389327162, 1107209.2228456805, 1126630.9445012317]"
2025-03-14,affine_saa_mpc,affine_saa_mpc,16526.925146118505,"[1121856.5771800072, 1301162.7460780009, 1135265.115563864, 1275608.0359072725, 1103070.4821956616, 1122832.8597284178]"
2025-03-15,affine_saa_mpc,affine_saa_mpc,16640.430056813155,"[1117735.755186051, 1295098.8047730576, 1132060.6477974684, 1270768.9462536043, 1099748.3952686181, 1119501.5872583054]"
2025-03-16,affine_saa_mpc,affine_saa_mpc,44211.23644167191,"[1113897.0056567302, 1285439.2612248475, 1128617.7174363257, 1263084.6685776673, 1096410.2239204794, 1116423.2473954272]"
2025-03-17,affine_saa_mpc,affine_saa_mpc,40001.94688586629,"[1105477.849521705, 1269072.560239892, 1118277.7856022383, 1247303.3510536044, 1087426.3975492618, 1106487.4506534496]"
2025-03-18,affine_saa_mpc,affine_saa_mpc,44195.61291509202,"[1094985.3078250634, 1257925.8136744332, 1106870.5040989085, 1236232.6480125391, 1076727.887607016, 1094343.3136373523]"
2025-03-19,affine_saa_mpc,affine_saa_mpc,41296.59117323994,"[1090733.797332192, 1246715.2058062097, 1100032.7353114274, 1224975.0193693964, 1072108.4965717935, 1088657.9792129952]"
2025-03-20,affine_saa_mpc,affine_saa_mpc,43326.30450042548,"[1082968.3054970505, 1234499.4126388456, 1092417.5613883764, 1212885.8430837388, 1064149.9872293714, 1080128.4567424348]"
2025-03-21,affine_saa_mpc,affine_saa_mpc,15791.620000393694,"[1076780.2018976007, 1228071.9176175196, 1087563.882517872, 1205573.8050644137, 1058330.328117978, 1075070.0457689825]"
2025-03-22,affine_saa_mpc,affine_saa_mpc,16677.74699105333,"[1073932.7067497305, 1221155.9320895146, 1084715.5232222176, 1200601.2708843574, 1055577.9168216847, 1072798.659203951]"
2025-03-23,affine_saa_mpc,affine_saa_mpc,42808.33119340188,"[1071850.4253214695, 1215736.8026834454, 1081947.0252701344, 1197029.91357074, 1053316.2019636964, 1070266.2972504]"
2025-03-24,affine_saa_mpc,affine_saa_mpc,41159.00495613346,"[1066106.7646286562, 1207700.9978550444, 1075626.971940816, 1188956.2659462695, 1047279.4774834317, 1063835.8316318279]"
2025-03-25,affine_saa_mpc,affine_saa_mpc,43592.89592252369,"[1060006.3350734613, 1199496.8408003098, 1068949.4363037061, 1181712.971088089, 1041139.6759571229, 1057558.1722158452]"
2025-03-26,affine_saa_mpc,affine_saa_mpc,39443.88987361186,"[1056216.1017792693, 1199432.351238048, 1064776.384805571, 1181626.4133150906, 1037565.6200401842, 1053815.723424333]"
2025-03-27,affine_saa_mpc,affine_saa_mpc,41239.65757160631,"[1049338.2804937433, 1190681.2252782998, 1057549.8714744658, 1172474.0543671488, 1030652.1446723533, 1046613.8342197267]"
2025-03-28,affine_saa_mpc,affine_saa_mpc,16018.93928296173,"[1044841.6023746138, 1183304.0114906076, 1053170.5201848987, 1165493.064972239, 1026295.3523931281, 1042178.5531268873]"
2025-03-29,affine_saa_mpc,affine_saa_mpc,15458.665471222885,"[1043046.9158047318, 1178284.6520396334, 1050822.8569262854, 1160919.2999033662, 1024490.1516015108, 1039901.5370179303]"
2025-03-30,affine_saa_mpc,affine_saa_mpc,39571.48476981895,"[1038226.6148482045, 1171898.1927040431, 1046167.239643985, 1155176.1577893633, 1020158.471705295, 1035399.1297428153]"
2025-03-31,affine_saa_mpc,affine_saa_mpc,38191.98367234393,"[1027039.6779887223, 1159447.997768421, 1035108.0346101854, 1143629.4306176635, 1009030.0145723259, 1024286.9397124008]"
2025-04-01,affine_saa_mpc,affine_saa_mpc,43055.99475239083,"[1013932.3440117437, 1148783.1123871002, 1022673.73998231, 1131673.2598357655, 996135.3380767006, 1011722.8905192445]"
2025-04-02,affine_saa_mpc,affine_saa_mpc,41872.21458238445,"[1009361.7630078181, 1140608.6655174578, 1016982.9647940471, 1124282.6373163734, 992118.1455164066, 1007347.6016534414]"
2025-04-03,affine_saa_mpc,affine_saa_mpc,41321.168863003884,"[1003605.4592264608, 1135136.7364479103, 1011325.6877113616, 1120277.1610380332, 986586.4766088724, 1001273.6831305247]"
2025-04-04,affine_saa_mpc,affine_saa_mpc,14580.59031754893,"[999431.4804039934, 1129140.8369815112, 1006290.6541650151, 1113901.9972076095, 982072.0589496434, 996908.0165983612]"
2025-04-05,affine_saa_mpc,affine_saa_mpc,14627.645426600526,"[995621.7058601048, 1121101.8134499888, 1002644.1707563063, 1106941.7017750612, 978340.485770862, 993278.6262917693]"
2025-04-06,affine_saa_mpc,affine_saa_mpc,39143.40520617487,"[993337.6550930188, 1124060.0966798693, 1002325.4680870719, 1109851.785793972, 975819.5937795736, 991080.2672972667]"
2025-04-07,affine_saa_mpc,affine_saa_mpc,36041.95902719336,"[987947.318027958, 1117302.14645479, 996239.8073289932, 1103546.6595814007, 969897.6554893954, 985072.2289683676]"
2025-04-08,affine_saa_mpc,affine_saa_mpc,39833.163004299015,"[978751.336734359, 1104972.5813507608, 985979.6741495886, 1091246.6607483942, 959994.4477215403, 974675.4509669936]"
2025-04-09,affine_saa_mpc,affine_saa_mpc,40193.65728717385,"[974959.5177362236, 1099764.8299233315, 981144.0247932159, 1085550.225288749, 956165.773015976, 970328.1362371581]"
2025-04-10,affine_saa_mpc,affine_saa_mpc,38591.423050285375,"[971020.9822271112, 1095158.2441602272, 977199.1466530756, 1081632.325861516, 952265.2681231196, 966332.3572441137]"
2025-04-11,affine_saa_mpc,affine_saa_mpc,13770.445406795468,"[963579.182266224, 1086997.5690052356, 969712.8394766315, 1073149.2899945332, 945414.4883413541, 958652.8891055115]"
2025-04-12,affine_saa_mpc,affine_saa_mpc,14799.904278851522,"[960756.0241001971, 1086102.956417017, 968262.1269041813, 1072332.0438597116, 942658.0086020313, 956671.4799946552]"
2025-04-13,affine_saa_mpc,affine_saa_mpc,36691.54077499645,"[958946.042813423, 1085027.6097140005, 965623.8401043392, 1070301.8834561806, 940817.4828240694, 954198.4465239178]"
2025-04-14,affine_saa_mpc,affine_saa_mpc,37922.257831517905,"[951581.7708699206, 1081023.531266545, 957941.0615504583, 1064357.4588194073, 933297.787157394, 946484.376805607]"
2025-04-15,affine_saa_mpc,affine_saa_mpc,34866.762969997,"[948099.1334444527, 1080286.6694332159, 956540.5276776485, 1064309.5891667535, 931218.0981030456, 945595.030800897]"
2025-04-16,affine_saa_mpc,affine_saa_mpc,37601.44467167845,"[938846.9866246097, 1072514.606112111, 947254.7893461154, 1056054.1352764487, 921889.2481579507, 936320.347316328]"
2025-04-17,affine_saa_mpc,affine_saa_mpc,36701.532865004454,"[935432.9521622753, 1068948.9339509476, 942255.5814006366, 1051413.951235925, 918194.1016563892, 931852.4644348947]"
2025-04-18,affine_saa_mpc,affine_saa_mpc,13860.22599081046,"[929207.6884146134, 1063299.6432963694, 934097.1308883996, 1044787.3341083737, 911569.3300209681, 924415.3131014968]"
2025-04-19,affine_saa_mpc,affine_saa_mpc,13783.985550766381,"[927493.2892764264, 1063441.9460836754, 932367.0667117353, 1044563.9244039659, 909637.9360113848, 921983.1582309477]"
2025-04-20,affine_saa_mpc,affine_saa_mpc,35379.83235269824,"[924537.8487247016, 1060378.495429581, 929906.9456119005, 1041516.0897996206, 906744.1745710978, 919290.9007977505]"
2025-04-21,affine_saa_mpc,affine_saa_mpc,35606.75336810519,"[916933.5400658558, 1052128.9188411755, 922320.5280229133, 1032943.5336581707, 899315.6757303942, 911510.1219984618]"
2025-04-22,affine_saa_mpc,affine_saa_mpc,34277.488232036034,"[911087.5957781356, 1047443.6266503617, 917107.1309164786, 1028303.9374885337, 893763.4241423658, 905778.7408933076]"
2025-04-23,affine_saa_mpc,affine_saa_mpc,33950.37868272849,"[902034.2445765968, 1039152.0803866168, 908720.6909247544, 1019382.3001201828, 884448.0164518781, 896859.520621676]"
2025-04-24,affine_saa_mpc,affine_saa_mpc,33774.15979409052,"[896779.6668340453, 1037319.7928651022, 903971.8681142888, 1016950.517278774, 878954.5052609949, 891562.759519055]"
2025-04-25,affine_saa_mpc,affine_saa_mpc,13154.04553326918,"[889788.947247394, 1029064.64980057, 895936.4572168395, 1007778.4073589996, 871489.0074834792, 883981.0880873569]"
2025-04-26,affine_saa_mpc,affine_saa_mpc,13296.195333476371,"[887011.7112538639, 1027117.2027807327, 893423.8870896834, 1005765.1712760832, 868624.1137337866, 881553.561301544]"
2025-04-27,affine_saa_mpc,affine_saa_mpc,33437.436596435015,"[885010.091829428, 1025325.1933411364, 891380.9975954612, 1003854.4418084979, 866461.6435960402, 879554.0653615154]"
2025-04-28,affine_saa_mpc,affine_saa_mpc,39269.74542718135,"[879315.3697043327, 1020661.5888242091, 885873.1504552215, 998782.0015837469, 860327.5954226563, 873917.9304666648]"
2025-04-29,affine_saa_mpc,affine_saa_mpc,34363.63325813622,"[880368.7407221759, 1017941.7121801105, 885968.8658808, 996708.6885307455, 861405.3571774937, 874436.9115198804]"
2025-04-30,affine_saa_mpc,affine_saa_mpc,32671.653053751797,"[872466.2461730855, 1011270.6574010409, 877389.3873584028, 988920.2648451657, 852712.995683239, 865726.5775540967]"
2025-05-01,affine_saa_mpc,affine_saa_mpc,43832.59429474324,"[863808.8816773363, 1003455.497869232, 869244.4317127722, 979039.8256333993, 843512.4341546064, 856775.0022677543]"
2025-05-02,affine_saa_mpc,affine_saa_mpc,19806.223745231633,"[865646.0224272857, 1008633.3305232937, 873075.8684148348, 985330.1887039695, 846023.8595863457, 859915.0553006822]"
2025-05-03,affine_saa_mpc,affine_saa_mpc,19133.502931741852,"[869778.773158279, 1017549.0684564845, 879117.9300716785, 993203.7001989504, 851249.4930140284, 865532.8661422379]"
2025-05-04,affine_saa_mpc,affine_saa_mpc,38899.205637854335,"[873828.160424918, 1017330.6653312092, 881909.720027008, 992869.9443719402, 855755.3505191698, 869714.4381552496]"
2025-05-05,affine_saa_mpc,affine_saa_mpc,39983.285732858894,"[872510.6967446655, 1021911.1044270988, 884415.5609074031, 996032.5585571415, 855511.1509508492, 870131.8440548464]"
2025-05-06,affine_saa_mpc,affine_saa_mpc,38098.856849719356,"[876204.0495124481, 1029784.0774212084, 889925.0319200163, 1002486.0355173842, 859452.4776565147, 874596.3396910804]"
2025-05-07,affine_saa_mpc,affine_saa_mpc,38276.477008522445,"[873653.7619734114, 1032849.0416623472, 890073.0903387675, 1005245.6198007012, 857718.171501935, 873852.2843617823]"
2025-05-08,affine_saa_mpc,affine_saa_mpc,40836.13910807688,"[872183.9292415684, 1035562.9767665388, 889675.1985486844, 1007297.9460791238, 855800.9912232836, 872636.5164265172]"
2025-05-09,affine_saa_mpc,affine_saa_mpc,17045.117693970325,"[873826.1385610616, 1037012.6757995377, 891775.1565473402, 1009119.8695927412, 858045.7072810752, 875065.9029886641]"
2025-05-10,affine_saa_mpc,affine_saa_mpc,17263.503642351534,"[876929.0716007783, 1038526.3062131711, 893192.9180871538, 1011362.4532805734, 861320.37956825, 877320.8871370521]"
2025-05-11,affine_saa_mpc,affine_saa_mpc,40058.589041635845,"[879142.3185697573, 1040496.696663869, 895857.5973461999, 1013957.6089483266, 863783.9789317499, 879774.9165695453]"
2025-05-12,affine_saa_mpc,affine_saa_mpc,37537.21800264377,"[882384.9955397724, 1040361.0425736348, 899132.0792054686, 1015020.4469960917, 867151.0271983894, 883157.1752414496]"
2025-05-13,affine_saa_mpc,affine_saa_mpc,40093.52967581333,"[882934.0837033145, 1037861.5039341007, 897867.9129730482, 1011713.0540897789, 866765.9873695151, 881595.6880530806]"
2025-05-14,affine_saa_mpc,affine_saa_mpc,39855.98539266371,"[887599.4938334307, 1041240.1948248653, 903534.6847711983, 1016271.9592151828, 871992.7540753316, 886498.2578912843]"
2025-05-15,affine_saa_mpc,affine_saa_mpc,39887.182075810706,"[889540.6670811415, 1046295.9500326219, 905944.1997833732, 1020110.6905509761, 874247.294796317, 888700.9500783485]"
2025-05-16,affine_saa_mpc,affine_saa_mpc,16461.600225053713,"[892347.883093396, 1048297.9980462188, 909367.7264524212, 1024440.1412125548, 877432.9440071231, 891816.1964774589]"
2025-05-17,affine_saa_mpc,affine_saa_mpc,16623.746751465613,"[894596.3348310088, 1048813.872169848, 911806.0697889307, 1025967.4089348732, 880034.3182413664, 894082.3743375194]"
2025-05-18,affine_saa_mpc,affine_saa_mpc,40636.38508648405,"[897154.292540468, 1053517.9402045838, 914512.7761610171, 1031118.9554950553, 882874.0794420657, 896823.2986187206]"
2025-05-19,affine_saa_mpc,affine_saa_mpc,37816.63572977853,"[902169.3546812211, 1056758.2238951907, 919085.6957852328, 1034649.579698294, 888130.6321758515, 902073.8003674548]"
2025-05-20,affine_saa_mpc,affine_saa_mpc,37819.92538769191,"[904453.8382216702, 1057213.0885663116, 920252.5559694298, 1034884.8808210858, 890340.5145375248, 904324.6933661054]"
2025-05-21,affine_saa_mpc,affine_saa_mpc,37490.75109977118,"[908002.4050661828, 1059037.7479545644, 922452.4561495574, 1037571.6242748691, 893882.9516931807, 906843.099834713]"
2025-05-22,affine_saa_mpc,affine_saa_mpc,36806.398864038936,"[911406.1470515936, 1061762.40556236, 925043.107749047, 1039925.3989536974, 897423.3241102234, 909947.171580573]"
2025-05-23,affine_saa_mpc,affine_saa_mpc,16903.071116888303,"[914094.0365089183, 1065777.5485489324, 928126.7565306608, 1044763.7704148723, 900455.5631801719, 912823.0465400126]"
2025-05-24,affine_saa_mpc,affine_saa_mpc,16470.81949309348,"[917504.5890590415, 1069084.3486778245, 931800.8062282087, 1048388.2479165767, 904204.588763791, 916142.6716189313]"
2025-05-25,affine_saa_mpc,affine_saa_mpc,37262.1526406701,"[920594.3720069738, 1071684.842670901, 934634.7122065083, 1051520.172458026, 907379.2129234081, 918928.8206730785]"
2025-05-26,affine_saa_mpc,affine_saa_mpc,38361.64902751237,"[923925.8170235879, 1071393.9272386625, 936714.9112532896, 1051322.6228307807, 911203.9289676432, 921743.46921525]"
2025-05-27,affine_saa_mpc,affine_saa_mpc,36365.21195107372,"[922854.9089194257, 1075667.203463141, 936877.465812696, 1055495.1089675091, 910295.8325679741, 921395.0883963592]"
2025-05-28,affine_saa_mpc,affine_saa_mpc,38858.44350298992,"[924284.5157757547, 1078134.1608052172, 940073.1205739859, 1057581.2907710564, 912297.4112609117, 923531.4923270202]"
2025-05-29,affine_saa_mpc,affine_saa_mpc,39161.05324901594,"[930378.0395945886, 1082796.992144087, 944514.8980363847, 1062538.4765319217, 918484.2017101498, 929018.884664183]"
2025-05-30,affine_saa_mpc,affine_saa_mpc,16386.485611027558,"[925917.1840567256, 1079685.2486549434, 938616.2538565061, 1058436.8939506589, 913812.6606644226, 923782.743127811]"
2025-05-31,affine_saa_mpc,affine_saa_mpc,17305.314080523625,"[923433.5002581145, 1076147.9274619047, 934382.8925618422, 1055572.2787710929, 910392.9225302184, 919849.4731903267]"
2025-06-01,affine_saa_mpc,affine_saa_mpc,56360.07031236384,"[921938.0524831312, 1073480.8541492787, 931540.3690286032, 1052996.292764905, 908564.7336790003, 917529.8979599081]"
2025-06-02,affine_saa_mpc,affine_saa_mpc,54023.43446371226,"[937547.7326813848, 1100487.732122725, 952477.5901017602, 1081354.0892089063, 926025.5983535097, 935083.162018622]"
2025-06-03,affine_saa_mpc,affine_saa_mpc,51464.22426078803,"[949519.1909160067, 1116783.4644070186, 969973.3405244993, 1100721.929782172, 940065.747084363, 949388.4647636425]"
2025-06-04,affine_saa_mpc,affine_saa_mpc,52339.68892257917,"[962485.5648252823, 1136744.753495311, 986421.6221818875, 1120768.7523277183, 953431.1144954317, 962936.2433298316]"
2025-06-05,affine_saa_mpc,affine_saa_mpc,52502.03277639851,"[975977.8202198349, 1156139.8404302802, 1003349.8561284303, 1140660.960352729, 967494.3264094885, 977028.3307535716]"
2025-06-06,affine_saa_mpc,affine_saa_mpc,23472.64505772252,"[986928.6006915285, 1173249.8347944843, 1019989.9186670282, 1158972.956530296, 979160.22007781, 990040.0640083747]"
2025-06-07,affine_saa_mpc,affine_saa_mpc,24232.213722969453,"[993647.1355297418, 1193043.1506654867, 1031477.4419684566, 1177360.374175843, 985587.7474415621, 997495.192460686]"
2025-06-08,affine_saa_mpc,affine_saa_mpc,48974.93649611714,"[1001425.5096334004, 1208578.1149533358, 1040135.4241034106, 1191604.1378209256, 992556.4575221799, 1004793.9842366006]"
2025-06-09,affine_saa_mpc,affine_saa_mpc,54795.27217067847,"[1010306.7862908933, 1222557.2092861286, 1049852.7070941739, 1206782.298605929, 1001472.8049766615, 1013614.6208558282]"
2025-06-10,affine_saa_mpc,affine_saa_mpc,51852.64280796148,"[1027574.1059018282, 1240465.7019337888, 1066714.5271884007, 1226639.822650149, 1018730.859144696, 1030685.5626177542]"
2025-06-11,affine_saa_mpc,affine_saa_mpc,57213.31750415437,"[1039886.818351595, 1256101.1219623173, 1078195.1529302753, 1243873.580901395, 1030489.9722768442, 1042816.0110587404]"
2025-06-12,affine_saa_mpc,affine_saa_mpc,54749.99287411786,"[1057007.7271869937, 1276545.857291401, 1095688.6373162197, 1266956.0893320169, 1047847.3043883349, 1060204.7013591602]"
2025-06-13,affine_saa_mpc,affine_saa_mpc,24293.465161520013,"[1071552.1156009801, 1293043.306652082, 1110442.067211119, 1283674.1299954245, 1062710.1151866422, 1074791.554938727]"
2025-06-14,affine_saa_mpc,affine_saa_mpc,24684.62052957833,"[1079959.1002221152, 1302540.7102636073, 1117963.5000940561, 1292015.7106683266, 1070541.9801231085, 1082762.8633048402]"
2025-06-15,affine_saa_mpc,affine_saa_mpc,52535.53354327176,"[1088519.8916921366, 1313357.1718222867, 1125691.5073808385, 1302811.1213736597, 1078602.8539012212, 1090690.508231014]"
2025-06-16,affine_saa_mpc,affine_saa_mpc,53552.76635089088,"[1100070.252020273, 1328217.5759990173, 1138416.4238890922, 1318532.7939542083, 1090502.0023580089, 1102970.1197728307]"
2025-06-17,affine_saa_mpc,affine_saa_mpc,54151.44496036258,"[1115810.7621404089, 1348253.9134916156, 1155124.2610630165, 1339904.706704894, 1106238.1329791213, 1118530.7040625839]"
2025-06-18,affine_saa_mpc,affine_saa_mpc,53522.88083639625,"[1131943.0883942912, 1364655.9895229759, 1172023.103953314, 1358122.6001278483, 1122569.6525517919, 1134683.1081801315]"
2025-06-19,affine_saa_mpc,affine_saa_mpc,52432.35213069794,"[1148050.362658933, 1380196.6190643911, 1188805.5164196675, 1374947.7707935008, 1138601.782288417, 1150540.0310598388]"
2025-06-20,affine_saa_mpc,affine_saa_mpc,23273.914892128065,"[1163685.2858736336, 1396498.3070465429, 1205074.2383960385, 1392743.519346779, 1154227.735555076, 1166846.9792095206]"
2025-06-21,affine_saa_mpc,affine_saa_mpc,22977.241261754625,"[1170259.5263769082, 1404654.164418397, 1211187.290217617, 1400266.059342271, 1160598.5793303158, 1173185.8277280317]"
2025-06-22,affine_saa_mpc,affine_saa_mpc,48684.40071292808,"[1176750.1132472309, 1413038.3171426177, 1217631.5675103008, 1407157.6871296053, 1167105.001098977, 1179656.5861774436]"
2025-06-23,affine_saa_mpc,affine_saa_mpc,50423.9555364338,"[1188476.5963202654, 1427653.4981722063, 1230212.2256321784, 1424190.7910613522, 1178527.2491712347, 1191213.658873127]"
2025-06-24,affine_saa_mpc,affine_saa_mpc,57481.39731179968,"[1200062.6334393832, 1439316.0658773314, 1241423.4170711895, 1437243.7151552823, 1190589.5556801562, 1202690.8176937252]"
2025-06-25,affine_saa_mpc,affine_saa_mpc,50968.67629443323,"[1221210.1440397634, 1460259.1854005305, 1261316.0493245148, 1459242.5597690074, 1211705.741040882, 1223564.9135090034]"
2025-06-26,affine_saa_mpc,affine_saa_mpc,49765.77626765873,"[1233215.448335329, 1474430.3256517432, 1274454.8115417708, 1475651.9014639743, 1223815.9738323253, 1235766.9809482417]"
2025-06-27,affine_saa_mpc,affine_saa_mpc,22054.898488828723,"[1244384.495804373, 1484012.515471786, 1285330.3734376752, 1487250.56735012, 1234420.696850968, 1246216.1378302954]"
