date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,emergency_energy,planned_energy,adjusted_energy,spill_energy,projection_count,projection_total_kwh,projection_max_kwh
2025-02-01,25166.336617423753,2.8463514201041953,-1205.484772220903,4.156366628649267e-11,23963.698196622998,1.226752033289813e-11,47140.3448841974,43056.98164838241,5139.100475076942,0,0.0,0.0
2025-02-02,59630.02451830253,18.147910497526247,-2255.521620568624,4.353740479245971e-11,57392.650808231476,1.297451035497943e-11,93144.02897664948,86946.60225285977,4401.753366996255,0,0.0,0.0
2025-02-03,60907.029835791414,0.0,-2799.752527636154,6.64783659232171e-11,58107.27730815534,1.687894268798118e-11,95090.2757227663,87636.34088706863,3080.658510204858,0,0.0,0.0
2025-02-04,63440.89940052719,0.0,-3454.5393750710527,5.753398113483854e-11,59986.3600254562,1.5717205315013416e-11,98065.15585692538,89225.03708661257,3613.553081709676,0,0.0,0.0
2025-02-05,58361.411374200274,25.585741852398442,-1594.120308864742,58.32685814590639,56851.20366533383,12.452360833886267,91199.1522192275,87306.93717947221,2259.7726269360182,0,0.0,0.0
2025-02-06,62994.47506856571,0.0,-4008.360917448828,6.75068392297362e-11,58986.114151116955,1.7635670701565687e-11,97456.19265085482,87020.79841453777,2394.4841815934824,0,0.0,0.0
2025-02-07,25241.35190369447,0.0,-1859.1971379640281,4.0928298972175985e-11,23382.154765730484,1.3088197192701045e-11,47568.57244679045,41480.787365383076,6037.181530762179,0,0.0,0.0
2025-02-08,19431.378461257613,247.34088024120615,-4.054956513301596,4.866485525667485e-11,19674.664384985568,1.3725909298045735e-11,37504.25049540009,37668.62030804714,2495.312269423369,0,0.0,0.0
2025-02-09,57245.833043811326,0.0,-1369.5055721685387,6.292792420481418e-11,55876.32747164285,1.8772539078781847e-11,89637.23297135088,86047.80377146974,2244.278290201095,0,0.0,0.0
2025-02-10,54644.10224896409,0.0,-2201.4623435444137,4.652714213904118e-11,52442.639905419725,1.546318628697918e-11,85937.4593772137,80054.95469411397,1411.120363490699,0,0.0,0.0
