日期,baseline,common_mpc,affine_feedback,affine_mpc,affine_saa_mpc,affine_sdp,总费用_元,按当日权重计算的专家费用_元,凸组合节省_元
2025-04-19,3.8521670577990065e-15,0.0,8.507629289544988e-16,0.0,0.9999999999999953,0.0,13795.627888585806,13795.627888585781,-2.546585164964199e-11
2025-04-20,8.881784197001252e-16,0.0,0.0,0.0,0.9999999999999967,2.438853090533531e-15,36029.162341949625,36029.16234194957,-5.093170329928398e-11
2025-04-21,0.0,0.0,0.0,0.0,1.0,0.0,36122.10144486142,36122.10144486142,0.0
2025-04-22,0.0,0.0,0.0,0.0,0.9999999999999957,4.315139057720765e-15,35485.54807014408,35485.548070144054,-2.9103830456733704e-11
2025-04-23,0.0,0.0,0.0,0.0,1.0,0.0,35677.994020566264,35677.994020566264,0.0
2025-04-24,0.0,0.0,8.616918658263242e-16,0.0,0.9999999999999992,0.0,35226.26807287622,35226.26807287618,-4.3655745685100555e-11
2025-04-25,0.0,0.0,0.0,0.0,0.9999999999999987,1.3225588652328388e-15,13063.351980614254,13063.351980614232,-2.1827872842550278e-11
2025-04-26,6.519741938019135e-15,0.0,0.0,0.0,0.9999999999999919,1.506098078139466e-15,13086.558727493722,13086.5587274937,-2.1827872842550278e-11
2025-04-27,0.0,0.0,0.0,0.0,1.0,0.0,34810.166774466816,34810.16677446682,7.275957614183426e-12
2025-04-28,0.0,0.0,2.625775822887738e-15,0.0,0.9999999999999973,0.0,47699.12243304567,47699.12243304564,-2.9103830456733704e-11
2025-04-29,0.0,0.0,0.0,0.0,1.0,0.0,34572.94921982069,34572.9492198207,7.275957614183426e-12
2025-04-30,0.0,0.0,0.0,0.0,0.9999999999999991,8.633746168426275e-16,34242.107430407996,34242.10743040795,-4.3655745685100555e-11
2025-05-01,0.0,0.0,0.0,0.0,1.0,0.0,44663.38274829472,44663.38274829471,-1.4551915228366852e-11
2025-05-02,0.0,0.0,4.95965001995986e-15,0.0,0.9999999999999951,0.0,25925.003853926657,25925.00385392666,3.637978807091713e-12
2025-05-03,0.0,0.0,0.0,0.0,0.999999999999999,9.921425695339474e-16,20434.95796583257,20434.957965832546,-2.546585164964199e-11
2025-05-04,0.0,0.0,3.097203028931055e-15,0.0,0.9999999999999951,1.8165133101414883e-15,42913.508841877105,42913.508841877105,0.0
2025-05-05,0.0,0.0,0.0,0.0,1.0,0.0,43595.953285710966,43595.95328571097,7.275957614183426e-12
2025-05-06,0.0,0.0,9.087738369937582e-16,0.0,0.9999999999999991,0.0,42046.07219111707,42046.072191117055,-1.4551915228366852e-11
2025-05-07,0.0,0.0,0.0,0.0,1.0,0.0,43093.039240410835,43093.039240410835,0.0
2025-05-08,0.0,0.0,0.0,0.0,0.9999999999999988,1.179650210120027e-15,40216.37113129202,40216.37113129197,-5.093170329928398e-11
2025-05-09,0.0,0.0,0.0,0.0,1.0,0.0,17094.130207292365,17094.130207292365,0.0
2025-05-10,0.0,0.0,5.10154303379899e-16,0.0,0.9999999999999996,0.0,17114.000588259853,17114.00058825983,-2.1827872842550278e-11
2025-05-11,0.0,0.0,0.0,0.0,0.9999999999999979,2.101038454747791e-15,40605.6184442879,40605.618444287844,-5.820766091346741e-11
2025-05-12,0.0,0.0,0.0,0.0,1.0,0.0,40644.56145399864,40644.56145399864,0.0
2025-05-13,0.0,0.0,5.451117861021767e-16,0.0,0.9999999999999988,6.210849152779139e-16,40635.654110869706,40635.65411086966,-4.3655745685100555e-11
2025-05-14,0.0,0.0,4.5182418018421065e-15,0.0,0.9999999999999956,0.0,40914.111182362474,40914.111182362474,0.0
2025-05-15,0.0,0.0,0.0,0.0,1.0,0.0,40268.59299064004,40268.59299064004,0.0
2025-05-16,0.0,0.0,0.0,0.0,0.9999999999999936,6.4341016725004255e-15,16549.115595943986,16549.115595943986,0.0
2025-05-17,0.0,0.0,0.0,0.0,1.0,0.0,16562.141724359903,16562.1417243599,-3.637978807091713e-12
2025-05-18,0.0,0.0,0.0,0.0,1.0,0.0,39878.54664268148,39878.54664268148,0.0
2025-05-19,0.0,0.0,0.0,0.0,0.9999999999999993,7.027895118486968e-16,39710.10666393693,39710.10666393689,-4.3655745685100555e-11
2025-05-20,0.0,0.0,0.0,0.0,0.9999999999999933,6.673892650642779e-15,39029.31180048314,39029.311800483105,-3.637978807091713e-11
2025-05-21,0.0,0.0,0.0,0.0,1.0,0.0,39307.271123912156,39307.271123912156,0.0
2025-05-22,0.0,0.0,2.294615316409091e-15,0.0,0.9999999999999978,0.0,38585.05149654933,38585.051496549306,-2.1827872842550278e-11
2025-05-23,0.0,0.0,0.0,0.0,0.9999999999999934,6.484754651982339e-15,16218.261282467092,16218.261282467067,-2.546585164964199e-11
2025-05-24,0.0,0.0,0.0,0.0,1.0,0.0,16730.650977387482,16730.65097738748,-3.637978807091713e-12
2025-05-25,0.0,0.0,0.0,0.0,1.0,0.0,38736.39801576303,38736.398015763036,7.275957614183426e-12
2025-05-26,0.0,0.0,0.0,0.0,0.999999999999996,3.988569641245598e-15,38221.70914225866,38221.709142258616,-4.3655745685100555e-11
2025-05-27,0.0,0.0,0.0,0.0,1.0,0.0,38975.9684249747,38975.9684249747,0.0
2025-05-28,0.0,0.0,0.0,0.0,1.0,0.0,38369.21131085259,38369.21131085258,-7.275957614183426e-12
2025-05-29,0.0,0.0,0.0,0.0,1.0,0.0,38091.90075431394,38091.90075431394,0.0
2025-05-30,0.0,0.0,4.173306259530581e-15,0.0,0.9999999999999959,0.0,15910.091017492412,15910.091017492414,1.8189894035458565e-12
2025-05-31,0.0,0.0,0.0,0.0,1.0,0.0,15978.44790864808,15978.447908648079,-1.8189894035458565e-12
2025-06-01,0.0,0.0,0.0,0.0,1.0,0.0,91149.65776982156,91149.65776982156,0.0
2025-06-02,0.0,0.0,0.0,0.0,1.0,0.0,77805.7062459877,77805.7062459877,0.0
2025-06-03,0.0,0.0,0.0,0.0,1.0,0.0,71692.5936985531,71692.5936985531,0.0
2025-06-04,0.0,0.0,1.8003963597767367e-15,0.0,0.9999999999999982,0.0,69425.17392511781,69425.17392511782,1.4551915228366852e-11
2025-06-05,0.05904070154535124,0.0,3.3369171023054877e-15,0.0,0.9409592984546424,3.0472106287650575e-15,68091.17409509986,68093.83464973909,2.6605546392238466
2025-06-06,0.7909076719890074,0.0,0.0,0.0,0.2090923280109921,5.663871518692098e-16,41565.30739175896,41585.7081671574,20.4007753984406
2025-06-07,0.7678408640028589,0.0,0.007687051476514369,0.0,0.22068112596135142,0.0037909585592753228,28616.295954481968,28645.876270522465,29.580316040497564
2025-06-08,0.7553968710908826,0.0,0.0038928687014148132,0.0,0.238491685421939,0.0022185747857635823,56454.33766073562,56454.44883326192,0.11117252630356234
2025-06-09,0.7729082325249104,0.0,0.0016213963673118136,0.0,0.2245668798771176,0.0009034912306602194,55675.01814939225,55675.14591532359,0.12776593134185532
2025-06-10,0.7887858853234707,0.0,0.0,0.0,0.21121411467652926,0.0,55921.697309503776,55921.69730950374,-3.637978807091713e-11
2025-06-11,0.8133196827976352,0.0,0.0,0.0,0.18668031720236472,0.0,56326.057159629425,56326.057159629396,-2.9103830456733704e-11
2025-06-12,0.8422794546901602,0.0,0.0,0.0,0.15772054530983878,7.870733991258996e-16,57498.28299179128,57498.28299179124,-4.3655745685100555e-11
2025-06-13,0.8430922782820861,0.0,0.0,0.0,0.15690772171791387,0.0,26362.70761237727,26362.707612377242,-2.9103830456733704e-11
2025-06-14,0.8782029377130166,0.0,4.114801778437788e-15,0.0,0.12179706228697942,0.0,26394.359391376678,26394.35939137668,3.637978807091713e-12
2025-06-15,0.930390069012692,0.0,5.490370514259227e-15,0.0,0.06960993098730263,0.0,57134.897669299964,57134.897669299964,0.0
2025-06-16,0.9761608437610668,0.0,0.0,0.0,0.023839156238931382,1.797173521111972e-15,57636.08134315001,57636.081343149956,-5.093170329928398e-11
2025-06-17,0.9770647977854275,0.0,0.0,0.0,0.022935202214567716,4.7913062406479286e-15,57186.10303763057,57186.10303763052,-5.093170329928398e-11
2025-06-18,1.0,0.0,0.0,0.0,0.0,0.0,58317.978772938135,58317.978772938135,0.0
2025-06-19,1.0,0.0,0.0,0.0,0.0,0.0,57654.74434266814,57654.744342668135,-7.275957614183426e-12
2025-06-20,0.9999999999999926,0.0,2.3813454965149012e-15,0.0,0.0,5.0167421883336796e-15,25565.98687062585,25565.986870625853,3.637978807091713e-12
2025-06-21,0.999999999999999,0.0,1.0458382890496878e-15,0.0,0.0,0.0,25354.185671547984,25354.18567154798,-3.637978807091713e-12
2025-06-22,1.0,0.0,0.0,0.0,0.0,0.0,55669.29120902314,55669.291209023126,-1.4551915228366852e-11
2025-06-23,0.9999999999999974,0.0,2.6433031536880206e-15,0.0,0.0,0.0,55513.49400470475,55513.49400470475,0.0
2025-06-24,1.0,0.0,0.0,0.0,0.0,0.0,58029.50479422158,58029.50479422159,7.275957614183426e-12
2025-06-25,1.0,0.0,0.0,0.0,0.0,0.0,54811.629183171,54811.629183171,0.0
2025-06-26,0.9999999999999993,0.0,5.758958819551004e-16,0.0,0.0,0.0,55334.91682921209,55334.91682921205,-3.637978807091713e-11
2025-06-27,0.9999999999999968,3.218768680957935e-15,0.0,0.0,0.0,0.0,23659.906819719017,23659.90681971903,1.4551915228366852e-11
2025-06-28,1.0,0.0,0.0,0.0,0.0,0.0,23512.361212675914,23512.361212675914,0.0
2025-06-29,1.0,0.0,0.0,0.0,0.0,0.0,54565.35583782061,54565.3558378206,-7.275957614183426e-12
2025-06-30,1.0,0.0,0.0,0.0,0.0,0.0,54016.51344610405,54016.51344610405,0.0
2025-07-01,0.999999999999995,0.0,0.0,0.0,0.0,5.0309728867353394e-15,63010.299833732235,63010.299833732184,-5.093170329928398e-11
2025-07-02,1.0,0.0,0.0,0.0,0.0,0.0,63472.709405051784,63472.70940505178,-7.275957614183426e-12
2025-07-03,0.9999999999999989,0.0,1.0779137211341644e-15,0.0,0.0,0.0,73200.6792922375,73200.67929223746,-4.3655745685100555e-11
2025-07-04,0.9999999999999994,0.0,6.061503104159716e-16,0.0,0.0,0.0,44383.56289405894,44383.562894058945,7.275957614183426e-12
2025-07-05,1.0,0.0,0.0,0.0,0.0,0.0,46874.19115740238,46874.19115740239,7.275957614183426e-12
2025-07-06,0.9999999999999987,0.0,0.0,0.0,0.0,1.3663625544485601e-15,91205.75153837891,91205.75153837893,1.4551915228366852e-11
2025-07-07,1.0,0.0,0.0,0.0,0.0,0.0,58172.8113980983,58172.8113980983,0.0
2025-07-08,0.9999999999999987,0.0,1.3696120125904098e-15,0.0,0.0,0.0,58907.29599076559,58907.29599076557,-2.1827872842550278e-11
2025-07-09,0.9999999999999996,0.0,4.2817121195475787e-16,0.0,0.0,0.0,58435.6844619798,58435.684461979756,-4.3655745685100555e-11
2025-07-10,1.0,0.0,0.0,0.0,0.0,0.0,58949.21478273329,58949.214782733296,7.275957614183426e-12
2025-07-11,1.0,0.0,0.0,0.0,0.0,0.0,30538.327349048264,30538.327349048264,0.0
2025-07-12,0.9999999999999978,0.0,2.20899829138573e-15,0.0,0.0,0.0,30442.611639082927,30442.611639082905,-2.1827872842550278e-11
2025-07-13,1.0,0.0,0.0,0.0,0.0,0.0,58902.53762837331,58902.537628373306,-7.275957614183426e-12
