日期,baseline,common_mpc,affine_feedback,affine_mpc,affine_saa_mpc,affine_sdp,总费用_元,按当日权重计算的专家费用_元,凸组合节省_元
2025-02-01,0.0,0.0,0.0,0.0,0.9999999999999976,2.455754817605509e-15,19341.79118666212,19341.7911866621,-2.1827872842550278e-11
2025-02-02,0.0,6.063662156001694e-15,0.0,0.0,0.999999999999994,0.0,64522.141518631535,64522.1415186315,-3.637978807091713e-11
2025-02-03,0.0,3.3254233902202264e-15,0.0,0.0,0.9999999999999967,0.0,64302.99248798621,64302.99248798619,-2.1827872842550278e-11
2025-02-04,0.0,0.0,0.0,0.0,1.0,0.0,64818.62236266348,64818.62236266349,7.275957614183426e-12
2025-02-05,0.0,0.0,0.0,0.0,1.0,0.0,63530.58316796831,63530.58316796831,0.0
2025-02-06,0.0,0.0,7.990531432249162e-15,0.0,0.999999999999992,0.0,64672.49880891331,64672.49880891332,7.275957614183426e-12
2025-02-07,0.0,0.0,0.0,0.0,1.0,0.0,18511.567255044414,18511.56725504441,-3.637978807091713e-12
2025-02-08,0.0,0.0,5.914345564768682e-15,0.0,0.9999999999999941,0.0,16722.056101969752,16722.056101969745,-7.275957614183426e-12
2025-02-09,0.0,0.0,5.970829854506682e-16,0.0,0.9999999999999994,0.0,59749.36475467373,59749.36475467371,-1.4551915228366852e-11
2025-02-10,0.0,0.0,0.0,0.0,0.9999999999999938,6.3159354289786285e-15,59564.924782239665,59564.92478223963,-3.637978807091713e-11
2025-02-11,0.0,0.0,0.0,0.0,0.9999999999999962,3.667377452369891e-15,58080.81862413565,58080.81862413559,-6.548361852765083e-11
2025-02-12,0.0,0.0,6.716165218256082e-16,0.0,0.9999999999999993,0.0,57613.523095663535,57613.5230956635,-3.637978807091713e-11
2025-02-13,0.0,2.623021953037795e-16,0.0,0.0,0.9999999999999998,0.0,56806.99937114714,56806.99937114713,-7.275957614183426e-12
2025-02-14,0.0,2.354816680054647e-16,0.0,0.0,0.9999999999999998,0.0,15615.05442781048,15615.05442781047,-1.0913936421275139e-11
2025-02-15,0.0,0.0,0.0,0.0,1.0,0.0,16027.569005567948,16027.569005567948,0.0
2025-02-16,0.0,0.0,0.0,0.0,1.0,0.0,55325.84354371157,55325.84354371157,0.0
2025-02-17,0.0,0.0,0.0,0.0,1.0,0.0,54489.07273038109,54489.072730381085,-7.275957614183426e-12
2025-02-18,0.0,0.0,0.0,0.0,1.0,0.0,53589.60269496957,53589.60269496958,7.275957614183426e-12
2025-02-19,0.0,8.200462948015427e-15,0.0,0.0,0.9999999999999918,0.0,53213.15749656887,53213.157496568834,-3.637978807091713e-11
2025-02-20,0.0,0.0,0.0,0.0,1.0,0.0,52950.56846421825,52950.56846421825,0.0
2025-02-21,0.0,0.0,0.0,0.0,1.0,0.0,15246.029139970084,15246.029139970084,0.0
2025-02-22,0.0,0.0,0.0,0.0,1.0,0.0,15328.116494947668,15328.11649494767,1.8189894035458565e-12
2025-02-23,0.0,0.0,0.0,0.0,1.0,0.0,52051.978742151354,52051.97874215136,7.275957614183426e-12
2025-02-24,0.0,0.0,0.0,0.0,1.0,0.0,51121.15910887328,51121.15910887328,0.0
2025-02-25,0.0,0.0,0.0,0.0,1.0,0.0,50399.36752807991,50399.36752807991,0.0
2025-02-26,0.0,0.0,0.0,0.0,1.0,0.0,50489.592035183174,50489.592035183174,0.0
2025-02-27,0.0,0.0,0.0,0.0,0.9999999999999891,1.098601125617532e-14,48331.81044861997,48331.81044861997,0.0
2025-02-28,0.0,0.0,0.0,0.0,1.0,0.0,14212.264060108115,14212.264060108115,0.0
2025-03-01,0.0,0.0,5.9676776737282075e-15,0.0,0.999999999999994,0.0,14400.022019241957,14400.022019241933,-2.3646862246096134e-11
2025-03-02,0.0,0.0,0.0,0.0,1.0,0.0,65734.41648354472,65734.41648354472,0.0
2025-03-03,0.0,0.0,0.0,0.0,1.0,0.0,61293.33336351618,61293.33336351619,7.275957614183426e-12
2025-03-04,0.0,0.0,0.0,0.0,1.0,0.0,50392.51028030708,50392.51028030707,-7.275957614183426e-12
2025-03-05,1.0961844834361937e-15,0.0,0.0,0.0,0.999999999999999,0.0,50084.75730584997,50084.75730584993,-3.637978807091713e-11
2025-03-06,0.0,0.0,0.0,0.0,0.9999999999999984,1.4458816835275162e-15,49989.85303773697,49989.853037736924,-4.3655745685100555e-11
2025-03-07,0.0,0.0,0.0,0.0,1.0,0.0,14021.084310761596,14021.084310761596,0.0
2025-03-08,0.0,0.0,0.0,0.0,0.999999999999998,2.006336565942612e-15,13524.383144839983,13524.383144839969,-1.4551915228366852e-11
2025-03-09,0.0,0.0,0.0,0.0,1.0,0.0,47306.09021306848,47306.09021306848,0.0
2025-03-10,7.7851278819397e-16,0.0,0.0,0.0,0.9999999999999991,0.0,47807.12653248839,47807.12653248832,-7.275957614183426e-11
2025-03-11,0.0,4.573451234169602e-16,0.0,0.0,0.9999999999999996,0.0,46554.576071146585,46554.576071146555,-2.9103830456733704e-11
2025-03-12,0.0,0.0,0.0,0.0,1.0,0.0,45503.905376339586,45503.90537633958,-7.275957614183426e-12
2025-03-13,0.0,0.0,0.0,0.0,1.0,0.0,50806.494567950445,50806.494567950445,0.0
2025-03-14,0.0,0.0,0.0,0.0,1.0,0.0,12547.03629978394,12547.036299783937,-3.637978807091713e-12
2025-03-15,0.0,0.0,2.0977102307539766e-15,0.0,0.999999999999998,0.0,13273.973138757847,13273.973138757814,-3.2741809263825417e-11
2025-03-16,0.0,0.0,0.0,0.0,1.0,0.0,44970.170696801215,44970.170696801215,0.0
2025-03-17,0.0,0.0,0.0,0.0,1.0,0.0,43867.93739578687,43867.93739578687,0.0
2025-03-18,0.0,0.0,1.2802992712441962e-15,0.0,0.9999999999999988,0.0,43212.122987672105,43212.122987672105,0.0
2025-03-19,1.5513896499769089e-15,0.0,0.0,0.0,0.9999999999999984,0.0,43082.17501768581,43082.175017685775,-3.637978807091713e-11
2025-03-20,4.866441418220931e-15,0.0,0.0,0.0,0.9999999999999951,0.0,43770.55747858129,43770.557478581235,-5.820766091346741e-11
2025-03-21,0.0,0.0,0.0,0.0,1.0,0.0,12541.323320786232,12541.323320786232,0.0
2025-03-22,0.0,0.0,0.0,0.0,0.9999999999999982,1.759333084667609e-15,13076.604308454764,13076.604308454731,-3.2741809263825417e-11
2025-03-23,0.0,0.0,0.0,0.0,1.0,0.0,41474.398990649,41474.398990649,0.0
2025-03-24,0.0,0.0,0.0,0.0,1.0,0.0,41315.823712964695,41315.82371296469,-7.275957614183426e-12
2025-03-25,0.0,0.0,0.0,0.0,0.9999999999999907,9.328894451803945e-15,41184.592139922985,41184.592139922956,-2.9103830456733704e-11
2025-03-26,0.0,0.0,1.13623847937992e-15,0.0,0.9999999999999989,0.0,40669.83440535482,40669.8344053548,-2.1827872842550278e-11
2025-03-27,1.426390042776514e-15,0.0,1.7446111555585811e-15,0.0,0.9999999999999915,5.309556631520777e-15,40465.615420487404,40465.61542048736,-4.3655745685100555e-11
2025-03-28,0.0,0.0,0.0,0.0,1.0,0.0,12325.30582933019,12325.305829330187,-1.8189894035458565e-12
2025-03-29,0.0,0.0,0.0,0.0,0.9999999999999987,1.430306035226696e-15,12026.287717564854,12026.28771756483,-2.3646862246096134e-11
2025-03-30,0.0,0.0,4.889133996675075e-15,0.0,0.9999999999999951,0.0,38846.66493248521,38846.66493248519,-2.1827872842550278e-11
2025-03-31,0.0,0.0,0.0,0.0,0.9999999999999931,6.9411648623883064e-15,38526.8553880389,38526.8553880389,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.9999999999999991,9.258149802349232e-16,44731.99806991789,44731.99806991786,-2.9103830456733704e-11
2025-04-02,0.0,0.0,0.0,0.0,1.0,0.0,46450.56004223517,46450.56004223518,7.275957614183426e-12
2025-04-03,5.712522971589319e-15,0.0,0.0,0.0,0.9999999999999942,0.0,39819.63578464709,39819.63578464707,-2.1827872842550278e-11
2025-04-04,0.0,0.0,1.2714021420242718e-15,0.0,0.9999999999999988,0.0,11556.429568014379,11556.429568014371,-7.275957614183426e-12
2025-04-05,0.0,0.0,0.0,0.0,0.9999999999999989,1.019108791673675e-15,11881.897094553331,11881.897094553296,-3.456079866737127e-11
