日期,1月固定候选,在线候选,在线当日费用_元,历史窗口内各候选费用_JSON
2025-09-05,affine_saa_mpc,affine_saa_mpc,24727.10073654329,"[1194638.1324120772, 1389392.6838927455, 1213546.7482014708, 1367181.4601189962, 1165694.4704261485, 1181271.9032107156]"
2025-09-06,affine_saa_mpc,affine_saa_mpc,25354.52953855975,"[1194646.338803652, 1389333.9153055965, 1214934.8741223903, 1367561.4953444044, 1166002.6928300592, 1181558.5183460473]"
2025-09-07,affine_saa_mpc,affine_saa_mpc,48090.56574429095,"[1195691.5822096914, 1390170.2721236013, 1216056.7939993232, 1368705.013963344, 1167483.4420646455, 1182892.070988951]"
2025-09-08,affine_saa_mpc,affine_saa_mpc,43859.331006359746,"[1196204.115408315, 1386942.566221661, 1215407.797083539, 1364233.8145303917, 1168490.009322498, 1183880.481874151]"
2025-09-09,affine_saa_mpc,affine_saa_mpc,40204.9499623479,"[1192968.0081588314, 1390984.2988715032, 1217996.6885819428, 1369348.4103362164, 1164788.8594321583, 1185557.935248975]"
2025-09-10,affine_saa_mpc,affine_saa_mpc,49650.44830399315,"[1182863.685026276, 1385382.7451681418, 1205198.7894163323, 1364011.7066508487, 1156927.897151238, 1175017.8075098544]"
2025-09-11,affine_saa_mpc,affine_saa_mpc,40595.580952273536,"[1178204.282325231, 1399593.9942128195, 1208296.9423668575, 1379113.4494079824, 1159690.7737018666, 1181811.2265539123]"
2025-09-12,affine_saa_mpc,affine_saa_mpc,18338.191508100776,"[1171023.1197096622, 1390849.5711718458, 1200070.7377760126, 1369636.2544558116, 1153510.336306389, 1175158.077185524]"
2025-09-13,affine_saa_mpc,affine_saa_mpc,18414.582069871925,"[1164887.3489479749, 1388330.9137824522, 1194720.7816442437, 1367963.0436005194, 1148027.412187558, 1170009.5659863842]"
2025-09-14,affine_saa_mpc,affine_saa_mpc,40903.675552693436,"[1158895.2382655481, 1381867.3400342418, 1189938.9664978965, 1363249.1314143843, 1142535.6804875128, 1163930.0517502476]"
2025-09-15,affine_saa_mpc,affine_saa_mpc,41833.0761516916,"[1151689.2379271972, 1380491.8735438823, 1186316.8610156667, 1364715.105850795, 1136649.0564118894, 1160154.0865449118]"
2025-09-16,affine_saa_mpc,affine_saa_mpc,41624.467982521994,"[1145746.2349549234, 1376650.3110781142, 1181322.4805691084, 1362421.6796405145, 1131963.6622067783, 1155407.9204538239]"
2025-09-17,affine_saa_mpc,affine_saa_mpc,42166.58029795131,"[1139362.860426974, 1377918.9306066548, 1178477.5800133243, 1363350.9108427218, 1126606.6183823126, 1149941.0801955191]"
