problem,seed,variant,stress,error,total,cleared,ratio,time_s,avg_s,move_m,measures,switches,miss,fallbacks,audits,runtime_s,certificate
4,90165,6,0,0,10,10,1,10821.849403,1082.1849403,40359.2471953,356,329,197,4,19,0.0060833,convex_mesh_per_channel
4,90166,6,0,0,14,14,1,8697.020279,621.215734214,35095.1013967,272,242,2,0,34,0.0102982,convex_mesh_per_channel
4,90167,6,0,0,15,15,1,8058.371083,537.224738867,32021.8553321,247,224,40,1,30,0.0110915,convex_mesh_per_channel
4,90168,6,0,0,16,16,1,10171.278096,635.704881,41406.3903984,246,205,125,6,32,0.0107986,upper_bound_16
4,90169,6,0,0,13,13,1,8140.022928,626.155609846,32350.1146392,272,245,0,0,27,0.010311,convex_mesh_per_channel
4,90170,6,0,0,16,16,1,7815.199312,488.449957,30830.9964427,230,206,71,2,31,0.0080048,upper_bound_16
4,90171,6,0,0,16,16,1,6854.282092,428.39263075,28466.4104563,183,163,1,0,37,0.0145003,upper_bound_16
4,90172,6,0,0,14,14,1,7599.658383,542.832741643,29953.2919201,260,239,0,0,32,0.009665,convex_mesh_per_channel
4,90173,6,0,0,16,16,1,6779.821123,423.738820187,28084.1056188,183,168,0,0,35,0.0131194,upper_bound_16
4,90174,6,0,0,12,12,1,9860.436102,821.7030085,38262.1804736,304,274,118,3,21,0.0074041,convex_mesh_per_channel
4,90175,6,0,0,13,13,1,7669.134125,589.933394231,30980.67062,238,209,3,1,34,0.0161742,convex_mesh_per_channel
4,90176,6,0,0,15,15,1,8788.218217,585.881214467,35756.0910923,254,217,25,1,36,0.0099764,convex_mesh_per_channel
4,90177,6,0,0,16,16,1,8198.809526,512.425595375,33904.0475977,211,169,38,3,37,0.0138637,upper_bound_16
4,90178,6,0,0,13,13,1,10478.122859,806.009450692,40460.6140074,311,277,163,4,25,0.0084605,convex_mesh_per_channel
4,90179,6,0,0,16,16,1,6636.850031,414.803126937,27269.2501625,187,162,2,2,39,0.0163011,upper_bound_16
4,90180,6,0,0,16,16,1,5920.183666,370.011479125,23875.9183475,180,165,0,0,35,0.0137642,upper_bound_16
4,90181,6,0,0,12,12,1,8027.424787,668.952065583,30972.12389,286,262,27,1,26,0.0081466,convex_mesh_per_channel
4,90182,6,0,0,11,11,1,9361.115377,851.010488818,34930.5768975,349,320,85,3,23,0.0079178,convex_mesh_per_channel
4,90183,6,0,0,16,16,1,7991.150792,499.4469245,32215.7539477,225,199,48,1,38,0.0134393,upper_bound_16
