kind,date,emergency,kwh,cost_yuan
q4_3,2025-08-26,False,1.2917666936118621e-11,5.305413708356355e-11
q4_3,2025-08-27,False,1.77209358298569e-11,7.547798830387365e-11
q4_3,2025-08-28,True,15.728663963976825,132.27019960499834
q4_3,2025-08-29,False,3.822719918389339e-12,1.7753549741428285e-11
q4_3,2025-08-30,True,50.867457904677224,106.21125210498133
q4_3,2025-08-31,False,1.6434853478131117e-11,6.11665562644248e-11
q4_3,2025-09-01,False,6.870948254800169e-12,3.1635373431981864e-11
q4_3,2025-09-02,False,5.616840326183592e-12,2.377706742606733e-11
q4_3,2025-09-03,False,6.764366844436154e-12,2.8008543040414223e-11
q4_3,2025-09-04,False,7.293721182577428e-12,3.313580521080439e-11
q4_3,2025-09-05,False,1.9895196601282805e-12,1.0248953685731977e-11
q4_3,2025-09-06,False,4.831690603168681e-12,2.324199499526003e-11
q4_3,2025-09-07,False,6.560085807905125e-12,2.5735901409973393e-11
q4_3,2025-09-08,False,1.5075940495989926e-11,5.5565774204069385e-11
q4_3,2025-09-09,False,1.7926993223227328e-11,6.30364347387058e-11
q4_3,2025-09-10,False,2.0879298290310544e-11,8.549500307708514e-11
q4_3,2025-09-11,False,1.3109513474773848e-11,4.493409377914759e-11
q4_3,2025-09-12,True,102.50035643776569,295.0653284453116
q4_3,2025-09-13,False,9.023892744153272e-12,2.8313628774867537e-11
q4_3,2025-09-14,False,1.8900436771218665e-11,7.012660319105634e-11
q4_3,2025-09-15,False,9.833911462919787e-12,3.34188712258765e-11
q4_3,2025-09-16,False,1.8950174762721872e-11,7.189121831174817e-11
q4_3,2025-09-17,False,1.9841905896100798e-11,7.644562671771383e-11
q4_3,2025-09-18,False,1.3521822550544016e-11,4.899953670589597e-11
q4_3,2025-09-19,False,8.327560863108374e-12,2.7055804707742934e-11
q4_3,2025-09-20,False,9.197975714414497e-12,2.5180113993883424e-11
q4_3,2025-09-21,True,8.445000000017092,58.025595000062644
q4_3,2025-09-22,False,2.4126478592734202e-11,8.843917420620073e-11
q4_3,2025-09-23,False,1.780842140419736e-11,7.058250628411146e-11
q4_3,2025-09-24,False,1.5009327114512416e-11,5.5001497134554707e-11
q4_3,2025-09-25,False,1.5198509117908543e-11,5.462491969865368e-11
q4_3,2025-09-26,False,8.839151632855646e-12,2.935067300313676e-11
q4_3,2025-09-27,True,79.60435655418507,333.26407096325056
