endpoint,kind,date,original_bill,alternative_bill_same_trajectory,bill_increase,no_return_shadow_policy_bill
free,q4_3,2025-12-06,26085.715278245298,26086.575211914766,0.859933669465903,26086.14524508003
free,q4_3,2025-12-07,80725.3857504739,83029.43134298341,2304.0455925095184,81877.40854672866
free,q4_3,2025-12-08,75376.32179473844,77898.93348843828,2522.611693699846,76637.62764158836
free,q4_3,2025-12-09,73750.45483025607,77727.30957748774,3976.8547472316654,75738.88220387191
free,q4_3,2025-12-10,73160.53496080425,73449.7590636334,289.2241028291641,73305.14701221882
free,q4_3,2025-12-11,69577.12633389363,73809.60608785201,4232.479753958378,71693.3662108728
free,q4_3,2025-12-12,27357.60131024787,28553.19191826275,1195.5906080148816,27955.39661425531
free,q4_3,2025-12-13,25949.615334570855,27419.074438275937,1469.4591037050818,26684.344886423394
free,q4_3,2025-12-14,72387.23528926991,72772.70138409149,385.46609482156555,72579.9683366807
free,q4_3,2025-12-15,74033.5591823603,74236.67367396537,203.1144916050638,74135.11642816284
free,q4_3,2025-12-16,75981.45644817108,79299.81434339628,3318.3578952251924,77640.63539578368
free,q4_3,2025-12-17,73141.30980592598,78460.54460090896,5319.234794982996,75800.92720341746
free,q4_3,2025-12-18,70499.17398781121,72782.51208309381,2283.338095282595,71640.8430354525
free,q4_3,2025-12-19,24889.501821572372,26229.05665278266,1339.5548312102887,25559.279237177514
free,q4_3,2025-12-20,23927.115527737806,25945.3765935709,2018.2610658330948,24936.24606065435
free,q4_3,2025-12-21,73838.35809313454,75534.97411509903,1696.6160219644858,74686.66610411678
free,q4_3,2025-12-22,73280.43201312849,73704.2211293015,423.78911617300486,73492.326571215
free,q4_3,2025-12-23,73702.58189763439,77574.87013127407,3872.2882336396833,75638.72601445422
free,q4_3,2025-12-24,71649.33488520476,72839.01213797601,1189.6772527712478,72244.17351159039
free,q4_3,2025-12-25,67832.47887995801,68628.3883220935,795.9094421354787,68230.43360102575
free,q4_3,2025-12-26,26215.239583076993,27108.14814084269,892.9085577656989,26661.69386195984
free,q4_3,2025-12-27,24287.691794889448,25302.589039959683,1014.8972450702331,24795.14041742457
free,q4_3,2025-12-28,68511.04103085786,70201.46221016362,1690.4211793057748,69356.25162051074
free,q4_3,2025-12-29,72033.77936984446,73481.53937507705,1447.760005232588,72757.65937246075
free,q4_3,2025-12-30,70557.2340964298,74210.5103925933,3653.27629616349,72383.87224451154
free,q4_3,2025-12-31,71708.3557199719,73882.1319759828,2173.776256010893,72795.24384797737
fixed6000,q2,2025-02-01,24719.059512919477,24719.059512919477,0.0,24719.059512919477
fixed6000,q2,2025-02-02,57257.918170130564,57257.918170130564,0.0,57257.918170130564
fixed6000,q2,2025-02-03,56025.30456404348,56025.30456404348,0.0,56025.30456404348
fixed6000,q2,2025-02-04,55851.80305681804,55851.80305681804,0.0,55851.80305681804
fixed6000,q2,2025-02-05,55099.2417147477,55099.2417147477,0.0,55099.2417147477
fixed6000,q2,2025-02-06,57163.206316065145,57163.206316065145,0.0,57163.206316065145
fixed6000,q2,2025-02-07,22281.8241824595,22281.8241824595,0.0,22281.8241824595
fixed6000,q2,2025-02-08,20369.71350255766,20369.71350255766,0.0,20369.71350255766
fixed6000,q2,2025-02-09,55484.55958769821,55484.55958769821,0.0,55484.55958769821
fixed6000,q2,2025-02-10,54105.51664430571,54105.51664430571,0.0,54105.51664430571
fixed6000,q2,2025-02-11,53232.23367924897,53232.23367924897,0.0,53232.23367924897
fixed6000,q2,2025-02-12,52711.32753286449,52711.32753286449,0.0,52711.32753286449
fixed6000,q2,2025-02-13,51400.68082699117,51400.68082699117,0.0,51400.68082699117
fixed6000,q2,2025-02-14,18959.408955718023,18959.408955718023,0.0,18959.408955718023
fixed6000,q2,2025-02-15,19152.29889324467,19152.29889324467,0.0,19152.29889324467
fixed6000,q2,2025-02-16,50429.013652966554,50429.013652966554,0.0,50429.013652966554
fixed6000,q2,2025-02-17,50008.94360664979,50008.94360664979,0.0,50008.94360664979
fixed6000,q2,2025-02-18,48645.0455784913,48645.0455784913,0.0,48645.0455784913
fixed6000,q2,2025-02-19,48314.5375675854,48314.5375675854,0.0,48314.5375675854
fixed6000,q2,2025-02-20,48626.97976061047,48626.97976061047,0.0,48626.97976061047
fixed6000,q2,2025-02-21,18085.198467765673,18085.198467765673,0.0,18085.198467765673
fixed6000,q2,2025-02-22,19070.198847308955,19070.198847308955,0.0,19070.198847308955
fixed6000,q2,2025-02-23,47242.84867587064,47242.84867587064,0.0,47242.84867587064
fixed6000,q2,2025-02-24,48116.1744931461,48116.1744931461,0.0,48116.1744931461
fixed6000,q2,2025-02-25,46906.2152252604,46906.2152252604,0.0,46906.2152252604
fixed6000,q2,2025-02-26,46980.99599641771,46980.99599641771,0.0,46980.99599641771
fixed6000,q2,2025-02-27,44012.805949557485,44012.805949557485,0.0,44012.805949557485
fixed6000,q2,2025-02-28,17501.731991662513,17501.731991662513,0.0,17501.731991662513
fixed6000,q2,2025-03-01,18532.020735386366,18532.020735386366,0.0,18532.020735386366
fixed6000,q2,2025-03-02,60674.49514847352,60674.49514847352,0.0,60674.49514847352
fixed6000,q2,2025-03-03,55861.49854121808,55861.49854121808,0.0,55861.49854121808
fixed6000,q2,2025-03-04,46159.90630114573,46159.90630114573,0.0,46159.90630114573
fixed6000,q2,2025-03-05,47637.23019302447,47637.23019302447,0.0,47637.23019302447
fixed6000,q2,2025-03-06,46406.15173943514,46406.15173943514,0.0,46406.15173943514
fixed6000,q2,2025-03-07,16786.1002490937,16786.1002490937,0.0,16786.1002490937
fixed6000,q2,2025-03-08,18187.000987933734,18187.000987933734,0.0,18187.000987933734
fixed6000,q2,2025-03-09,44909.64680571543,44909.64680571543,0.0,44909.64680571543
fixed6000,q2,2025-03-10,45867.983496164845,45867.983496164845,0.0,45867.983496164845
fixed6000,q2,2025-03-11,43679.63527249769,43679.63527249769,0.0,43679.63527249769
fixed6000,q2,2025-03-12,43286.46476273553,43286.46476273553,0.0,43286.46476273553
fixed6000,q2,2025-03-13,48419.40241048546,48419.40241048546,0.0,48419.40241048546
fixed6000,q2,2025-03-14,15816.38410959101,15816.38410959101,0.0,15816.38410959101
fixed6000,q2,2025-03-15,17614.98536692784,17614.98536692784,0.0,17614.98536692784
fixed6000,q2,2025-03-16,42517.783638549896,42517.783638549896,0.0,42517.783638549896
fixed6000,q2,2025-03-17,43112.27227060588,43112.27227060588,0.0,43112.27227060588
fixed6000,q2,2025-03-18,41636.99534776772,41636.99534776772,0.0,41636.99534776772
fixed6000,q2,2025-03-19,40942.389532472385,40942.389532472385,0.0,40942.389532472385
fixed6000,q2,2025-03-20,40779.74321101731,40779.74321101731,0.0,40779.74321101731
fixed6000,q2,2025-03-21,15841.910252134587,15841.910252134587,0.0,15841.910252134587
fixed6000,q2,2025-03-22,17888.65449778607,17888.65449778607,0.0,17888.65449778607
fixed6000,q2,2025-03-23,40550.20779688722,40550.20779688722,0.0,40550.20779688722
fixed6000,q2,2025-03-24,39482.72147737141,39482.72147737141,0.0,39482.72147737141
fixed6000,q2,2025-03-25,39968.043273421266,39968.043273421266,0.0,39968.043273421266
fixed6000,q2,2025-03-26,39690.787258559794,39690.787258559794,0.0,39690.787258559794
fixed6000,q2,2025-03-27,37929.00056874957,37929.00056874957,0.0,37929.00056874957
fixed6000,q2,2025-03-28,15120.176906789176,15120.176906789176,0.0,15120.176906789176
fixed6000,q2,2025-03-29,16737.191985536378,16737.191985536378,0.0,16737.191985536378
fixed6000,q2,2025-03-30,38685.979786102296,38685.979786102296,0.0,38685.979786102296
fixed6000,q2,2025-03-31,37738.5252483954,37738.5252483954,0.0,37738.5252483954
fixed6000,q2,2025-04-01,41577.37702142737,41577.37702142737,0.0,41577.37702142737
fixed6000,q2,2025-04-02,47003.76215615,47003.76215615,0.0,47003.76215615
fixed6000,q2,2025-04-03,36840.04989408123,36840.04989408123,0.0,36840.04989408123
fixed6000,q2,2025-04-04,14448.815752868337,14448.815752868337,0.0,14448.815752868337
fixed6000,q2,2025-04-05,16757.187360393604,16757.187360393604,0.0,16757.187360393604
fixed6000,q2,2025-04-06,36565.060108309124,36565.060108309124,0.0,36565.060108309124
fixed6000,q2,2025-04-07,38125.678442803866,38125.678442803866,0.0,38125.678442803866
fixed6000,q2,2025-04-08,38575.001285286315,38575.001285286315,0.0,38575.001285286315
fixed6000,q2,2025-04-09,39919.50773766921,39919.50773766921,0.0,39919.50773766921
fixed6000,q2,2025-04-10,33983.77926356063,33983.77926356063,0.0,33983.77926356063
fixed6000,q2,2025-04-11,13625.721805853309,13625.721805853309,0.0,13625.721805853309
fixed6000,q2,2025-04-12,16646.43077495769,16646.43077495769,0.0,16646.43077495769
fixed6000,q2,2025-04-13,36839.2793419422,36839.2793419422,0.0,36839.2793419422
fixed6000,q2,2025-04-14,36030.072738770235,36030.072738770235,0.0,36030.072738770235
fixed6000,q2,2025-04-15,36216.075701875074,36216.075701875074,0.0,36216.075701875074
fixed6000,q2,2025-04-16,37088.74831801445,37088.74831801445,0.0,37088.74831801445
fixed6000,q2,2025-04-17,33457.91804998458,33457.91804998458,0.0,33457.91804998458
fixed6000,q2,2025-04-18,13377.376648395935,13377.376648395935,0.0,13377.376648395935
fixed6000,q2,2025-04-19,15793.384073425994,15793.384073425994,0.0,15793.384073425994
fixed6000,q2,2025-04-20,35876.74575058404,35876.74575058404,0.0,35876.74575058404
fixed6000,q2,2025-04-21,35677.689022294,35677.689022294,0.0,35677.689022294
fixed6000,q2,2025-04-22,34867.096488941424,34867.096488941424,0.0,34867.096488941424
fixed6000,q2,2025-04-23,35269.79249434204,35269.79249434204,0.0,35269.79249434204
fixed6000,q2,2025-04-24,31920.570602299933,31920.570602299933,0.0,31920.570602299933
fixed6000,q2,2025-04-25,12559.141097736861,12559.141097736861,0.0,12559.141097736861
fixed6000,q2,2025-04-26,18405.672619189296,18405.672619189296,0.0,18405.672619189296
fixed6000,q2,2025-04-27,37394.01132472495,37394.01132472495,0.0,37394.01132472495
fixed6000,q2,2025-04-28,50473.9658035114,50473.9658035114,0.0,50473.9658035114
fixed6000,q2,2025-04-29,34638.23119445748,34638.23119445748,0.0,34638.23119445748
fixed6000,q2,2025-04-30,35428.77378835276,35428.77378835276,0.0,35428.77378835276
fixed6000,q2,2025-05-01,41088.41821394526,41088.41821394526,0.0,41088.41821394526
fixed6000,q2,2025-05-02,26413.882016618256,26413.882016618256,0.0,26413.882016618256
fixed6000,q2,2025-05-03,22141.548352964805,22141.548352964805,0.0,22141.548352964805
fixed6000,q2,2025-05-04,43545.569698058076,43545.569698058076,0.0,43545.569698058076
fixed6000,q2,2025-05-05,43732.95150548586,43732.95150548586,0.0,43732.95150548586
fixed6000,q2,2025-05-06,41638.52226631572,41638.52226631572,0.0,41638.52226631572
fixed6000,q2,2025-05-07,47281.86422841262,47281.86422841262,0.0,47281.86422841262
fixed6000,q2,2025-05-08,38106.42363234416,38106.42363234416,0.0,38106.42363234416
fixed6000,q2,2025-05-09,16505.946484608103,16505.946484608103,0.0,16505.946484608103
fixed6000,q2,2025-05-10,17982.728909206067,17982.728909206067,0.0,17982.728909206067
fixed6000,q2,2025-05-11,37803.9067737205,37803.9067737205,0.0,37803.9067737205
fixed6000,q2,2025-05-12,40580.96360674889,40580.96360674889,0.0,40580.96360674889
fixed6000,q2,2025-05-13,41928.10729023888,41928.10729023888,0.0,41928.10729023888
fixed6000,q2,2025-05-14,39972.04281941191,39972.04281941191,0.0,39972.04281941191
fixed6000,q2,2025-05-15,34296.99290932737,34296.99290932737,0.0,34296.99290932737
fixed6000,q2,2025-05-16,16345.353280913136,16345.353280913136,0.0,16345.353280913136
fixed6000,q2,2025-05-17,18922.317903903415,18922.317903903415,0.0,18922.317903903415
fixed6000,q2,2025-05-18,39598.555786375575,39598.555786375575,0.0,39598.555786375575
fixed6000,q2,2025-05-19,37351.1404465824,37351.1404465824,0.0,37351.1404465824
fixed6000,q2,2025-05-20,38632.721336450675,38632.721336450675,0.0,38632.721336450675
fixed6000,q2,2025-05-21,38980.65986218405,38980.65986218405,0.0,38980.65986218405
fixed6000,q2,2025-05-22,35929.85569898099,35929.85569898099,0.0,35929.85569898099
fixed6000,q2,2025-05-23,13989.383460636887,13989.383460636887,0.0,13989.383460636887
fixed6000,q2,2025-05-24,17608.845524967484,17608.845524967484,0.0,17608.845524967484
fixed6000,q2,2025-05-25,36534.06441913714,36534.06441913714,0.0,36534.06441913714
fixed6000,q2,2025-05-26,42193.87838334914,42193.87838334914,0.0,42193.87838334914
fixed6000,q2,2025-05-27,40411.199725792736,40411.199725792736,0.0,40411.199725792736
fixed6000,q2,2025-05-28,36473.065303437965,36473.065303437965,0.0,36473.065303437965
fixed6000,q2,2025-05-29,33893.60930651557,33893.60930651557,0.0,33893.60930651557
fixed6000,q2,2025-05-30,16082.306933800584,16082.306933800584,0.0,16082.306933800584
fixed6000,q2,2025-05-31,18661.695382772214,18661.695382772214,0.0,18661.695382772214
fixed6000,q2,2025-06-01,81346.25360837516,81346.25360837516,0.0,81346.25360837516
fixed6000,q2,2025-06-02,78097.66764450769,78097.66764450769,0.0,78097.66764450769
fixed6000,q2,2025-06-03,66550.31440399747,66550.31440399747,0.0,66550.31440399747
fixed6000,q2,2025-06-04,62246.86213134734,62246.86213134734,0.0,62246.86213134734
fixed6000,q2,2025-06-05,60912.5383999595,60912.5383999595,0.0,60912.5383999595
fixed6000,q2,2025-06-06,41629.98305666065,41629.98305666065,0.0,41629.98305666065
fixed6000,q2,2025-06-07,39056.06432573131,39056.06432573131,0.0,39056.06432573131
fixed6000,q2,2025-06-08,59299.20050478683,59299.20050478683,0.0,59299.20050478683
fixed6000,q2,2025-06-09,55879.4374995983,55879.4374995983,0.0,55879.4374995983
fixed6000,q2,2025-06-10,51046.54444073796,51046.54444073796,0.0,51046.54444073796
fixed6000,q2,2025-06-11,55153.23466116034,55153.23466116034,0.0,55153.23466116034
fixed6000,q2,2025-06-12,54864.464290478856,54864.464290478856,0.0,54864.464290478856
fixed6000,q2,2025-06-13,26418.892579138912,26418.892579138912,0.0,26418.892579138912
fixed6000,q2,2025-06-14,27830.609183281565,27830.609183281565,0.0,27830.609183281565
fixed6000,q2,2025-06-15,51799.45781947363,51799.45781947363,0.0,51799.45781947363
fixed6000,q2,2025-06-16,56676.214976843155,56676.214976843155,0.0,56676.214976843155
fixed6000,q2,2025-06-17,59053.135776879826,59053.135776879826,0.0,59053.135776879826
fixed6000,q2,2025-06-18,58528.2976650047,58528.2976650047,0.0,58528.2976650047
fixed6000,q2,2025-06-19,48924.02347791837,48924.02347791837,0.0,48924.02347791837
fixed6000,q2,2025-06-20,21363.09158145697,21363.09158145697,0.0,21363.09158145697
fixed6000,q2,2025-06-21,28888.198870329452,28888.198870329452,0.0,28888.198870329452
fixed6000,q2,2025-06-22,56363.180835402716,56363.180835402716,0.0,56363.180835402716
fixed6000,q2,2025-06-23,49150.50725517124,49150.50725517124,0.0,49150.50725517124
fixed6000,q2,2025-06-24,57001.08768848115,57001.08768848115,0.0,57001.08768848115
fixed6000,q2,2025-06-25,48391.851190981855,48391.851190981855,0.0,48391.851190981855
fixed6000,q2,2025-06-26,55742.83371863137,55742.83371863137,0.0,55742.83371863137
fixed6000,q2,2025-06-27,22860.137182879516,22860.137182879516,0.0,22860.137182879516
fixed6000,q2,2025-06-28,21385.218568079486,21385.218568079486,0.0,21385.218568079486
fixed6000,q2,2025-06-29,48602.60866868283,48602.60866868283,0.0,48602.60866868283
fixed6000,q2,2025-06-30,54243.0797906018,54243.0797906018,0.0,54243.0797906018
fixed6000,q2,2025-07-01,59944.94638360853,59944.94638360853,0.0,59944.94638360853
fixed6000,q2,2025-07-02,57779.12074898954,57779.12074898954,0.0,57779.12074898954
fixed6000,q2,2025-07-03,68630.53118175219,68630.53118175219,0.0,68630.53118175219
fixed6000,q2,2025-07-04,34541.96482655901,34541.96482655901,0.0,34541.96482655901
fixed6000,q2,2025-07-05,36565.62882229624,36565.62882229624,0.0,36565.62882229624
fixed6000,q2,2025-07-06,70750.05074017188,70750.05074017188,0.0,70750.05074017188
fixed6000,q2,2025-07-07,67286.7450455341,67286.7450455341,0.0,67286.7450455341
fixed6000,q2,2025-07-08,58440.044427507135,58440.044427507135,0.0,58440.044427507135
fixed6000,q2,2025-07-09,56974.1563503153,56974.1563503153,0.0,56974.1563503153
fixed6000,q2,2025-07-10,52298.53314663513,52298.53314663513,0.0,52298.53314663513
fixed6000,q2,2025-07-11,26535.62316407521,26535.62316407521,0.0,26535.62316407521
fixed6000,q2,2025-07-12,32855.288869406584,32855.288869406584,0.0,32855.288869406584
fixed6000,q2,2025-07-13,57823.46271237625,57823.46271237625,0.0,57823.46271237625
fixed6000,q2,2025-07-14,57943.600761570175,57943.600761570175,0.0,57943.600761570175
fixed6000,q2,2025-07-15,52020.256218672854,52020.256218672854,0.0,52020.256218672854
fixed6000,q2,2025-07-16,55519.11327400258,55519.11327400258,0.0,55519.11327400258
fixed6000,q2,2025-07-17,52803.38722069055,52803.38722069055,0.0,52803.38722069055
fixed6000,q2,2025-07-18,28698.656416636644,28698.656416636644,0.0,28698.656416636644
fixed6000,q2,2025-07-19,28218.695846988812,28218.695846988812,0.0,28218.695846988812
fixed6000,q2,2025-07-20,51656.85315481135,51656.85315481135,0.0,51656.85315481135
fixed6000,q2,2025-07-21,56106.351843622964,56106.351843622964,0.0,56106.351843622964
fixed6000,q2,2025-07-22,55107.746262136185,55107.746262136185,0.0,55107.746262136185
fixed6000,q2,2025-07-23,53576.13211791153,53576.13211791153,0.0,53576.13211791153
fixed6000,q2,2025-07-24,49718.8742167193,49718.8742167193,0.0,49718.8742167193
fixed6000,q2,2025-07-25,25292.91209141894,25292.91209141894,0.0,25292.91209141894
fixed6000,q2,2025-07-26,32177.79987942461,32177.79987942461,0.0,32177.79987942461
fixed6000,q2,2025-07-27,56891.30060952685,56891.30060952685,0.0,56891.30060952685
fixed6000,q2,2025-07-28,54093.326194964626,54093.326194964626,0.0,54093.326194964626
fixed6000,q2,2025-07-29,53924.13628325429,53924.13628325429,0.0,53924.13628325429
fixed6000,q2,2025-07-30,57452.05519373054,57452.05519373054,0.0,57452.05519373054
fixed6000,q2,2025-07-31,54860.01523276136,54860.01523276136,0.0,54860.01523276136
fixed6000,q2,2025-08-01,28303.947395796364,28303.947395796364,0.0,28303.947395796364
fixed6000,q2,2025-08-02,27359.5095252294,27359.5095252294,0.0,27359.5095252294
fixed6000,q2,2025-08-03,51193.19377529371,51193.19377529371,0.0,51193.19377529371
fixed6000,q2,2025-08-04,51425.86166753774,51425.86166753774,0.0,51425.86166753774
fixed6000,q2,2025-08-05,49938.720232760505,49938.720232760505,0.0,49938.720232760505
fixed6000,q2,2025-08-06,48641.126196083555,48641.126196083555,0.0,48641.126196083555
fixed6000,q2,2025-08-07,45222.22149036224,45222.22149036224,0.0,45222.22149036224
fixed6000,q2,2025-08-08,24421.437788534524,24421.437788534524,0.0,24421.437788534524
fixed6000,q2,2025-08-09,25292.650713478753,25292.650713478753,0.0,25292.650713478753
fixed6000,q2,2025-08-10,46519.182157291165,46519.182157291165,0.0,46519.182157291165
fixed6000,q2,2025-08-11,46794.769072760275,46794.769072760275,0.0,46794.769072760275
fixed6000,q2,2025-08-12,49087.57921823278,49087.57921823278,0.0,49087.57921823278
fixed6000,q2,2025-08-13,46538.19753380706,46538.19753380706,0.0,46538.19753380706
fixed6000,q2,2025-08-14,43732.49015443715,43732.49015443715,0.0,43732.49015443715
fixed6000,q2,2025-08-15,23428.180236591375,23428.180236591375,0.0,23428.180236591375
fixed6000,q2,2025-08-16,26163.20898087028,26163.20898087028,0.0,26163.20898087028
fixed6000,q2,2025-08-17,47119.86519806132,47119.86519806132,0.0,47119.86519806132
fixed6000,q2,2025-08-18,45706.81393305995,45706.81393305995,0.0,45706.81393305995
fixed6000,q2,2025-08-19,46139.735846107134,46139.735846107134,0.0,46139.735846107134
fixed6000,q2,2025-08-20,56123.13924025041,56123.13924025041,0.0,56123.13924025041
fixed6000,q2,2025-08-21,44829.24332541988,44829.24332541988,0.0,44829.24332541988
fixed6000,q2,2025-08-22,25983.343971938273,25983.343971938273,0.0,25983.343971938273
fixed6000,q2,2025-08-23,26053.21223170146,26053.21223170146,0.0,26053.21223170146
fixed6000,q2,2025-08-24,46493.73470280822,46493.73470280822,0.0,46493.73470280822
fixed6000,q2,2025-08-25,50353.11287308995,50353.11287308995,0.0,50353.11287308995
fixed6000,q2,2025-08-26,47665.96777074785,47665.96777074785,0.0,47665.96777074785
fixed6000,q2,2025-08-27,49182.434397681995,49182.434397681995,0.0,49182.434397681995
fixed6000,q2,2025-08-28,52374.19842628197,52374.19842628197,0.0,52374.19842628197
fixed6000,q2,2025-08-29,25918.10816515187,25918.10816515187,0.0,25918.10816515187
fixed6000,q2,2025-08-30,26471.855707353567,26471.855707353567,0.0,26471.855707353567
fixed6000,q2,2025-08-31,49080.75467494236,49080.75467494236,0.0,49080.75467494236
fixed6000,q2,2025-09-01,48964.542679330145,48964.542679330145,0.0,48964.542679330145
fixed6000,q2,2025-09-02,47015.55509135485,47015.55509135485,0.0,47015.55509135485
fixed6000,q2,2025-09-03,46427.97949294669,46427.97949294669,0.0,46427.97949294669
fixed6000,q2,2025-09-04,46360.62698051789,46360.62698051789,0.0,46360.62698051789
fixed6000,q2,2025-09-05,22306.721205944836,22306.721205944836,0.0,22306.721205944836
fixed6000,q2,2025-09-06,26261.376896086374,26261.376896086374,0.0,26261.376896086374
fixed6000,q2,2025-09-07,46144.73832744459,46144.73832744459,0.0,46144.73832744459
fixed6000,q2,2025-09-08,43850.53164619081,43850.53164619081,0.0,43850.53164619081
fixed6000,q2,2025-09-09,40389.62539946655,40389.62539946655,0.0,40389.62539946655
fixed6000,q2,2025-09-10,49208.38925294703,49208.38925294703,0.0,49208.38925294703
fixed6000,q2,2025-09-11,37058.962054884425,37058.962054884425,0.0,37058.962054884425
fixed6000,q2,2025-09-12,18242.41700173186,18242.41700173186,0.0,18242.41700173186
fixed6000,q2,2025-09-13,19718.69810063435,19718.69810063435,0.0,19718.69810063435
fixed6000,q2,2025-09-14,40801.05449240807,40801.05449240807,0.0,40801.05449240807
fixed6000,q2,2025-09-15,40591.92133647603,40591.92133647603,0.0,40591.92133647603
fixed6000,q2,2025-09-16,40645.01038300182,40645.01038300182,0.0,40645.01038300182
fixed6000,q2,2025-09-17,41950.498593978235,41950.498593978235,0.0,41950.498593978235
fixed6000,q2,2025-09-18,39542.28281796302,39542.28281796302,0.0,39542.28281796302
fixed6000,q2,2025-09-19,18315.82656314684,18315.82656314684,0.0,18315.82656314684
fixed6000,q2,2025-09-20,21221.260403369823,21221.260403369823,0.0,21221.260403369823
fixed6000,q2,2025-09-21,43520.11108097635,43520.11108097635,0.0,43520.11108097635
fixed6000,q2,2025-09-22,41734.472256393,41734.472256393,0.0,41734.472256393
fixed6000,q2,2025-09-23,44591.62552505582,44591.62552505582,0.0,44591.62552505582
fixed6000,q2,2025-09-24,42954.32523117754,42954.32523117754,0.0,42954.32523117754
fixed6000,q2,2025-09-25,42346.52151161633,42346.52151161633,0.0,42346.52151161633
fixed6000,q2,2025-09-26,18641.62339273269,18641.62339273269,0.0,18641.62339273269
fixed6000,q2,2025-09-27,26984.598817514016,26984.598817514016,0.0,26984.598817514016
fixed6000,q2,2025-09-28,43972.61810219825,43972.61810219825,0.0,43972.61810219825
fixed6000,q2,2025-09-29,44289.3020492862,44289.3020492862,0.0,44289.3020492862
fixed6000,q2,2025-09-30,45697.48426966195,45697.48426966195,0.0,45697.48426966195
fixed6000,q2,2025-10-01,44664.28970811651,44664.28970811651,0.0,44664.28970811651
fixed6000,q2,2025-10-02,40767.44562898339,40767.44562898339,0.0,40767.44562898339
fixed6000,q2,2025-10-03,17237.674083016005,17237.674083016005,0.0,17237.674083016005
fixed6000,q2,2025-10-04,20463.775736222695,20463.775736222695,0.0,20463.775736222695
fixed6000,q2,2025-10-05,43032.99926355149,43032.99926355149,0.0,43032.99926355149
fixed6000,q2,2025-10-06,41245.89156046528,41245.89156046528,0.0,41245.89156046528
fixed6000,q2,2025-10-07,42611.17212049832,42611.17212049832,0.0,42611.17212049832
fixed6000,q2,2025-10-08,39260.60055739114,39260.60055739114,0.0,39260.60055739114
fixed6000,q2,2025-10-09,38556.75538795735,38556.75538795735,0.0,38556.75538795735
fixed6000,q2,2025-10-10,16405.69442233165,16405.69442233165,0.0,16405.69442233165
fixed6000,q2,2025-10-11,18041.219345859005,18041.219345859005,0.0,18041.219345859005
fixed6000,q2,2025-10-12,39782.03816418571,39782.03816418571,0.0,39782.03816418571
fixed6000,q2,2025-10-13,40790.311982532396,40790.311982532396,0.0,40790.311982532396
fixed6000,q2,2025-10-14,41297.10115633752,41297.10115633752,0.0,41297.10115633752
fixed6000,q2,2025-10-15,41009.908671395635,41009.908671395635,0.0,41009.908671395635
fixed6000,q2,2025-10-16,45583.64995124943,45583.64995124943,0.0,45583.64995124943
fixed6000,q2,2025-10-17,17392.08501061036,17392.08501061036,0.0,17392.08501061036
fixed6000,q2,2025-10-18,18444.331537468483,18444.331537468483,0.0,18444.331537468483
fixed6000,q2,2025-10-19,46548.51453695506,46548.51453695506,0.0,46548.51453695506
fixed6000,q2,2025-10-20,45518.9465902395,45518.9465902395,0.0,45518.9465902395
fixed6000,q2,2025-10-21,44688.506479214,44688.506479214,0.0,44688.506479214
fixed6000,q2,2025-10-22,47255.96542905454,47255.96542905454,0.0,47255.96542905454
fixed6000,q2,2025-10-23,43875.94993695592,43875.94993695592,0.0,43875.94993695592
fixed6000,q2,2025-10-24,17077.431620432923,17077.431620432923,0.0,17077.431620432923
fixed6000,q2,2025-10-25,19318.383181447916,19318.383181447916,0.0,19318.383181447916
fixed6000,q2,2025-10-26,46673.24025627036,46673.24025627036,0.0,46673.24025627036
fixed6000,q2,2025-10-27,45709.34855078223,45709.34855078223,0.0,45709.34855078223
fixed6000,q2,2025-10-28,44681.481129039516,44681.481129039516,0.0,44681.481129039516
fixed6000,q2,2025-10-29,47720.32838003003,47720.32838003003,0.0,47720.32838003003
fixed6000,q2,2025-10-30,44267.39619452297,44267.39619452297,0.0,44267.39619452297
fixed6000,q2,2025-10-31,18164.98293875973,18164.98293875973,0.0,18164.98293875973
fixed6000,q2,2025-11-01,19107.49324268996,19107.49324268996,0.0,19107.49324268996
fixed6000,q2,2025-11-02,46776.87171145528,46776.87171145528,0.0,46776.87171145528
fixed6000,q2,2025-11-03,47243.26697256086,47243.26697256086,0.0,47243.26697256086
fixed6000,q2,2025-11-04,47691.53172725714,47691.53172725714,0.0,47691.53172725714
fixed6000,q2,2025-11-05,48885.36787776004,48885.36787776004,0.0,48885.36787776004
fixed6000,q2,2025-11-06,51152.191531016986,51152.191531016986,0.0,51152.191531016986
fixed6000,q2,2025-11-07,19363.267602783664,19363.267602783664,0.0,19363.267602783664
fixed6000,q2,2025-11-08,19361.08950766547,19361.08950766547,0.0,19361.08950766547
fixed6000,q2,2025-11-09,49867.6789027951,49867.6789027951,0.0,49867.6789027951
fixed6000,q2,2025-11-10,50076.428108120956,50076.428108120956,0.0,50076.428108120956
fixed6000,q2,2025-11-11,49334.87785856376,49334.87785856376,0.0,49334.87785856376
fixed6000,q2,2025-11-12,49666.070155030124,49666.070155030124,0.0,49666.070155030124
fixed6000,q2,2025-11-13,51007.91356759455,51007.91356759455,0.0,51007.91356759455
fixed6000,q2,2025-11-14,19039.887664954185,19039.887664954185,0.0,19039.887664954185
fixed6000,q2,2025-11-15,19152.746079746736,19152.746079746736,0.0,19152.746079746736
fixed6000,q2,2025-11-16,50631.02722628882,50631.02722628882,0.0,50631.02722628882
